date,level,event,dd_from_peak,rolling_peak_equity,current_equity,ticker,reason,exit_price,z_score,today_dispersion,action,new_stop,note
2023-11-30,6.0,halt_resumed,-5.3009,100000.0,-430088.52,,,,,,,,
2023-12-01,6.0,halt_triggered,-5.3203,100000.0,-432033.5,,,,,,,,
2023-12-04,1.0,,,,,ALK,overnight_gap_down_15.3pct,33.67,,,,,
2023-12-04,6.0,halt_resumed,-5.3458,100000.0,-434575.27,,,,,,,,
2023-12-05,6.0,halt_triggered,-5.3458,100000.0,-434575.27,,,,,,,,
2023-12-06,6.0,halt_resumed,-5.3389,100000.0,-433885.38,,,,,,,,
2023-12-07,6.0,halt_triggered,-5.3339,100000.0,-433388.4,,,,,,,,
2023-12-08,6.0,halt_resumed,-5.319,100000.0,-431898.85,,,,,,,,
2023-12-11,1.0,,,,,COGT,overnight_gap_down_50.3pct,4.29,,,,,
2023-12-11,6.0,halt_triggered,-5.3464,100000.0,-434636.43000000005,,,,,,,,
2023-12-11,,dispersion_cb_triggered_dec128,,,,,,,4.296,0.054435,,,
2023-12-12,6.0,halt_resumed,-5.3665,100000.0,-436652.44999999995,,,,,,,,
2023-12-13,6.0,halt_triggered,-5.3686,100000.0,-436856.24,,,,,,,,
2023-12-14,6.0,halt_resumed,-5.3816,100000.0,-438155.61,,,,,,,,
2023-12-15,6.0,halt_triggered,-5.3668,100000.0,-436675.9,,,,,,,,
2023-12-18,6.0,halt_resumed,-5.3527,100000.0,-435266.77,,,,,,,,
2023-12-19,6.0,halt_triggered,-5.3628,100000.0,-436275.56999999995,,,,,,,,
2023-12-20,6.0,halt_resumed,-5.3494,100000.0,-434942.12,,,,,,,,
2023-12-21,6.0,halt_triggered,-5.3494,100000.0,-434942.12,,,,,,,,
2023-12-22,6.0,halt_resumed,-5.3646,100000.0,-436458.85,,,,,,,,
2023-12-26,6.0,halt_triggered,-5.367,100000.0,-436700.81000000006,,,,,,,,
2023-12-27,6.0,halt_resumed,-5.3771,100000.0,-437709.61,,,,,,,,
2023-12-28,6.0,halt_triggered,-5.3595,100000.0,-435946.93000000005,,,,,,,,
2023-12-29,6.0,halt_resumed,-5.3585,100000.0,-435847.61,,,,,,,,
2024-01-02,1.0,,,,,CORT,overnight_gap_down_31.9pct,22.11,,,,,
2024-01-02,6.0,halt_triggered,-5.3794,100000.0,-437944.97,,,,,,,,
2024-01-03,6.0,halt_resumed,-5.3253,100000.0,-432530.43000000005,,,,,,,,
2024-01-04,6.0,halt_triggered,-5.3278,100000.0,-432785.0,,,,,,,,
2024-01-05,6.0,halt_resumed,-5.338,100000.0,-433801.80000000005,,,,,,,,
2024-01-08,1.0,,,,,PRTA,overnight_gap_down_22.4pct,31.54,,,,,
2024-01-08,6.0,halt_triggered,-5.381,100000.0,-438098.52,,,,,,,,
2024-01-08,,dispersion_cb_triggered_dec128,,,,,,,7.9491,0.083611,,,
2024-01-09,6.0,halt_resumed,-5.381,100000.0,-438098.52,,,,,,,,
2024-01-10,6.0,halt_triggered,-5.3911,100000.0,-439105.70999999996,,,,,,,,
2024-01-11,6.0,halt_resumed,-5.3911,100000.0,-439105.70999999996,,,,,,,,
2024-01-12,6.0,halt_triggered,-5.3952,100000.0,-439523.65,,,,,,,,
2024-01-16,6.0,halt_resumed,-5.3852,100000.0,-438519.9,,,,,,,,
2024-01-17,6.0,halt_triggered,-5.3955,100000.0,-439548.35,,,,,,,,
2024-01-18,6.0,halt_resumed,-5.4092,100000.0,-440918.16000000003,,,,,,,,
2024-01-19,6.0,halt_triggered,-5.4373,100000.0,-443734.03,,,,,,,,
2024-01-22,6.0,halt_resumed,-5.4602,100000.0,-446020.17000000004,,,,,,,,
2024-01-23,6.0,halt_triggered,-5.4531,100000.0,-445309.52,,,,,,,,
2024-01-24,6.0,halt_resumed,-5.4686,100000.0,-446855.6,,,,,,,,
2024-01-25,6.0,halt_triggered,-5.4803,100000.0,-448030.86,,,,,,,,
2024-01-26,6.0,halt_resumed,-5.4889,100000.0,-448890.31999999995,,,,,,,,
2024-01-29,6.0,halt_triggered,-5.4893,100000.0,-448927.64,,,,,,,,
2024-01-30,6.0,halt_resumed,-5.4853,100000.0,-448532.41000000003,,,,,,,,
2024-01-31,6.0,halt_triggered,-5.4795,100000.0,-447951.47,,,,,,,,
2024-02-01,6.0,halt_resumed,-5.4997,100000.0,-449967.44999999995,,,,,,,,
2024-02-02,6.0,halt_triggered,-5.5081,100000.0,-450809.93000000005,,,,,,,,
2024-02-05,6.0,halt_resumed,-5.5072,100000.0,-450724.86,,,,,,,,
2024-02-06,1.0,,,,,SYM,overnight_gap_down_16.8pct,41.26,,,,,
2024-02-06,6.0,halt_triggered,-5.5558,100000.0,-455581.77,,,,,,,,
2024-02-07,1.0,,,,,YUMC,overnight_gap_up_13.0pct,42.3,,,,,
2024-02-07,6.0,halt_resumed,-5.5302,100000.0,-453023.33999999997,,,,,,,,
2024-02-08,6.0,halt_triggered,-5.5269,100000.0,-452691.9,,,,,,,,
2024-02-09,6.0,halt_resumed,-5.5449,100000.0,-454485.37,,,,,,,,
2024-02-09,,dispersion_cb_triggered_dec128,,,,,,,3.3357,0.034538,,,
2024-02-12,6.0,halt_triggered,-5.5387,100000.0,-453874.39,,,,,,,,
2024-02-13,6.0,halt_resumed,-5.5669,100000.0,-456693.08999999997,,,,,,,,
2024-02-14,1.0,,,,,COGT,overnight_gap_up_56.6pct,8.5503,,,,,
2024-02-14,6.0,halt_triggered,-5.6469,100000.0,-464686.45999999996,,,,,,,,
2024-02-14,,dispersion_cb_triggered_dec128,,,,,,,4.9402,0.046782,,,
2024-02-15,6.0,halt_resumed,-5.6627,100000.0,-466272.5,,,,,,,,
2024-02-16,6.0,halt_triggered,-5.675,100000.0,-467497.66000000003,,,,,,,,
2024-02-20,6.0,halt_resumed,-5.6251,100000.0,-462514.98,,,,,,,,
2024-02-21,1.0,,,,,GLBE,overnight_gap_down_15.7pct,34.0,,,,,
2024-02-21,6.0,halt_triggered,-5.5857,100000.0,-458572.1,,,,,,,,
2024-02-22,6.0,halt_resumed,-5.6231,100000.0,-462312.28,,,,,,,,
2024-02-23,6.0,halt_triggered,-5.6231,100000.0,-462312.28,,,,,,,,
2024-02-26,6.0,halt_resumed,-5.6338,100000.0,-463376.83999999997,,,,,,,,
2024-02-27,6.0,halt_triggered,-5.6498,100000.0,-464981.76,,,,,,,,
2024-02-28,6.0,halt_resumed,-5.66,100000.0,-465998.58999999997,,,,,,,,
2024-02-29,1.0,,,,,PSTG,overnight_gap_up_13.0pct,47.575,,,,,
2024-02-29,1.0,,,,,SNOW,overnight_gap_down_21.2pct,181.17,,,,,
2024-02-29,6.0,halt_triggered,-5.7084,100000.0,-470843.24,,,,,,,,
2024-03-01,1.0,,,,,BLFS,overnight_gap_down_13.9pct,14.55,,,,,
2024-03-01,6.0,halt_resumed,-5.7124,100000.0,-471240.67000000004,,,,,,,,
2024-03-04,6.0,halt_triggered,-5.6982,100000.0,-469823.13,,,,,,,,
2024-03-05,1.0,,,,,KOS,overnight_gap_down_12.5pct,5.26,,,,,
2024-03-05,6.0,halt_resumed,-5.6873,100000.0,-468728.45999999996,,,,,,,,
2024-03-06,6.0,halt_triggered,-5.6945,100000.0,-469450.57999999996,,,,,,,,
2024-03-07,6.0,halt_resumed,-5.6936,100000.0,-469364.35,,,,,,,,
2024-03-08,6.0,halt_triggered,-5.7107,100000.0,-471074.14,,,,,,,,
2024-03-11,6.0,halt_resumed,-5.6816,100000.0,-468162.17000000004,,,,,,,,
2024-03-12,6.0,halt_triggered,-5.6903,100000.0,-469031.42000000004,,,,,,,,
2024-03-13,6.0,halt_resumed,-5.6904,100000.0,-469039.42000000004,,,,,,,,
2024-03-14,6.0,halt_triggered,-5.689,100000.0,-468896.24,,,,,,,,
2024-03-15,1.0,,,,,ADBE,overnight_gap_down_12.4pct,499.64,,,,,
2024-03-15,6.0,halt_resumed,-5.7111,100000.0,-471111.35,,,,,,,,
2024-03-18,6.0,halt_triggered,-5.7397,100000.0,-473966.16000000003,,,,,,,,
2024-03-19,6.0,halt_resumed,-5.6844,100000.0,-468439.52,,,,,,,,
2024-03-20,6.0,halt_triggered,-5.6799,100000.0,-467993.07999999996,,,,,,,,
2024-03-21,1.0,,,,,IMVT,overnight_gap_up_13.2pct,35.75,,,,,
2024-03-21,6.0,halt_resumed,-5.6948,100000.0,-469480.81999999995,,,,,,,,
2024-03-22,6.0,halt_triggered,-5.7049,100000.0,-470488.02,,,,,,,,
2024-03-25,6.0,halt_resumed,-5.7049,100000.0,-470488.02,,,,,,,,
2024-03-26,6.0,halt_triggered,-5.725,100000.0,-472502.32999999996,,,,,,,,
2024-03-27,6.0,halt_resumed,-5.7351,100000.0,-473511.16000000003,,,,,,,,
2024-03-28,6.0,halt_triggered,-5.7383,100000.0,-473831.11,,,,,,,,
2024-04-01,6.0,halt_resumed,-5.7663,100000.0,-476632.19000000006,,,,,,,,
2024-04-02,6.0,halt_triggered,-5.6955,100000.0,-469551.33999999997,,,,,,,,
2024-04-03,6.0,halt_resumed,-5.7157,100000.0,-471565.77,,,,,,,,
2024-04-04,6.0,halt_triggered,-5.6146,100000.0,-461457.92000000004,,,,,,,,
2024-04-05,6.0,halt_resumed,-5.6139,100000.0,-461385.06999999995,,,,,,,,
2024-04-08,6.0,halt_triggered,-5.6139,100000.0,-461385.06999999995,,,,,,,,
2024-04-09,6.0,halt_resumed,-5.6239,100000.0,-462392.28,,,,,,,,
2024-04-10,6.0,halt_triggered,-5.6442,100000.0,-464420.66000000003,,,,,,,,
2024-04-11,6.0,halt_resumed,-5.6372,100000.0,-463716.15,,,,,,,,
2024-04-11,,dispersion_cb_triggered_dec128,,,,,,,3.0609,0.032411,,,
2024-04-12,6.0,halt_triggered,-5.6474,100000.0,-464735.44000000006,,,,,,,,
2024-04-15,6.0,halt_resumed,-5.6647,100000.0,-466466.48,,,,,,,,
2024-04-16,6.0,halt_triggered,-5.6546,100000.0,-465456.80000000005,,,,,,,,
2024-04-16,,dispersion_cb_triggered_dec128,,,,,,,4.2532,0.039534,,,
2024-04-17,6.0,halt_resumed,-5.6844,100000.0,-468436.82999999996,,,,,,,,
2024-04-18,6.0,halt_triggered,-5.6749,100000.0,-467493.65,,,,,,,,
2024-04-19,6.0,halt_resumed,-5.5402,100000.0,-454021.69000000006,,,,,,,,
2024-04-22,6.0,halt_triggered,-5.5216,100000.0,-452160.49,,,,,,,,
2024-04-23,6.0,halt_resumed,-5.5202,100000.0,-452018.88,,,,,,,,
2024-04-24,1.0,,,,,TSLA,overnight_gap_up_12.6pct,162.84,,,,,
2024-04-24,6.0,halt_triggered,-5.4915,100000.0,-449145.94000000006,,,,,,,,
2024-04-25,6.0,halt_resumed,-5.5027,100000.0,-450267.64,,,,,,,,
2024-04-26,6.0,halt_triggered,-5.5038,100000.0,-450375.11,,,,,,,,
2024-04-29,6.0,halt_resumed,-5.5139,100000.0,-451391.86,,,,,,,,
2024-04-30,6.0,halt_triggered,-5.4617,100000.0,-446168.01,,,,,,,,
2024-05-01,6.0,halt_resumed,-5.4443,100000.0,-444425.04000000004,,,,,,,,
2024-05-02,6.0,halt_triggered,-5.4492,100000.0,-444918.24,,,,,,,,
2024-05-03,6.0,halt_resumed,-5.392,100000.0,-439200.4,,,,,,,,
2024-05-06,1.0,,,,,EYPT,overnight_gap_down_29.6pct,13.89,,,,,
2024-05-06,6.0,halt_triggered,-5.3906,100000.0,-439060.02,,,,,,,,
2024-05-07,1.0,,,,,SYM,overnight_gap_up_12.1pct,47.0,,,,,
2024-05-07,6.0,halt_resumed,-5.3705,100000.0,-437054.57999999996,,,,,,,,
2024-05-08,6.0,halt_triggered,-5.3756,100000.0,-437563.20999999996,,,,,,,,
2024-05-09,6.0,halt_resumed,-5.3828,100000.0,-438279.36,,,,,,,,
2024-05-10,6.0,halt_triggered,-5.413,100000.0,-441302.56999999995,,,,,,,,
2024-05-13,6.0,halt_resumed,-5.4503,100000.0,-445034.98,,,,,,,,
2024-05-14,6.0,halt_triggered,-5.4682,100000.0,-446822.62,,,,,,,,
2024-05-15,6.0,halt_resumed,-5.4734,100000.0,-447338.25,,,,,,,,
2024-05-16,6.0,halt_triggered,-5.4656,100000.0,-446562.99,,,,,,,,
2024-05-17,6.0,halt_resumed,-5.4656,100000.0,-446562.99,,,,,,,,
2024-05-20,1.0,,,,,GLBE,overnight_gap_up_17.4pct,34.2,,,,,
2024-05-20,1.0,,,,,WIX,overnight_gap_up_12.0pct,152.0,,,,,
2024-05-20,6.0,halt_triggered,-5.492,100000.0,-449200.78,,,,,,,,
2024-05-21,6.0,halt_resumed,-5.5011,100000.0,-450112.81999999995,,,,,,,,
2024-05-22,6.0,halt_triggered,-5.4999,100000.0,-449991.48,,,,,,,,
2024-05-23,6.0,halt_resumed,-5.4716,100000.0,-447157.02,,,,,,,,
2024-05-24,6.0,halt_triggered,-5.4716,100000.0,-447157.02,,,,,,,,
2024-05-28,6.0,halt_resumed,-5.485,100000.0,-448499.51,,,,,,,,
2024-05-29,6.0,halt_triggered,-5.4264,100000.0,-442642.83999999997,,,,,,,,
2024-05-30,1.0,,,,,PATH,overnight_gap_down_31.1pct,12.6,,,,,
2024-05-30,6.0,halt_resumed,-5.4811,100000.0,-448106.94999999995,,,,,,,,
2024-05-31,6.0,halt_triggered,-5.4815,100000.0,-448147.75,,,,,,,,
2024-06-03,6.0,halt_resumed,-5.4919,100000.0,-449189.17000000004,,,,,,,,
2024-06-04,6.0,halt_triggered,-5.5319,100000.0,-453188.06000000006,,,,,,,,
2024-06-05,6.0,halt_resumed,-5.5085,100000.0,-450846.53,,,,,,,,
2024-06-06,6.0,halt_triggered,-5.5129,100000.0,-451292.32999999996,,,,,,,,
2024-06-07,1.0,,,,,SMTC,overnight_gap_down_20.6pct,30.17,,,,,
2024-06-07,6.0,halt_resumed,-5.4987,100000.0,-449866.20999999996,,,,,,,,
2024-06-10,6.0,halt_triggered,-5.5188,100000.0,-451880.49,,,,,,,,
2024-06-11,1.0,,,,,CXW,overnight_gap_down_25.6pct,11.01,,,,,
2024-06-11,6.0,halt_resumed,-5.5107,100000.0,-451072.45999999996,,,,,,,,
2024-06-12,6.0,halt_triggered,-5.525,100000.0,-452497.44000000006,,,,,,,,
2024-06-13,6.0,halt_resumed,-5.3786,100000.0,-437864.63,,,,,,,,
2024-06-14,6.0,halt_triggered,-5.3164,100000.0,-431641.04000000004,,,,,,,,
2024-06-17,6.0,halt_resumed,-5.3565,100000.0,-435645.19999999995,,,,,,,,
2024-06-18,6.0,halt_triggered,-5.2864,100000.0,-428643.17000000004,,,,,,,,
2024-06-20,6.0,halt_resumed,-5.2966,100000.0,-429658.38,,,,,,,,
2024-06-21,6.0,halt_triggered,-5.2537,100000.0,-425367.27,,,,,,,,
2024-06-24,6.0,halt_resumed,-5.2456,100000.0,-424561.91000000003,,,,,,,,
2024-06-25,6.0,halt_triggered,-5.2456,100000.0,-424561.91000000003,,,,,,,,
2024-06-26,6.0,halt_resumed,-5.254,100000.0,-425398.36,,,,,,,,
2024-06-27,6.0,halt_triggered,-5.2711,100000.0,-427105.77,,,,,,,,
2024-06-28,6.0,halt_resumed,-5.2811,100000.0,-428114.57999999996,,,,,,,,
2024-07-01,6.0,halt_triggered,-5.295,100000.0,-429504.31000000006,,,,,,,,
2024-07-02,6.0,halt_resumed,-5.2736,100000.0,-427355.83999999997,,,,,,,,
2024-07-03,6.0,halt_triggered,-5.2704,100000.0,-427035.97,,,,,,,,
2024-07-05,6.0,halt_resumed,-5.2352,100000.0,-423515.04,,,,,,,,
2024-07-08,6.0,halt_triggered,-5.2435,100000.0,-424347.92000000004,,,,,,,,
2024-07-09,6.0,halt_resumed,-5.2541,100000.0,-425405.68000000005,,,,,,,,
2024-07-10,6.0,halt_triggered,-5.2652,100000.0,-426519.30000000005,,,,,,,,
2024-07-10,,dispersion_cb_triggered_dec128,,,,,,,3.001,0.03232,,,
2024-07-11,6.0,halt_resumed,-5.2899,100000.0,-428993.57999999996,,,,,,,,
2024-07-12,6.0,halt_triggered,-5.2899,100000.0,-428993.57999999996,,,,,,,,
2024-07-15,6.0,halt_resumed,-5.302,100000.0,-430196.33999999997,,,,,,,,
2024-07-16,6.0,halt_triggered,-5.3208,100000.0,-432082.22,,,,,,,,
2024-07-17,6.0,halt_resumed,-5.1228,100000.0,-412281.0,,,,,,,,
2024-07-18,6.0,halt_triggered,-5.1049,100000.0,-410485.36,,,,,,,,
2024-07-19,6.0,halt_resumed,-5.115,100000.0,-411500.56,,,,,,,,
2024-07-22,6.0,halt_triggered,-5.1251,100000.0,-412509.36,,,,,,,,
2024-07-23,6.0,halt_resumed,-5.146,100000.0,-414601.1,,,,,,,,
2024-07-24,6.0,halt_triggered,-5.0158,100000.0,-401581.73,,,,,,,,
2024-07-25,6.0,halt_resumed,-4.815,100000.0,-381500.6,,,,,,,,
2024-07-26,1.0,,,,,DXCM,overnight_gap_down_38.8pct,66.0,,,,,
2024-07-26,6.0,halt_triggered,-4.8788,100000.0,-387879.34,,,,,,,,
2024-07-29,6.0,halt_resumed,-4.8889,100000.0,-388894.49,,,,,,,,
2024-07-30,6.0,halt_triggered,-4.8195,100000.0,-381951.75,,,,,,,,
2024-07-31,1.0,,,,,LNTH,overnight_gap_down_16.4pct,91.77,,,,,
2024-07-31,6.0,halt_resumed,-4.7735,100000.0,-377345.6,,,,,,,,
2024-08-01,1.0,,,,,MRNA,overnight_gap_down_16.5pct,99.58,,,,,
2024-08-01,6.0,halt_triggered,-4.7809,100000.0,-378085.48,,,,,,,,
2024-08-01,,dispersion_cb_triggered_dec128,,,,,,,3.5933,0.048247,,,
2024-08-02,1.0,,,,,XPOF,overnight_gap_down_41.3pct,10.0,,,,,
2024-08-02,6.0,halt_resumed,-4.7578,100000.0,-375777.74,,,,,,,,
2024-08-05,1.0,,,,,ZETA,overnight_gap_down_13.0pct,20.03,,,,,
2024-08-05,1.0,,,,,NVDA,overnight_gap_down_14.2pct,92.06,,,,,
2024-08-05,1.0,,,,,CLSK,overnight_gap_down_25.2pct,10.085,,,,,
2024-08-05,6.0,halt_triggered,-4.6248,100000.0,-362482.84,,,,,,,,
2024-08-06,6.0,halt_resumed,-4.5283,100000.0,-352830.19,,,,,,,,
2024-08-07,6.0,halt_triggered,-4.3782,100000.0,-337818.28,,,,,,,,
2024-08-08,6.0,halt_resumed,-4.308,100000.0,-330803.51,,,,,,,,
2024-08-09,1.0,,,,,PODD,overnight_gap_down_12.8pct,174.21,,,,,
2024-08-09,6.0,halt_triggered,-4.3771,100000.0,-337714.77,,,,,,,,
2024-08-12,6.0,halt_resumed,-4.37,100000.0,-337004.91,,,,,,,,
2024-08-13,6.0,halt_triggered,-4.3667,100000.0,-336666.59,,,,,,,,
2024-08-14,6.0,halt_resumed,-4.3908,100000.0,-339078.06,,,,,,,,
2024-08-15,6.0,halt_triggered,-4.4153,100000.0,-341531.44,,,,,,,,
2024-08-16,6.0,halt_resumed,-4.428,100000.0,-342804.49,,,,,,,,
2024-08-19,6.0,halt_triggered,-4.3723,100000.0,-337228.23,,,,,,,,
2024-08-20,6.0,halt_resumed,-4.3824,100000.0,-338235.33,,,,,,,,
2024-08-21,6.0,halt_triggered,-4.3815,100000.0,-338153.15,,,,,,,,
2024-08-22,6.0,halt_resumed,-4.383,100000.0,-338299.5,,,,,,,,
2024-08-23,6.0,halt_triggered,-4.3883,100000.0,-338831.64,,,,,,,,
2024-08-26,6.0,halt_resumed,-4.3608,100000.0,-336080.33,,,,,,,,
2024-08-27,6.0,halt_triggered,-4.3696,100000.0,-336960.66,,,,,,,,
2024-08-28,6.0,halt_resumed,-4.3898,100000.0,-338976.72000000003,,,,,,,,
2024-08-29,1.0,,,,,PSTG,overnight_gap_down_14.6pct,51.01,,,,,
2024-08-29,6.0,halt_triggered,-4.3967,100000.0,-339666.92,,,,,,,,
2024-08-30,6.0,halt_resumed,-4.4069,100000.0,-340685.36,,,,,,,,
2024-09-03,6.0,halt_triggered,-4.4117,100000.0,-341166.27,,,,,,,,
2024-09-04,6.0,halt_resumed,-4.3046,100000.0,-330460.55,,,,,,,,
2024-09-05,1.0,,,,,AI,overnight_gap_down_16.6pct,19.18,,,,,
2024-09-05,6.0,halt_triggered,-4.3275,100000.0,-332745.32,,,,,,,,
2024-09-06,6.0,halt_resumed,-4.3624,100000.0,-336238.54,,,,,,,,
2024-09-09,6.0,halt_triggered,-4.3791,100000.0,-337906.49,,,,,,,,
2024-09-10,6.0,halt_resumed,-4.4256,100000.0,-342562.12,,,,,,,,
2024-09-11,6.0,halt_triggered,-4.4485,100000.0,-344848.89,,,,,,,,
2024-09-12,1.0,,,,,MRNA,overnight_gap_down_14.6pct,67.89,,,,,
2024-09-12,6.0,halt_resumed,-4.4591,100000.0,-345907.08,,,,,,,,
2024-09-13,6.0,halt_triggered,-4.4899,100000.0,-348985.17,,,,,,,,
2024-09-16,6.0,halt_resumed,-4.5101,100000.0,-351008.88,,,,,,,,
2024-09-17,6.0,halt_triggered,-4.4366,100000.0,-343657.49,,,,,,,,
2024-09-18,6.0,halt_resumed,-4.4467,100000.0,-344666.29,,,,,,,,
2024-09-19,6.0,halt_triggered,-4.469,100000.0,-346903.41,,,,,,,,
2024-09-20,6.0,halt_resumed,-4.5052,100000.0,-350516.98,,,,,,,,
2024-09-23,6.0,halt_triggered,-4.5253,100000.0,-352534.6,,,,,,,,
2024-09-24,6.0,halt_resumed,-4.5134,100000.0,-351344.88,,,,,,,,
2024-09-25,6.0,halt_triggered,-4.5135,100000.0,-351352.88,,,,,,,,
2024-09-26,6.0,halt_resumed,-4.5417,100000.0,-354166.06,,,,,,,,
2024-09-27,6.0,halt_triggered,-4.5518,100000.0,-355183.14,,,,,,,,
2024-09-30,1.0,,,,,J,overnight_gap_down_15.7pct,131.18,,,,,
2024-09-30,6.0,halt_resumed,-4.5919,100000.0,-359194.73,,,,,,,,
2024-10-01,6.0,halt_triggered,-4.5927,100000.0,-359270.24,,,,,,,,
2024-10-02,6.0,halt_resumed,-4.5795,100000.0,-357954.55,,,,,,,,
2024-10-03,6.0,halt_triggered,-4.5696,100000.0,-356962.32,,,,,,,,
2024-10-04,6.0,halt_resumed,-4.5867,100000.0,-358672.2,,,,,,,,
2024-10-07,6.0,halt_triggered,-4.5953,100000.0,-359527.35,,,,,,,,
2024-10-08,1.0,,,,,WW,overnight_gap_up_16.5pct,0.92,,,,,
2024-10-08,6.0,halt_resumed,-4.6446,100000.0,-364462.17,,,,,,,,
2024-10-08,,dispersion_cb_triggered_dec128,,,,,,,4.1722,0.038746,,,
2024-10-09,6.0,halt_triggered,-4.6764,100000.0,-367644.96,,,,,,,,
2024-10-10,6.0,halt_resumed,-4.6855,100000.0,-368548.4,,,,,,,,
2024-10-11,6.0,halt_triggered,-4.6966,100000.0,-369661.63,,,,,,,,
2024-10-14,6.0,halt_resumed,-4.7053,100000.0,-370528.89,,,,,,,,
2024-10-15,6.0,halt_triggered,-4.7154,100000.0,-371544.15,,,,,,,,
2024-10-16,6.0,halt_resumed,-4.7321,100000.0,-373213.2,,,,,,,,
2024-10-17,6.0,halt_triggered,-4.7241,100000.0,-372410.43,,,,,,,,
2024-10-18,6.0,halt_resumed,-4.7072,100000.0,-370718.11,,,,,,,,
2024-10-21,6.0,halt_triggered,-4.7146,100000.0,-371459.39,,,,,,,,
2024-10-22,6.0,halt_resumed,-4.7164,100000.0,-371638.45,,,,,,,,
2024-10-23,6.0,halt_triggered,-4.7366,100000.0,-373660.75,,,,,,,,
2024-10-24,6.0,halt_resumed,-4.7366,100000.0,-373660.75,,,,,,,,
2024-10-25,6.0,halt_triggered,-4.7518,100000.0,-375178.1,,,,,,,,
2024-10-28,6.0,halt_resumed,-4.7323,100000.0,-373227.53,,,,,,,,
2024-10-29,1.0,,,,,DHI,overnight_gap_down_15.1pct,153.19,,,,,
2024-10-29,1.0,,,,,BOOT,overnight_gap_down_13.2pct,140.0,,,,,
2024-10-29,6.0,halt_triggered,-4.7204,100000.0,-372043.58,,,,,,,,
2024-10-30,1.0,,,,,QRVO,overnight_gap_down_22.4pct,78.01,,,,,
2024-10-30,6.0,halt_resumed,-4.742,100000.0,-374201.65,,,,,,,,
2024-10-31,1.0,,,,,MBLY,overnight_gap_up_13.5pct,14.1,,,,,
2024-10-31,6.0,halt_triggered,-4.7377,100000.0,-373768.7,,,,,,,,
2024-11-01,6.0,halt_resumed,-4.7512,100000.0,-375118.98,,,,,,,,
2024-11-04,6.0,halt_triggered,-4.7715,100000.0,-377145.96,,,,,,,,
2024-11-05,1.0,,,,,GOGO,overnight_gap_up_18.0pct,7.73,,,,,
2024-11-05,6.0,halt_resumed,-4.7699,100000.0,-376988.72000000003,,,,,,,,
2024-11-06,1.0,,,,,EXAS,overnight_gap_down_22.1pct,55.7,,,,,
2024-11-06,1.0,,,,,LNTH,overnight_gap_down_13.3pct,99.72,,,,,
2024-11-06,6.0,halt_triggered,-4.831,100000.0,-383095.28,,,,,,,,
2024-11-06,,dispersion_cb_triggered_dec128,,,,,,,5.4614,0.056391,,,
2024-11-07,1.0,,,,,MTCH,overnight_gap_down_15.3pct,32.09,,,,,
2024-11-07,6.0,halt_resumed,-4.8447,100000.0,-384467.7,,,,,,,,
2024-11-08,1.0,,,,,XPOF,overnight_gap_up_13.7pct,14.435,,,,,
2024-11-08,6.0,halt_triggered,-4.8796,100000.0,-387957.43,,,,,,,,
2024-11-11,6.0,halt_resumed,-4.8763,100000.0,-387628.82,,,,,,,,
2024-11-12,6.0,halt_triggered,-4.8785,100000.0,-387849.35,,,,,,,,
2024-11-13,1.0,,,,,LBTYK,overnight_gap_down_46.7pct,11.25,,,,,
2024-11-13,6.0,halt_resumed,-4.9044,100000.0,-390440.48,,,,,,,,
2024-11-14,6.0,halt_triggered,-4.9312,100000.0,-393116.33,,,,,,,,
2024-11-15,6.0,halt_resumed,-4.9406,100000.0,-394056.07,,,,,,,,
2024-11-18,6.0,halt_triggered,-4.9575,100000.0,-395745.13,,,,,,,,
2024-11-19,6.0,halt_resumed,-4.9675,100000.0,-396753.99,,,,,,,,
2024-11-20,6.0,halt_triggered,-4.9878,100000.0,-398776.75,,,,,,,,
2024-11-21,6.0,halt_resumed,-4.9842,100000.0,-398423.26,,,,,,,,
2024-11-22,6.0,halt_triggered,-4.9824,100000.0,-398243.49,,,,,,,,
2024-11-25,6.0,halt_resumed,-4.9646,100000.0,-396460.73,,,,,,,,
2024-11-26,6.0,halt_triggered,-4.9862,100000.0,-398616.11,,,,,,,,
2024-11-27,6.0,halt_resumed,-4.9846,100000.0,-398464.03,,,,,,,,
2024-11-29,6.0,halt_triggered,-4.9879,100000.0,-398794.62,,,,,,,,
2024-12-02,6.0,halt_resumed,-5.0083,100000.0,-400826.41,,,,,,,,
2024-12-03,6.0,halt_triggered,-5.0083,100000.0,-400826.41,,,,,,,,
2024-12-04,1.0,,,,,PSTG,overnight_gap_up_17.0pct,62.66,,,,,
2024-12-04,6.0,halt_resumed,-5.0231,100000.0,-402313.66,,,,,,,,
2024-12-05,6.0,halt_triggered,-5.0635,100000.0,-406352.08,,,,,,,,
2024-12-06,6.0,halt_resumed,-5.0843,100000.0,-408427.86,,,,,,,,
2024-12-09,6.0,halt_triggered,-5.1,100000.0,-409997.74,,,,,,,,
2024-12-10,6.0,halt_resumed,-5.1242,100000.0,-412419.82,,,,,,,,
2024-12-11,6.0,halt_triggered,-5.0982,100000.0,-409823.52,,,,,,,,
2024-12-12,6.0,halt_resumed,-5.1105,100000.0,-411046.85,,,,,,,,
2024-12-13,6.0,halt_triggered,-5.1213,100000.0,-412128.95,,,,,,,,
2024-12-16,6.0,halt_resumed,-5.1312,100000.0,-413121.18,,,,,,,,
