date,level,event,dd_from_peak,rolling_peak_equity,current_equity,ticker,reason,exit_price,z_score,today_dispersion,action,new_stop,note
2022-07-05,,dispersion_cb_triggered_dec128,,,,,,,3.4253,0.047536,,,
2022-07-22,1.0,,,,,THC,overnight_gap_up_13.5pct,67.58,,,,,
2022-07-25,6.0,halt_triggered,-2.1203,100000.0,-112025.51000000001,,,,,,,,
2022-07-26,1.0,,,,,SHOP,overnight_gap_down_13.3pct,31.81,,,,,
2022-07-28,1.0,,,,,SWK,overnight_gap_down_15.0pct,99.8,,,,,
2022-08-03,1.0,,,,,MTCH,overnight_gap_down_21.7pct,60.06,,,,,
2022-08-03,,dispersion_cb_triggered_dec128,,,,,,,3.1714,0.038748,,,
2022-08-04,,dispersion_cb_triggered_dec128,,,,,,,10.0,0.092363,,,
2022-08-16,6.0,halt_resumed,-2.1481,100000.0,-114806.84,,,,,,,,
2022-08-17,6.0,halt_triggered,-2.1165,100000.0,-111646.44,,,,,,,,
2022-08-18,6.0,halt_resumed,-2.0955,100000.0,-109552.28,,,,,,,,
2022-08-19,1.0,,,,,STNE,overnight_gap_down_16.3pct,9.76,,,,,
2022-08-19,6.0,halt_triggered,-2.0086,100000.0,-100858.57999999999,,,,,,,,
2022-08-22,6.0,halt_resumed,-2.0192,100000.0,-101917.93,,,,,,,,
2022-08-23,6.0,halt_triggered,-2.0312,100000.0,-103121.67000000001,,,,,,,,
2022-08-24,6.0,halt_resumed,-2.0313,100000.0,-103129.65,,,,,,,,
2022-08-25,6.0,halt_triggered,-2.0313,100000.0,-103129.65,,,,,,,,
2022-09-01,1.0,,,,,VEEV,overnight_gap_down_12.3pct,174.75,,,,,
2022-09-15,1.0,,,,,ADBE,overnight_gap_down_13.0pct,323.15,,,,,
2022-09-28,,dispersion_cb_triggered_dec128,,,,,,,3.2529,0.039997,,,
2022-10-12,1.0,,,,,MRNA,overnight_gap_up_12.3pct,135.555,,,,,
2022-10-25,6.0,halt_triggered,-3.1573,100000.0,-215728.06,,,,,,,,
2022-10-26,6.0,halt_resumed,-3.1782,100000.0,-217823.40999999997,,,,,,,,
2022-10-27,6.0,halt_triggered,-3.1884,100000.0,-218842.22000000003,,,,,,,,
2022-10-27,,dispersion_cb_triggered_dec128,,,,,,,3.3147,0.042491,,,
2022-10-28,1.0,,,,,DXCM,overnight_gap_up_12.3pct,113.72,,,,,
2022-10-28,6.0,halt_resumed,-3.2323,100000.0,-223226.36,,,,,,,,
2022-10-31,6.0,halt_triggered,-3.2182,100000.0,-221821.36,,,,,,,,
2022-11-01,6.0,halt_resumed,-3.2166,100000.0,-221664.53999999998,,,,,,,,
2022-11-02,6.0,halt_triggered,-3.2061,100000.0,-220614.53999999998,,,,,,,,
2022-11-03,1.0,,,,,FTNT,overnight_gap_down_14.4pct,45.55,,,,,
2022-11-03,6.0,halt_resumed,-3.2396,100000.0,-223963.64,,,,,,,,
2022-11-03,,dispersion_cb_triggered_dec128,,,,,,,3.3583,0.046628,,,
2022-11-04,6.0,halt_triggered,-3.3064,100000.0,-230639.47999999998,,,,,,,,
2022-11-04,,dispersion_cb_triggered_dec128,,,,,,,3.2582,0.051141,,,
2022-11-07,6.0,halt_resumed,-3.2931,100000.0,-229309.97000000003,,,,,,,,
2022-11-08,6.0,halt_triggered,-3.2931,100000.0,-229309.97000000003,,,,,,,,
2022-11-09,6.0,halt_resumed,-3.3211,100000.0,-232113.84000000003,,,,,,,,
2022-11-10,6.0,halt_triggered,-3.3165,100000.0,-231652.84999999998,,,,,,,,
2022-11-10,,dispersion_cb_triggered_dec128,,,,,,,3.666,0.063267,,,
2022-11-11,6.0,halt_resumed,-3.2862,100000.0,-228621.06,,,,,,,,
2022-11-14,6.0,halt_triggered,-3.3064,100000.0,-230638.66999999998,,,,,,,,
2022-11-15,6.0,halt_resumed,-3.3077,100000.0,-230766.34000000003,,,,,,,,
2022-11-16,6.0,halt_triggered,-3.3,100000.0,-229999.52000000002,,,,,,,,
2022-11-17,6.0,halt_resumed,-3.2868,100000.0,-228682.78000000003,,,,,,,,
2022-11-18,6.0,halt_triggered,-3.2868,100000.0,-228682.78000000003,,,,,,,,
2022-11-21,6.0,halt_resumed,-3.2989,100000.0,-229892.86,,,,,,,,
2022-11-22,6.0,halt_triggered,-3.3224,100000.0,-232238.32,,,,,,,,
2022-11-23,6.0,halt_resumed,-3.3224,100000.0,-232238.32,,,,,,,,
2022-11-25,6.0,halt_triggered,-3.3401,100000.0,-234011.59000000003,,,,,,,,
2022-11-28,6.0,halt_resumed,-3.3603,100000.0,-236025.97999999998,,,,,,,,
2022-11-29,6.0,halt_triggered,-3.3603,100000.0,-236033.96000000002,,,,,,,,
2022-11-30,6.0,halt_resumed,-3.4114,100000.0,-241141.55,,,,,,,,
2022-12-01,6.0,halt_triggered,-3.4381,100000.0,-243806.44,,,,,,,,
2022-12-02,6.0,halt_resumed,-3.454,100000.0,-245397.53999999998,,,,,,,,
2022-12-05,6.0,halt_triggered,-3.4736,100000.0,-247364.44,,,,,,,,
2022-12-06,1.0,,,,,NRG,overnight_gap_down_12.9pct,35.59,,,,,
2022-12-06,6.0,halt_resumed,-3.52,100000.0,-251995.78000000003,,,,,,,,
2022-12-07,6.0,halt_triggered,-3.4985,100000.0,-249850.12,,,,,,,,
2022-12-08,6.0,halt_resumed,-3.4825,100000.0,-248253.40000000002,,,,,,,,
2022-12-09,6.0,halt_triggered,-3.5019,100000.0,-250186.09999999998,,,,,,,,
2022-12-12,6.0,halt_resumed,-3.4802,100000.0,-248020.56,,,,,,,,
2022-12-13,6.0,halt_triggered,-3.5489,100000.0,-254890.40000000002,,,,,,,,
2022-12-14,6.0,halt_resumed,-3.555,100000.0,-255497.56,,,,,,,,
2022-12-15,6.0,halt_triggered,-3.562,100000.0,-256202.97000000003,,,,,,,,
2022-12-16,6.0,halt_resumed,-3.5715,100000.0,-257148.06,,,,,,,,
2022-12-19,6.0,halt_triggered,-3.6018,100000.0,-260177.65999999997,,,,,,,,
2022-12-20,6.0,halt_resumed,-3.6444,100000.0,-264438.53,,,,,,,,
2022-12-21,6.0,halt_triggered,-3.6444,100000.0,-264435.38,,,,,,,,
2022-12-22,1.0,,,,,KMX,overnight_gap_down_12.2pct,52.1,,,,,
2022-12-22,6.0,halt_resumed,-3.6743,100000.0,-267430.68,,,,,,,,
2022-12-23,6.0,halt_triggered,-3.6776,100000.0,-267759.55,,,,,,,,
2022-12-27,6.0,halt_resumed,-3.6877,100000.0,-268766.79,,,,,,,,
2022-12-28,6.0,halt_triggered,-3.6911,100000.0,-269111.02,,,,,,,,
2022-12-29,6.0,halt_resumed,-3.7056,100000.0,-270562.47000000003,,,,,,,,
2022-12-30,6.0,halt_triggered,-3.7056,100000.0,-270562.47000000003,,,,,,,,
2023-02-01,,dispersion_cb_triggered_dec128,,,,,,,3.7174,0.039787,,,
2023-02-08,1.0,,,,,LUMN,overnight_gap_down_19.2pct,4.03,,,,,
2023-02-09,1.0,,,,,GMED,overnight_gap_down_14.5pct,65.8,,,,,
2023-02-13,1.0,,,,,FIS,overnight_gap_down_13.3pct,65.405,,,,,
2023-02-15,1.0,,,,,CRDO,overnight_gap_down_44.9pct,10.67,,,,,
2023-02-15,,dispersion_cb_triggered_dec128,,,,,,,3.4913,0.045537,,,
2023-02-16,1.0,,,,,SHOP,overnight_gap_down_14.7pct,45.54,,,,,
2023-02-22,1.0,,,,,WIX,overnight_gap_up_13.5pct,91.805,,,,,
2023-02-23,1.0,,,,,NVDA,overnight_gap_up_12.9pct,23.44,,,,,
2023-02-28,1.0,,,,,UHS,overnight_gap_down_12.1pct,128.41,,,,,
2023-03-01,6.0,halt_triggered,-4.3327,100000.0,-333271.73,,,,,,,,
2023-03-02,1.0,,,,,FNKO,overnight_gap_down_29.6pct,7.53,,,,,
2023-03-02,6.0,halt_resumed,-4.3755,100000.0,-337547.38,,,,,,,,
2023-03-03,6.0,halt_triggered,-4.3992,100000.0,-339923.76,,,,,,,,
2023-03-06,6.0,halt_resumed,-4.4316,100000.0,-343158.86,,,,,,,,
2023-03-07,6.0,halt_triggered,-4.4199,100000.0,-341988.61,,,,,,,,
2023-03-08,1.0,,,,,UNFI,overnight_gap_down_35.0pct,26.61,,,,,
2023-03-08,6.0,halt_resumed,-4.452,100000.0,-345202.04,,,,,,,,
2023-03-09,6.0,halt_triggered,-4.4653,100000.0,-346534.2,,,,,,,,
2023-03-10,6.0,halt_resumed,-4.4813,100000.0,-348133.63,,,,,,,,
2023-03-13,6.0,halt_triggered,-4.4157,100000.0,-341573.23,,,,,,,,
2023-03-13,,dispersion_cb_triggered_dec128,,,,,,,4.4575,0.05575,,,
2023-03-14,6.0,halt_resumed,-4.4085,100000.0,-340850.94,,,,,,,,
2023-03-15,6.0,halt_triggered,-4.3294,100000.0,-332942.22000000003,,,,,,,,
2023-03-16,1.0,,,,,PATH,overnight_gap_up_17.2pct,17.16,,,,,
2023-03-16,6.0,halt_resumed,-4.353,100000.0,-335302.22000000003,,,,,,,,
2023-03-17,6.0,halt_triggered,-4.353,100000.0,-335302.22000000003,,,,,,,,
2023-03-20,6.0,halt_resumed,-4.3631,100000.0,-336306.95,,,,,,,,
2023-03-21,6.0,halt_triggered,-4.3798,100000.0,-337978.38,,,,,,,,
2023-03-22,6.0,halt_resumed,-4.414,100000.0,-341401.94,,,,,,,,
2023-03-23,6.0,halt_triggered,-4.4283,100000.0,-342834.42,,,,,,,,
2023-03-24,6.0,halt_resumed,-4.4324,100000.0,-343242.14,,,,,,,,
2023-03-27,6.0,halt_triggered,-4.4452,100000.0,-344522.56,,,,,,,,
2023-03-28,6.0,halt_resumed,-4.4589,100000.0,-345890.96,,,,,,,,
2023-03-29,6.0,halt_triggered,-4.4528,100000.0,-345276.35,,,,,,,,
2023-03-30,6.0,halt_resumed,-4.4722,100000.0,-347220.93,,,,,,,,
2023-03-31,6.0,halt_triggered,-4.5211,100000.0,-352114.58,,,,,,,,
2023-04-03,6.0,halt_resumed,-4.5311,100000.0,-353109.79,,,,,,,,
2023-04-04,6.0,halt_triggered,-4.4642,100000.0,-346420.17,,,,,,,,
2023-04-05,6.0,halt_resumed,-4.4814,100000.0,-348142.27,,,,,,,,
2023-04-06,6.0,halt_triggered,-4.4533,100000.0,-345334.88,,,,,,,,
2023-04-10,6.0,halt_resumed,-4.448,100000.0,-344799.21,,,,,,,,
2023-04-11,6.0,halt_triggered,-4.4678,100000.0,-346775.52,,,,,,,,
2023-04-12,6.0,halt_resumed,-4.4778,100000.0,-347782.69,,,,,,,,
2023-04-13,6.0,halt_triggered,-4.4665,100000.0,-346652.7,,,,,,,,
2023-04-14,6.0,halt_resumed,-4.4912,100000.0,-349118.27,,,,,,,,
2023-04-17,6.0,halt_triggered,-4.5046,100000.0,-350462.18,,,,,,,,
2023-04-18,6.0,halt_resumed,-4.5046,100000.0,-350462.18,,,,,,,,
2023-04-19,6.0,halt_triggered,-4.4978,100000.0,-349784.72000000003,,,,,,,,
2023-04-20,6.0,halt_resumed,-4.5219,100000.0,-352185.98,,,,,,,,
2023-04-21,6.0,halt_triggered,-4.5421,100000.0,-354208.48,,,,,,,,
2023-04-24,6.0,halt_resumed,-4.551,100000.0,-355097.55,,,,,,,,
2023-04-25,6.0,halt_triggered,-4.5281,100000.0,-352807.43,,,,,,,,
2023-04-25,,dispersion_cb_triggered_dec128,,,,,,,4.7518,0.042009,,,
2023-04-26,1.0,,,,,WNC,overnight_gap_up_15.6pct,25.65,,,,,
2023-04-26,6.0,halt_resumed,-4.5398,100000.0,-353982.24,,,,,,,,
2023-04-27,6.0,halt_triggered,-4.571,100000.0,-357102.49,,,,,,,,
2023-04-28,6.0,halt_resumed,-4.6055,100000.0,-360550.09,,,,,,,,
2023-05-01,6.0,halt_triggered,-4.6194,100000.0,-361936.61,,,,,,,,
2023-05-02,6.0,halt_resumed,-4.6446,100000.0,-364459.32,,,,,,,,
2023-05-03,6.0,halt_triggered,-4.6536,100000.0,-365359.66,,,,,,,,
2023-05-03,,dispersion_cb_triggered_dec128,,,,,,,3.339,0.044885,,,
2023-05-04,1.0,,,,,SHOP,overnight_gap_up_18.6pct,54.87,,,,,
2023-05-04,,dispersion_cb_triggered_dec128,,,,,,,3.9072,0.049187,,,
2023-05-25,1.0,,,,,SNOW,overnight_gap_down_15.1pct,150.47,,,,,
2023-05-25,,dispersion_cb_triggered_dec128,,,,,,,3.6726,0.049247,,,
2023-05-26,,dispersion_cb_triggered_dec128,,,,,,,3.4794,0.05065,,,
2023-05-30,6.0,halt_resumed,-4.7258,100000.0,-372581.15,,,,,,,,
2023-05-31,6.0,halt_triggered,-4.7695,100000.0,-376946.08,,,,,,,,
2023-06-01,1.0,,,,,VEEV,overnight_gap_up_14.1pct,188.99,,,,,
2023-06-01,6.0,halt_resumed,-4.8021,100000.0,-380205.97000000003,,,,,,,,
2023-06-02,6.0,halt_triggered,-4.8342,100000.0,-383418.79,,,,,,,,
2023-06-05,6.0,halt_resumed,-4.7974,100000.0,-379735.36,,,,,,,,
2023-06-06,6.0,halt_triggered,-4.8077,100000.0,-380771.23,,,,,,,,
2023-06-07,6.0,halt_resumed,-4.739,100000.0,-373901.14,,,,,,,,
2023-06-08,1.0,,,,,SMTC,overnight_gap_up_19.8pct,26.88,,,,,
2023-06-08,6.0,halt_triggered,-4.763,100000.0,-376303.0,,,,,,,,
2023-06-09,6.0,halt_resumed,-4.7545,100000.0,-375449.91000000003,,,,,,,,
2023-06-12,6.0,halt_triggered,-4.7687,100000.0,-376867.05,,,,,,,,
2023-06-12,,dispersion_cb_triggered_dec128,,,,,,,4.1392,0.058226,,,
2023-06-13,6.0,halt_resumed,-4.7795,100000.0,-377948.96,,,,,,,,
2023-06-14,6.0,halt_triggered,-4.8051,100000.0,-380507.09,,,,,,,,
2023-06-15,6.0,halt_resumed,-4.8051,100000.0,-380507.09,,,,,,,,
2023-06-16,6.0,halt_triggered,-4.8003,100000.0,-380030.55,,,,,,,,
2023-06-20,6.0,halt_resumed,-4.8077,100000.0,-380772.95,,,,,,,,
2023-06-21,6.0,halt_triggered,-4.8059,100000.0,-380591.69,,,,,,,,
2023-06-22,6.0,halt_resumed,-4.8142,100000.0,-381415.63,,,,,,,,
2023-06-23,6.0,halt_triggered,-4.8089,100000.0,-380893.74,,,,,,,,
2023-06-26,6.0,halt_resumed,-4.822,100000.0,-382198.48,,,,,,,,
2023-06-27,6.0,halt_triggered,-4.8422,100000.0,-384223.98,,,,,,,,
2023-06-28,6.0,halt_resumed,-4.8423,100000.0,-384232.0,,,,,,,,
2023-06-29,6.0,halt_triggered,-4.8565,100000.0,-385648.49,,,,,,,,
2023-06-30,6.0,halt_resumed,-4.8649,100000.0,-386493.57,,,,,,,,
2023-07-03,6.0,halt_triggered,-4.8617,100000.0,-386166.04,,,,,,,,
2023-07-05,6.0,halt_resumed,-4.8783,100000.0,-387828.2,,,,,,,,
2023-07-06,6.0,halt_triggered,-4.8921,100000.0,-389211.58,,,,,,,,
2023-07-07,6.0,halt_resumed,-4.9023,100000.0,-390228.38,,,,,,,,
2023-07-10,6.0,halt_triggered,-4.9188,100000.0,-391883.04,,,,,,,,
2023-07-11,6.0,halt_resumed,-4.93,100000.0,-392998.53,,,,,,,,
2023-07-12,6.0,halt_triggered,-4.9793,100000.0,-397931.81,,,,,,,,
2023-07-13,6.0,halt_resumed,-4.9723,100000.0,-397226.41000000003,,,,,,,,
2023-07-14,6.0,halt_triggered,-4.9924,100000.0,-399242.34,,,,,,,,
2023-07-14,,dispersion_cb_triggered_dec128,,,,,,,3.9577,0.043081,,,
2023-07-17,6.0,halt_resumed,-5.0025,100000.0,-400249.51,,,,,,,,
2023-07-18,6.0,halt_triggered,-4.9875,100000.0,-398754.58,,,,,,,,
2023-07-19,6.0,halt_resumed,-4.9972,100000.0,-399720.74,,,,,,,,
2023-07-20,6.0,halt_triggered,-5.0073,100000.0,-400727.94,,,,,,,,
2023-07-21,6.0,halt_resumed,-5.0087,100000.0,-400867.68,,,,,,,,
2023-07-24,6.0,halt_triggered,-5.0187,100000.0,-401874.87,,,,,,,,
2023-07-25,6.0,halt_resumed,-4.9599,100000.0,-395986.82,,,,,,,,
2023-07-26,6.0,halt_triggered,-4.9684,100000.0,-396838.58,,,,,,,,
2023-07-27,6.0,halt_resumed,-4.9785,100000.0,-397854.32,,,,,,,,
2023-07-28,6.0,halt_triggered,-4.9785,100000.0,-397854.32,,,,,,,,
2023-07-31,6.0,halt_resumed,-4.993,100000.0,-399299.21,,,,,,,,
2023-08-01,6.0,halt_triggered,-4.9828,100000.0,-398284.13,,,,,,,,
2023-08-02,6.0,halt_resumed,-4.9915,100000.0,-399150.11,,,,,,,,
2023-08-02,,dispersion_cb_triggered_dec128,,,,,,,3.4343,0.045563,,,
2023-08-03,6.0,halt_triggered,-5.0232,100000.0,-402318.6,,,,,,,,
2023-08-03,,dispersion_cb_triggered_dec128,,,,,,,3.9127,0.05097,,,
2023-08-04,1.0,,,,,FTNT,overnight_gap_down_20.2pct,60.42,,,,,
2023-08-04,1.0,,,,,NTRA,overnight_gap_up_14.0pct,49.49,,,,,
2023-08-04,1.0,,,,,DOCN,overnight_gap_down_18.6pct,38.0,,,,,
2023-08-04,6.0,halt_resumed,-5.0328,100000.0,-403275.24,,,,,,,,
2023-08-04,,dispersion_cb_triggered_dec128,,,,,,,3.0477,0.049804,,,
2023-08-07,6.0,halt_triggered,-4.9927,100000.0,-399274.04,,,,,,,,
2023-08-08,6.0,halt_resumed,-5.0095,100000.0,-400952.61,,,,,,,,
2023-08-09,6.0,halt_triggered,-5.0314,100000.0,-403136.04,,,,,,,,
2023-08-10,6.0,halt_resumed,-4.9675,100000.0,-396754.55,,,,,,,,
2023-08-11,6.0,halt_triggered,-4.9675,100000.0,-396754.55,,,,,,,,
2023-08-14,6.0,halt_resumed,-4.9071,100000.0,-390714.34,,,,,,,,
2023-08-15,6.0,halt_triggered,-4.905,100000.0,-390495.71,,,,,,,,
2023-08-16,6.0,halt_resumed,-4.915,100000.0,-391502.85,,,,,,,,
2023-08-17,6.0,halt_triggered,-4.9091,100000.0,-390906.48,,,,,,,,
2023-08-18,6.0,halt_resumed,-4.8974,100000.0,-389743.69,,,,,,,,
2023-08-21,6.0,halt_triggered,-4.9176,100000.0,-391759.85,,,,,,,,
2023-08-22,6.0,halt_resumed,-4.9269,100000.0,-392692.42,,,,,,,,
2023-08-23,6.0,halt_triggered,-4.9412,100000.0,-394117.63,,,,,,,,
2023-08-24,6.0,halt_resumed,-4.9453,100000.0,-394525.31,,,,,,,,
2023-08-25,1.0,,,,,DOMO,overnight_gap_down_39.0pct,10.4,,,,,
2023-08-25,6.0,halt_triggered,-4.9673,100000.0,-396732.38,,,,,,,,
2023-08-28,6.0,halt_resumed,-4.9659,100000.0,-396585.33,,,,,,,,
2023-08-29,6.0,halt_triggered,-4.9765,100000.0,-397648.94,,,,,,,,
2023-08-30,6.0,halt_resumed,-5.0003,100000.0,-400027.16000000003,,,,,,,,
2023-08-31,6.0,halt_triggered,-5.0082,100000.0,-400819.04,,,,,,,,
2023-09-01,6.0,halt_resumed,-5.0183,100000.0,-401827.77,,,,,,,,
2023-09-05,6.0,halt_triggered,-5.0084,100000.0,-400840.7,,,,,,,,
2023-09-06,6.0,halt_resumed,-4.9939,100000.0,-399385.25,,,,,,,,
2023-09-07,6.0,halt_triggered,-5.0014,100000.0,-400137.21,,,,,,,,
2023-09-08,6.0,halt_resumed,-5.0014,100000.0,-400137.21,,,,,,,,
2023-09-11,6.0,halt_triggered,-5.0058,100000.0,-400583.35,,,,,,,,
2023-09-12,6.0,halt_resumed,-5.0109,100000.0,-401087.57,,,,,,,,
2023-09-13,6.0,halt_triggered,-5.0311,100000.0,-403105.08,,,,,,,,
2023-09-14,6.0,halt_resumed,-5.0595,100000.0,-405950.53,,,,,,,,
2023-09-15,6.0,halt_triggered,-5.0744,100000.0,-407441.45,,,,,,,,
2023-09-18,6.0,halt_resumed,-5.1121,100000.0,-411209.62,,,,,,,,
2023-09-19,6.0,halt_triggered,-5.0528,100000.0,-405278.61,,,,,,,,
2023-09-20,6.0,halt_resumed,-5.069,100000.0,-406896.67,,,,,,,,
2023-09-21,6.0,halt_triggered,-5.0264,100000.0,-402641.13,,,,,,,,
2023-09-22,6.0,halt_resumed,-5.0365,100000.0,-403649.9,,,,,,,,
2023-09-25,6.0,halt_triggered,-5.0803,100000.0,-408034.6,,,,,,,,
2023-09-26,6.0,halt_resumed,-5.1056,100000.0,-410561.24,,,,,,,,
2023-09-26,,dispersion_cb_triggered_dec128,,,,,,,10.0,0.08289,,,
2023-09-27,6.0,halt_triggered,-5.1191,100000.0,-411908.77,,,,,,,,
2023-09-28,6.0,halt_resumed,-5.1239,100000.0,-412393.42,,,,,,,,
2023-09-29,6.0,halt_triggered,-5.1211,100000.0,-412113.8,,,,,,,,
2023-10-02,6.0,halt_resumed,-5.1103,100000.0,-411033.1,,,,,,,,
2023-10-03,6.0,halt_triggered,-4.9943,100000.0,-399425.49,,,,,,,,
2023-10-04,6.0,halt_resumed,-5.0043,100000.0,-400432.68,,,,,,,,
2023-10-05,6.0,halt_triggered,-5.0145,100000.0,-401447.88,,,,,,,,
2023-10-06,6.0,halt_resumed,-5.01,100000.0,-401003.62,,,,,,,,
2023-10-09,6.0,halt_triggered,-5.0065,100000.0,-400651.06,,,,,,,,
2023-10-10,6.0,halt_resumed,-4.9783,100000.0,-397829.38,,,,,,,,
2023-10-11,6.0,halt_triggered,-4.9745,100000.0,-397452.97000000003,,,,,,,,
2023-10-12,6.0,halt_resumed,-4.99,100000.0,-399000.2,,,,,,,,
2023-10-13,6.0,halt_triggered,-5.0285,100000.0,-402848.94,,,,,,,,
2023-10-16,6.0,halt_resumed,-5.0241,100000.0,-402410.91000000003,,,,,,,,
2023-10-17,6.0,halt_triggered,-4.9956,100000.0,-399560.92,,,,,,,,
2023-10-18,6.0,halt_resumed,-5.002,100000.0,-400202.68,,,,,,,,
2023-10-19,6.0,halt_triggered,-5.0335,100000.0,-403353.35,,,,,,,,
2023-10-20,6.0,halt_resumed,-5.0574,100000.0,-405738.15,,,,,,,,
2023-10-23,6.0,halt_triggered,-5.0944,100000.0,-409444.63,,,,,,,,
2023-10-24,6.0,halt_resumed,-5.1146,100000.0,-411460.76,,,,,,,,
2023-10-25,6.0,halt_triggered,-5.1117,100000.0,-411166.36,,,,,,,,
2023-10-26,6.0,halt_resumed,-5.0709,100000.0,-407085.59,,,,,,,,
2023-10-27,6.0,halt_triggered,-5.0999,100000.0,-409992.3,,,,,,,,
2023-10-30,6.0,halt_resumed,-5.0885,100000.0,-408853.07,,,,,,,,
2023-10-30,,dispersion_cb_triggered_dec128,,,,,,,3.366,0.049098,,,
2023-10-31,6.0,halt_triggered,-5.0852,100000.0,-408523.54,,,,,,,,
2023-11-01,1.0,,,,,MTCH,overnight_gap_down_12.7pct,30.2,,,,,
2023-11-01,6.0,halt_resumed,-5.0683,100000.0,-406827.5,,,,,,,,
2023-11-02,1.0,,,,,SHOP,overnight_gap_up_18.1pct,57.64,,,,,
2023-11-02,6.0,halt_triggered,-5.126,100000.0,-412598.65,,,,,,,,
2023-11-03,1.0,,,,,DOCN,overnight_gap_up_26.2pct,26.79,,,,,
2023-11-03,6.0,halt_resumed,-5.1992,100000.0,-419921.27,,,,,,,,
2023-11-06,1.0,,,,,FRPT,overnight_gap_up_22.0pct,71.07,,,,,
2023-11-06,6.0,halt_triggered,-5.2352,100000.0,-423521.27,,,,,,,,
2023-11-07,1.0,,,,,PLNT,overnight_gap_up_15.1pct,63.49,,,,,
2023-11-07,6.0,halt_resumed,-5.2951,100000.0,-429510.25,,,,,,,,
2023-11-08,6.0,halt_triggered,-5.2952,100000.0,-429518.25,,,,,,,,
2023-11-09,6.0,halt_resumed,-5.3152,100000.0,-431517.54000000004,,,,,,,,
2023-11-10,6.0,halt_triggered,-5.3318,100000.0,-433175.81000000006,,,,,,,,
2023-11-13,6.0,halt_resumed,-5.3318,100000.0,-433175.81000000006,,,,,,,,
2023-11-14,6.0,halt_triggered,-5.3695,100000.0,-436949.02,,,,,,,,
2023-11-15,1.0,,,,,ARCT,overnight_gap_up_18.5pct,22.98,,,,,
2023-11-15,6.0,halt_resumed,-5.3675,100000.0,-436749.26,,,,,,,,
2023-11-16,6.0,halt_triggered,-5.3683,100000.0,-436825.05000000005,,,,,,,,
2023-11-17,6.0,halt_resumed,-5.3785,100000.0,-437854.19999999995,,,,,,,,
2023-11-20,6.0,halt_triggered,-5.3785,100000.0,-437854.19999999995,,,,,,,,
2023-11-21,6.0,halt_resumed,-5.3785,100000.0,-437854.19999999995,,,,,,,,
2023-11-22,6.0,halt_triggered,-5.3785,100000.0,-437854.19999999995,,,,,,,,
2023-11-24,6.0,halt_resumed,-5.3516,100000.0,-435157.08999999997,,,,,,,,
2023-11-27,6.0,halt_triggered,-5.2714,100000.0,-427140.11,,,,,,,,
2023-11-28,6.0,halt_resumed,-5.2815,100000.0,-428147.6,,,,,,,,
2023-11-29,6.0,halt_triggered,-5.2973,100000.0,-429729.6,,,,,,,,
2023-11-30,1.0,,,,,PSTG,overnight_gap_down_18.2pct,31.03,,,,,
