strategy,point_sharpe,ci_low,ci_high,n_trades,method
cpr_narrow_bullish,65.36818998589764,,,2,insufficient_sample
force_index_breakout,0.0,,,1,insufficient_sample
htf_aligned_breakout_long,-12.328998730779109,,,2,insufficient_sample
hull_rsi,0.0,,,1,insufficient_sample
hull_rsi_short,0.0,,,1,insufficient_sample
ichimoku_cloud_breakout,0.0,,,1,insufficient_sample
insider_cluster_long,0.0,,,1,insufficient_sample
lead_lag_sector_rotation,0.0,,,1,insufficient_sample
macd_crossover,-393.44902604698586,,,3,insufficient_sample
macd_fast_crossover,-15.04134836175187,,,7,insufficient_sample
monthly_bias_momentum_long,-1.8652040117711175,,,2,insufficient_sample
morning_star,0.0,,,1,insufficient_sample
pairs_mean_reversion_long,23.818091667463246,,,2,insufficient_sample
pead_short,0.0,,,1,insufficient_sample
po3_bullish,28.688688750964662,,,3,insufficient_sample
risk_off_bond_equity_short,-11.76733639482685,,,5,insufficient_sample
roc_burst,0.0,,,1,insufficient_sample
smc_choch_reversal,0.0,,,1,insufficient_sample
stochrsi_overbought_short,-19.239078533972226,,,3,insufficient_sample
stochrsi_oversold,0.0,,,1,insufficient_sample
tema_dema,0.0,,,1,insufficient_sample
ultimate_oscillator,0.0,,,1,insufficient_sample
xs_low_beta_long,11.806844248436,,,6,insufficient_sample
xs_momentum_bottom_decile_short,10.884940106513419,,,3,insufficient_sample
xs_momentum_top_decile,0.0,,,1,insufficient_sample
xs_quality_top_quintile_long,25.63709947627701,,,4,insufficient_sample
