strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,actual_fire_rate,composite_score,recommended
macd_fast_crossover,time_stop_10d,7,0.7143,5.8669,4.5749,32.024,-6.5799,13.6,1.0,78.7,True
macd_fast_crossover,ma_exit_ema9,7,0.4286,2.0758,0.6141,4.2985,-1.8022,5.9,1.0,74.44,False
macd_fast_crossover,time_stop_20d,7,0.5714,2.2169,2.289,16.0232,-11.2815,25.6,1.0,65.93,False
macd_fast_crossover,regime_flip,7,0.5714,2.2169,2.289,16.0232,-11.2815,25.6,1.0,65.93,False
macd_fast_crossover,r_multiple_2r,7,0.5714,1.2348,0.4298,3.0084,-5.3828,8.3,0.8571,51.83,False
macd_fast_crossover,multi_tier_partial,7,0.5714,0.573,-0.7093,-4.9649,-3.1018,4.7,1.0,48.2,False
macd_fast_crossover,trailing_5pct,7,0.5714,0.8714,-0.2164,-1.5146,-6.7749,14.4,0.8571,42.69,False
macd_fast_crossover,mfe_lockin_trail,7,0.4286,0.4515,-0.9195,-6.4362,-3.2107,4.1,0.8571,42.33,False
macd_fast_crossover,reverse_signal,7,0.4286,0.6219,-0.6339,-4.4375,-3.2107,5.4,0.8571,42.33,False
macd_fast_crossover,atr_trail_mae_conditional,7,0.4286,0.6219,-0.6339,-4.4375,-3.2107,5.4,0.8571,42.33,False
macd_fast_crossover,atr_trail_1x,7,0.4286,0.6219,-0.6339,-4.4375,-3.2107,5.4,0.8571,42.33,False
macd_fast_crossover,atr_trail_2x,7,0.5714,0.4322,-1.7794,-12.4558,-7.0713,15.6,0.8571,42.25,False
macd_fast_crossover,next_pivot_target,7,0.5714,0.6201,-1.4235,-9.9642,-7.5418,13.7,0.8571,41.54,False
macd_fast_crossover,r_multiple_3r,7,0.4286,1.0655,0.1378,0.9643,-5.3828,11.3,0.8571,41.03,False
macd_fast_crossover,smc_mitigation_zone,7,0.2857,0.193,-1.4612,-10.2283,-5.1522,1.9,1.0,33.7,False
macd_fast_crossover,breakeven_plus_trail,7,0.2857,0.1655,-2.5117,-17.5821,-6.2036,18.4,0.8571,32.12,False
macd_fast_crossover,fixed_4r_2r,7,0.4286,0.6915,-1.2982,-9.0871,-10.7657,18.9,0.8571,31.0,False
macd_fast_crossover,break_even_at_1r,7,0.1429,0.1709,-1.2887,-9.0211,-3.4475,15.6,1.0,30.54,False
macd_fast_crossover,hybrid_50pct_target,7,0.7143,1.0205,0.093,0.6513,-28.7982,46.7,0.4286,29.19,False
macd_fast_crossover,atr_trail_vix_conditional,7,0.1429,0.1363,-1.3242,-9.2695,-4.7748,2.0,1.0,28.55,False
macd_fast_crossover,chandelier_3x,7,0.0,0.0,-0.198,-1.3861,-1.1012,1.0,1.0,28.35,False
macd_fast_crossover,class_time_stop,7,0.4286,1.3473,1.3419,9.3934,-23.5179,31.1,1.0,27.56,False
