strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
bollinger_tight,trailing_15pct,360,0.4444,3.1955,11.7262,4221.4162,-368.5347,226.3,47.78,True
ppo_crossover,trailing_15pct,49,0.4286,1.4858,2.803,137.3482,-103.2664,251.6,31.72,True
bollinger_lower,trailing_15pct,254,0.4803,3.5886,12.5095,3177.421,-187.5495,251.1,49.21,True
cpr_narrow_bullish,trailing_15pct,505,0.4277,2.639,8.758,4422.7777,-364.5242,182.1,47.11,True
stochrsi_oversold,trailing_15pct,228,0.3991,2.1577,6.3507,1447.9688,-138.1994,195.9,45.96,True
macd_crossover,trailing_15pct,155,0.4581,2.5957,8.3056,1287.3653,-100.6968,231.6,48.32,True
pivot_r2_continuation,trailing_10pct,164,0.4756,2.4882,5.231,857.889,-120.3458,119.5,49.02,True
williams_stoch_dual,next_pivot_target,171,0.8713,1.096,0.1196,20.4494,-63.7807,14.6,37.73,True
supertrend_macd,hybrid_50pct_target,178,0.736,2.5701,4.1458,737.9518,-76.3678,121.0,59.44,True
pivot_r1_breakout,trailing_15pct,195,0.4667,3.1748,10.2702,2002.6813,-114.3924,229.5,48.67,True
morning_star,trailing_15pct,82,0.622,7.1735,20.0236,1641.9314,-125.7612,307.7,54.88,True
hull_rsi,trailing_15pct,355,0.4789,3.1461,10.6626,3785.207,-346.3968,207.4,49.16,True
golden_cross_20_50,time_stop_20d,27,0.6296,2.5375,1.2276,33.145,-7.6096,28.9,73.77,True
awesome_oscillator,trailing_10pct,60,0.4167,2.1633,4.0338,242.0252,-50.5819,169.8,46.67,True
cpr_narrow_momentum,hybrid_50pct_target,167,0.7545,2.1397,3.2684,545.8274,-66.9238,143.6,60.18,True
cmf_flip,trailing_15pct,54,0.3889,1.9219,4.9589,267.7795,-99.2026,220.1,43.21,True
three_white_soldiers,ma_exit_ema9,19,0.7368,2.432,0.8592,16.3243,-4.3108,14.5,83.01,True
ichimoku_cloud_breakout,trailing_10pct,192,0.4427,1.9757,3.3793,648.8348,-137.548,112.9,46.98,True
macd_fast_crossover,trailing_10pct,125,0.472,2.5115,4.8228,602.8461,-60.0613,137.1,48.88,True
williams_r_oversold,hybrid_50pct_target,154,0.7143,2.4049,4.1889,645.0962,-137.7485,132.3,58.57,True
camarilla_r3_breakout,hybrid_50pct_target,37,0.8378,5.6181,7.4888,277.0863,-25.8302,150.4,63.51,True
ultimate_oscillator,time_stop_20d,33,0.697,4.0858,3.6828,121.533,-8.2644,29.2,75.48,True
rsi_oversold,time_stop_10d,55,0.6545,1.913,1.0632,58.4777,-25.7123,14.7,53.57,True
hull_rsi_short,next_pivot_target,62,0.7742,0.9616,-0.0447,-2.7733,-25.3868,17.1,30.97,True
ichimoku_tk_cross,trailing_15pct,39,0.5385,4.9211,17.5324,683.7617,-59.4429,330.6,51.54,True
tema_dema,trailing_15pct,74,0.5135,3.9651,13.5318,1001.35,-80.4885,308.8,50.54,True
prev_day_high_break,trailing_15pct,47,0.6809,9.4651,20.8192,978.5017,-23.6366,339.1,57.24,True
rsi9_extreme,next_pivot_target,26,0.8846,1.3903,0.333,8.6574,-10.0,9.7,62.09,True
prev_day_low_bounce,next_pivot_target,18,1.0,999.0,1.1022,19.8403,0.0,9.4,100.0,True
golden_cross_50_200,next_pivot_target,17,0.8824,2.6963,0.7539,12.816,-6.343,9.2,85.78,True
cpr_narrow_momentum_short,next_pivot_target,38,0.7368,0.844,-0.2055,-7.8078,-20.5145,14.7,29.47,True
pivot_s1_bounce,next_pivot_target,33,0.9091,2.4723,0.6165,20.3451,-10.0,9.5,81.36,True
golden_cross_9_21,next_pivot_target,26,0.8462,2.3737,0.4758,12.37,-5.896,8.9,85.0,True
force_index_breakout,trailing_15pct,39,0.4359,2.1217,5.459,212.8992,-58.8956,262.8,47.44,True
stochrsi_overbought_short,ma_exit_ema9,37,0.4595,0.9401,-0.0203,-0.7505,-6.4408,1.9,38.72,True
donchian_10_breakout,breakeven_plus_trail,13,0.1538,10.6244,9.8295,127.7831,-8.2923,92.1,53.71,True
camarilla_s3_bounce,ma_exit_ema9,14,0.5714,2.8967,0.5315,7.4414,-2.2846,2.9,79.43,True
macd_crossover_short,time_stop_10d,19,0.3684,0.8977,-0.1208,-2.2945,-5.6439,14.5,36.27,True
pivot_s2_bounce,hybrid_50pct_target,6,1.0,999.0,2.8269,16.9615,0.0,134.3,100.0,True
adx_initiation,hybrid_50pct_target,5,1.0,999.0,14.0473,70.2364,0.0,250.6,100.0,True
macd_ichimoku,next_pivot_target,28,0.7143,1.647,0.3957,11.0782,-6.5562,10.6,68.15,True
inside_bar_breakout,next_pivot_target,67,0.9851,9.1928,1.2228,81.9279,-10.0,9.1,84.4,True
supertrend_ichimoku_adx,next_pivot_target,38,0.8684,1.9115,0.6896,26.203,-10.0,10.8,77.08,True
shooting_star_short,ma_exit_ema9,12,0.6667,0.6429,-0.0954,-1.1445,-1.0113,2.6,55.15,True
bullish_engulfing_support,trailing_5pct,15,0.5333,2.4455,2.49,37.3497,-7.1068,62.7,70.67,True
roc_burst,hybrid_50pct_target,13,0.9231,2.614,4.3963,57.1515,-35.4104,209.8,66.92,True
bollinger_upper_short,next_pivot_target,5,0.8,0.2145,-1.571,-7.8549,0.0,61.8,62.0,True
rsi_volume_200ema,next_pivot_target,7,1.0,999.0,2.768,19.3758,0.0,15.3,100.0,True
