strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,spy_benchmark_return,vs_benchmark,beats_benchmark,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
macd_crossover,Volatility,medium_volatility,108L/47S,155,0.3742,0.3019,0.4526,True,0.9503,-0.1251,1.5893,6.3951,-4.0238,-63.1383,-19.3926,-0.043,-0.01,"{'full_kelly_pct': -1.96, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",50.5,22.9515,-10.4778,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_30.2pct_may_be_random'],momentum,75.15,-94.5426,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cpr_narrow_momentum,Volatility,medium_volatility,129L/38S,167,0.3653,0.296,0.4406,True,1.1925,0.4934,2.0722,8.3679,-4.0381,-54.7696,82.4027,0.134,0.041,"{'full_kelly_pct': 5.9, 'quarter_kelly_pct': 1.47, 'note': 'reasonable'}",55.0,42.0085,-10.6861,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_29.6pct_may_be_random'],confluence,75.15,7.2527,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
macd_fast_crossover,Information Technology,high_volatility,86L/39S,125,0.36,0.2812,0.4472,True,0.9236,-0.1945,1.642,6.5345,-3.9795,-110.9015,-24.3105,-0.064,-0.009,"{'full_kelly_pct': -2.98, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",50.5,31.9364,-10.7433,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_28.1pct_may_be_random'],momentum,75.15,-99.4605,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
ichimoku_tk_cross,Communication Services,high_volatility,35L/4S,39,0.359,0.2274,0.5158,True,0.8898,-0.3085,1.589,6.9435,-4.3697,-70.0359,-12.0331,-0.079,-0.014,"{'full_kelly_pct': -4.44, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",81.0,23.3026,-10.5429,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_22.7pct_may_be_random'],trend,75.15,-87.1831,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_r1_breakout,Fixed Income,low_volatility,139L/56S,195,0.359,0.295,0.4284,True,0.8804,-0.3086,1.5722,6.33,-4.0262,-92.6901,-60.1814,-0.112,-0.019,"{'full_kelly_pct': -4.88, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",43.4,33.1195,-12.5687,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_29.5pct_may_be_random'],pivot,75.15,-135.3314,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
hull_rsi,Consumer Discretionary,medium_volatility,272L/83S,355,0.3577,0.3097,0.4089,True,0.9928,-0.0182,1.7823,6.9812,-3.9169,-189.1466,-6.4482,-0.007,-0.001,"{'full_kelly_pct': -0.26, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",38.2,37.8577,-15.9014,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_31.0pct_may_be_random'],momentum,75.15,-81.5982,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
camarilla_s3_bounce,Information Technology,high_volatility,4L/10S,14,0.3571,0.1634,0.6124,True,0.4247,-1.6514,0.7644,3.4129,-4.4648,-36.291,-23.1193,-0.536,-0.112,"{'full_kelly_pct': -48.39, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",102.3,6.8682,-10.8155,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_16.3pct_may_be_random'],pivot,75.15,-98.2693,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
ichimoku_cloud_breakout,Energy,high_volatility,159L/33S,192,0.349,0.2851,0.4187,True,1.1416,0.345,2.1299,7.9701,-3.7421,-85.0648,66.2385,0.116,0.023,"{'full_kelly_pct': 4.33, 'quarter_kelly_pct': 1.08, 'note': 'reasonable'}",44.2,24.0437,-10.4778,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_28.5pct_may_be_random'],trend,75.15,-8.9115,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cpr_narrow_bullish,Consumer Discretionary,medium_volatility,353L/152S,505,0.3485,0.3082,0.3911,True,0.9652,-0.0913,1.8042,7.2596,-4.0237,-210.205,-46.0891,-0.035,-0.003,"{'full_kelly_pct': -1.26, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",33.2,44.9595,-14.4635,,-0.0714,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_30.8pct_may_be_random'],pivot,75.15,-121.2391,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_r2_continuation,Volatility,medium_volatility,135L/29S,164,0.3476,0.2789,0.4232,True,1.0546,0.1373,1.9797,7.6283,-3.8532,-91.6161,22.5225,0.048,0.009,"{'full_kelly_pct': 1.8, 'quarter_kelly_pct': 0.45, 'note': 'tiny_edge'}",43.1,26.1456,-9.1656,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_27.9pct_may_be_random'],pivot,75.15,-52.6275,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
bullish_engulfing_support,Consumer Staples,low_volatility,2L/13S,15,0.3333,0.1518,0.5829,True,1.0141,0.0405,2.0282,8.7188,-4.2987,-25.918,0.6069,0.009,0.005,"{'full_kelly_pct': 0.46, 'quarter_kelly_pct': 0.12, 'note': 'tiny_edge'}",72.9,25.3562,-11.8544,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_15.2pct_may_be_random'],candle,75.15,-74.5431,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
golden_cross_20_50,Volatility,medium_volatility,22L/5S,27,0.3333,0.1864,0.5218,True,0.9333,-0.1598,1.8666,6.7077,-3.5935,-33.0749,-4.3133,-0.046,-0.013,"{'full_kelly_pct': -2.38, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",95.7,14.2033,-5.9111,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_18.6pct_may_be_random'],trend,75.15,-79.4633,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
prev_day_low_breakdown,Fixed Income,low_volatility,0L/3S,3,0.3333,0.0615,0.7923,True,0.7222,-0.9206,1.4445,7.1814,-4.9716,-5.164,-2.7619,-0.364,-1.375,"{'full_kelly_pct': -12.82, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",32.7,7.1814,-5.164,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_6.2pct_may_be_random'],breakout,75.15,-77.9119,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_s2_bounce,Information Technology,high_volatility,6L/0S,6,0.3333,0.0968,0.7,True,0.6989,-0.6942,1.3978,4.8339,-3.4583,-9.1914,-4.1653,-0.228,-0.199,"{'full_kelly_pct': -14.36, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",95.8,8.296,-5.2119,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_9.7pct_may_be_random'],pivot,75.15,-79.3153,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
bollinger_tight,Consumer Discretionary,medium_volatility,245L/115S,360,0.3278,0.2813,0.3779,True,0.865,-0.3638,1.774,7.1122,-4.0091,-312.3504,-130.963,-0.141,-0.008,"{'full_kelly_pct': -5.11, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",36.0,32.3988,-10.3905,,-0.1526,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_28.1pct_may_be_random'],mean_reversion,75.15,-206.113,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
bollinger_lower,Information Technology,high_volatility,187L/67S,254,0.3228,0.2683,0.3826,True,0.8317,-0.4539,1.7446,6.9506,-3.984,-166.3489,-115.3005,-0.171,-0.017,"{'full_kelly_pct': -6.53, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",40.3,37.0758,-10.2317,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_26.8pct_may_be_random'],mean_reversion,75.15,-190.4505,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
awesome_oscillator,Financials,medium_volatility,44L/16S,60,0.3167,0.2131,0.4423,True,0.8174,-0.5199,1.7639,7.3501,-4.167,-59.4349,-31.1944,-0.148,-0.035,"{'full_kelly_pct': -7.07, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",63.7,25.7803,-10.7964,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_21.3pct_may_be_random'],momentum,75.15,-106.3444,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
tema_dema,Fixed Income,low_volatility,55L/19S,74,0.2973,0.2053,0.4093,True,0.5914,-1.2646,1.3978,6.1558,-4.404,-123.7505,-93.5813,-0.398,-0.042,"{'full_kelly_pct': -20.54, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",61.7,25.0618,-10.7076,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_20.5pct_may_be_random'],trend,75.15,-168.7313,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cmf_flip,Broad Market,medium_volatility,38L/16S,54,0.2963,0.1914,0.4283,True,0.4444,-1.4907,1.0556,4.025,-3.8131,-99.0238,-80.4985,-0.809,-0.087,"{'full_kelly_pct': -37.04, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",43.6,13.024,-10.1161,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_19.1pct_may_be_random'],mean_reversion,75.15,-155.6485,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
rsi_volume_200ema,Information Technology,high_volatility,7L/0S,7,0.2857,0.0822,0.6411,True,0.258,-2.9165,0.645,3.5492,-5.5027,-22.3038,-20.4152,-0.968,-0.308,"{'full_kelly_pct': -82.17, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",106.9,5.2523,-7.5003,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_8.2pct_may_be_random'],confluence,75.15,-95.5652,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
force_index_breakout,Information Technology,high_volatility,20L/19S,39,0.2821,0.1654,0.4378,True,0.4073,-1.8906,1.0367,4.6058,-4.4428,-81.6711,-73.7347,-0.637,-0.085,"{'full_kelly_pct': -41.05, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",68.5,20.9898,-10.3667,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_16.5pct_may_be_random'],breakout,75.15,-148.8847,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
williams_stoch_dual,Technology,medium_volatility,71L/100S,171,0.2807,0.2187,0.3523,True,0.5188,-1.5489,1.3294,5.9486,-4.4747,-265.6881,-264.8574,-0.603,-0.033,"{'full_kelly_pct': -26.04, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",45.2,29.8496,-11.6808,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_21.9pct_may_be_random'],confluence,75.15,-340.0074,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
rsi9_extreme,Energy,high_volatility,26L/0S,26,0.2692,0.137,0.4608,True,0.3953,-1.8596,1.073,4.5155,-4.2083,-48.0749,-48.3483,-0.948,-0.25,"{'full_kelly_pct': -41.18, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",39.0,13.7447,-10.6167,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_13.7pct_may_be_random'],mean_reversion,75.15,-123.4983,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
ppo_crossover,Financials,medium_volatility,29L/20S,49,0.2449,0.146,0.3809,True,0.3302,-2.4893,1.0182,5.012,-4.9222,-116.7669,-121.9768,-0.999,-0.092,"{'full_kelly_pct': -49.67, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",58.3,13.9801,-10.0094,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_14.6pct_may_be_random'],momentum,75.15,-197.1268,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
donchian_10_breakout,Unknown,medium_volatility,7L/6S,13,0.2308,0.0818,0.5026,True,0.227,-3.5895,0.7565,4.5666,-6.0363,-41.0617,-46.6636,-1.211,-0.279,"{'full_kelly_pct': -78.6, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",78.9,6.6469,-11.2989,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_8.2pct_may_be_random'],breakout,75.15,-121.8136,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
