strategy,exit_method,win_loss_outcome,n,win_rate,avg_pnl_pct,total_pnl_pct
macd_fast_crossover,atr_trail_1x,loss,4,0.5,-0.7136250000000002,-2.8545000000000007
macd_fast_crossover,atr_trail_1x,win,2,0.5,0.7594,1.5188
macd_fast_crossover,atr_trail_2x,loss,4,0.75,-1.75305,-7.0122
macd_fast_crossover,atr_trail_2x,win,2,0.5,0.37999999999999995,0.7599999999999999
macd_fast_crossover,atr_trail_mae_conditional,loss,4,0.5,-0.7136250000000002,-2.8545000000000007
macd_fast_crossover,atr_trail_mae_conditional,win,2,0.5,0.7594,1.5188
macd_fast_crossover,atr_trail_vix_conditional,loss,4,0.25,-1.4859749999999998,-5.943899999999999
macd_fast_crossover,atr_trail_vix_conditional,win,2,0.0,-0.43885,-0.8777
macd_fast_crossover,break_even_at_1r,loss,4,0.25,-1.3934,-5.5736
macd_fast_crossover,break_even_at_1r,win,2,0.0,-0.17285,-0.3457
macd_fast_crossover,breakeven_plus_trail,loss,4,0.25,-3.25155,-13.0062
macd_fast_crossover,breakeven_plus_trail,win,2,0.5,0.81385,1.6277
macd_fast_crossover,chandelier_3x,loss,4,0.0,-0.19655,-0.7862
macd_fast_crossover,chandelier_3x,win,2,0.0,-0.208,-0.416
macd_fast_crossover,class_time_stop,loss,4,0.5,5.1524,20.6096
macd_fast_crossover,class_time_stop,win,2,0.5,-1.8372000000000002,-3.6744000000000003
macd_fast_crossover,earnings_blackout,loss,4,0.25,-3.7937,-15.1748
macd_fast_crossover,earnings_blackout,win,2,1.0,1.52805,3.0561
macd_fast_crossover,fixed_4r_2r,loss,4,0.5,0.012725000000000097,0.05090000000000039
macd_fast_crossover,fixed_4r_2r,win,2,0.5,-1.4672,-2.9344
macd_fast_crossover,hybrid_50pct_target,loss,4,0.75,1.2842499999999997,5.136999999999999
macd_fast_crossover,hybrid_50pct_target,win,2,1.0,1.52805,3.0561
macd_fast_crossover,ma_exit_ema9,loss,4,0.5,0.8834250000000001,3.5337000000000005
macd_fast_crossover,ma_exit_ema9,win,2,0.5,0.8079,1.6158
macd_fast_crossover,mfe_lockin_trail,loss,4,0.5,-1.2133,-4.8532
macd_fast_crossover,mfe_lockin_trail,win,2,0.5,0.7594,1.5188
