strategy,exit_method,days_from_quarter_end_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
macd_fast_crossover,atr_trail_1x,5,1,1.0,1.6277,1.6277
macd_fast_crossover,atr_trail_1x,90,5,0.4,-0.5926800000000002,-2.963400000000001
macd_fast_crossover,atr_trail_2x,5,1,1.0,1.6277,1.6277
macd_fast_crossover,atr_trail_2x,90,5,0.6,-1.57598,-7.8799
macd_fast_crossover,atr_trail_mae_conditional,5,1,1.0,1.6277,1.6277
macd_fast_crossover,atr_trail_mae_conditional,90,5,0.4,-0.5926800000000002,-2.963400000000001
macd_fast_crossover,atr_trail_vix_conditional,5,1,0.0,-0.7688,-0.7688
macd_fast_crossover,atr_trail_vix_conditional,90,5,0.2,-1.2105599999999999,-6.0527999999999995
macd_fast_crossover,break_even_at_1r,5,1,0.0,-0.2368,-0.2368
macd_fast_crossover,break_even_at_1r,90,5,0.2,-1.1365,-5.6825
macd_fast_crossover,breakeven_plus_trail,5,1,1.0,1.6277,1.6277
macd_fast_crossover,breakeven_plus_trail,90,5,0.2,-2.6012399999999998,-13.0062
macd_fast_crossover,chandelier_3x,5,1,0.0,-0.3071,-0.3071
macd_fast_crossover,chandelier_3x,90,5,0.0,-0.17902,-0.8951
macd_fast_crossover,class_time_stop,5,1,1.0,1.6277,1.6277
macd_fast_crossover,class_time_stop,90,5,0.4,3.0615,15.307500000000001
macd_fast_crossover,earnings_blackout,5,1,1.0,1.6277,1.6277
macd_fast_crossover,earnings_blackout,90,5,0.4,-2.7492799999999997,-13.7464
macd_fast_crossover,fixed_4r_2r,5,1,1.0,1.6277,1.6277
macd_fast_crossover,fixed_4r_2r,90,5,0.4,-0.9022399999999999,-4.5112
macd_fast_crossover,hybrid_50pct_target,5,1,1.0,1.6277,1.6277
macd_fast_crossover,hybrid_50pct_target,90,5,0.8,1.3130799999999998,6.565399999999999
macd_fast_crossover,ma_exit_ema9,5,1,1.0,1.6277,1.6277
macd_fast_crossover,ma_exit_ema9,90,5,0.4,0.7043600000000001,3.5218000000000003
macd_fast_crossover,mfe_lockin_trail,5,1,1.0,1.6277,1.6277
macd_fast_crossover,mfe_lockin_trail,90,5,0.4,-0.9924200000000001,-4.9621
macd_fast_crossover,multi_tier_partial,5,1,1.0,1.1931,1.1931
macd_fast_crossover,multi_tier_partial,90,5,0.6,-0.6112399999999999,-3.0561999999999996
macd_fast_crossover,next_pivot_target,5,1,1.0,1.5347,1.5347
macd_fast_crossover,next_pivot_target,90,5,0.6,-0.79142,-3.9571
macd_fast_crossover,r_multiple_2r,5,1,1.0,1.6277,1.6277
macd_fast_crossover,r_multiple_2r,90,5,0.6,0.8964999999999999,4.482499999999999
macd_fast_crossover,r_multiple_3r,5,1,1.0,1.6277,1.6277
macd_fast_crossover,r_multiple_3r,90,5,0.4,0.48768,2.4384
macd_fast_crossover,regime_flip,5,1,1.0,1.6277,1.6277
macd_fast_crossover,regime_flip,90,5,0.6,4.10446,20.5223
macd_fast_crossover,reverse_signal,5,1,1.0,1.6277,1.6277
macd_fast_crossover,reverse_signal,90,5,0.4,-0.5926800000000002,-2.963400000000001
macd_fast_crossover,smc_mitigation_zone,5,1,1.0,2.3564,2.3564
macd_fast_crossover,smc_mitigation_zone,90,5,0.2,-1.8965800000000002,-9.4829
macd_fast_crossover,time_stop_10d,5,1,1.0,1.6277,1.6277
macd_fast_crossover,time_stop_10d,90,5,0.8,7.11866,35.5933
macd_fast_crossover,time_stop_20d,5,1,1.0,1.6277,1.6277
macd_fast_crossover,time_stop_20d,90,5,0.6,4.10446,20.5223
macd_fast_crossover,trailing_10pct,5,1,1.0,1.6277,1.6277
macd_fast_crossover,trailing_10pct,90,5,0.2,-4.437340000000001,-22.186700000000002
macd_fast_crossover,trailing_15pct,5,1,1.0,1.6277,1.6277
macd_fast_crossover,trailing_15pct,90,5,0.2,-7.5237799999999995,-37.6189
macd_fast_crossover,trailing_5pct,5,1,1.0,1.6277,1.6277
macd_fast_crossover,trailing_5pct,90,5,0.6,0.37154000000000004,1.8577000000000001
xs_low_beta_long,atr_trail_1x,13,1,0.0,-0.1153,-0.1153
xs_low_beta_long,atr_trail_1x,89,1,0.0,-1.7317,-1.7317
xs_low_beta_long,atr_trail_1x,90,5,0.0,-0.25526,-1.2763
xs_low_beta_long,atr_trail_2x,13,1,1.0,4.6814,4.6814
xs_low_beta_long,atr_trail_2x,89,1,0.0,-3.4634,-3.4634
xs_low_beta_long,atr_trail_2x,90,5,0.4,1.8189,9.0945
xs_low_beta_long,atr_trail_mae_conditional,13,1,0.0,-0.1153,-0.1153
xs_low_beta_long,atr_trail_mae_conditional,89,1,0.0,-1.7317,-1.7317
xs_low_beta_long,atr_trail_mae_conditional,90,5,0.0,-0.25526,-1.2763
xs_low_beta_long,atr_trail_vix_conditional,13,1,0.0,-0.1153,-0.1153
xs_low_beta_long,atr_trail_vix_conditional,89,1,0.0,-1.2988,-1.2988
xs_low_beta_long,atr_trail_vix_conditional,90,5,0.0,-0.18828,-0.9414
xs_low_beta_long,break_even_at_1r,13,1,0.0,-0.1153,-0.1153
xs_low_beta_long,break_even_at_1r,89,1,0.0,-1.7317,-1.7317
xs_low_beta_long,break_even_at_1r,90,5,0.0,-0.08548,-0.4274
xs_low_beta_long,breakeven_plus_trail,13,1,1.0,4.6814,4.6814
