strategy,exit_method,hold_duration_band,n,win_rate,avg_pnl_pct,total_pnl_pct
macd_fast_crossover,atr_trail_1x,long_ge_11d,4,0.5,1.1172749999999998,4.469099999999999
macd_fast_crossover,atr_trail_1x,medium_4_10d,2,0.5,-2.9024,-5.8048
macd_fast_crossover,atr_trail_2x,long_ge_11d,4,0.75,1.7463,6.9852
macd_fast_crossover,atr_trail_2x,medium_4_10d,2,0.5,-6.6187000000000005,-13.237400000000001
macd_fast_crossover,atr_trail_mae_conditional,long_ge_11d,4,0.5,1.1172749999999998,4.469099999999999
macd_fast_crossover,atr_trail_mae_conditional,medium_4_10d,2,0.5,-2.9024,-5.8048
macd_fast_crossover,atr_trail_vix_conditional,long_ge_11d,4,0.25,-0.11959999999999998,-0.47839999999999994
macd_fast_crossover,atr_trail_vix_conditional,medium_4_10d,2,0.0,-3.1715999999999998,-6.3431999999999995
macd_fast_crossover,break_even_at_1r,long_ge_11d,4,0.25,0.4375,1.75
macd_fast_crossover,break_even_at_1r,medium_4_10d,2,0.0,-3.83465,-7.6693
macd_fast_crossover,breakeven_plus_trail,long_ge_11d,4,0.25,0.464725,1.8589
macd_fast_crossover,breakeven_plus_trail,medium_4_10d,2,0.5,-6.6187000000000005,-13.237400000000001
macd_fast_crossover,chandelier_3x,long_ge_11d,4,0.0,-0.15255,-0.6102
macd_fast_crossover,chandelier_3x,medium_4_10d,2,0.0,-0.296,-0.592
macd_fast_crossover,class_time_stop,long_ge_11d,4,0.25,-3.994025,-15.9761
macd_fast_crossover,class_time_stop,medium_4_10d,2,1.0,16.45565,32.9113
macd_fast_crossover,earnings_blackout,long_ge_11d,4,0.25,-13.349825000000001,-53.399300000000004
macd_fast_crossover,earnings_blackout,medium_4_10d,2,1.0,20.6403,41.2806
macd_fast_crossover,fixed_4r_2r,long_ge_11d,4,0.5,2.588475,10.3539
macd_fast_crossover,fixed_4r_2r,medium_4_10d,2,0.5,-6.6187000000000005,-13.237400000000001
macd_fast_crossover,hybrid_50pct_target,long_ge_11d,4,0.75,-3.692625,-14.7705
macd_fast_crossover,hybrid_50pct_target,medium_4_10d,2,1.0,11.4818,22.9636
macd_fast_crossover,ma_exit_ema9,long_ge_11d,4,0.5,1.4288500000000002,5.715400000000001
macd_fast_crossover,ma_exit_ema9,medium_4_10d,2,0.5,-0.28295000000000003,-0.5659000000000001
macd_fast_crossover,mfe_lockin_trail,long_ge_11d,4,0.5,0.6175999999999999,2.4703999999999997
macd_fast_crossover,mfe_lockin_trail,medium_4_10d,2,0.5,-2.9024,-5.8048
macd_fast_crossover,multi_tier_partial,long_ge_11d,4,0.75,1.094075,4.3763
macd_fast_crossover,multi_tier_partial,medium_4_10d,2,0.5,-3.1197,-6.2394
macd_fast_crossover,next_pivot_target,long_ge_11d,4,0.75,2.727,10.908
macd_fast_crossover,next_pivot_target,medium_4_10d,2,0.5,-6.6652000000000005,-13.330400000000001
macd_fast_crossover,r_multiple_2r,long_ge_11d,4,0.75,2.97875,11.915
macd_fast_crossover,r_multiple_2r,medium_4_10d,2,0.5,-2.9024,-5.8048
macd_fast_crossover,r_multiple_3r,long_ge_11d,4,0.5,2.4677249999999997,9.870899999999999
macd_fast_crossover,r_multiple_3r,medium_4_10d,2,0.5,-2.9024,-5.8048
macd_fast_crossover,regime_flip,long_ge_11d,4,0.5,-0.047374999999999945,-0.18949999999999978
macd_fast_crossover,regime_flip,medium_4_10d,2,1.0,11.16975,22.3395
macd_fast_crossover,reverse_signal,long_ge_11d,4,0.5,1.1172749999999998,4.469099999999999
macd_fast_crossover,reverse_signal,medium_4_10d,2,0.5,-2.9024,-5.8048
macd_fast_crossover,smc_mitigation_zone,long_ge_11d,4,0.25,-0.5126000000000001,-2.0504000000000002
macd_fast_crossover,smc_mitigation_zone,medium_4_10d,2,0.5,-2.53805,-5.0761
macd_fast_crossover,time_stop_10d,long_ge_11d,4,0.75,4.197575,16.7903
macd_fast_crossover,time_stop_10d,medium_4_10d,2,1.0,10.21535,20.4307
macd_fast_crossover,time_stop_20d,long_ge_11d,4,0.5,-0.047374999999999945,-0.18949999999999978
macd_fast_crossover,time_stop_20d,medium_4_10d,2,1.0,11.16975,22.3395
macd_fast_crossover,trailing_10pct,long_ge_11d,4,0.25,-3.046675,-12.1867
