strategy,exit_method,news_sentiment_shift_during_hold,n,win_rate,avg_pnl_pct,total_pnl_pct
macd_fast_crossover,atr_trail_1x,high_gt_20,4,0.5,1.1172749999999998,4.469099999999999
macd_fast_crossover,atr_trail_1x,low_1_5,1,0.0,-7.4325,-7.4325
macd_fast_crossover,atr_trail_1x,none,1,1.0,1.6277,1.6277
macd_fast_crossover,atr_trail_2x,high_gt_20,4,0.75,1.7463,6.9852
macd_fast_crossover,atr_trail_2x,low_1_5,1,0.0,-14.8651,-14.8651
macd_fast_crossover,atr_trail_2x,none,1,1.0,1.6277,1.6277
macd_fast_crossover,atr_trail_mae_conditional,high_gt_20,4,0.5,1.1172749999999998,4.469099999999999
macd_fast_crossover,atr_trail_mae_conditional,low_1_5,1,0.0,-7.4325,-7.4325
macd_fast_crossover,atr_trail_mae_conditional,none,1,1.0,1.6277,1.6277
macd_fast_crossover,atr_trail_vix_conditional,high_gt_20,4,0.25,-0.11959999999999998,-0.47839999999999994
macd_fast_crossover,atr_trail_vix_conditional,low_1_5,1,0.0,-5.5744,-5.5744
macd_fast_crossover,atr_trail_vix_conditional,none,1,0.0,-0.7688,-0.7688
macd_fast_crossover,break_even_at_1r,high_gt_20,4,0.25,0.4375,1.75
macd_fast_crossover,break_even_at_1r,low_1_5,1,0.0,-7.4325,-7.4325
macd_fast_crossover,break_even_at_1r,none,1,0.0,-0.2368,-0.2368
macd_fast_crossover,breakeven_plus_trail,high_gt_20,4,0.25,0.464725,1.8589
macd_fast_crossover,breakeven_plus_trail,low_1_5,1,0.0,-14.8651,-14.8651
macd_fast_crossover,breakeven_plus_trail,none,1,1.0,1.6277,1.6277
macd_fast_crossover,chandelier_3x,high_gt_20,4,0.0,-0.15255,-0.6102
macd_fast_crossover,chandelier_3x,low_1_5,1,0.0,-0.2849,-0.2849
macd_fast_crossover,chandelier_3x,none,1,0.0,-0.3071,-0.3071
macd_fast_crossover,class_time_stop,high_gt_20,4,0.25,-3.994025,-15.9761
