strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
parabolic_sar_flip,0.0,0.9,inf,0.2
ultimate_oscillator,0.0,0.74997,23.171860000000002,0.2
supertrend_macd,0.0,0.4,1.82088,0.4
macd_crossover,0.0,0.4,0.6655,0.4
camarilla_r3_breakout,0.0,0.4,0.01,0.4
williams_r_oversold,0.0,0.39375,2.93761,0.2
pivot_s3_capitulation,0.0,0.38573999999999997,3.42937,0.2
bollinger_lower,0.0,0.34578,0.9971,0.2
hull_rsi,0.0,0.30000000000000004,0.4437,0.4
bollinger_tight,0.0,0.33642000000000005,1.1089,0.2
cpr_narrow_bullish,0.0,0.32139,1.1533600000000002,0.2
pivot_r1_breakout,0.0,0.26424,0.8733,0.4
stochrsi_oversold,0.0,0.22856,1.04832,0.4
cmf_flip,0.0,0.24543,0.8445,0.2
pivot_s2_bounce,0.0,0.18000000000000002,0.7938,0.2
pivot_r2_continuation,0.0,0.12861,0.0255,0.2
ichimoku_cloud_breakout,0.0,0.07271999999999999,0.0198,0.4
williams_stoch_dual,0.0,0.0,0.0,0.2
