strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
bollinger_tight,earnings_blackout,107,0.6636,8.3972,52.438,5610.8689,-100.654,767.3,56.54,True
bollinger_tight,time_stop_10d,107,0.5701,1.9603,2.2615,241.9833,-108.477,14.3,51.61,False
bollinger_tight,class_time_stop,107,0.5327,2.3049,5.6684,606.5212,-128.0902,34.7,51.31,False
bollinger_tight,time_stop_20d,107,0.4953,1.9654,3.8059,407.2286,-148.7788,28.0,48.77,False
bollinger_tight,regime_flip,107,0.4953,1.9654,3.8059,407.2286,-148.7788,28.0,48.77,False
bollinger_tight,breakeven_plus_trail,107,0.4299,3.3577,6.8763,735.7675,-112.4875,45.6,47.2,False
bollinger_tight,atr_trail_2x,107,0.4112,2.0303,3.658,391.4037,-132.7864,23.5,46.45,False
bollinger_tight,hybrid_50pct_target,107,0.5234,1.7316,3.4305,367.0639,-65.4528,61.3,42.88,False
bollinger_tight,trailing_15pct,107,0.4206,1.8304,4.8258,516.3618,-86.9971,116.0,41.74,False
bollinger_tight,fixed_4r_2r,107,0.4112,1.8273,4.5544,487.3218,-131.2621,35.0,41.27,False
bollinger_tight,next_pivot_target,107,0.6075,1.1895,0.7447,79.6857,-138.9684,15.6,29.99,False
bollinger_tight,trailing_10pct,107,0.3645,1.231,1.044,111.7077,-120.8843,44.9,21.51,False
bollinger_tight,ma_exit_ema9,107,0.4673,0.7326,-0.3193,-34.1644,-47.5195,1.4,18.69,False
bollinger_tight,r_multiple_3r,107,0.2523,1.2392,0.9133,97.7227,-78.216,13.9,17.27,False
bollinger_tight,r_multiple_2r,107,0.3084,0.9491,-0.1839,-19.6761,-103.7671,9.3,12.34,False
bollinger_tight,atr_trail_1x,107,0.2991,0.692,-0.8412,-90.0043,-128.7413,6.6,11.96,False
bollinger_tight,trailing_5pct,107,0.2617,0.495,-1.3232,-141.5794,-158.9187,10.4,10.47,False
bollinger_tight,break_even_at_1r,107,0.1682,0.9548,-0.1246,-13.3348,-119.6731,14.3,6.73,False
bollinger_lower,earnings_blackout,177,0.6554,8.1902,68.3232,12093.2028,-109.9341,868.2,56.22,True
bollinger_lower,hybrid_50pct_target,177,0.5424,1.7088,3.2076,567.754,-80.0,58.8,42.96,False
bollinger_lower,breakeven_plus_trail,177,0.4633,1.7546,2.8081,497.0333,-129.0181,44.6,41.17,False
bollinger_lower,class_time_stop,177,0.5876,1.4741,2.9279,518.2384,-304.6085,35.6,37.73,False
bollinger_lower,fixed_4r_2r,177,0.4576,1.5855,3.8219,676.4677,-239.5523,39.7,35.87,False
bollinger_lower,time_stop_10d,177,0.5989,1.3162,1.0105,178.8666,-65.9472,14.4,33.44,False
bollinger_lower,time_stop_20d,177,0.5763,1.1342,0.7549,133.6122,-370.3324,28.6,27.08,False
bollinger_lower,regime_flip,177,0.5763,1.1342,0.7549,133.6122,-370.3324,28.6,27.08,False
bollinger_lower,ma_exit_ema9,177,0.5085,1.0907,0.1213,21.4731,-73.8802,1.3,23.06,False
bollinger_lower,next_pivot_target,177,0.5537,0.9537,-0.2225,-39.3908,-195.5441,19.4,22.15,False
bollinger_lower,trailing_15pct,177,0.3785,1.2326,1.4037,248.4588,-184.3588,96.1,22.12,False
bollinger_lower,atr_trail_2x,177,0.435,1.0619,0.2707,47.9145,-256.2805,23.1,19.26,False
bollinger_lower,r_multiple_2r,177,0.3955,1.1005,0.384,67.9693,-171.1592,10.9,18.84,False
bollinger_lower,trailing_10pct,177,0.3898,1.0555,0.2412,42.6904,-124.6376,48.8,17.26,False
bollinger_lower,r_multiple_3r,177,0.3107,1.156,0.6781,120.0254,-224.3885,16.5,17.11,False
bollinger_lower,trailing_5pct,177,0.3107,0.7516,-0.5952,-105.3463,-162.8407,15.0,12.43,False
bollinger_lower,atr_trail_1x,177,0.2825,0.4326,-1.6254,-287.6899,-285.3571,6.8,11.3,False
bollinger_lower,break_even_at_1r,177,0.1864,0.8367,-0.4841,-85.6821,-182.0029,15.3,7.46,False
pivot_r1_breakout,breakeven_plus_trail,109,0.3394,2.5159,4.4549,485.5825,-88.3255,46.2,43.58,True
pivot_r1_breakout,earnings_blackout,109,0.5596,1.6372,16.05,1749.453,-1441.0526,632.2,41.5,False
pivot_r1_breakout,fixed_4r_2r,109,0.3853,1.5664,2.9368,320.1088,-106.6072,37.4,32.4,False
pivot_r1_breakout,next_pivot_target,109,0.5505,1.2339,0.9558,104.1801,-101.9032,18.6,29.04,False
pivot_r1_breakout,trailing_15pct,109,0.3761,1.2701,1.7235,187.8562,-224.7631,92.6,23.15,False
pivot_r1_breakout,atr_trail_2x,109,0.3211,1.3368,1.3665,148.9494,-103.6464,29.8,22.95,False
pivot_r1_breakout,time_stop_20d,109,0.4587,1.1023,0.512,55.8111,-173.3269,37.2,21.42,False
pivot_r1_breakout,regime_flip,109,0.4587,1.1023,0.512,55.8111,-173.3269,37.2,21.42,False
pivot_r1_breakout,hybrid_50pct_target,109,0.5321,0.7197,-2.8848,-314.442,-501.7839,95.2,21.28,False
pivot_r1_breakout,time_stop_10d,109,0.4495,1.0728,0.2621,28.5734,-100.0795,14.6,20.16,False
pivot_r1_breakout,r_multiple_2r,109,0.3761,1.123,0.3755,40.9335,-83.8846,9.6,18.73,False
pivot_r1_breakout,trailing_10pct,109,0.3394,1.1717,0.7597,82.8065,-140.5363,54.6,18.73,False
pivot_r1_breakout,class_time_stop,109,0.4679,0.9576,-0.2316,-25.2408,-195.7366,44.4,18.72,False
pivot_r1_breakout,r_multiple_3r,109,0.2844,1.0285,0.0986,10.751,-122.2218,12.1,12.23,False
pivot_r1_breakout,ma_exit_ema9,109,0.2936,0.9799,-0.072,-7.8442,-149.4025,12.9,11.74,False
pivot_r1_breakout,trailing_5pct,109,0.2202,0.6355,-1.0474,-114.1619,-136.4461,22.2,8.81,False
pivot_r1_breakout,atr_trail_1x,109,0.1927,0.2149,-2.104,-229.3409,-231.5445,6.0,7.71,False
pivot_r1_breakout,break_even_at_1r,109,0.1009,0.5181,-1.3374,-145.7788,-204.0295,12.6,4.04,False
stochrsi_oversold,earnings_blackout,35,0.5429,4.2567,37.5699,1314.9468,-136.5155,797.1,51.72,True
stochrsi_oversold,next_pivot_target,35,0.7143,1.672,1.9203,67.2107,-42.2728,9.8,48.73,False
stochrsi_oversold,time_stop_10d,35,0.6286,1.6939,1.9309,67.5821,-40.0167,14.3,45.96,False
stochrsi_oversold,fixed_4r_2r,35,0.3429,2.5067,9.5749,335.1231,-80.6827,55.9,43.72,False
stochrsi_oversold,r_multiple_2r,35,0.2857,2.0215,3.6724,128.5343,-43.2621,12.6,41.43,False
stochrsi_oversold,r_multiple_3r,35,0.2,1.9453,4.004,140.1411,-48.872,20.2,36.36,False
stochrsi_oversold,breakeven_plus_trail,35,0.3714,1.699,2.2174,77.6105,-31.3955,31.4,35.83,False
stochrsi_oversold,hybrid_50pct_target,35,0.4286,1.2723,1.5561,54.4621,-50.2249,52.1,25.31,False
stochrsi_oversold,ma_exit_ema9,35,0.4571,0.8451,-0.204,-7.1387,-23.1572,1.1,18.28,False
stochrsi_oversold,regime_flip,35,0.4286,0.9101,-0.5247,-18.3634,-88.9354,28.6,17.14,False
stochrsi_oversold,time_stop_20d,35,0.4286,0.9101,-0.5247,-18.3634,-88.9354,28.6,17.14,False
stochrsi_oversold,class_time_stop,35,0.4,1.0286,0.1714,5.9996,-74.8044,35.8,16.86,False
stochrsi_oversold,atr_trail_2x,35,0.3429,0.7528,-1.1352,-39.7319,-109.3924,19.4,13.72,False
stochrsi_oversold,trailing_10pct,35,0.3429,0.896,-0.5225,-18.2861,-60.9109,32.5,13.72,False
stochrsi_oversold,trailing_15pct,35,0.3143,0.7911,-1.4162,-49.566,-86.2258,69.5,12.57,False
