strategy,exit_method,regime_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
bollinger_lower,atr_trail_1x,neutral,177,0.2824858757062147,-1.6253666666666668,-287.6899
bollinger_lower,atr_trail_2x,neutral,177,0.4350282485875706,0.2707033898305085,47.914500000000004
bollinger_lower,break_even_at_1r,neutral,177,0.1864406779661017,-0.48407966101694916,-85.6821
bollinger_lower,breakeven_plus_trail,neutral,177,0.4632768361581921,2.8080977401129945,497.0333
bollinger_lower,class_time_stop,neutral,177,0.5875706214689266,2.9279005649717513,518.2384
bollinger_lower,earnings_blackout,neutral,177,0.655367231638418,68.32317966101695,12093.202800000001
bollinger_lower,fixed_4r_2r,neutral,177,0.4576271186440678,3.8218514124293788,676.4677
bollinger_lower,hybrid_50pct_target,neutral,177,0.5423728813559322,3.2076497175141245,567.754
bollinger_lower,ma_exit_ema9,neutral,177,0.5084745762711864,0.12131694915254236,21.4731
bollinger_lower,next_pivot_target,neutral,177,0.5536723163841808,-0.22254689265536717,-39.39079999999999
bollinger_lower,r_multiple_2r,neutral,177,0.3954802259887006,0.38400734463276837,67.9693
bollinger_lower,r_multiple_3r,neutral,177,0.3107344632768362,0.678109604519774,120.02539999999999
bollinger_lower,regime_flip,neutral,177,0.576271186440678,0.754871186440678,133.6122
bollinger_lower,time_stop_10d,neutral,177,0.5988700564971752,1.0105457627118644,178.8666
bollinger_lower,time_stop_20d,neutral,177,0.576271186440678,0.754871186440678,133.6122
bollinger_lower,trailing_10pct,neutral,177,0.3898305084745763,0.2411887005649716,42.690399999999975
bollinger_lower,trailing_15pct,neutral,177,0.3785310734463277,1.403722033898305,248.4588
bollinger_lower,trailing_5pct,neutral,177,0.3107344632768362,-0.5951768361581921,-105.3463
bollinger_tight,atr_trail_1x,neutral,107,0.29906542056074764,-0.8411616822429907,-90.0043
bollinger_tight,atr_trail_2x,neutral,107,0.411214953271028,3.657978504672897,391.4037
bollinger_tight,break_even_at_1r,neutral,107,0.16822429906542055,-0.12462429906542052,-13.334799999999996
bollinger_tight,breakeven_plus_trail,neutral,107,0.42990654205607476,6.876331775700935,735.7675
bollinger_tight,class_time_stop,neutral,107,0.5327102803738317,5.668422429906542,606.5212
bollinger_tight,earnings_blackout,neutral,107,0.6635514018691588,52.438027102803744,5610.8689
bollinger_tight,fixed_4r_2r,neutral,107,0.411214953271028,4.554409345794393,487.3218
bollinger_tight,hybrid_50pct_target,neutral,107,0.5233644859813084,3.430503738317757,367.0639
bollinger_tight,ma_exit_ema9,neutral,107,0.4672897196261682,-0.3192934579439252,-34.1644
bollinger_tight,next_pivot_target,neutral,107,0.6074766355140186,0.744726168224299,79.6857
bollinger_tight,r_multiple_2r,neutral,107,0.308411214953271,-0.18388878504672898,-19.6761
bollinger_tight,r_multiple_3r,neutral,107,0.2523364485981308,0.913296261682243,97.7227
bollinger_tight,regime_flip,neutral,107,0.4953271028037383,3.8058747663551404,407.22860000000003
bollinger_tight,time_stop_10d,neutral,107,0.5700934579439252,2.2615261682242993,241.9833
bollinger_tight,time_stop_20d,neutral,107,0.4953271028037383,3.8058747663551404,407.22860000000003
bollinger_tight,trailing_10pct,neutral,107,0.3644859813084112,1.0439971962616823,111.70770000000002
