strategy,exit_method,cap_band,n,win_rate,avg_pnl_pct,total_pnl_pct
bollinger_tight,fixed_4r_2r,unknown,107,0.411214953271028,4.554409345794393,487.3218
bollinger_tight,hybrid_50pct_target,unknown,107,0.5233644859813084,3.430503738317757,367.0639
bollinger_tight,ma_exit_ema9,unknown,107,0.4672897196261682,-0.3192934579439252,-34.1644
bollinger_tight,next_pivot_target,unknown,107,0.6074766355140186,0.744726168224299,79.6857
bollinger_tight,r_multiple_2r,unknown,107,0.308411214953271,-0.18388878504672898,-19.6761
bollinger_tight,r_multiple_3r,unknown,107,0.2523364485981308,0.913296261682243,97.7227
bollinger_tight,regime_flip,unknown,107,0.4953271028037383,3.8058747663551404,407.22860000000003
bollinger_tight,time_stop_10d,unknown,107,0.5700934579439252,2.2615261682242993,241.9833
bollinger_tight,time_stop_20d,unknown,107,0.4953271028037383,3.8058747663551404,407.22860000000003
bollinger_tight,trailing_10pct,unknown,107,0.3644859813084112,1.0439971962616823,111.70770000000002
bollinger_tight,trailing_15pct,unknown,107,0.4205607476635514,4.825811214953271,516.3618
bollinger_tight,trailing_5pct,unknown,107,0.2616822429906542,-1.3231719626168224,-141.5794
cmf_flip,atr_trail_1x,unknown,11,0.2727272727272727,-1.633709090909091,-17.9708
cmf_flip,atr_trail_2x,unknown,11,0.36363636363636365,-2.923636363636364,-32.160000000000004
cmf_flip,break_even_at_1r,unknown,11,0.18181818181818182,-1.133781818181818,-12.471599999999999
cmf_flip,breakeven_plus_trail,unknown,11,0.5454545454545454,3.9067000000000003,42.9737
cmf_flip,class_time_stop,unknown,11,0.5454545454545454,-0.3479363636363637,-3.827300000000001
cmf_flip,earnings_blackout,unknown,11,0.5454545454545454,40.81032727272727,448.9136
cmf_flip,fixed_4r_2r,unknown,11,0.36363636363636365,-1.1014363636363642,-12.115800000000007
cmf_flip,hybrid_50pct_target,unknown,11,0.18181818181818182,-5.581927272727272,-61.401199999999996
cmf_flip,ma_exit_ema9,unknown,11,0.2727272727272727,-2.762472727272727,-30.3872
cmf_flip,next_pivot_target,unknown,11,0.45454545454545453,-2.6593545454545455,-29.2529
cmf_flip,r_multiple_2r,unknown,11,0.18181818181818182,-5.104772727272728,-56.1525
cmf_flip,r_multiple_3r,unknown,11,0.09090909090909091,-4.806772727272727,-52.8745
cmf_flip,regime_flip,unknown,11,0.36363636363636365,-2.4489272727272726,-26.9382
cmf_flip,time_stop_10d,unknown,11,0.7272727272727273,5.174409090909091,56.9185
cmf_flip,time_stop_20d,unknown,11,0.36363636363636365,-2.4489272727272726,-26.9382
cmf_flip,trailing_10pct,unknown,11,0.2727272727272727,-2.5535272727272726,-28.0888
cmf_flip,trailing_15pct,unknown,11,0.36363636363636365,-3.232163636363637,-35.5538
cmf_flip,trailing_5pct,unknown,11,0.18181818181818182,-2.563518181818182,-28.198700000000002
cpr_narrow_bullish,atr_trail_1x,unknown,28,0.32142857142857145,-0.5810500000000001,-16.2694
cpr_narrow_bullish,atr_trail_2x,unknown,28,0.4642857142857143,-1.1119785714285715,-31.1354
cpr_narrow_bullish,break_even_at_1r,unknown,28,0.03571428571428571,-1.388282142857143,-38.871900000000004
cpr_narrow_bullish,breakeven_plus_trail,unknown,28,0.2857142857142857,2.5723785714285716,72.0266
cpr_narrow_bullish,class_time_stop,unknown,28,0.4642857142857143,-1.9432392857142855,-54.41069999999999
cpr_narrow_bullish,earnings_blackout,unknown,28,0.35714285714285715,-3.0198464285714293,-84.55570000000002
cpr_narrow_bullish,fixed_4r_2r,unknown,28,0.39285714285714285,0.02429642857142838,0.6802999999999946
cpr_narrow_bullish,hybrid_50pct_target,unknown,28,0.5,0.6041000000000001,16.914800000000003
cpr_narrow_bullish,ma_exit_ema9,unknown,28,0.42857142857142855,-0.49377857142857146,-13.825800000000001
cpr_narrow_bullish,next_pivot_target,unknown,28,0.7142857142857143,-1.306457142857143,-36.5808
cpr_narrow_bullish,r_multiple_2r,unknown,28,0.5,1.8910749999999996,52.95009999999999
cpr_narrow_bullish,r_multiple_3r,unknown,28,0.32142857142857145,1.1060178571428572,30.9685
cpr_narrow_bullish,regime_flip,unknown,28,0.42857142857142855,-2.8720250000000003,-80.4167
cpr_narrow_bullish,time_stop_10d,unknown,28,0.5,-0.22723571428571424,-6.362599999999999
cpr_narrow_bullish,time_stop_20d,unknown,28,0.42857142857142855,-2.8720250000000003,-80.4167
cpr_narrow_bullish,trailing_10pct,unknown,28,0.35714285714285715,0.7212464285714286,20.1949
cpr_narrow_bullish,trailing_15pct,unknown,28,0.42857142857142855,-0.10951071428571447,-3.0663000000000054
cpr_narrow_bullish,trailing_5pct,unknown,28,0.32142857142857145,-1.2691607142857142,-35.5365
hull_rsi,atr_trail_1x,unknown,8,0.125,-2.9208749999999997,-23.366999999999997
hull_rsi,atr_trail_2x,unknown,8,0.125,-6.6590875,-53.2727
hull_rsi,break_even_at_1r,unknown,8,0.125,-3.2537000000000003,-26.029600000000002
hull_rsi,breakeven_plus_trail,unknown,8,0.25,-3.8558125,-30.8465
hull_rsi,class_time_stop,unknown,8,0.5,-8.375512500000001,-67.00410000000001
hull_rsi,earnings_blackout,unknown,8,0.375,-19.715825,-157.7266
hull_rsi,fixed_4r_2r,unknown,8,0.125,-7.225899999999999,-57.807199999999995
hull_rsi,hybrid_50pct_target,unknown,8,0.5,-13.764675,-110.1174
hull_rsi,ma_exit_ema9,unknown,8,0.25,-2.9441875,-23.5535
hull_rsi,next_pivot_target,unknown,8,0.375,-4.6113625,-36.8909
hull_rsi,r_multiple_2r,unknown,8,0.125,-2.3824625,-19.0597
hull_rsi,r_multiple_3r,unknown,8,0.125,-3.2178125,-25.7425
hull_rsi,regime_flip,unknown,8,0.5,-5.424525000000001,-43.39620000000001
hull_rsi,time_stop_10d,unknown,8,0.25,-7.93905,-63.5124
hull_rsi,time_stop_20d,unknown,8,0.5,-5.424525000000001,-43.39620000000001
hull_rsi,trailing_10pct,unknown,8,0.25,-3.54665,-28.3732
hull_rsi,trailing_15pct,unknown,8,0.375,-2.344975,-18.7598
hull_rsi,trailing_5pct,unknown,8,0.125,-3.0770999999999997,-24.616799999999998
ichimoku_cloud_breakout,atr_trail_1x,unknown,11,0.09090909090909091,-5.383027272727272,-59.2133
ichimoku_cloud_breakout,atr_trail_2x,unknown,11,0.36363636363636365,-5.3983181818181825,-59.3815
ichimoku_cloud_breakout,break_even_at_1r,unknown,11,0.09090909090909091,-5.962790909090909,-65.5907
ichimoku_cloud_breakout,breakeven_plus_trail,unknown,11,0.5454545454545454,24.242027272727274,266.6623
ichimoku_cloud_breakout,class_time_stop,unknown,11,0.5454545454545454,0.6275727272727282,6.90330000000001
ichimoku_cloud_breakout,earnings_blackout,unknown,11,0.5454545454545454,60.12973636363636,661.4271
ichimoku_cloud_breakout,fixed_4r_2r,unknown,11,0.36363636363636365,7.602963636363636,83.6326
ichimoku_cloud_breakout,hybrid_50pct_target,unknown,11,0.2727272727272727,-5.653872727272727,-62.1926
ichimoku_cloud_breakout,ma_exit_ema9,unknown,11,0.2727272727272727,-1.1630636363636364,-12.7937
ichimoku_cloud_breakout,next_pivot_target,unknown,11,0.2727272727272727,-5.672563636363637,-62.3982
ichimoku_cloud_breakout,r_multiple_2r,unknown,11,0.2727272727272727,-4.793472727272728,-52.7282
ichimoku_cloud_breakout,r_multiple_3r,unknown,11,0.2727272727272727,-3.9780999999999995,-43.7591
ichimoku_cloud_breakout,regime_flip,unknown,11,0.2727272727272727,-7.231490909090908,-79.54639999999999
ichimoku_cloud_breakout,time_stop_10d,unknown,11,0.2727272727272727,-3.0600454545454543,-33.6605
ichimoku_cloud_breakout,time_stop_20d,unknown,11,0.2727272727272727,-7.231490909090908,-79.54639999999999
ichimoku_cloud_breakout,trailing_10pct,unknown,11,0.2727272727272727,-4.630063636363636,-50.9307
ichimoku_cloud_breakout,trailing_15pct,unknown,11,0.18181818181818182,-9.745972727272727,-107.2057
ichimoku_cloud_breakout,trailing_5pct,unknown,11,0.18181818181818182,-3.2245999999999997,-35.4706
pivot_r1_breakout,atr_trail_1x,unknown,109,0.1926605504587156,-2.1040449541284403,-229.3409
pivot_r1_breakout,atr_trail_2x,unknown,109,0.3211009174311927,1.3665082568807339,148.9494
pivot_r1_breakout,break_even_at_1r,unknown,109,0.10091743119266056,-1.3374201834862387,-145.77880000000002
pivot_r1_breakout,breakeven_plus_trail,unknown,109,0.3394495412844037,4.454885321100917,485.5825
pivot_r1_breakout,class_time_stop,unknown,109,0.46788990825688076,-0.2315669724770643,-25.240800000000007
pivot_r1_breakout,earnings_blackout,unknown,109,0.5596330275229358,16.05002752293578,1749.453
pivot_r1_breakout,fixed_4r_2r,unknown,109,0.3853211009174312,2.936777981651376,320.1088
pivot_r1_breakout,hybrid_50pct_target,unknown,109,0.5321100917431193,-2.884788990825688,-314.442
pivot_r1_breakout,ma_exit_ema9,unknown,109,0.29357798165137616,-0.07196513761467886,-7.844199999999995
pivot_r1_breakout,next_pivot_target,unknown,109,0.5504587155963303,0.9557807339449542,104.18010000000001
pivot_r1_breakout,r_multiple_2r,unknown,109,0.3761467889908257,0.37553669724770644,40.9335
pivot_r1_breakout,r_multiple_3r,unknown,109,0.28440366972477066,0.09863302752293569,10.75099999999999
pivot_r1_breakout,regime_flip,unknown,109,0.45871559633027525,0.5120284403669726,55.81110000000001
pivot_r1_breakout,time_stop_10d,unknown,109,0.44954128440366975,0.2621412844036698,28.573400000000007
pivot_r1_breakout,time_stop_20d,unknown,109,0.45871559633027525,0.5120284403669726,55.81110000000001
pivot_r1_breakout,trailing_10pct,unknown,109,0.3394495412844037,0.7596926605504586,82.80649999999999
pivot_r1_breakout,trailing_15pct,unknown,109,0.3761467889908257,1.723451376146789,187.8562
pivot_r1_breakout,trailing_5pct,unknown,109,0.22018348623853212,-1.0473568807339448,-114.16189999999999
pivot_r2_continuation,atr_trail_1x,unknown,14,0.14285714285714285,-2.5485,-35.679
pivot_r2_continuation,atr_trail_2x,unknown,14,0.21428571428571427,-5.0375000000000005,-70.525
pivot_r2_continuation,break_even_at_1r,unknown,14,0.07142857142857142,-2.2497357142857144,-31.4963
pivot_r2_continuation,breakeven_plus_trail,unknown,14,0.2857142857142857,-2.9754285714285715,-41.656
pivot_r2_continuation,class_time_stop,unknown,14,0.2857142857142857,-6.203864285714286,-86.8541
pivot_r2_continuation,earnings_blackout,unknown,14,0.5714285714285714,1.7524785714285718,24.534700000000004
pivot_r2_continuation,fixed_4r_2r,unknown,14,0.2857142857142857,-0.5849500000000001,-8.189300000000001
pivot_r2_continuation,hybrid_50pct_target,unknown,14,0.5,-6.153671428571429,-86.15140000000001
pivot_r2_continuation,ma_exit_ema9,unknown,14,0.2857142857142857,-2.9176357142857143,-40.8469
pivot_r2_continuation,next_pivot_target,unknown,14,0.42857142857142855,-2.764535714285714,-38.7035
pivot_r2_continuation,r_multiple_2r,unknown,14,0.21428571428571427,-2.9852714285714286,-41.7938
pivot_r2_continuation,r_multiple_3r,unknown,14,0.14285714285714285,-3.405842857142857,-47.681799999999996
pivot_r2_continuation,regime_flip,unknown,14,0.2857142857142857,-4.555992857142857,-63.7839
pivot_r2_continuation,time_stop_10d,unknown,14,0.42857142857142855,-0.7899928571428572,-11.0599
pivot_r2_continuation,time_stop_20d,unknown,14,0.2857142857142857,-4.555992857142857,-63.7839
pivot_r2_continuation,trailing_10pct,unknown,14,0.21428571428571427,-5.640407142857143,-78.9657
pivot_r2_continuation,trailing_15pct,unknown,14,0.14285714285714285,-8.951814285714287,-125.3254
pivot_r2_continuation,trailing_5pct,unknown,14,0.2857142857142857,-2.5873142857142857,-36.2224
pivot_s2_bounce,atr_trail_1x,unknown,5,0.2,0.43699999999999994,2.1849999999999996
pivot_s2_bounce,atr_trail_2x,unknown,5,0.2,-1.3797800000000002,-6.898900000000001
pivot_s2_bounce,break_even_at_1r,unknown,5,0.0,-1.8115999999999999,-9.058
pivot_s2_bounce,breakeven_plus_trail,unknown,5,0.2,1.8869,9.4345
pivot_s2_bounce,class_time_stop,unknown,5,0.2,-1.50984,-7.5492
pivot_s2_bounce,earnings_blackout,unknown,5,0.8,71.82856,359.14279999999997
pivot_s2_bounce,fixed_4r_2r,unknown,5,0.2,0.35599999999999987,1.7799999999999994
pivot_s2_bounce,hybrid_50pct_target,unknown,5,0.4,-0.6130800000000001,-3.0654000000000003
pivot_s2_bounce,ma_exit_ema9,unknown,5,0.6,0.994,4.97
pivot_s2_bounce,next_pivot_target,unknown,5,0.4,-3.74812,-18.7406
pivot_s2_bounce,r_multiple_2r,unknown,5,0.2,-0.03184000000000005,-0.15920000000000023
pivot_s2_bounce,r_multiple_3r,unknown,5,0.2,1.3517199999999998,6.7585999999999995
pivot_s2_bounce,regime_flip,unknown,5,0.2,-3.61284,-18.0642
pivot_s2_bounce,time_stop_10d,unknown,5,0.2,-2.03492,-10.1746
pivot_s2_bounce,time_stop_20d,unknown,5,0.2,-3.61284,-18.0642
pivot_s2_bounce,trailing_10pct,unknown,5,0.2,-4.25736,-21.2868
pivot_s2_bounce,trailing_15pct,unknown,5,0.2,-4.290419999999999,-21.452099999999998
pivot_s2_bounce,trailing_5pct,unknown,5,0.0,-3.39326,-16.9663
pivot_s3_capitulation,atr_trail_1x,unknown,7,0.14285714285714285,-2.5774000000000004,-18.041800000000002
pivot_s3_capitulation,atr_trail_2x,unknown,7,0.2857142857142857,15.400328571428574,107.80230000000002
pivot_s3_capitulation,break_even_at_1r,unknown,7,0.2857142857142857,17.178285714285717,120.24800000000002
pivot_s3_capitulation,breakeven_plus_trail,unknown,7,0.2857142857142857,15.311714285714288,107.18200000000002
pivot_s3_capitulation,class_time_stop,unknown,7,0.7142857142857143,21.85574285714286,152.99020000000002
pivot_s3_capitulation,earnings_blackout,unknown,7,0.8571428571428571,43.118985714285714,301.8329
pivot_s3_capitulation,fixed_4r_2r,unknown,7,0.2857142857142857,14.982528571428572,104.8777
pivot_s3_capitulation,hybrid_50pct_target,unknown,7,0.5714285714285714,9.776385714285714,68.4347
pivot_s3_capitulation,ma_exit_ema9,unknown,7,0.14285714285714285,-1.7594999999999998,-12.3165
pivot_s3_capitulation,next_pivot_target,unknown,7,0.42857142857142855,13.6588,95.6116
pivot_s3_capitulation,r_multiple_2r,unknown,7,0.2857142857142857,16.447142857142858,115.13
pivot_s3_capitulation,r_multiple_3r,unknown,7,0.2857142857142857,16.84072857142857,117.8851
pivot_s3_capitulation,regime_flip,unknown,7,0.5714285714285714,21.1045,147.7315
pivot_s3_capitulation,time_stop_10d,unknown,7,0.2857142857142857,14.557985714285712,101.90589999999999
pivot_s3_capitulation,time_stop_20d,unknown,7,0.5714285714285714,21.1045,147.7315
pivot_s3_capitulation,trailing_10pct,unknown,7,0.42857142857142855,16.385185714285715,114.69630000000001
pivot_s3_capitulation,trailing_15pct,unknown,7,0.7142857142857143,24.36747142857143,170.5723
pivot_s3_capitulation,trailing_5pct,unknown,7,0.14285714285714285,-2.6281857142857143,-18.3973
stochrsi_oversold,atr_trail_1x,unknown,35,0.2857142857142857,-0.15859142857142858,-5.5507
stochrsi_oversold,atr_trail_2x,unknown,35,0.34285714285714286,-1.135197142857143,-39.7319
stochrsi_oversold,break_even_at_1r,unknown,35,0.17142857142857143,-1.3613028571428571,-47.6456
stochrsi_oversold,breakeven_plus_trail,unknown,35,0.37142857142857144,2.2174428571428573,77.6105
stochrsi_oversold,class_time_stop,unknown,35,0.4,0.17141714285714313,5.99960000000001
stochrsi_oversold,earnings_blackout,unknown,35,0.5428571428571428,37.56990857142857,1314.9468
stochrsi_oversold,fixed_4r_2r,unknown,35,0.34285714285714286,9.574945714285715,335.1231
stochrsi_oversold,hybrid_50pct_target,unknown,35,0.42857142857142855,1.5560599999999998,54.46209999999999
stochrsi_oversold,ma_exit_ema9,unknown,35,0.45714285714285713,-0.20396285714285714,-7.1387
stochrsi_oversold,next_pivot_target,unknown,35,0.7142857142857143,1.920305714285714,67.21069999999999
stochrsi_oversold,r_multiple_2r,unknown,35,0.2857142857142857,3.6724085714285715,128.5343
stochrsi_oversold,r_multiple_3r,unknown,35,0.2,4.004031428571429,140.14110000000002
stochrsi_oversold,regime_flip,unknown,35,0.42857142857142855,-0.5246685714285712,-18.36339999999999
stochrsi_oversold,time_stop_10d,unknown,35,0.6285714285714286,1.9309171428571428,67.5821
stochrsi_oversold,time_stop_20d,unknown,35,0.42857142857142855,-0.5246685714285712,-18.36339999999999
stochrsi_oversold,trailing_10pct,unknown,35,0.34285714285714286,-0.5224599999999999,-18.286099999999998
stochrsi_oversold,trailing_15pct,unknown,35,0.3142857142857143,-1.4161714285714286,-49.566
stochrsi_oversold,trailing_5pct,unknown,35,0.2857142857142857,-1.5382342857142857,-53.8382
supertrend_macd,atr_trail_1x,unknown,6,0.6666666666666666,5.124266666666666,30.745599999999996
supertrend_macd,atr_trail_2x,unknown,6,0.6666666666666666,11.413200000000002,68.4792
supertrend_macd,break_even_at_1r,unknown,6,0.3333333333333333,3.726249999999999,22.357499999999995
supertrend_macd,breakeven_plus_trail,unknown,6,0.5,11.574616666666666,69.4477
supertrend_macd,class_time_stop,unknown,6,0.6666666666666666,17.78966666666667,106.73800000000001
supertrend_macd,earnings_blackout,unknown,6,0.5,89.08396666666665,534.5038
supertrend_macd,fixed_4r_2r,unknown,6,0.3333333333333333,4.873566666666666,29.2414
supertrend_macd,hybrid_50pct_target,unknown,6,0.5,5.663249999999999,33.979499999999994
supertrend_macd,ma_exit_ema9,unknown,6,0.3333333333333333,-1.0693166666666667,-6.415900000000001
supertrend_macd,next_pivot_target,unknown,6,0.6666666666666666,3.3664500000000004,20.198700000000002
supertrend_macd,r_multiple_2r,unknown,6,0.6666666666666666,5.754049999999999,34.5243
supertrend_macd,r_multiple_3r,unknown,6,0.5,8.831750000000001,52.990500000000004
supertrend_macd,regime_flip,unknown,6,0.8333333333333334,17.3763,104.2578
supertrend_macd,time_stop_10d,unknown,6,0.8333333333333334,8.519666666666668,51.118
supertrend_macd,time_stop_20d,unknown,6,0.8333333333333334,17.3763,104.2578
supertrend_macd,trailing_10pct,unknown,6,0.5,3.020916666666666,18.125499999999995
supertrend_macd,trailing_15pct,unknown,6,0.16666666666666666,6.708166666666666,40.248999999999995
supertrend_macd,trailing_5pct,unknown,6,0.3333333333333333,-0.4635166666666668,-2.781100000000001
ultimate_oscillator,atr_trail_1x,unknown,6,0.16666666666666666,-1.3715,-8.229
ultimate_oscillator,atr_trail_2x,unknown,6,0.8333333333333334,3.199816666666667,19.198900000000002
ultimate_oscillator,break_even_at_1r,unknown,6,0.16666666666666666,-1.73015,-10.3809
ultimate_oscillator,breakeven_plus_trail,unknown,6,0.8333333333333334,15.280583333333334,91.68350000000001
ultimate_oscillator,class_time_stop,unknown,6,0.8333333333333334,9.575383333333333,57.4523
ultimate_oscillator,earnings_blackout,unknown,6,0.5,12.209666666666665,73.258
ultimate_oscillator,fixed_4r_2r,unknown,6,0.8333333333333334,6.9135,41.481
ultimate_oscillator,hybrid_50pct_target,unknown,6,1.0,11.602766666666668,69.6166
ultimate_oscillator,ma_exit_ema9,unknown,6,0.6666666666666666,0.3507333333333334,2.1044000000000005
ultimate_oscillator,next_pivot_target,unknown,6,1.0,10.171650000000001,61.029900000000005
ultimate_oscillator,r_multiple_2r,unknown,6,0.5,0.60615,3.6369
ultimate_oscillator,r_multiple_3r,unknown,6,0.5,1.86255,11.1753
ultimate_oscillator,regime_flip,unknown,6,1.0,10.187949999999999,61.1277
ultimate_oscillator,time_stop_10d,unknown,6,0.8333333333333334,5.025100000000001,30.150600000000004
ultimate_oscillator,time_stop_20d,unknown,6,1.0,10.187949999999999,61.1277
ultimate_oscillator,trailing_10pct,unknown,6,0.8333333333333334,13.140933333333335,78.8456
ultimate_oscillator,trailing_15pct,unknown,6,0.8333333333333334,17.597216666666665,105.5833
ultimate_oscillator,trailing_5pct,unknown,6,0.5,1.1012833333333332,6.6076999999999995
williams_r_oversold,atr_trail_1x,unknown,16,0.25,-1.1476625,-18.3626
williams_r_oversold,atr_trail_2x,unknown,16,0.6875,4.772675,76.3628
williams_r_oversold,break_even_at_1r,unknown,16,0.1875,1.68398125,26.9437
williams_r_oversold,breakeven_plus_trail,unknown,16,0.4375,8.40134375,134.4215
williams_r_oversold,class_time_stop,unknown,16,0.6875,3.7799125,60.4786
williams_r_oversold,earnings_blackout,unknown,16,0.75,21.98680625,351.7889
williams_r_oversold,fixed_4r_2r,unknown,16,0.6875,6.976625,111.626
williams_r_oversold,hybrid_50pct_target,unknown,16,0.8125,6.61033125,105.7653
williams_r_oversold,ma_exit_ema9,unknown,16,0.625,0.5865687500000001,9.385100000000001
williams_r_oversold,next_pivot_target,unknown,16,0.75,3.5527375,56.8438
williams_r_oversold,r_multiple_2r,unknown,16,0.625,3.29515625,52.7225
williams_r_oversold,r_multiple_3r,unknown,16,0.5,3.2165125000000003,51.464200000000005
williams_r_oversold,regime_flip,unknown,16,0.75,5.423687500000001,86.77900000000001
williams_r_oversold,time_stop_10d,unknown,16,0.8125,7.474475,119.5916
williams_r_oversold,time_stop_20d,unknown,16,0.75,5.423687500000001,86.77900000000001
williams_r_oversold,trailing_10pct,unknown,16,0.4375,3.43316875,54.9307
williams_r_oversold,trailing_15pct,unknown,16,0.5625,4.52095,72.3352
williams_r_oversold,trailing_5pct,unknown,16,0.375,1.2472124999999998,19.955399999999997
