strategy,exit_method,volume_rank_within_sector,n,win_rate,avg_pnl_pct,total_pnl_pct
macd_crossover,atr_trail_1x,unknown,5,0.4,-1.63654,-8.1827
macd_crossover,atr_trail_2x,unknown,5,0.4,2.1175800000000002,10.587900000000001
macd_crossover,atr_trail_mae_conditional,unknown,5,0.4,-1.63654,-8.1827
macd_crossover,atr_trail_vix_conditional,unknown,5,0.4,-1.27426,-6.3713
macd_crossover,break_even_at_1r,unknown,5,0.0,-1.6872599999999998,-8.4363
macd_crossover,breakeven_plus_trail,unknown,5,0.2,2.0660999999999996,10.330499999999997
macd_crossover,chandelier_3x,unknown,5,0.2,3.6388399999999996,18.1942
macd_crossover,class_time_stop,unknown,5,0.2,-3.2789,-16.3945
macd_crossover,earnings_blackout,unknown,5,0.2,-14.703660000000003,-73.51830000000001
macd_crossover,fixed_4r_2r,unknown,5,0.2,-1.06648,-5.332400000000001
macd_crossover,hybrid_50pct_target,unknown,5,0.4,-10.46964,-52.3482
macd_crossover,ma_exit_ema9,unknown,5,0.2,-1.0687,-5.3435
macd_crossover,mfe_lockin_trail,unknown,5,0.4,-1.63654,-8.1827
macd_crossover,multi_tier_partial,unknown,5,0.4,-1.40274,-7.0137
macd_crossover,next_pivot_target,unknown,5,0.6,-0.3549800000000001,-1.7749000000000004
macd_crossover,r_multiple_2r,unknown,5,0.2,-0.6686400000000001,-3.3432000000000004
macd_crossover,r_multiple_3r,unknown,5,0.2,-0.07838000000000012,-0.3919000000000006
macd_crossover,regime_flip,unknown,5,0.2,-2.8602799999999995,-14.301399999999997
macd_crossover,reverse_signal,unknown,5,0.4,-1.63654,-8.1827
macd_crossover,smc_mitigation_zone,unknown,5,0.2,-1.4573800000000001,-7.2869
macd_crossover,time_stop_10d,unknown,5,0.4,-0.9579400000000001,-4.789700000000001
macd_crossover,time_stop_20d,unknown,5,0.2,-2.8602799999999995,-14.301399999999997
macd_crossover,trailing_10pct,unknown,5,0.2,-2.4398600000000004,-12.199300000000001
macd_crossover,trailing_15pct,unknown,5,0.2,-4.067740000000001,-20.338700000000003
macd_crossover,trailing_5pct,unknown,5,0.2,-2.3182,-11.591000000000001
po3_bullish,atr_trail_1x,unknown,6,0.16666666666666666,-0.83435,-5.0061
po3_bullish,atr_trail_2x,unknown,6,0.3333333333333333,-1.7543,-10.5258
po3_bullish,atr_trail_mae_conditional,unknown,6,0.16666666666666666,-0.83435,-5.0061
po3_bullish,atr_trail_vix_conditional,unknown,6,0.16666666666666666,-0.48385000000000006,-2.9031000000000002
po3_bullish,break_even_at_1r,unknown,6,0.16666666666666666,-1.7059833333333332,-10.235899999999999
po3_bullish,breakeven_plus_trail,unknown,6,0.6666666666666666,3.5267999999999997,21.1608
po3_bullish,chandelier_3x,unknown,6,0.3333333333333333,-0.08476666666666659,-0.5085999999999995
po3_bullish,class_time_stop,unknown,6,0.8333333333333334,4.652083333333333,27.912499999999998
po3_bullish,earnings_blackout,unknown,6,1.0,7.743799999999999,46.462799999999994
po3_bullish,fixed_4r_2r,unknown,6,0.5,2.534416666666667,15.206500000000002
po3_bullish,hybrid_50pct_target,unknown,6,1.0,5.514966666666666,33.0898
po3_bullish,ma_exit_ema9,unknown,6,0.16666666666666666,-0.3692666666666667,-2.2156000000000002
po3_bullish,mfe_lockin_trail,unknown,6,0.16666666666666666,-0.7805333333333334,-4.6832
po3_bullish,multi_tier_partial,unknown,6,0.3333333333333333,-0.9375499999999999,-5.625299999999999
po3_bullish,next_pivot_target,unknown,6,1.0,0.9641166666666666,5.7847
po3_bullish,r_multiple_2r,unknown,6,0.16666666666666666,-1.524733333333333,-9.148399999999999
po3_bullish,r_multiple_3r,unknown,6,0.16666666666666666,-1.524733333333333,-9.148399999999999
po3_bullish,regime_flip,unknown,6,0.6666666666666666,2.855916666666667,17.1355
po3_bullish,reverse_signal,unknown,6,0.16666666666666666,-0.83435,-5.0061
po3_bullish,smc_mitigation_zone,unknown,6,0.16666666666666666,-0.1454166666666666,-0.8724999999999996
po3_bullish,time_stop_10d,unknown,6,0.8333333333333334,1.09685,6.5811
po3_bullish,time_stop_20d,unknown,6,0.6666666666666666,2.855916666666667,17.1355
po3_bullish,trailing_10pct,unknown,6,1.0,7.743799999999999,46.462799999999994
po3_bullish,trailing_15pct,unknown,6,1.0,7.743799999999999,46.462799999999994
po3_bullish,trailing_5pct,unknown,6,0.3333333333333333,0.1598333333333332,0.9589999999999992
xs_low_beta_long,atr_trail_1x,unknown,7,0.0,-0.4461857142857143,-3.1233
xs_low_beta_long,atr_trail_2x,unknown,7,0.42857142857142855,1.4732142857142858,10.3125
xs_low_beta_long,atr_trail_mae_conditional,unknown,7,0.0,-0.4461857142857143,-3.1233
xs_low_beta_long,atr_trail_vix_conditional,unknown,7,0.0,-0.33649999999999997,-2.3554999999999997
xs_low_beta_long,break_even_at_1r,unknown,7,0.0,-0.3249142857142857,-2.2744
xs_low_beta_long,breakeven_plus_trail,unknown,7,0.5714285714285714,4.243914285714285,29.7074
