strategy,point_sharpe,ci_low,ci_high,n_trades,method
adx_initiation,0.0,,,1,insufficient_sample
avwap_50_reclaim,0.0,,,1,insufficient_sample
bollinger_tight,0.0,,,1,insufficient_sample
cmf_flip,-72.08187176548684,,,2,insufficient_sample
cpr_narrow_bullish,18.401502326093393,,,4,insufficient_sample
force_index_breakout,-32.34234079147258,,,2,insufficient_sample
htf_aligned_breakout_long,0.0,,,1,insufficient_sample
hull_rsi,0.0,,,1,insufficient_sample
ichimoku_cloud_breakout,11.14094694182381,,,3,insufficient_sample
lead_lag_sector_rotation,3.316973762718473,,,4,insufficient_sample
macd_crossover,-4.386997390852714,,,5,insufficient_sample
macd_fast_crossover,11.369905405499019,,,2,insufficient_sample
monthly_bias_momentum_long,-1.379691803402152,,,2,insufficient_sample
pairs_mean_reversion_long,40.65485716547824,,,2,insufficient_sample
pairs_mean_reversion_short,0.0,,,1,insufficient_sample
parabolic_sar_flip,0.0,,,1,insufficient_sample
pead_short,0.0,,,1,insufficient_sample
po3_bullish,1.7260695146128113,,,6,insufficient_sample
smc_choch_reversal,0.0,,,1,insufficient_sample
smc_fvg_retest_long,0.0,,,1,insufficient_sample
stochrsi_oversold,0.0,,,1,insufficient_sample
supertrend_macd,-2868.8109623572473,,,3,insufficient_sample
ultimate_oscillator,0.0,,,1,insufficient_sample
williams_r_oversold,-33.58092816283438,,,2,insufficient_sample
xs_low_beta_long,5.689041827340341,,,7,insufficient_sample
xs_momentum_top_decile,0.0,,,1,insufficient_sample
xs_quality_top_quintile_long,21.861143423755493,,,5,insufficient_sample
