strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
xs_quality_top_quintile_long,0.0,0.9,inf,0.2
smc_choch_reversal,0.0,0.9,inf,0.2
cpr_narrow_bullish,0.0,0.9,inf,0.2
pairs_mean_reversion_long,0.0,0.8,inf,0.4
macd_fast_crossover,0.0,0.8,inf,0.4
parabolic_sar_flip,0.0,0.9,inf,0.2
avwap_50_reclaim,0.0,0.9,inf,0.2
po3_bullish,0.0,0.74997,1.31437,0.2
ichimoku_cloud_breakout,0.0,0.53336,15.42816,0.4
xs_low_beta_long,0.0,0.51426,2.61235,0.2
monthly_bias_momentum_long,0.0,0.4,0.7811,0.4
lead_lag_sector_rotation,0.0,0.225,1.86166,0.2
macd_crossover,0.0,0.16000000000000003,0.5208,0.4
pead_short,0.0,0.0,0.0,0.2
cmf_flip,0.0,0.0,0.0,0.2
supertrend_macd,0.0,0.0,0.0,0.4
williams_r_oversold,0.0,0.0,0.0,0.2
htf_aligned_breakout_long,0.0,0.0,0.0,0.4
xs_momentum_top_decile,0.0,0.0,0.0,0.4
smc_fvg_retest_long,0.0,0.0,0.0,0.2
adx_initiation,0.0,0.0,0.0,0.2
pairs_mean_reversion_short,0.0,0.0,0.0,0.4
force_index_breakout,0.0,0.0,0.0,0.4
bollinger_tight,0.0,0.0,0.0,0.2
hull_rsi,0.0,0.0,0.0,0.4
ultimate_oscillator,0.0,0.0,0.0,0.2
stochrsi_oversold,0.0,0.0,0.0,0.4
