ticker,strategy,entry_date,direction,entry_price,exit_method,pnl_pct,win,hold_days,exit_price,exit_date,exit_reason,regime_at_entry,sector,confidence_tier,cap_band,vol_band,hold_duration_band,win_loss_outcome,universe_tier,smart_money_signal_present,vix_at_entry,entry_atr_ratio,mae_bucket,mfe_bucket,regime_changed_during_hold,earnings_during_hold,circuit_breaker_active_during_hold,news_sentiment_shift_during_hold,8K_filed_during_hold,day_of_week_at_entry,days_from_quarter_end_at_entry,vix_term_structure,hy_oas_band_at_entry,adv_bucket,volume_rank_within_sector,sector_momentum_vs_spy_at_entry
ANF,macd_crossover,2024-01-01,short,87.2644,multi_tier_partial,-3.3631,False,1,90.1992,2024-01-02,multi_tier_trail_batch227b,bull,Consumer Discretionary,HIGH,unknown,low_lt_15,medium_4_10d,loss,T3,yes,12.45,0.03363112563657116,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,mon,90,unknown,normal_3_5,100_500M,unknown,spy_mild_up_0_5pct
EAT,macd_crossover,2024-01-02,short,41.1147,multi_tier_partial,1.0828,True,3,40.6695,2024-01-05,multi_tier_1R_trail_batch227b,bull,Consumer Discretionary,HIGH,unknown,low_lt_15,long_ge_11d,loss,unknown,yes,13.2,0.029512558768518316,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,tue,89,unknown,normal_3_5,25_100M,unknown,spy_mild_up_0_5pct
SPY,macd_crossover,2024-01-01,short,471.7054,multi_tier_partial,0.3398,True,7,470.1026,2024-01-08,multi_tier_1R_trail_batch227b,bull,Broad Market,HIGH,unknown,low_lt_15,long_ge_11d,loss,T1ETF,yes,12.45,0.00809424696007296,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,90,unknown,normal_3_5,ge_500M,unknown,spy_mild_up_0_5pct
BROS,macd_crossover,2024-02-12,long,27.2704,multi_tier_partial,-3.2064,False,1,26.396,2024-02-13,multi_tier_trail_batch227b,bull,Consumer Discretionary,HIGH,unknown,low_lt_15,long_ge_11d,win,T2,yes,13.93,0.03206406946726121,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,48,unknown,normal_3_5,25_100M,unknown,spy_strong_up_gt_5pct
CAT,macd_crossover,2024-03-11,short,334.9807,multi_tier_partial,-1.8668,False,2,341.2342,2024-03-13,multi_tier_trail_batch227b,bull,Industrials,VERY_HIGH,unknown,mid_15_25,long_ge_11d,loss,T1a,yes,15.22,0.018668239692615125,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,20,unknown,normal_3_5,ge_500M,unknown,spy_mild_up_0_5pct
ANF,macd_crossover,2024-01-01,short,87.2644,reverse_signal,-3.3631,False,1,90.1992,2024-01-02,atr_trailing_stop,bull,Consumer Discretionary,HIGH,unknown,low_lt_15,medium_4_10d,loss,T3,yes,12.45,0.03363112563657116,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,mon,90,unknown,normal_3_5,100_500M,unknown,spy_mild_up_0_5pct
EAT,macd_crossover,2024-01-02,short,41.1147,reverse_signal,0.1486,True,3,41.0536,2024-01-05,atr_trailing_stop,bull,Consumer Discretionary,HIGH,unknown,low_lt_15,long_ge_11d,loss,unknown,yes,13.2,0.029512558768518316,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,tue,89,unknown,normal_3_5,25_100M,unknown,spy_mild_up_0_5pct
SPY,macd_crossover,2024-01-01,short,471.7054,reverse_signal,0.105,True,7,471.2103,2024-01-08,atr_trailing_stop,bull,Broad Market,HIGH,unknown,low_lt_15,long_ge_11d,loss,T1ETF,yes,12.45,0.00809424696007296,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,90,unknown,normal_3_5,ge_500M,unknown,spy_mild_up_0_5pct
BROS,macd_crossover,2024-02-12,long,27.2704,reverse_signal,-3.2064,False,1,26.396,2024-02-13,atr_trailing_stop,bull,Consumer Discretionary,HIGH,unknown,low_lt_15,long_ge_11d,win,T2,yes,13.93,0.03206406946726121,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,48,unknown,normal_3_5,25_100M,unknown,spy_strong_up_gt_5pct
CAT,macd_crossover,2024-03-11,short,334.9807,reverse_signal,-1.8668,False,2,341.2342,2024-03-13,atr_trailing_stop,bull,Industrials,VERY_HIGH,unknown,mid_15_25,long_ge_11d,loss,T1a,yes,15.22,0.018668239692615125,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,20,unknown,normal_3_5,ge_500M,unknown,spy_mild_up_0_5pct
