strategy,exit_method,days_from_quarter_end_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
macd_crossover,atr_trail_1x,20,1,0.0,-1.8668,-1.8668
macd_crossover,atr_trail_1x,48,1,0.0,-3.2064,-3.2064
macd_crossover,atr_trail_1x,89,1,1.0,0.1486,0.1486
macd_crossover,atr_trail_1x,90,2,0.5,-1.62905,-3.2581
macd_crossover,atr_trail_2x,20,1,0.0,-3.9105,-3.9105
macd_crossover,atr_trail_2x,48,1,1.0,21.4586,21.4586
macd_crossover,atr_trail_2x,89,1,1.0,0.4942,0.4942
macd_crossover,atr_trail_2x,90,2,0.0,-3.7272000000000003,-7.454400000000001
macd_crossover,atr_trail_mae_conditional,20,1,0.0,-1.8668,-1.8668
macd_crossover,atr_trail_mae_conditional,48,1,0.0,-3.2064,-3.2064
macd_crossover,atr_trail_mae_conditional,89,1,1.0,0.1486,0.1486
macd_crossover,atr_trail_mae_conditional,90,2,0.5,-1.62905,-3.2581
macd_crossover,atr_trail_vix_conditional,20,1,0.0,-1.8668,-1.8668
macd_crossover,atr_trail_vix_conditional,48,1,0.0,-3.2064,-3.2064
macd_crossover,atr_trail_vix_conditional,89,1,1.0,0.9109,0.9109
macd_crossover,atr_trail_vix_conditional,90,2,0.5,-1.1045,-2.209
macd_crossover,break_even_at_1r,20,1,0.0,-1.8668,-1.8668
macd_crossover,break_even_at_1r,48,1,0.0,-3.2064,-3.2064
macd_crossover,break_even_at_1r,89,1,0.0,0.0,0.0
macd_crossover,break_even_at_1r,90,2,0.0,-1.68155,-3.3631
macd_crossover,breakeven_plus_trail,20,1,0.0,-3.7336,-3.7336
macd_crossover,breakeven_plus_trail,48,1,1.0,20.7903,20.7903
macd_crossover,breakeven_plus_trail,89,1,0.0,0.0,0.0
macd_crossover,breakeven_plus_trail,90,2,0.0,-3.3631,-6.7262
macd_crossover,chandelier_3x,20,1,0.0,-0.0893,-0.0893
macd_crossover,chandelier_3x,48,1,1.0,18.8959,18.8959
macd_crossover,chandelier_3x,89,1,0.0,-0.2804,-0.2804
macd_crossover,chandelier_3x,90,2,0.0,-0.166,-0.332
macd_crossover,class_time_stop,20,1,0.0,-8.5854,-8.5854
macd_crossover,class_time_stop,48,1,1.0,23.6139,23.6139
macd_crossover,class_time_stop,89,1,0.0,-7.4312,-7.4312
macd_crossover,class_time_stop,90,2,0.0,-11.9959,-23.9918
macd_crossover,earnings_blackout,20,1,0.0,-8.5854,-8.5854
macd_crossover,earnings_blackout,48,1,1.0,20.7903,20.7903
macd_crossover,earnings_blackout,89,1,0.0,-23.9459,-23.9459
macd_crossover,earnings_blackout,90,2,0.0,-30.88865,-61.7773
macd_crossover,fixed_4r_2r,20,1,0.0,-3.9105,-3.9105
macd_crossover,fixed_4r_2r,48,1,1.0,12.8256,12.8256
macd_crossover,fixed_4r_2r,89,1,0.0,-5.9025,-5.9025
macd_crossover,fixed_4r_2r,90,2,0.0,-4.1725,-8.345
macd_crossover,hybrid_50pct_target,20,1,0.0,-8.5854,-8.5854
macd_crossover,hybrid_50pct_target,48,1,1.0,13.5876,13.5876
macd_crossover,hybrid_50pct_target,89,1,1.0,4.4269,4.4269
macd_crossover,hybrid_50pct_target,90,2,0.0,-30.88865,-61.7773
macd_crossover,ma_exit_ema9,20,1,0.0,-0.6745,-0.6745
macd_crossover,ma_exit_ema9,48,1,0.0,-2.5317,-2.5317
macd_crossover,ma_exit_ema9,89,1,1.0,2.7112,2.7112
macd_crossover,ma_exit_ema9,90,2,0.0,-2.42425,-4.8485
macd_crossover,mfe_lockin_trail,20,1,0.0,-1.8668,-1.8668
macd_crossover,mfe_lockin_trail,48,1,0.0,-3.2064,-3.2064
macd_crossover,mfe_lockin_trail,89,1,1.0,0.1486,0.1486
macd_crossover,mfe_lockin_trail,90,2,0.5,-1.62905,-3.2581
macd_crossover,multi_tier_partial,20,1,0.0,-1.8668,-1.8668
macd_crossover,multi_tier_partial,48,1,0.0,-3.2064,-3.2064
macd_crossover,multi_tier_partial,89,1,1.0,1.0828,1.0828
macd_crossover,multi_tier_partial,90,2,0.5,-1.5116500000000002,-3.0233000000000003
macd_crossover,next_pivot_target,20,1,1.0,0.234,0.234
macd_crossover,next_pivot_target,48,1,1.0,0.7561,0.7561
macd_crossover,next_pivot_target,89,1,1.0,8.8538,8.8538
macd_crossover,next_pivot_target,90,2,0.0,-5.8094,-11.6188
macd_crossover,r_multiple_2r,20,1,0.0,-1.8668,-1.8668
macd_crossover,r_multiple_2r,48,1,0.0,-3.2064,-3.2064
macd_crossover,r_multiple_2r,89,1,1.0,5.9025,5.9025
macd_crossover,r_multiple_2r,90,2,0.0,-2.08625,-4.1725
macd_crossover,r_multiple_3r,20,1,0.0,-1.8668,-1.8668
macd_crossover,r_multiple_3r,48,1,0.0,-3.2064,-3.2064
macd_crossover,r_multiple_3r,89,1,1.0,8.8538,8.8538
macd_crossover,r_multiple_3r,90,2,0.0,-2.08625,-4.1725
macd_crossover,regime_flip,20,1,0.0,-8.5854,-8.5854
macd_crossover,regime_flip,48,1,1.0,23.5405,23.5405
macd_crossover,regime_flip,89,1,0.0,-4.0747,-4.0747
macd_crossover,regime_flip,90,2,0.0,-12.5909,-25.1818
macd_crossover,reverse_signal,20,1,0.0,-1.8668,-1.8668
macd_crossover,reverse_signal,48,1,0.0,-3.2064,-3.2064
macd_crossover,reverse_signal,89,1,1.0,0.1486,0.1486
macd_crossover,reverse_signal,90,2,0.5,-1.62905,-3.2581
macd_crossover,smc_mitigation_zone,20,1,0.0,-0.6745,-0.6745
macd_crossover,smc_mitigation_zone,48,1,0.0,-3.2064,-3.2064
macd_crossover,smc_mitigation_zone,89,1,1.0,0.1574,0.1574
macd_crossover,smc_mitigation_zone,90,2,0.0,-1.7817,-3.5634
macd_crossover,time_stop_10d,20,1,0.0,-6.2599,-6.2599
macd_crossover,time_stop_10d,48,1,1.0,9.0193,9.0193
macd_crossover,time_stop_10d,89,1,1.0,6.4568,6.4568
macd_crossover,time_stop_10d,90,2,0.0,-7.00295,-14.0059
macd_crossover,time_stop_20d,20,1,0.0,-8.5854,-8.5854
macd_crossover,time_stop_20d,48,1,1.0,23.5405,23.5405
macd_crossover,time_stop_20d,89,1,0.0,-4.0747,-4.0747
macd_crossover,time_stop_20d,90,2,0.0,-12.5909,-25.1818
macd_crossover,trailing_10pct,20,1,0.0,-8.5854,-8.5854
macd_crossover,trailing_10pct,48,1,1.0,17.556,17.556
macd_crossover,trailing_10pct,89,1,0.0,-2.2019,-2.2019
macd_crossover,trailing_10pct,90,2,0.0,-9.484,-18.968
macd_crossover,trailing_15pct,20,1,0.0,-8.5854,-8.5854
macd_crossover,trailing_15pct,48,1,1.0,20.7903,20.7903
macd_crossover,trailing_15pct,89,1,0.0,-6.8474,-6.8474
macd_crossover,trailing_15pct,90,2,0.0,-12.848099999999999,-25.696199999999997
macd_crossover,trailing_5pct,20,1,0.0,-5.0,-5.0
macd_crossover,trailing_5pct,48,1,0.0,-0.0198,-0.0198
macd_crossover,trailing_5pct,89,1,1.0,2.4437,2.4437
macd_crossover,trailing_5pct,90,2,0.0,-4.50745,-9.0149
po3_bullish,atr_trail_1x,34,1,1.0,4.4992,4.4992
po3_bullish,atr_trail_1x,54,2,0.0,-2.6643999999999997,-5.328799999999999
po3_bullish,atr_trail_1x,62,2,0.0,-1.0389,-2.0778
po3_bullish,atr_trail_1x,90,1,0.0,-2.0987,-2.0987
po3_bullish,atr_trail_2x,34,1,1.0,5.8479,5.8479
po3_bullish,atr_trail_2x,54,2,0.5,-4.161,-8.322
po3_bullish,atr_trail_2x,62,2,0.0,-2.45015,-4.9003
po3_bullish,atr_trail_2x,90,1,0.0,-3.1514,-3.1514
po3_bullish,atr_trail_mae_conditional,34,1,1.0,4.4992,4.4992
po3_bullish,atr_trail_mae_conditional,54,2,0.0,-2.6643999999999997,-5.328799999999999
po3_bullish,atr_trail_mae_conditional,62,2,0.0,-1.0389,-2.0778
po3_bullish,atr_trail_mae_conditional,90,1,0.0,-2.0987,-2.0987
po3_bullish,atr_trail_vix_conditional,34,1,1.0,4.9397,4.9397
po3_bullish,atr_trail_vix_conditional,54,2,0.0,-2.52625,-5.0525
po3_bullish,atr_trail_vix_conditional,62,2,0.0,-0.80425,-1.6085
po3_bullish,atr_trail_vix_conditional,90,1,0.0,-1.1818,-1.1818
po3_bullish,break_even_at_1r,34,1,1.0,1.8599,1.8599
po3_bullish,break_even_at_1r,54,2,0.0,-3.95965,-7.9193
po3_bullish,break_even_at_1r,62,2,0.0,-1.0389,-2.0778
po3_bullish,break_even_at_1r,90,1,0.0,-2.0987,-2.0987
po3_bullish,breakeven_plus_trail,34,1,1.0,1.8599,1.8599
po3_bullish,breakeven_plus_trail,54,2,1.0,7.7368999999999994,15.473799999999999
po3_bullish,breakeven_plus_trail,62,2,0.5,3.48925,6.9785
po3_bullish,breakeven_plus_trail,90,1,0.0,-3.1514,-3.1514
po3_bullish,chandelier_3x,34,1,1.0,4.5792,4.5792
po3_bullish,chandelier_3x,54,2,0.5,-0.5643,-1.1286
po3_bullish,chandelier_3x,62,2,0.0,-0.38725,-0.7745
po3_bullish,chandelier_3x,90,1,0.0,-3.1847,-3.1847
po3_bullish,class_time_stop,34,1,1.0,1.8599,1.8599
po3_bullish,class_time_stop,54,2,1.0,6.4365,12.873
po3_bullish,class_time_stop,62,2,1.0,6.9094,13.8188
po3_bullish,class_time_stop,90,1,0.0,-0.6392,-0.6392
po3_bullish,earnings_blackout,34,1,1.0,1.8599,1.8599
po3_bullish,earnings_blackout,54,2,1.0,7.7368999999999994,15.473799999999999
po3_bullish,earnings_blackout,62,2,1.0,11.5971,23.1942
po3_bullish,earnings_blackout,90,1,1.0,5.9349,5.9349
po3_bullish,fixed_4r_2r,34,1,1.0,6.5736,6.5736
po3_bullish,fixed_4r_2r,54,2,0.5,2.8869500000000006,5.773900000000001
po3_bullish,fixed_4r_2r,62,2,0.5,3.0052000000000003,6.010400000000001
po3_bullish,fixed_4r_2r,90,1,0.0,-3.1514,-3.1514
po3_bullish,hybrid_50pct_target,34,1,1.0,3.395,3.395
po3_bullish,hybrid_50pct_target,54,2,1.0,3.3308,6.6616
po3_bullish,hybrid_50pct_target,62,2,1.0,8.8511,17.7022
po3_bullish,hybrid_50pct_target,90,1,1.0,5.331,5.331
po3_bullish,ma_exit_ema9,34,1,1.0,6.7032,6.7032
po3_bullish,ma_exit_ema9,54,2,0.0,-1.7564,-3.5128
po3_bullish,ma_exit_ema9,62,2,0.0,-1.0401500000000001,-2.0803000000000003
po3_bullish,ma_exit_ema9,90,1,0.0,-3.3257,-3.3257
po3_bullish,mfe_lockin_trail,34,1,1.0,4.8221,4.8221
po3_bullish,mfe_lockin_trail,54,2,0.0,-2.6643999999999997,-5.328799999999999
po3_bullish,mfe_lockin_trail,62,2,0.0,-1.0389,-2.0778
po3_bullish,mfe_lockin_trail,90,1,0.0,-2.0987,-2.0987
po3_bullish,multi_tier_partial,34,1,1.0,3.1431,3.1431
po3_bullish,multi_tier_partial,54,2,0.0,-2.6643999999999997,-5.328799999999999
po3_bullish,multi_tier_partial,62,2,0.5,-0.67045,-1.3409
po3_bullish,multi_tier_partial,90,1,0.0,-2.0987,-2.0987
po3_bullish,next_pivot_target,34,1,1.0,0.1709,0.1709
po3_bullish,next_pivot_target,54,2,1.0,0.7428999999999999,1.4857999999999998
po3_bullish,next_pivot_target,62,2,1.0,0.16855,0.3371
po3_bullish,next_pivot_target,90,1,1.0,3.7909,3.7909
po3_bullish,r_multiple_2r,34,1,1.0,4.9397,4.9397
po3_bullish,r_multiple_2r,54,2,0.0,-3.95965,-7.9193
po3_bullish,r_multiple_2r,62,2,0.0,-2.03505,-4.0701
po3_bullish,r_multiple_2r,90,1,0.0,-2.0987,-2.0987
po3_bullish,r_multiple_3r,34,1,1.0,4.9397,4.9397
po3_bullish,r_multiple_3r,54,2,0.0,-3.95965,-7.9193
po3_bullish,r_multiple_3r,62,2,0.0,-2.03505,-4.0701
po3_bullish,r_multiple_3r,90,1,0.0,-2.0987,-2.0987
po3_bullish,regime_flip,34,1,1.0,3.0397,3.0397
po3_bullish,regime_flip,54,2,0.5,4.50695,9.0139
po3_bullish,regime_flip,62,2,1.0,3.7323500000000003,7.464700000000001
po3_bullish,regime_flip,90,1,0.0,-2.3828,-2.3828
po3_bullish,reverse_signal,34,1,1.0,4.4992,4.4992
po3_bullish,reverse_signal,54,2,0.0,-2.6643999999999997,-5.328799999999999
po3_bullish,reverse_signal,62,2,0.0,-1.0389,-2.0778
po3_bullish,reverse_signal,90,1,0.0,-2.0987,-2.0987
po3_bullish,smc_mitigation_zone,34,1,1.0,4.4992,4.4992
po3_bullish,smc_mitigation_zone,54,2,0.0,-1.3984,-2.7968
po3_bullish,smc_mitigation_zone,62,2,0.0,-1.0389,-2.0778
po3_bullish,smc_mitigation_zone,90,1,0.0,-0.4971,-0.4971
po3_bullish,time_stop_10d,34,1,1.0,9.4726,9.4726
po3_bullish,time_stop_10d,54,2,0.5,-3.96765,-7.9353
po3_bullish,time_stop_10d,62,2,1.0,1.93095,3.8619
po3_bullish,time_stop_10d,90,1,1.0,1.1819,1.1819
po3_bullish,time_stop_20d,34,1,1.0,3.0397,3.0397
po3_bullish,time_stop_20d,54,2,0.5,4.50695,9.0139
po3_bullish,time_stop_20d,62,2,1.0,3.7323500000000003,7.464700000000001
po3_bullish,time_stop_20d,90,1,0.0,-2.3828,-2.3828
po3_bullish,trailing_10pct,34,1,1.0,1.8599,1.8599
po3_bullish,trailing_10pct,54,2,1.0,7.7368999999999994,15.473799999999999
po3_bullish,trailing_10pct,62,2,1.0,11.5971,23.1942
po3_bullish,trailing_10pct,90,1,1.0,5.9349,5.9349
po3_bullish,trailing_15pct,34,1,1.0,1.8599,1.8599
po3_bullish,trailing_15pct,54,2,1.0,7.7368999999999994,15.473799999999999
po3_bullish,trailing_15pct,62,2,1.0,11.5971,23.1942
po3_bullish,trailing_15pct,90,1,1.0,5.9349,5.9349
po3_bullish,trailing_5pct,34,1,1.0,3.999,3.999
po3_bullish,trailing_5pct,54,2,0.0,-3.81385,-7.6277
po3_bullish,trailing_5pct,62,2,0.5,3.122,6.244
po3_bullish,trailing_5pct,90,1,0.0,-1.6563,-1.6563
xs_low_beta_long,atr_trail_1x,13,1,0.0,-0.1153,-0.1153
xs_low_beta_long,atr_trail_1x,89,1,0.0,-1.7317,-1.7317
xs_low_beta_long,atr_trail_1x,90,5,0.0,-0.25526,-1.2763
xs_low_beta_long,atr_trail_2x,13,1,1.0,4.6814,4.6814
xs_low_beta_long,atr_trail_2x,89,1,0.0,-3.4634,-3.4634
xs_low_beta_long,atr_trail_2x,90,5,0.4,1.8189,9.0945
xs_low_beta_long,atr_trail_mae_conditional,13,1,0.0,-0.1153,-0.1153
xs_low_beta_long,atr_trail_mae_conditional,89,1,0.0,-1.7317,-1.7317
xs_low_beta_long,atr_trail_mae_conditional,90,5,0.0,-0.25526,-1.2763
xs_low_beta_long,atr_trail_vix_conditional,13,1,0.0,-0.1153,-0.1153
xs_low_beta_long,atr_trail_vix_conditional,89,1,0.0,-1.2988,-1.2988
xs_low_beta_long,atr_trail_vix_conditional,90,5,0.0,-0.18828,-0.9414
