strategy,exit_method,sector_momentum_vs_spy_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
macd_crossover,atr_trail_1x,spy_mild_up_0_5pct,4,0.5,-1.244075,-4.9763
macd_crossover,atr_trail_1x,spy_strong_up_gt_5pct,1,0.0,-3.2064,-3.2064
macd_crossover,atr_trail_2x,spy_mild_up_0_5pct,4,0.25,-2.717675,-10.8707
macd_crossover,atr_trail_2x,spy_strong_up_gt_5pct,1,1.0,21.4586,21.4586
macd_crossover,atr_trail_mae_conditional,spy_mild_up_0_5pct,4,0.5,-1.244075,-4.9763
macd_crossover,atr_trail_mae_conditional,spy_strong_up_gt_5pct,1,0.0,-3.2064,-3.2064
macd_crossover,atr_trail_vix_conditional,spy_mild_up_0_5pct,4,0.5,-0.791225,-3.1649
macd_crossover,atr_trail_vix_conditional,spy_strong_up_gt_5pct,1,0.0,-3.2064,-3.2064
macd_crossover,break_even_at_1r,spy_mild_up_0_5pct,4,0.0,-1.3074750000000002,-5.229900000000001
macd_crossover,break_even_at_1r,spy_strong_up_gt_5pct,1,0.0,-3.2064,-3.2064
macd_crossover,breakeven_plus_trail,spy_mild_up_0_5pct,4,0.0,-2.6149500000000003,-10.459800000000001
macd_crossover,breakeven_plus_trail,spy_strong_up_gt_5pct,1,1.0,20.7903,20.7903
macd_crossover,chandelier_3x,spy_mild_up_0_5pct,4,0.0,-0.175425,-0.7017
macd_crossover,chandelier_3x,spy_strong_up_gt_5pct,1,1.0,18.8959,18.8959
macd_crossover,class_time_stop,spy_mild_up_0_5pct,4,0.0,-10.0021,-40.0084
macd_crossover,class_time_stop,spy_strong_up_gt_5pct,1,1.0,23.6139,23.6139
macd_crossover,earnings_blackout,spy_mild_up_0_5pct,4,0.0,-23.57715,-94.3086
macd_crossover,earnings_blackout,spy_strong_up_gt_5pct,1,1.0,20.7903,20.7903
macd_crossover,fixed_4r_2r,spy_mild_up_0_5pct,4,0.0,-4.5395,-18.158
macd_crossover,fixed_4r_2r,spy_strong_up_gt_5pct,1,1.0,12.8256,12.8256
macd_crossover,hybrid_50pct_target,spy_mild_up_0_5pct,4,0.25,-16.48395,-65.9358
macd_crossover,hybrid_50pct_target,spy_strong_up_gt_5pct,1,1.0,13.5876,13.5876
macd_crossover,ma_exit_ema9,spy_mild_up_0_5pct,4,0.25,-0.70295,-2.8118
macd_crossover,ma_exit_ema9,spy_strong_up_gt_5pct,1,0.0,-2.5317,-2.5317
macd_crossover,mfe_lockin_trail,spy_mild_up_0_5pct,4,0.5,-1.244075,-4.9763
macd_crossover,mfe_lockin_trail,spy_strong_up_gt_5pct,1,0.0,-3.2064,-3.2064
macd_crossover,multi_tier_partial,spy_mild_up_0_5pct,4,0.5,-0.951825,-3.8073
macd_crossover,multi_tier_partial,spy_strong_up_gt_5pct,1,0.0,-3.2064,-3.2064
macd_crossover,next_pivot_target,spy_mild_up_0_5pct,4,0.5,-0.63275,-2.531
macd_crossover,next_pivot_target,spy_strong_up_gt_5pct,1,1.0,0.7561,0.7561
macd_crossover,r_multiple_2r,spy_mild_up_0_5pct,4,0.25,-0.03420000000000012,-0.13680000000000048
macd_crossover,r_multiple_2r,spy_strong_up_gt_5pct,1,0.0,-3.2064,-3.2064
