strategy,exit_method,sector,n,win_rate,avg_pnl_pct,total_pnl_pct
po3_bullish,atr_trail_1x,Broad Market,1,0.0,-0.8262,-0.8262
po3_bullish,atr_trail_1x,Financials,4,0.25,-0.28245,-1.1298
po3_bullish,atr_trail_2x,Broad Market,1,1.0,2.6828,2.6828
po3_bullish,atr_trail_2x,Financials,4,0.25,-0.8841749999999999,-3.5366999999999997
po3_bullish,atr_trail_mae_conditional,Broad Market,1,0.0,-0.8262,-0.8262
po3_bullish,atr_trail_mae_conditional,Financials,4,0.25,-0.28245,-1.1298
po3_bullish,atr_trail_vix_conditional,Broad Market,1,0.0,-0.6197,-0.6197
po3_bullish,atr_trail_vix_conditional,Financials,4,0.25,-0.213725,-0.8549
po3_bullish,break_even_at_1r,Broad Market,1,0.0,-0.8262,-0.8262
po3_bullish,break_even_at_1r,Financials,4,0.0,-0.361225,-1.4449
po3_bullish,breakeven_plus_trail,Broad Market,1,1.0,6.6309,6.6309
po3_bullish,breakeven_plus_trail,Financials,4,0.25,0.399475,1.5979
po3_bullish,chandelier_3x,Broad Market,1,1.0,4.4276,4.4276
po3_bullish,chandelier_3x,Financials,4,0.25,-1.85285,-7.4114
po3_bullish,class_time_stop,Broad Market,1,1.0,5.8004,5.8004
po3_bullish,class_time_stop,Financials,4,0.75,1.1883,4.7532
po3_bullish,earnings_blackout,Broad Market,1,1.0,6.6309,6.6309
po3_bullish,earnings_blackout,Financials,4,1.0,2.493775,9.9751
po3_bullish,fixed_4r_2r,Broad Market,1,1.0,3.6147,3.6147
po3_bullish,fixed_4r_2r,Financials,4,0.25,-2.05845,-8.2338
po3_bullish,hybrid_50pct_target,Broad Market,1,1.0,4.5548,4.5548
po3_bullish,hybrid_50pct_target,Financials,4,1.0,1.823225,7.2929
po3_bullish,ma_exit_ema9,Broad Market,1,0.0,-0.4253,-0.4253
po3_bullish,ma_exit_ema9,Financials,4,0.25,-0.475925,-1.9037
po3_bullish,mfe_lockin_trail,Broad Market,1,0.0,-0.8262,-0.8262
po3_bullish,mfe_lockin_trail,Financials,4,0.25,-0.28245,-1.1298
po3_bullish,multi_tier_partial,Broad Market,1,0.0,-0.8262,-0.8262
po3_bullish,multi_tier_partial,Financials,4,0.75,0.1512,0.6048
po3_bullish,next_pivot_target,Broad Market,1,1.0,1.3455,1.3455
po3_bullish,next_pivot_target,Financials,4,0.5,-1.7131500000000002,-6.852600000000001
po3_bullish,r_multiple_2r,Broad Market,1,0.0,-0.8262,-0.8262
po3_bullish,r_multiple_2r,Financials,4,0.25,-0.5400999999999999,-2.1603999999999997
po3_bullish,r_multiple_3r,Broad Market,1,0.0,-0.8262,-0.8262
po3_bullish,r_multiple_3r,Financials,4,0.25,-0.19279999999999997,-0.7711999999999999
po3_bullish,regime_flip,Broad Market,1,1.0,2.5676,2.5676
po3_bullish,regime_flip,Financials,4,1.0,1.6485,6.594
