strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
williams_stoch_dual,earnings_blackout,18,0.7222,18.9934,79.085,1423.5305,-43.1652,910.8,58.89,True
williams_stoch_dual,next_pivot_target,18,0.8333,1.2681,0.4468,8.0433,-11.015,10.4,54.85,False
williams_stoch_dual,ma_exit_ema9,18,0.4444,0.479,-0.8308,-14.9538,-15.3585,1.5,24.74,False
williams_stoch_dual,time_stop_10d,18,0.5556,1.0246,0.0588,1.058,-22.0749,14.7,22.96,False
williams_stoch_dual,r_multiple_2r,18,0.2778,1.1789,0.4077,7.3382,-17.18,7.7,20.71,False
williams_stoch_dual,hybrid_50pct_target,18,0.5,0.6263,-1.8686,-33.6352,-35.4273,82.1,20.0,False
williams_stoch_dual,regime_flip,18,0.3889,0.7352,-0.8943,-16.0977,-27.5795,29.3,15.56,False
williams_stoch_dual,trailing_10pct,18,0.3889,0.4767,-2.13,-38.3403,-29.0062,70.1,15.56,False
williams_stoch_dual,time_stop_20d,18,0.3889,0.7352,-0.8943,-16.0977,-27.5795,29.3,15.56,False
williams_stoch_dual,breakeven_plus_trail,18,0.3333,0.481,-1.4378,-25.8796,-35.6783,37.8,13.33,False
williams_stoch_dual,class_time_stop,18,0.3333,0.5831,-1.6362,-29.4516,-32.6136,36.7,13.33,False
williams_stoch_dual,trailing_15pct,18,0.2778,0.0845,-6.0993,-109.7873,-95.1596,123.4,11.11,False
williams_stoch_dual,atr_trail_2x,18,0.2778,0.3774,-1.9613,-35.3032,-40.5482,19.9,11.11,False
williams_stoch_dual,atr_trail_1x,18,0.2222,0.2039,-1.6457,-29.6224,-28.0228,4.3,8.89,False
williams_stoch_dual,trailing_5pct,18,0.1111,0.0841,-3.0461,-54.8293,-49.8293,12.1,4.44,False
williams_stoch_dual,fixed_4r_2r,18,0.1111,0.2118,-5.2488,-94.4783,-95.3826,39.9,4.44,False
williams_stoch_dual,break_even_at_1r,18,0.0556,0.1039,-1.7211,-30.98,-28.3058,8.0,2.22,False
williams_stoch_dual,r_multiple_3r,18,0.0556,0.1785,-2.8104,-50.5865,-47.9123,15.1,2.22,False
ichimoku_cloud_breakout,r_multiple_2r,11,0.5455,3.8077,3.5989,39.5882,-4.8537,13.9,74.54,True
