strategy,exit_method,universe_tier,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_252_breakout,atr_trail_1x,T1a,2,0.0,-1.7426499999999998,-3.4852999999999996
avwap_252_breakout,atr_trail_1x,T2,1,0.0,-3.2678,-3.2678
avwap_252_breakout,atr_trail_1x,unknown,2,0.0,-4.314500000000001,-8.629000000000001
avwap_252_breakout,atr_trail_2x,T1a,2,0.0,-4.95165,-9.9033
avwap_252_breakout,atr_trail_2x,T2,1,0.0,-7.3513,-7.3513
avwap_252_breakout,atr_trail_2x,unknown,2,1.0,12.3109,24.6218
avwap_252_breakout,break_even_at_1r,T1a,2,0.0,-0.94705,-1.8941
avwap_252_breakout,break_even_at_1r,T2,1,0.0,-5.3857,-5.3857
avwap_252_breakout,break_even_at_1r,unknown,2,0.0,-6.2667,-12.5334
avwap_252_breakout,breakeven_plus_trail,T1a,2,0.0,-1.8941,-3.7882
avwap_252_breakout,breakeven_plus_trail,T2,1,0.0,-10.7715,-10.7715
avwap_252_breakout,breakeven_plus_trail,unknown,2,1.0,16.07615,32.1523
avwap_252_breakout,class_time_stop,T1a,2,0.5,-2.3775000000000004,-4.755000000000001
avwap_252_breakout,class_time_stop,T2,1,0.0,-8.6316,-8.6316
avwap_252_breakout,class_time_stop,unknown,2,1.0,9.61175,19.2235
avwap_252_breakout,earnings_blackout,T1a,2,0.0,-25.25985,-50.5197
avwap_252_breakout,earnings_blackout,T2,1,0.0,-103.2559,-103.2559
avwap_252_breakout,earnings_blackout,unknown,2,0.0,-21.70305,-43.4061
avwap_252_breakout,fixed_4r_2r,T1a,2,0.5,6.834350000000001,13.668700000000001
avwap_252_breakout,fixed_4r_2r,T2,1,0.0,-10.8485,-10.8485
avwap_252_breakout,fixed_4r_2r,unknown,2,1.0,22.2235,44.447
avwap_252_breakout,hybrid_50pct_target,T1a,2,0.5,1.7619499999999997,3.5238999999999994
avwap_252_breakout,hybrid_50pct_target,T2,1,1.0,10.5901,10.5901
avwap_252_breakout,hybrid_50pct_target,unknown,2,1.0,12.739049999999999,25.478099999999998
avwap_252_breakout,ma_exit_ema9,T1a,2,0.0,-2.66775,-5.3355
avwap_252_breakout,ma_exit_ema9,T2,1,0.0,-5.9107,-5.9107
avwap_252_breakout,ma_exit_ema9,unknown,2,0.0,-5.582,-11.164
avwap_252_breakout,next_pivot_target,T1a,2,0.5,-4.7356,-9.4712
avwap_252_breakout,next_pivot_target,T2,1,0.0,-10.8485,-10.8485
avwap_252_breakout,next_pivot_target,unknown,2,1.0,10.034550000000001,20.069100000000002
avwap_252_breakout,r_multiple_2r,T1a,2,0.0,-3.12915,-6.2583
avwap_252_breakout,r_multiple_2r,T2,1,0.0,-5.3857,-5.3857
avwap_252_breakout,r_multiple_2r,unknown,2,0.0,-6.2667,-12.5334
avwap_252_breakout,r_multiple_3r,T1a,2,0.0,-3.12915,-6.2583
avwap_252_breakout,r_multiple_3r,T2,1,0.0,-5.3857,-5.3857
avwap_252_breakout,r_multiple_3r,unknown,2,0.0,-6.2667,-12.5334
avwap_252_breakout,regime_flip,T1a,2,0.0,-6.4931,-12.9862
avwap_252_breakout,regime_flip,T2,1,0.0,-1.7791,-1.7791
avwap_252_breakout,regime_flip,unknown,2,1.0,9.90095,19.8019
avwap_252_breakout,time_stop_10d,T1a,2,0.5,-3.32265,-6.6453
avwap_252_breakout,time_stop_10d,T2,1,1.0,2.5541,2.5541
avwap_252_breakout,time_stop_10d,unknown,2,1.0,13.15645,26.3129
avwap_252_breakout,time_stop_20d,T1a,2,0.0,-6.4931,-12.9862
avwap_252_breakout,time_stop_20d,T2,1,0.0,-1.7791,-1.7791
avwap_252_breakout,time_stop_20d,unknown,2,1.0,9.90095,19.8019
avwap_252_breakout,trailing_10pct,T1a,2,0.0,-6.8225,-13.645
