strategy,exit_method,hy_oas_band_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_50_reclaim,atr_trail_1x,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,atr_trail_1x,normal_3_5,8,0.25,-1.442925,-11.5434
avwap_50_reclaim,atr_trail_2x,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,atr_trail_2x,normal_3_5,8,0.375,-4.2355125000000005,-33.884100000000004
avwap_50_reclaim,atr_trail_mae_conditional,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,atr_trail_mae_conditional,normal_3_5,8,0.25,-1.442925,-11.5434
avwap_50_reclaim,atr_trail_vix_conditional,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,atr_trail_vix_conditional,normal_3_5,8,0.25,-0.4331875,-3.4655
avwap_50_reclaim,break_even_at_1r,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,break_even_at_1r,normal_3_5,8,0.25,-2.4720874999999998,-19.776699999999998
avwap_50_reclaim,breakeven_plus_trail,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,breakeven_plus_trail,normal_3_5,8,0.5,10.343675000000001,82.74940000000001
avwap_50_reclaim,chandelier_3x,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,chandelier_3x,normal_3_5,8,0.625,1.48725,11.898
avwap_50_reclaim,class_time_stop,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,class_time_stop,normal_3_5,8,0.5,5.83995,46.7196
avwap_50_reclaim,earnings_blackout,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,earnings_blackout,normal_3_5,8,0.375,-15.7771625,-126.2173
avwap_50_reclaim,fixed_4r_2r,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,fixed_4r_2r,normal_3_5,8,0.25,-1.3488624999999996,-10.790899999999997
avwap_50_reclaim,hybrid_50pct_target,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,hybrid_50pct_target,normal_3_5,8,0.625,-10.463837500000002,-83.71070000000002
avwap_50_reclaim,ma_exit_ema9,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,ma_exit_ema9,normal_3_5,8,0.25,-1.8950250000000002,-15.160200000000001
avwap_50_reclaim,mfe_lockin_trail,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,mfe_lockin_trail,normal_3_5,8,0.25,-0.3605499999999999,-2.8843999999999994
avwap_50_reclaim,multi_tier_partial,compressed_lt_3,2,0.0,-0.56655,-1.1331
avwap_50_reclaim,multi_tier_partial,normal_3_5,8,0.375,-1.0603000000000002,-8.482400000000002
avwap_50_reclaim,next_pivot_target,compressed_lt_3,2,0.5,-0.458,-0.916
avwap_50_reclaim,next_pivot_target,normal_3_5,8,0.5,-4.2202125,-33.7617
avwap_50_reclaim,r_multiple_2r,compressed_lt_3,2,0.0,-0.56655,-1.1331
