strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,actual_fire_rate,composite_score,recommended
po3_bullish,hybrid_50pct_target,24,0.6667,4.1275,5.4312,130.3491,-30.0,62.9,0.6667,56.67,True
po3_bullish,class_time_stop,24,0.5833,3.6919,3.9912,95.7882,-18.2479,27.1,1.0,55.96,False
po3_bullish,trailing_15pct,24,0.5417,2.7813,5.6943,136.6633,-44.0157,97.6,0.5417,51.67,False
po3_bullish,fixed_4r_2r,24,0.5,2.5378,3.5242,84.5812,-27.8848,21.7,0.6667,50.0,False
po3_bullish,chandelier_3x,24,0.2917,3.1695,3.9663,95.1915,-15.8752,15.7,0.8333,47.86,False
po3_bullish,earnings_blackout,24,0.5833,1.7113,5.1801,124.3224,-49.0457,208.2,0.0,44.67,False
po3_bullish,regime_flip,24,0.4583,1.6038,0.9353,22.448,-15.3745,22.3,1.0,43.38,False
po3_bullish,time_stop_20d,24,0.4583,1.6038,0.9353,22.448,-15.3745,22.3,1.0,43.38,False
po3_bullish,trailing_10pct,24,0.4583,1.4736,1.1537,27.6879,-28.9578,57.0,0.7083,32.54,False
po3_bullish,atr_trail_2x,24,0.3333,1.6139,1.3391,32.1394,-28.2456,17.6,0.6667,31.75,False
po3_bullish,smc_mitigation_zone,24,0.375,0.812,-0.2112,-5.0689,-10.5523,5.3,0.9583,29.17,False
po3_bullish,breakeven_plus_trail,24,0.2083,1.6941,1.388,33.3125,-27.8848,17.3,0.75,29.15,False
po3_bullish,trailing_5pct,24,0.375,1.2163,0.3909,9.3824,-14.9313,17.3,0.8333,29.09,False
po3_bullish,next_pivot_target,24,0.7083,0.8475,-0.2981,-7.155,-26.6391,8.1,0.9583,28.33,False
po3_bullish,r_multiple_2r,24,0.375,0.8337,-0.3448,-8.2747,-15.9739,7.7,0.7083,21.04,False
po3_bullish,ma_exit_ema9,24,0.2917,0.6932,-0.3123,-7.4954,-15.739,6.1,1.0,18.06,False
po3_bullish,multi_tier_partial,24,0.375,0.577,-0.7592,-18.2206,-20.196,5.0,1.0,15.0,False
po3_bullish,time_stop_10d,24,0.375,0.4848,-1.0769,-25.8459,-30.5822,13.0,1.0,15.0,False
po3_bullish,atr_trail_mae_conditional,24,0.3333,0.49,-0.9505,-22.8109,-23.2286,6.4,0.9583,13.33,False
po3_bullish,reverse_signal,24,0.3333,0.49,-0.9505,-22.8109,-23.2286,6.4,0.9583,13.33,False
po3_bullish,atr_trail_vix_conditional,24,0.3333,0.4175,-1.0268,-24.6441,-25.7962,6.8,0.875,13.33,False
po3_bullish,mfe_lockin_trail,24,0.3333,0.5253,-0.8846,-21.2306,-20.8095,5.7,0.9583,13.33,False
po3_bullish,atr_trail_1x,24,0.3333,0.49,-0.9505,-22.8109,-23.2286,6.4,0.9583,13.33,False
po3_bullish,r_multiple_3r,24,0.25,0.5582,-1.0808,-25.939,-27.2608,9.5,0.7083,10.0,False
po3_bullish,break_even_at_1r,24,0.125,0.2593,-1.3538,-32.4921,-32.4921,7.2,0.8333,5.0,False
ultimate_oscillator,r_multiple_2r,6,0.5,2.0083,2.1785,13.0708,-4.3112,6.7,1.0,73.53,True
ultimate_oscillator,ma_exit_ema9,6,0.5,1.522,0.4646,2.7879,-2.6892,1.0,1.0,61.63,False
ultimate_oscillator,multi_tier_partial,6,0.5,0.9155,-0.1291,-0.7747,-2.5208,4.5,1.0,46.22,False
ultimate_oscillator,earnings_blackout,6,0.3333,2.1447,12.5556,75.3336,-18.7815,295.7,0.0,45.16,False
ultimate_oscillator,next_pivot_target,6,0.6667,1.0763,0.2542,1.5253,-10.0,13.5,1.0,43.96,False
ultimate_oscillator,smc_mitigation_zone,6,0.3333,0.857,-0.1351,-0.8105,-2.6892,1.0,1.0,39.3,False
ultimate_oscillator,reverse_signal,6,0.3333,0.6197,-0.6893,-4.1356,-4.6054,5.8,1.0,36.42,False
ultimate_oscillator,atr_trail_mae_conditional,6,0.3333,0.6197,-0.6893,-4.1356,-4.6054,5.8,1.0,36.42,False
ultimate_oscillator,mfe_lockin_trail,6,0.3333,0.6495,-0.6353,-3.8117,-4.6054,5.7,1.0,36.42,False
ultimate_oscillator,atr_trail_1x,6,0.3333,0.6197,-0.6893,-4.1356,-4.6054,5.8,1.0,36.42,False
ultimate_oscillator,trailing_5pct,6,0.3333,0.404,-1.3245,-7.9471,-8.335,6.5,1.0,30.83,False
ultimate_oscillator,time_stop_20d,6,0.3333,0.2827,-4.5649,-27.3894,-8.632,28.8,1.0,30.38,False
ultimate_oscillator,regime_flip,6,0.3333,0.2827,-4.5649,-27.3894,-8.632,28.8,1.0,30.38,False
ultimate_oscillator,time_stop_10d,6,0.5,0.6483,-2.1216,-12.7298,-13.28,14.7,1.0,30.08,False
ultimate_oscillator,atr_trail_2x,6,0.3333,0.0534,-3.5742,-21.4452,-8.934,11.5,1.0,29.93,False
ultimate_oscillator,chandelier_3x,6,0.0,0.0,-0.2681,-1.6088,-1.2631,1.0,1.0,28.11,False
ultimate_oscillator,break_even_at_1r,6,0.1667,0.0037,-2.1282,-12.7689,-6.5454,4.5,1.0,26.85,False
ultimate_oscillator,class_time_stop,6,0.1667,0.2037,-3.7855,-22.713,-7.9648,35.8,1.0,24.72,False
ultimate_oscillator,hybrid_50pct_target,6,0.5,0.9833,-0.0834,-0.5004,-20.0,72.2,1.0,20.0,False
ultimate_oscillator,breakeven_plus_trail,6,0.1667,0.4767,-2.2611,-13.5665,-13.3853,17.3,1.0,16.59,False
ultimate_oscillator,trailing_10pct,6,0.3333,0.2473,-3.515,-21.09,-18.0184,55.0,1.0,16.3,False
ultimate_oscillator,atr_trail_vix_conditional,6,0.0,0.0,-2.4146,-14.4877,-9.7849,3.7,1.0,15.32,False
ultimate_oscillator,trailing_15pct,6,0.3333,0.1602,-6.1696,-37.0174,-29.0785,62.3,1.0,13.33,False
ultimate_oscillator,r_multiple_3r,6,0.1667,0.6626,-1.3856,-8.3135,-18.3724,11.7,1.0,9.11,False
ultimate_oscillator,fixed_4r_2r,6,0.1667,0.5211,-3.3352,-20.0114,-29.243,16.7,1.0,6.67,False
smc_choch_reversal,class_time_stop,6,0.6667,2.1916,2.5112,15.0673,-1.7524,35.5,1.0,84.04,True
smc_choch_reversal,trailing_5pct,6,0.5,3.4485,4.8524,29.1141,-5.0,63.0,1.0,72.5,False
smc_choch_reversal,trailing_10pct,6,0.5,4.1159,11.4077,68.4465,-10.3888,152.0,0.6667,64.42,False
smc_choch_reversal,trailing_15pct,6,0.5,2.481,8.5997,51.5982,-15.0,159.2,0.5,57.5,False
smc_choch_reversal,regime_flip,6,0.6667,1.3049,0.9454,5.6721,-10.2318,28.5,1.0,50.47,False
smc_choch_reversal,time_stop_20d,6,0.6667,1.3049,0.9454,5.6721,-10.2318,28.5,1.0,50.47,False
smc_choch_reversal,breakeven_plus_trail,6,0.5,1.7982,6.6889,40.1334,-45.7195,158.0,0.6667,43.95,False
smc_choch_reversal,break_even_at_1r,6,0.3333,2.4303,6.6465,39.8791,-22.8597,82.5,0.8333,43.33,False
smc_choch_reversal,time_stop_10d,6,0.6667,0.6575,-1.4024,-8.4143,-12.1161,14.5,1.0,38.49,False
smc_choch_reversal,earnings_blackout,6,0.5,1.5171,6.2942,37.7649,-68.1922,258.0,0.0,35.51,False
smc_choch_reversal,ma_exit_ema9,6,0.5,0.943,-0.1445,-0.8669,-10.3888,14.2,1.0,34.42,False
smc_choch_reversal,fixed_4r_2r,6,0.6667,0.648,-2.9496,-17.6979,-45.7195,19.2,1.0,26.67,False
