strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
lead_lag_sector_rotation,0.0,0.9,inf,0.2
cmf_flip,0.0,0.9,inf,0.2
donchian_10_breakout,0.0,0.8,inf,0.4
smc_fvg_retest_long,0.0,0.9,inf,0.2
macd_fast_crossover,0.0,0.8,inf,0.4
pivot_r1_breakout,0.0,0.6000000000000001,1.80072,0.4
ichimoku_cloud_breakout,0.0,0.44448,0.8721,0.4
htf_aligned_breakout_long,0.0,0.4,5.0483199999999995,0.4
smc_choch_reversal,0.0,0.45,2.5830100000000003,0.2
cpr_narrow_bullish,0.0,0.34839000000000003,1.1877399999999998,0.2
po3_bullish,0.0,0.3375,0.5141,0.2
macd_crossover,0.0,0.26664,1.12136,0.4
stochrsi_oversold,0.0,0.26664,1.0032,0.4
smc_bos_continuation,0.0,0.29997,0.0285,0.2
pead_long,0.0,0.29997,0.0185,0.2
xs_quality_top_quintile_long,0.0,0.28125,5.29597,0.2
avwap_50_reclaim,0.0,0.27,0.9331,0.2
pairs_mean_reversion_long,0.0,0.22856,0.6022,0.4
xs_momentum_top_decile,0.0,0.22856,0.4049,0.4
xs_low_beta_long,0.0,0.24003,1.5625,0.2
monthly_bias_momentum_long,0.0,0.18184,1.09856,0.4
ultimate_oscillator,0.0,0.15003,0.1381,0.2
pead_short,0.0,0.0,0.0,0.2
supertrend_macd,0.0,0.0,0.0,0.4
adx_initiation,0.0,0.0,0.0,0.2
smc_order_block_bounce,0.0,0.0,0.0,0.2
smc_inverse_fvg,0.0,0.0,0.0,0.2
williams_r_oversold,0.0,0.0,0.0,0.2
bollinger_tight,0.0,0.0,0.0,0.2
hull_rsi,0.0,0.0,0.0,0.4
smc_bos_retest_entry,0.0,0.0,0.0,0.2
avwap_252_breakout,0.0,0.0,0.0,0.4
pre_fomc_long_sleeve,0.0,0.0,0.0,0.2
orb_stocks_in_play_long,0.0,0.0,0.0,0.2
break_retest_volume,0.0,0.0,0.0,0.2
smc_discount_long,0.0,0.0,0.0,0.2
morning_star,0.0,0.0,0.0,0.2
buyback_8k_recent_long,0.0,0.0,0.0,0.2
mfi_oversold,0.0,0.0,0.0,0.2
