exit_method,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,total_pnl_pct,runner_up_method,runner_up_metric,edge_over_runner_up,n,n_exits_in_cell,rank_in_cell
class_time_stop,bull,Health Care,unknown,low_lt_15,long_ge_11d,171.1699,earnings_blackout,144.4511,26.718800000000016,16,25,1.0
earnings_blackout,bull,Industrials,unknown,low_lt_15,long_ge_11d,515.1364000000001,hybrid_50pct_target,99.49279999999999,415.6436000000001,19,25,1.0
earnings_blackout,bull,Financials,unknown,low_lt_15,long_ge_11d,541.685,trailing_15pct,176.6747,365.0102999999999,17,25,1.0
earnings_blackout,bull,Consumer Discretionary,unknown,low_lt_15,long_ge_11d,336.70709999999997,trailing_15pct,113.16489999999999,223.54219999999998,20,25,1.0
