strategy,exit_method,smart_money_signal_present,n,win_rate,avg_pnl_pct,total_pnl_pct
macd_fast_crossover,atr_trail_1x,yes,5,0.2,-2.75602,-13.7801
macd_fast_crossover,atr_trail_2x,yes,5,0.4,-2.42196,-12.1098
macd_fast_crossover,atr_trail_mae_conditional,yes,5,0.2,-2.75602,-13.7801
macd_fast_crossover,atr_trail_vix_conditional,yes,5,0.2,-0.7860199999999999,-3.9300999999999995
macd_fast_crossover,break_even_at_1r,yes,5,0.0,-3.01762,-15.088099999999999
macd_fast_crossover,breakeven_plus_trail,yes,5,0.2,-1.74356,-8.7178
macd_fast_crossover,chandelier_3x,yes,5,0.0,-3.68532,-18.4266
macd_fast_crossover,class_time_stop,yes,5,0.4,-0.9820800000000001,-4.9104
macd_fast_crossover,earnings_blackout,yes,5,0.2,-10.23634,-51.1817
macd_fast_crossover,fixed_4r_2r,yes,5,0.2,-3.20574,-16.0287
macd_fast_crossover,hybrid_50pct_target,yes,5,0.6,-3.5498,-17.749
macd_fast_crossover,ma_exit_ema9,yes,5,0.4,-2.2355799999999997,-11.1779
macd_fast_crossover,mfe_lockin_trail,yes,5,0.2,-2.80016,-14.0008
macd_fast_crossover,multi_tier_partial,yes,5,0.4,-2.42278,-12.1139
macd_fast_crossover,next_pivot_target,yes,5,0.8,-1.7191599999999998,-8.595799999999999
macd_fast_crossover,r_multiple_2r,yes,5,0.2,-2.80572,-14.028599999999999
macd_fast_crossover,r_multiple_3r,yes,5,0.2,-2.5429199999999996,-12.714599999999999
macd_fast_crossover,regime_flip,yes,5,0.4,-0.19153999999999988,-0.9576999999999993
macd_fast_crossover,reverse_signal,yes,5,0.2,-2.75602,-13.7801
macd_fast_crossover,smart_money_reversal,yes,5,0.2,-2.75602,-13.7801
macd_fast_crossover,smc_mitigation_zone,yes,5,0.4,-1.95522,-9.7761
macd_fast_crossover,time_stop_10d,yes,5,0.2,-1.9584200000000003,-9.792100000000001
macd_fast_crossover,time_stop_20d,yes,5,0.4,-0.19153999999999988,-0.9576999999999993
macd_fast_crossover,trailing_10pct,yes,5,0.2,-5.013599999999999,-25.067999999999998
macd_fast_crossover,trailing_15pct,yes,5,0.2,-7.09454,-35.4727
macd_fast_crossover,trailing_5pct,yes,5,0.2,-3.28648,-16.4324
mmsm_short,atr_trail_1x,yes,6,0.0,-1.0181833333333332,-6.1091
mmsm_short,atr_trail_2x,yes,6,0.0,-2.4987833333333334,-14.9927
mmsm_short,atr_trail_mae_conditional,yes,6,0.0,-1.0181833333333332,-6.1091
mmsm_short,atr_trail_vix_conditional,yes,6,0.0,-0.8331333333333334,-4.9988
mmsm_short,break_even_at_1r,yes,6,0.0,-1.02715,-6.1629
mmsm_short,breakeven_plus_trail,yes,6,0.16666666666666666,-2.2197999999999998,-13.3188
mmsm_short,chandelier_3x,yes,6,0.0,-0.55645,-3.3387000000000002
mmsm_short,class_time_stop,yes,6,0.5,-0.5979500000000001,-3.5877000000000003
mmsm_short,earnings_blackout,yes,6,0.16666666666666666,-6.702383333333333,-40.214299999999994
mmsm_short,fixed_4r_2r,yes,6,0.0,-2.9195499999999996,-17.5173
mmsm_short,hybrid_50pct_target,yes,6,0.6666666666666666,-0.42924999999999996,-2.5755
mmsm_short,ma_exit_ema9,yes,6,0.16666666666666666,-0.4793666666666667,-2.8762000000000003
mmsm_short,mfe_lockin_trail,yes,6,0.0,-1.0181833333333332,-6.1091
mmsm_short,multi_tier_partial,yes,6,0.3333333333333333,-0.7731499999999999,-4.6389
mmsm_short,next_pivot_target,yes,6,1.0,0.4456166666666667,2.6737
mmsm_short,r_multiple_2r,yes,6,0.0,-1.6268833333333335,-9.7613
mmsm_short,r_multiple_3r,yes,6,0.0,-1.6268833333333335,-9.7613
mmsm_short,regime_flip,yes,6,0.5,-0.8717333333333334,-5.2304
mmsm_short,reverse_signal,yes,6,0.0,-1.0181833333333332,-6.1091
mmsm_short,smart_money_reversal,yes,6,0.0,-1.0181833333333332,-6.1091
mmsm_short,smc_mitigation_zone,yes,6,0.0,-0.5251666666666667,-3.151
mmsm_short,time_stop_10d,yes,6,0.0,-1.31815,-7.9089
