strategy,exit_method,regime_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
macd_fast_crossover,atr_trail_1x,bull,5,0.2,-2.75602,-13.7801
macd_fast_crossover,atr_trail_2x,bull,5,0.4,-2.42196,-12.1098
macd_fast_crossover,atr_trail_mae_conditional,bull,5,0.2,-2.75602,-13.7801
macd_fast_crossover,atr_trail_vix_conditional,bull,5,0.2,-0.7860199999999999,-3.9300999999999995
macd_fast_crossover,break_even_at_1r,bull,5,0.0,-3.01762,-15.088099999999999
macd_fast_crossover,breakeven_plus_trail,bull,5,0.2,-1.74356,-8.7178
macd_fast_crossover,chandelier_3x,bull,5,0.0,-3.68532,-18.4266
macd_fast_crossover,class_time_stop,bull,5,0.4,-0.9820800000000001,-4.9104
macd_fast_crossover,earnings_blackout,bull,5,0.2,-10.23634,-51.1817
macd_fast_crossover,fixed_4r_2r,bull,5,0.2,-3.20574,-16.0287
macd_fast_crossover,hybrid_50pct_target,bull,5,0.6,-3.5498,-17.749
macd_fast_crossover,ma_exit_ema9,bull,5,0.4,-2.2355799999999997,-11.1779
macd_fast_crossover,mfe_lockin_trail,bull,5,0.2,-2.80016,-14.0008
macd_fast_crossover,multi_tier_partial,bull,5,0.4,-2.42278,-12.1139
macd_fast_crossover,next_pivot_target,bull,5,0.8,-1.7191599999999998,-8.595799999999999
macd_fast_crossover,r_multiple_2r,bull,5,0.2,-2.80572,-14.028599999999999
macd_fast_crossover,r_multiple_3r,bull,5,0.2,-2.5429199999999996,-12.714599999999999
macd_fast_crossover,regime_flip,bull,5,0.4,-0.19153999999999988,-0.9576999999999993
macd_fast_crossover,reverse_signal,bull,5,0.2,-2.75602,-13.7801
macd_fast_crossover,smart_money_reversal,bull,5,0.2,-2.75602,-13.7801
macd_fast_crossover,smc_mitigation_zone,bull,5,0.4,-1.95522,-9.7761
macd_fast_crossover,time_stop_10d,bull,5,0.2,-1.9584200000000003,-9.792100000000001
macd_fast_crossover,time_stop_20d,bull,5,0.4,-0.19153999999999988,-0.9576999999999993
macd_fast_crossover,trailing_10pct,bull,5,0.2,-5.013599999999999,-25.067999999999998
macd_fast_crossover,trailing_15pct,bull,5,0.2,-7.09454,-35.4727
macd_fast_crossover,trailing_5pct,bull,5,0.2,-3.28648,-16.4324
mmsm_short,atr_trail_1x,bull,6,0.0,-1.0181833333333332,-6.1091
mmsm_short,atr_trail_2x,bull,6,0.0,-2.4987833333333334,-14.9927
mmsm_short,atr_trail_mae_conditional,bull,6,0.0,-1.0181833333333332,-6.1091
mmsm_short,atr_trail_vix_conditional,bull,6,0.0,-0.8331333333333334,-4.9988
mmsm_short,break_even_at_1r,bull,6,0.0,-1.02715,-6.1629
mmsm_short,breakeven_plus_trail,bull,6,0.16666666666666666,-2.2197999999999998,-13.3188
mmsm_short,chandelier_3x,bull,6,0.0,-0.55645,-3.3387000000000002
mmsm_short,class_time_stop,bull,6,0.5,-0.5979500000000001,-3.5877000000000003
mmsm_short,earnings_blackout,bull,6,0.16666666666666666,-6.702383333333333,-40.214299999999994
mmsm_short,fixed_4r_2r,bull,6,0.0,-2.9195499999999996,-17.5173
mmsm_short,hybrid_50pct_target,bull,6,0.6666666666666666,-0.42924999999999996,-2.5755
mmsm_short,ma_exit_ema9,bull,6,0.16666666666666666,-0.4793666666666667,-2.8762000000000003
mmsm_short,mfe_lockin_trail,bull,6,0.0,-1.0181833333333332,-6.1091
mmsm_short,multi_tier_partial,bull,6,0.3333333333333333,-0.7731499999999999,-4.6389
mmsm_short,next_pivot_target,bull,6,1.0,0.4456166666666667,2.6737
mmsm_short,r_multiple_2r,bull,6,0.0,-1.6268833333333335,-9.7613
mmsm_short,r_multiple_3r,bull,6,0.0,-1.6268833333333335,-9.7613
mmsm_short,regime_flip,bull,6,0.5,-0.8717333333333334,-5.2304
mmsm_short,reverse_signal,bull,6,0.0,-1.0181833333333332,-6.1091
mmsm_short,smart_money_reversal,bull,6,0.0,-1.0181833333333332,-6.1091
mmsm_short,smc_mitigation_zone,bull,6,0.0,-0.5251666666666667,-3.151
mmsm_short,time_stop_10d,bull,6,0.0,-1.31815,-7.9089
mmsm_short,time_stop_20d,bull,6,0.5,-0.8717333333333334,-5.2304
mmsm_short,trailing_10pct,bull,6,0.16666666666666666,-3.6054166666666667,-21.6325
mmsm_short,trailing_15pct,bull,6,0.16666666666666666,-4.9039166666666665,-29.423499999999997
mmsm_short,trailing_5pct,bull,6,0.5,-0.49641666666666673,-2.9785000000000004
pairs_mean_reversion_long,atr_trail_1x,bull,6,0.16666666666666666,-1.4865666666666666,-8.9194
pairs_mean_reversion_long,atr_trail_2x,bull,6,0.16666666666666666,-2.755233333333333,-16.531399999999998
pairs_mean_reversion_long,atr_trail_mae_conditional,bull,6,0.16666666666666666,-1.4865666666666666,-8.9194
pairs_mean_reversion_long,atr_trail_vix_conditional,bull,6,0.16666666666666666,-1.2831333333333335,-7.6988
pairs_mean_reversion_long,break_even_at_1r,bull,6,0.16666666666666666,-2.2352333333333334,-13.4114
pairs_mean_reversion_long,breakeven_plus_trail,bull,6,0.3333333333333333,-1.5543666666666667,-9.3262
pairs_mean_reversion_long,chandelier_3x,bull,6,0.16666666666666666,-0.7156333333333333,-4.2938
pairs_mean_reversion_long,class_time_stop,bull,6,0.6666666666666666,2.659266666666666,15.955599999999997
pairs_mean_reversion_long,earnings_blackout,bull,6,1.0,10.238283333333333,61.4297
pairs_mean_reversion_long,fixed_4r_2r,bull,6,0.5,1.5784333333333336,9.470600000000001
pairs_mean_reversion_long,hybrid_50pct_target,bull,6,0.8333333333333334,3.3039500000000004,19.823700000000002
pairs_mean_reversion_long,ma_exit_ema9,bull,6,0.5,-0.20718333333333336,-1.2431
pairs_mean_reversion_long,mfe_lockin_trail,bull,6,0.16666666666666666,-1.4865666666666666,-8.9194
pairs_mean_reversion_long,multi_tier_partial,bull,6,0.3333333333333333,-1.3184666666666667,-7.9108
pairs_mean_reversion_long,next_pivot_target,bull,6,1.0,2.8599333333333337,17.1596
pairs_mean_reversion_long,r_multiple_2r,bull,6,0.3333333333333333,-0.42040000000000005,-2.5224
pairs_mean_reversion_long,r_multiple_3r,bull,6,0.16666666666666666,-1.0517333333333332,-6.3104
pairs_mean_reversion_long,regime_flip,bull,6,0.8333333333333334,3.7069666666666663,22.241799999999998
pairs_mean_reversion_long,reverse_signal,bull,6,0.16666666666666666,-1.4865666666666666,-8.9194
pairs_mean_reversion_long,smart_money_reversal,bull,6,0.16666666666666666,-1.4865666666666666,-8.9194
pairs_mean_reversion_long,smc_mitigation_zone,bull,6,0.3333333333333333,-0.7198166666666667,-4.3189
pairs_mean_reversion_long,time_stop_10d,bull,6,0.5,0.4653333333333334,2.7920000000000003
pairs_mean_reversion_long,time_stop_20d,bull,6,0.8333333333333334,3.7069666666666663,22.241799999999998
pairs_mean_reversion_long,trailing_10pct,bull,6,0.8333333333333334,3.1036333333333332,18.6218
pairs_mean_reversion_long,trailing_15pct,bull,6,0.6666666666666666,3.1270000000000002,18.762
pairs_mean_reversion_long,trailing_5pct,bull,6,0.16666666666666666,-2.1495166666666665,-12.8971
pairs_mean_reversion_short,atr_trail_1x,bear,1,0.0,-2.3414,-2.3414
pairs_mean_reversion_short,atr_trail_1x,bull,6,0.16666666666666666,-0.31885,-1.9131
pairs_mean_reversion_short,atr_trail_2x,bear,1,0.0,-4.6827,-4.6827
