strategy,exit_method,8K_filed_during_hold,n,win_rate,avg_pnl_pct,total_pnl_pct
macd_fast_crossover,atr_trail_1x,no,1,1.0,2.2268,2.2268
macd_fast_crossover,atr_trail_1x,yes,4,0.0,-4.0017249999999995,-16.006899999999998
macd_fast_crossover,atr_trail_2x,no,1,1.0,0.901,0.901
macd_fast_crossover,atr_trail_2x,yes,4,0.25,-3.2527,-13.0108
macd_fast_crossover,atr_trail_mae_conditional,no,1,1.0,2.2268,2.2268
macd_fast_crossover,atr_trail_mae_conditional,yes,4,0.0,-4.0017249999999995,-16.006899999999998
macd_fast_crossover,atr_trail_vix_conditional,no,1,1.0,1.5517,1.5517
macd_fast_crossover,atr_trail_vix_conditional,yes,4,0.0,-1.37045,-5.4818
macd_fast_crossover,break_even_at_1r,no,1,0.0,-0.1815,-0.1815
macd_fast_crossover,break_even_at_1r,yes,4,0.0,-3.72665,-14.9066
macd_fast_crossover,breakeven_plus_trail,no,1,0.0,0.0,0.0
macd_fast_crossover,breakeven_plus_trail,yes,4,0.25,-2.17945,-8.7178
macd_fast_crossover,chandelier_3x,no,1,0.0,-0.1815,-0.1815
macd_fast_crossover,chandelier_3x,yes,4,0.0,-4.561275,-18.2451
macd_fast_crossover,class_time_stop,no,1,0.0,-6.9263,-6.9263
macd_fast_crossover,class_time_stop,yes,4,0.5,0.5039750000000001,2.0159000000000002
macd_fast_crossover,earnings_blackout,no,1,0.0,-11.6256,-11.6256
macd_fast_crossover,earnings_blackout,yes,4,0.25,-9.889025,-39.5561
macd_fast_crossover,fixed_4r_2r,no,1,0.0,-2.6279,-2.6279
macd_fast_crossover,fixed_4r_2r,yes,4,0.25,-3.3501999999999996,-13.400799999999998
macd_fast_crossover,hybrid_50pct_target,no,1,1.0,1.8802,1.8802
macd_fast_crossover,hybrid_50pct_target,yes,4,0.5,-4.9073,-19.6292
macd_fast_crossover,ma_exit_ema9,no,1,1.0,0.7391,0.7391
macd_fast_crossover,ma_exit_ema9,yes,4,0.25,-2.97925,-11.917
macd_fast_crossover,mfe_lockin_trail,no,1,1.0,2.0061,2.0061
macd_fast_crossover,mfe_lockin_trail,yes,4,0.0,-4.0017249999999995,-16.006899999999998
macd_fast_crossover,multi_tier_partial,no,1,1.0,2.0562,2.0562
macd_fast_crossover,multi_tier_partial,yes,4,0.25,-3.542525,-14.1701
macd_fast_crossover,next_pivot_target,no,1,1.0,0.0949,0.0949
macd_fast_crossover,next_pivot_target,yes,4,0.75,-2.172675,-8.6907
macd_fast_crossover,r_multiple_2r,no,1,1.0,2.6279,2.6279
macd_fast_crossover,r_multiple_2r,yes,4,0.0,-4.164125,-16.6565
macd_fast_crossover,r_multiple_3r,no,1,1.0,3.9419,3.9419
macd_fast_crossover,r_multiple_3r,yes,4,0.0,-4.164125,-16.6565
macd_fast_crossover,regime_flip,no,1,0.0,-5.7356,-5.7356
macd_fast_crossover,regime_flip,yes,4,0.5,1.1944750000000002,4.777900000000001
macd_fast_crossover,reverse_signal,no,1,1.0,2.2268,2.2268
macd_fast_crossover,reverse_signal,yes,4,0.0,-4.0017249999999995,-16.006899999999998
macd_fast_crossover,smart_money_reversal,no,1,1.0,2.2268,2.2268
macd_fast_crossover,smart_money_reversal,yes,4,0.0,-4.0017249999999995,-16.006899999999998
macd_fast_crossover,smc_mitigation_zone,no,1,1.0,2.2268,2.2268
macd_fast_crossover,smc_mitigation_zone,yes,4,0.25,-3.0007249999999996,-12.002899999999999
macd_fast_crossover,time_stop_10d,no,1,0.0,-1.1631,-1.1631
macd_fast_crossover,time_stop_10d,yes,4,0.25,-2.1572500000000003,-8.629000000000001
macd_fast_crossover,time_stop_20d,no,1,0.0,-5.7356,-5.7356
macd_fast_crossover,time_stop_20d,yes,4,0.5,1.1944750000000002,4.777900000000001
macd_fast_crossover,trailing_10pct,no,1,0.0,-6.0921,-6.0921
macd_fast_crossover,trailing_10pct,yes,4,0.25,-4.743975,-18.9759
macd_fast_crossover,trailing_15pct,no,1,0.0,-10.9657,-10.9657
macd_fast_crossover,trailing_15pct,yes,4,0.25,-6.1267499999999995,-24.506999999999998
macd_fast_crossover,trailing_5pct,no,1,0.0,-1.7221,-1.7221
macd_fast_crossover,trailing_5pct,yes,4,0.25,-3.677575,-14.7103
mmsm_short,atr_trail_1x,no,4,0.0,-0.875625,-3.5025
mmsm_short,atr_trail_1x,yes,2,0.0,-1.3033000000000001,-2.6066000000000003
mmsm_short,atr_trail_2x,no,4,0.0,-1.9283000000000001,-7.7132000000000005
mmsm_short,atr_trail_2x,yes,2,0.0,-3.6397500000000003,-7.2795000000000005
mmsm_short,atr_trail_mae_conditional,no,4,0.0,-0.875625,-3.5025
mmsm_short,atr_trail_mae_conditional,yes,2,0.0,-1.3033000000000001,-2.6066000000000003
mmsm_short,atr_trail_vix_conditional,no,4,0.0,-0.6882,-2.7528
mmsm_short,atr_trail_vix_conditional,yes,2,0.0,-1.123,-2.246
mmsm_short,break_even_at_1r,no,4,0.0,-0.889075,-3.5563
mmsm_short,break_even_at_1r,yes,2,0.0,-1.3033000000000001,-2.6066000000000003
mmsm_short,breakeven_plus_trail,no,4,0.25,-0.8844500000000001,-3.5378000000000003
mmsm_short,breakeven_plus_trail,yes,2,0.0,-4.890499999999999,-9.780999999999999
mmsm_short,chandelier_3x,no,4,0.0,-0.77435,-3.0974
mmsm_short,chandelier_3x,yes,2,0.0,-0.12065000000000001,-0.24130000000000001
mmsm_short,class_time_stop,no,4,0.75,0.9002249999999999,3.6008999999999998
mmsm_short,class_time_stop,yes,2,0.0,-3.5943,-7.1886
mmsm_short,earnings_blackout,no,4,0.25,-3.6778,-14.7112
mmsm_short,earnings_blackout,yes,2,0.0,-12.751549999999998,-25.503099999999996
mmsm_short,fixed_4r_2r,no,4,0.0,-1.934075,-7.7363
mmsm_short,fixed_4r_2r,yes,2,0.0,-4.890499999999999,-9.780999999999999
mmsm_short,hybrid_50pct_target,no,4,0.75,0.635475,2.5419
mmsm_short,hybrid_50pct_target,yes,2,0.5,-2.5587,-5.1174
mmsm_short,ma_exit_ema9,no,4,0.25,-0.45667500000000005,-1.8267000000000002
mmsm_short,ma_exit_ema9,yes,2,0.0,-0.5247499999999999,-1.0494999999999999
mmsm_short,mfe_lockin_trail,no,4,0.0,-0.875625,-3.5025
mmsm_short,mfe_lockin_trail,yes,2,0.0,-1.3033000000000001,-2.6066000000000003
