date,event,z_score,today_dispersion,level,dd_from_peak,rolling_peak_equity,current_equity,ticker,reason,exit_price
2023-09-19,halt_triggered,,,6.0,-1.4928,100000.0,-49283.55000000002,,,
2023-09-20,halt_resumed,,,6.0,-1.4928,100000.0,-49283.55000000002,,,
2023-09-21,halt_triggered,,,6.0,-1.4916,100000.0,-49163.53,,,
2023-09-22,halt_resumed,,,6.0,-1.4942,100000.0,-49423.99000000002,,,
2023-09-25,halt_triggered,,,6.0,-1.4942,100000.0,-49423.99000000002,,,
2023-09-26,halt_resumed,,,6.0,-1.4942,100000.0,-49423.99000000002,,,
2023-09-27,halt_triggered,,,6.0,-1.5074,100000.0,-50744.82000000001,,,
2023-09-28,halt_resumed,,,6.0,-1.5074,100000.0,-50744.82000000001,,,
2023-09-29,halt_triggered,,,6.0,-1.5074,100000.0,-50744.82000000001,,,
2023-10-02,halt_resumed,,,6.0,-1.5074,100000.0,-50744.82000000001,,,
2023-10-03,halt_triggered,,,6.0,-1.5074,100000.0,-50744.82000000001,,,
2023-10-04,halt_resumed,,,6.0,-1.5064,100000.0,-50637.380000000005,,,
2023-10-05,halt_triggered,,,6.0,-1.5064,100000.0,-50637.380000000005,,,
2023-10-06,halt_resumed,,,6.0,-1.5072,100000.0,-50724.850000000006,,,
2023-10-09,halt_triggered,,,6.0,-1.5072,100000.0,-50724.850000000006,,,
2023-10-10,halt_resumed,,,6.0,-1.5072,100000.0,-50724.850000000006,,,
2023-10-11,halt_triggered,,,6.0,-1.5072,100000.0,-50724.850000000006,,,
2023-10-12,halt_resumed,,,6.0,-1.5072,100000.0,-50724.850000000006,,,
2023-10-13,halt_triggered,,,6.0,-1.5072,100000.0,-50724.850000000006,,,
2023-10-16,halt_resumed,,,6.0,-1.5072,100000.0,-50724.850000000006,,,
2023-10-17,halt_triggered,,,6.0,-1.5072,100000.0,-50724.850000000006,,,
2023-10-18,halt_resumed,,,6.0,-1.5112,100000.0,-51123.119999999995,,,
2023-10-19,halt_triggered,,,6.0,-1.5212,100000.0,-52123.0,,,
2023-10-20,halt_resumed,,,6.0,-1.5212,100000.0,-52123.0,,,
2023-10-23,halt_triggered,,,6.0,-1.5212,100000.0,-52123.0,,,
2023-10-24,halt_resumed,,,6.0,-1.5212,100000.0,-52123.0,,,
2023-10-25,halt_triggered,,,6.0,-1.5106,100000.0,-51056.92999999999,,,
2023-10-26,halt_resumed,,,6.0,-1.5072,100000.0,-50717.44,,,
2023-10-27,halt_triggered,,,6.0,-1.5072,100000.0,-50717.44,,,
2023-10-30,halt_resumed,,,6.0,-1.5129,100000.0,-51292.30000000002,,,
2023-10-31,halt_triggered,,,6.0,-1.5129,100000.0,-51292.30000000002,,,
2023-11-01,halt_resumed,,,6.0,-1.5129,100000.0,-51292.30000000002,,,
2023-11-02,halt_triggered,,,6.0,-1.523,100000.0,-52301.100000000006,,,
2023-11-03,halt_resumed,,,6.0,-1.5302,100000.0,-53016.81,,,
2023-11-06,halt_triggered,,,6.0,-1.5302,100000.0,-53016.81,,,
2023-11-07,halt_resumed,,,6.0,-1.5302,100000.0,-53016.81,,,
2023-11-08,halt_triggered,,,6.0,-1.5302,100000.0,-53016.81,,,
2023-11-09,halt_resumed,,,6.0,-1.5302,100000.0,-53016.81,,,
2023-11-10,halt_triggered,,,6.0,-1.5302,100000.0,-53016.81,,,
2023-11-13,halt_resumed,,,6.0,-1.5302,100000.0,-53016.81,,,
2023-11-14,halt_triggered,,,6.0,-1.5345,100000.0,-53449.47,,,
2023-11-15,halt_resumed,,,6.0,-1.5345,100000.0,-53449.47,,,
2023-11-16,halt_triggered,,,6.0,-1.5444,100000.0,-54441.78,,,
2023-11-17,halt_resumed,,,6.0,-1.5444,100000.0,-54441.78,,,
2023-11-20,halt_triggered,,,6.0,-1.5444,100000.0,-54441.78,,,
2023-11-21,halt_resumed,,,6.0,-1.545,100000.0,-54499.34,,,
2023-11-22,halt_triggered,,,6.0,-1.545,100000.0,-54499.34,,,
2023-11-23,halt_resumed,,,6.0,-1.545,100000.0,-54499.34,,,
2023-11-24,halt_triggered,,,6.0,-1.545,100000.0,-54499.34,,,
2023-11-27,halt_resumed,,,6.0,-1.545,100000.0,-54499.34,,,
2023-11-28,halt_triggered,,,6.0,-1.545,100000.0,-54499.34,,,
2023-11-29,halt_resumed,,,6.0,-1.545,100000.0,-54499.34,,,
2023-11-30,halt_triggered,,,6.0,-1.545,100000.0,-54499.34,,,
2023-12-01,halt_resumed,,,6.0,-1.541,100000.0,-54098.03,,,
2023-12-04,halt_triggered,,,6.0,-1.541,100000.0,-54098.03,,,
2023-12-05,halt_resumed,,,6.0,-1.541,100000.0,-54098.03,,,
2023-12-06,halt_triggered,,,6.0,-1.541,100000.0,-54098.03,,,
2023-12-07,halt_resumed,,,6.0,-1.541,100000.0,-54098.03,,,
2023-12-08,halt_triggered,,,6.0,-1.541,100000.0,-54098.03,,,
2023-12-11,halt_resumed,,,6.0,-1.541,100000.0,-54098.03,,,
2023-12-12,halt_triggered,,,6.0,-1.541,100000.0,-54098.03,,,
2023-12-13,halt_resumed,,,6.0,-1.541,100000.0,-54098.03,,,
2023-12-14,halt_triggered,,,6.0,-1.541,100000.0,-54098.03,,,
2023-12-15,halt_resumed,,,6.0,-1.541,100000.0,-54098.03,,,
