strategy,exit_method,confidence_tier,n,win_rate,avg_pnl_pct,total_pnl_pct
break_retest_confluence,atr_trail_1x,HIGH,13,0.15384615384615385,-1.4343923076923077,-18.647100000000002
break_retest_confluence,atr_trail_1x,VERY_HIGH,1,0.0,-1.966,-1.966
break_retest_confluence,atr_trail_2x,HIGH,13,0.15384615384615385,-2.6311000000000004,-34.2043
break_retest_confluence,atr_trail_2x,VERY_HIGH,1,0.0,-3.9426,-3.9426
break_retest_confluence,atr_trail_mae_conditional,HIGH,13,0.15384615384615385,-1.4343923076923077,-18.647100000000002
break_retest_confluence,atr_trail_mae_conditional,VERY_HIGH,1,0.0,-1.966,-1.966
break_retest_confluence,atr_trail_vix_conditional,HIGH,13,0.15384615384615385,-1.0439076923076924,-13.5708
break_retest_confluence,atr_trail_vix_conditional,VERY_HIGH,1,0.0,-1.966,-1.966
break_retest_confluence,break_even_at_1r,HIGH,13,0.0,-1.8635615384615387,-24.226300000000002
break_retest_confluence,break_even_at_1r,VERY_HIGH,1,0.0,-1.9784,-1.9784
break_retest_confluence,breakeven_plus_trail,HIGH,13,0.0,-2.9457846153846154,-38.2952
break_retest_confluence,breakeven_plus_trail,VERY_HIGH,1,0.0,-3.9568,-3.9568
break_retest_confluence,chandelier_3x,HIGH,13,0.07692307692307693,-3.329523076923077,-43.2838
break_retest_confluence,chandelier_3x,VERY_HIGH,1,1.0,4.4526,4.4526
break_retest_confluence,class_time_stop,HIGH,13,0.15384615384615385,-7.366015384615385,-95.7582
break_retest_confluence,class_time_stop,VERY_HIGH,1,1.0,8.7615,8.7615
break_retest_confluence,earnings_blackout,HIGH,13,0.46153846153846156,-14.461553846153846,-188.0002
break_retest_confluence,earnings_blackout,VERY_HIGH,1,0.0,-8.0324,-8.0324
break_retest_confluence,fixed_4r_2r,HIGH,13,0.07692307692307693,-3.434692307692308,-44.651
break_retest_confluence,fixed_4r_2r,VERY_HIGH,1,0.0,-3.9568,-3.9568
break_retest_confluence,hybrid_50pct_target,HIGH,13,0.6153846153846154,-18.257984615384615,-237.35379999999998
break_retest_confluence,hybrid_50pct_target,VERY_HIGH,1,1.0,2.9676,2.9676
break_retest_confluence,ma_exit_ema9,HIGH,13,0.23076923076923078,-1.1217692307692309,-14.583
break_retest_confluence,ma_exit_ema9,VERY_HIGH,1,0.0,-3.1815,-3.1815
break_retest_confluence,mfe_lockin_trail,HIGH,13,0.15384615384615385,-1.4343923076923077,-18.647100000000002
break_retest_confluence,mfe_lockin_trail,VERY_HIGH,1,0.0,-1.966,-1.966
break_retest_confluence,multi_tier_partial,HIGH,13,0.3076923076923077,-1.0543461538461538,-13.7065
break_retest_confluence,multi_tier_partial,VERY_HIGH,1,0.0,-1.966,-1.966
break_retest_confluence,next_pivot_target,HIGH,13,0.7692307692307693,0.5764615384615385,7.494
break_retest_confluence,next_pivot_target,VERY_HIGH,1,0.0,-3.9568,-3.9568
break_retest_confluence,r_multiple_2r,HIGH,13,0.15384615384615385,-1.3457692307692308,-17.495
break_retest_confluence,r_multiple_2r,VERY_HIGH,1,0.0,-1.9784,-1.9784
break_retest_confluence,r_multiple_3r,HIGH,13,0.07692307692307693,-2.0202923076923076,-26.2638
break_retest_confluence,r_multiple_3r,VERY_HIGH,1,0.0,-1.9784,-1.9784
break_retest_confluence,regime_flip,HIGH,13,0.23076923076923078,-5.553638461538461,-72.1973
break_retest_confluence,regime_flip,VERY_HIGH,1,1.0,5.2597,5.2597
break_retest_confluence,reverse_signal,HIGH,13,0.15384615384615385,-1.4343923076923077,-18.647100000000002
break_retest_confluence,reverse_signal,VERY_HIGH,1,0.0,-1.966,-1.966
break_retest_confluence,smc_mitigation_zone,HIGH,13,0.23076923076923078,-0.9999538461538461,-12.9994
break_retest_confluence,smc_mitigation_zone,VERY_HIGH,1,0.0,-1.966,-1.966
break_retest_confluence,time_stop_10d,HIGH,13,0.23076923076923078,-3.4115076923076924,-44.3496
break_retest_confluence,time_stop_10d,VERY_HIGH,1,0.0,-1.7292,-1.7292
break_retest_confluence,time_stop_20d,HIGH,13,0.23076923076923078,-5.553638461538461,-72.1973
break_retest_confluence,time_stop_20d,VERY_HIGH,1,1.0,5.2597,5.2597
break_retest_confluence,trailing_10pct,HIGH,13,0.07692307692307693,-5.296215384615384,-68.85079999999999
break_retest_confluence,trailing_10pct,VERY_HIGH,1,0.0,-0.3623,-0.3623
break_retest_confluence,trailing_15pct,HIGH,13,0.23076923076923078,-3.089946153846154,-40.1693
break_retest_confluence,trailing_15pct,VERY_HIGH,1,0.0,-4.9243,-4.9243
break_retest_confluence,trailing_5pct,HIGH,13,0.07692307692307693,-2.835461538461538,-36.861
break_retest_confluence,trailing_5pct,VERY_HIGH,1,1.0,4.1996,4.1996
cpr_narrow_bullish,atr_trail_1x,HIGH,6,0.16666666666666666,-1.7984666666666664,-10.790799999999999
cpr_narrow_bullish,atr_trail_1x,LOW,2,0.5,1.8955,3.791
cpr_narrow_bullish,atr_trail_1x,MEDIUM,1,0.0,-2.5072,-2.5072
cpr_narrow_bullish,atr_trail_2x,HIGH,6,0.16666666666666666,-2.672283333333333,-16.0337
cpr_narrow_bullish,atr_trail_2x,LOW,2,0.5,-0.47420000000000007,-0.9484000000000001
cpr_narrow_bullish,atr_trail_2x,MEDIUM,1,0.0,-4.8099,-4.8099
cpr_narrow_bullish,atr_trail_mae_conditional,HIGH,6,0.16666666666666666,-1.7984666666666664,-10.790799999999999
cpr_narrow_bullish,atr_trail_mae_conditional,LOW,2,0.5,1.8955,3.791
cpr_narrow_bullish,atr_trail_mae_conditional,MEDIUM,1,0.0,-2.5072,-2.5072
cpr_narrow_bullish,atr_trail_vix_conditional,HIGH,6,0.16666666666666666,-2.14615,-12.8769
cpr_narrow_bullish,atr_trail_vix_conditional,LOW,2,0.5,1.8955,3.791
cpr_narrow_bullish,atr_trail_vix_conditional,MEDIUM,1,0.0,-2.5072,-2.5072
cpr_narrow_bullish,break_even_at_1r,HIGH,6,0.16666666666666666,-1.03505,-6.2103
cpr_narrow_bullish,break_even_at_1r,LOW,2,0.0,-1.30665,-2.6133
cpr_narrow_bullish,break_even_at_1r,MEDIUM,1,0.0,-3.2354,-3.2354
cpr_narrow_bullish,breakeven_plus_trail,HIGH,6,0.16666666666666666,-1.8572999999999997,-11.143799999999999
cpr_narrow_bullish,breakeven_plus_trail,LOW,2,0.0,-2.15115,-4.3023
cpr_narrow_bullish,breakeven_plus_trail,MEDIUM,1,0.0,-6.4708,-6.4708
cpr_narrow_bullish,chandelier_3x,HIGH,6,0.3333333333333333,0.20523333333333346,1.2314000000000007
cpr_narrow_bullish,chandelier_3x,LOW,2,0.0,-0.4358,-0.8716
