exit_method,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,n,win_rate,avg_pnl_pct,total_pnl_pct,sharpe_proxy
atr_trail_1x,neutral,Communication Services,unknown,mid_15_25,long_ge_11d,7,0.2857142857142857,-0.24255714285714283,-1.6978999999999997,-0.1727408369680456
atr_trail_1x,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,13,0.5384615384615384,1.161423076923077,15.0985,1.0056419990278922
atr_trail_1x,neutral,Consumer Discretionary,unknown,mid_15_25,medium_4_10d,8,0.125,-2.9704375,-23.7635,-2.567626980891416
atr_trail_1x,neutral,Consumer Staples,unknown,high_25_40,long_ge_11d,8,0.25,-1.7019625,-13.6157,-2.9362131004335392
atr_trail_1x,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,14,0.5,0.34722142857142846,4.861099999999999,0.6910074277737444
atr_trail_1x,neutral,Energy,unknown,mid_15_25,long_ge_11d,7,0.5714285714285714,-0.14467142857142853,-1.0126999999999997,-0.1783758981137875
atr_trail_1x,neutral,Financials,unknown,high_25_40,long_ge_11d,6,0.16666666666666666,-1.55975,-9.3585,-1.3080201029922949
atr_trail_1x,neutral,Financials,unknown,mid_15_25,long_ge_11d,9,0.0,-1.9042666666666668,-17.1384,-6.64093524826707
atr_trail_1x,neutral,Health Care,unknown,mid_15_25,long_ge_11d,7,0.14285714285714285,-0.6827142857142857,-4.779,-1.008437989146834
atr_trail_1x,neutral,Information Technology,unknown,high_25_40,long_ge_11d,9,0.1111111111111111,-2.2158444444444445,-19.9426,-4.177547742218553
atr_trail_1x,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,15,0.06666666666666667,-1.7405,-26.107499999999998,-2.759151013509471
atr_trail_2x,neutral,Communication Services,unknown,mid_15_25,long_ge_11d,7,0.14285714285714285,-169.05522857142856,-1183.3865999999998,-0.9682613081320522
atr_trail_2x,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,13,0.6153846153846154,2.694546153846154,35.0291,1.3221347575488998
atr_trail_2x,neutral,Consumer Discretionary,unknown,mid_15_25,medium_4_10d,8,0.0,-7.11785,-56.9428,-3.813031394023663
atr_trail_2x,neutral,Consumer Staples,unknown,high_25_40,long_ge_11d,8,0.25,-3.426025,-27.4082,-2.891469056796591
atr_trail_2x,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,14,0.42857142857142855,0.37124285714285704,5.197399999999998,0.379826879960351
atr_trail_2x,neutral,Energy,unknown,mid_15_25,long_ge_11d,7,0.42857142857142855,0.10874285714285747,0.7612000000000023,0.057282043048183816
atr_trail_2x,neutral,Financials,unknown,high_25_40,long_ge_11d,6,0.5,-1.1504666666666667,-6.9028,-0.6063206944834462
atr_trail_2x,neutral,Financials,unknown,mid_15_25,long_ge_11d,9,0.2222222222222222,-2.8363333333333336,-25.527,-2.9546864024735395
atr_trail_2x,neutral,Health Care,unknown,mid_15_25,long_ge_11d,7,0.42857142857142855,0.8819857142857145,6.1739000000000015,0.5103809255403422
atr_trail_2x,neutral,Information Technology,unknown,high_25_40,long_ge_11d,9,0.2222222222222222,-1.8852666666666669,-16.9674,-0.7645007023276895
