strategy,exit_method,vix_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
break_retest_confluence,atr_trail_1x,13.65,1,0.0,-1.7484,-1.7484
break_retest_confluence,atr_trail_1x,16.77,1,0.0,-1.8881,-1.8881
break_retest_confluence,atr_trail_1x,16.91,2,0.0,-0.6592,-1.3184
break_retest_confluence,atr_trail_1x,19.1,1,0.0,-1.7827,-1.7827
break_retest_confluence,atr_trail_1x,21.48,1,0.0,-2.3685,-2.3685
break_retest_confluence,atr_trail_1x,22.9,1,0.0,-3.2136,-3.2136
break_retest_confluence,atr_trail_1x,23.12,1,1.0,0.8519,0.8519
break_retest_confluence,atr_trail_1x,23.73,1,0.0,-2.8256,-2.8256
break_retest_confluence,atr_trail_1x,24.11,1,1.0,1.4404,1.4404
break_retest_confluence,atr_trail_1x,25.99,1,0.0,-1.966,-1.966
break_retest_confluence,atr_trail_1x,31.03,3,0.0,-1.9313666666666667,-5.7941
break_retest_confluence,atr_trail_2x,13.65,1,0.0,-3.4553,-3.4553
break_retest_confluence,atr_trail_2x,16.77,1,0.0,-3.8858,-3.8858
break_retest_confluence,atr_trail_2x,16.91,2,0.0,-1.44435,-2.8887
break_retest_confluence,atr_trail_2x,19.1,1,0.0,-3.6465,-3.6465
break_retest_confluence,atr_trail_2x,21.48,1,0.0,-4.9545,-4.9545
break_retest_confluence,atr_trail_2x,22.9,1,0.0,-8.1799,-8.1799
break_retest_confluence,atr_trail_2x,23.12,1,1.0,1.5111,1.5111
break_retest_confluence,atr_trail_2x,23.73,1,0.0,-1.0706,-1.0706
break_retest_confluence,atr_trail_2x,24.11,1,0.0,-0.6908,-0.6908
break_retest_confluence,atr_trail_2x,25.99,1,0.0,-3.9426,-3.9426
break_retest_confluence,atr_trail_2x,31.03,3,0.3333333333333333,-2.3144333333333336,-6.943300000000001
break_retest_confluence,atr_trail_mae_conditional,13.65,1,0.0,-1.7484,-1.7484
break_retest_confluence,atr_trail_mae_conditional,16.77,1,0.0,-1.8881,-1.8881
