preliminary_tier,confidence_tier,trades,win_rate,upgraded,downgraded
HIGH,HIGH,155,0.3032258064516129,False,False
LOW,LOW,5,0.0,False,False
MEDIUM,MEDIUM,10,0.4,False,False
MEDIUM_HIGH,MEDIUM_HIGH,9,0.1111111111111111,False,False
VERY_HIGH,VERY_HIGH,8,0.25,False,False
