exit_method,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,total_pnl_pct,runner_up_method,runner_up_metric,edge_over_runner_up,n,n_exits_in_cell,rank_in_cell
earnings_blackout,neutral,Information Technology,unknown,high_atr_2.5_5pct,long_ge_11d,2993.4243,trailing_15pct,356.2199,2637.2044,20,18,1.0
earnings_blackout,neutral,Health Care,unknown,crisis_atr_ge_5pct,long_ge_11d,2913.7081,fixed_4r_2r,380.955,2532.7531,31,18,1.0
earnings_blackout,neutral,Health Care,unknown,crisis_atr_ge_5pct,medium_4_10d,2488.3715,ma_exit_ema9,34.282399999999996,2454.0891,20,18,1.0
earnings_blackout,neutral,Information Technology,unknown,crisis_atr_ge_5pct,medium_4_10d,1430.9912,r_multiple_3r,39.8318,1391.1594,12,18,1.0
earnings_blackout,neutral,Health Care,unknown,crisis_atr_ge_5pct,short_le_3d,1362.3364000000001,breakeven_plus_trail,81.2045,1281.1319,13,18,1.0
earnings_blackout,neutral,Materials,unknown,high_atr_2.5_5pct,long_ge_11d,941.9633,class_time_stop,89.5877,852.3756,10,18,1.0
earnings_blackout,neutral,Energy,unknown,high_atr_2.5_5pct,long_ge_11d,832.4408000000001,next_pivot_target,41.272999999999996,791.1678,14,18,1.0
earnings_blackout,neutral,Information Technology,unknown,crisis_atr_ge_5pct,long_ge_11d,972.4505,fixed_4r_2r,187.95170000000002,784.4988000000001,17,18,1.0
earnings_blackout,neutral,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,930.6323,trailing_15pct,177.0857,753.5466,17,18,1.0
earnings_blackout,neutral,Health Care,unknown,high_atr_2.5_5pct,long_ge_11d,914.0235,breakeven_plus_trail,244.91490000000002,669.1086,34,18,1.0
earnings_blackout,neutral,Consumer Discretionary,unknown,crisis_atr_ge_5pct,medium_4_10d,881.0835000000001,trailing_15pct,256.08619999999996,624.9973000000001,14,18,1.0
earnings_blackout,neutral,Utilities,unknown,high_atr_2.5_5pct,long_ge_11d,616.6129,hybrid_50pct_target,69.4187,547.1941999999999,13,18,1.0
earnings_blackout,neutral,Consumer Discretionary,unknown,high_atr_2.5_5pct,long_ge_11d,531.2085,trailing_15pct,154.345,376.86349999999993,11,18,1.0
earnings_blackout,neutral,Consumer Discretionary,unknown,crisis_atr_ge_5pct,long_ge_11d,499.8393,hybrid_50pct_target,170.462,329.3773,16,18,1.0
earnings_blackout,neutral,Industrials,unknown,crisis_atr_ge_5pct,medium_4_10d,416.88870000000003,regime_flip,167.2308,249.65790000000004,11,18,1.0
earnings_blackout,neutral,Industrials,unknown,crisis_atr_ge_5pct,long_ge_11d,247.67210000000003,fixed_4r_2r,107.0436,140.62850000000003,12,18,1.0
earnings_blackout,neutral,Financials,unknown,mid_atr_1_2.5pct,long_ge_11d,148.31040000000002,r_multiple_2r,10.5981,137.71230000000003,13,18,1.0
earnings_blackout,neutral,Industrials,unknown,high_atr_2.5_5pct,long_ge_11d,139.11149999999998,breakeven_plus_trail,78.8566,60.25489999999998,16,18,1.0
hybrid_50pct_target,neutral,Consumer Staples,unknown,mid_atr_1_2.5pct,long_ge_11d,12.863800000000001,atr_trail_2x,11.4608,1.4030000000000005,12,18,1.0
