strategy,exit_method,8K_filed_during_hold,n,win_rate,avg_pnl_pct,total_pnl_pct
bollinger_lower,atr_trail_1x,no,58,0.1896551724137931,-2.785034482758621,-161.532
bollinger_lower,atr_trail_1x,no_data,7,0.42857142857142855,-0.5173857142857143,-3.6217000000000006
bollinger_lower,atr_trail_1x,yes,87,0.3333333333333333,-0.7051551724137931,-61.3485
bollinger_lower,atr_trail_2x,no,58,0.27586206896551724,-0.10667586206896534,-6.18719999999999
bollinger_lower,atr_trail_2x,no_data,7,0.14285714285714285,-5.389014285714286,-37.7231
bollinger_lower,atr_trail_2x,yes,87,0.4942528735632184,0.3700126436781607,32.191099999999985
bollinger_lower,break_even_at_1r,no,58,0.10344827586206896,-2.775205172413793,-160.9619
bollinger_lower,break_even_at_1r,no_data,7,0.14285714285714285,-1.525657142857143,-10.6796
bollinger_lower,break_even_at_1r,yes,87,0.21839080459770116,-0.30661034482758615,-26.675099999999997
bollinger_lower,breakeven_plus_trail,no,58,0.39655172413793105,7.869,456.402
bollinger_lower,breakeven_plus_trail,no_data,7,0.42857142857142855,-4.371642857142858,-30.6015
bollinger_lower,breakeven_plus_trail,yes,87,0.4827586206896552,6.028568965517241,524.4855
bollinger_lower,class_time_stop,no,58,0.46551724137931033,0.2689137931034486,15.597000000000017
bollinger_lower,class_time_stop,no_data,7,0.7142857142857143,4.646242857142857,32.5237
bollinger_lower,class_time_stop,yes,87,0.5862068965517241,3.941329885057471,342.8957
bollinger_lower,earnings_blackout,no,58,0.6379310344827587,98.30068448275861,5701.4397
bollinger_lower,earnings_blackout,no_data,7,0.7142857142857143,24.530642857142855,171.7145
bollinger_lower,earnings_blackout,yes,87,0.632183908045977,67.3358011494253,5858.2147
bollinger_lower,fixed_4r_2r,no,58,0.29310344827586204,0.09329137931034516,5.410900000000019
bollinger_lower,fixed_4r_2r,no_data,7,0.2857142857142857,-0.7199142857142868,-5.039400000000008
bollinger_lower,fixed_4r_2r,yes,87,0.4827586206896552,4.286220689655172,372.9012
bollinger_lower,hybrid_50pct_target,no,58,0.41379310344827586,3.539501724137931,205.2911
bollinger_lower,hybrid_50pct_target,no_data,7,0.14285714285714285,-7.196242857142857,-50.3737
