strategy,exit_method,days_from_quarter_end_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
macd_fast_crossover,atr_trail_1x,37,1,0.0,-2.3879,-2.3879
macd_fast_crossover,atr_trail_1x,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,atr_trail_1x,71,1,0.0,-1.5084,-1.5084
macd_fast_crossover,atr_trail_1x,73,1,1.0,2.2268,2.2268
macd_fast_crossover,atr_trail_1x,85,1,0.0,-1.3062,-1.3062
macd_fast_crossover,atr_trail_2x,37,1,0.0,-4.7757,-4.7757
macd_fast_crossover,atr_trail_2x,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,atr_trail_2x,71,1,1.0,6.6156,6.6156
macd_fast_crossover,atr_trail_2x,73,1,1.0,0.901,0.901
macd_fast_crossover,atr_trail_2x,85,1,0.0,-4.0463,-4.0463
macd_fast_crossover,atr_trail_mae_conditional,37,1,0.0,-2.3879,-2.3879
macd_fast_crossover,atr_trail_mae_conditional,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,atr_trail_mae_conditional,71,1,0.0,-1.5084,-1.5084
macd_fast_crossover,atr_trail_mae_conditional,73,1,1.0,2.2268,2.2268
macd_fast_crossover,atr_trail_mae_conditional,85,1,0.0,-1.3062,-1.3062
macd_fast_crossover,atr_trail_vix_conditional,37,1,0.0,-1.7909,-1.7909
macd_fast_crossover,atr_trail_vix_conditional,59,1,0.0,-1.8977,-1.8977
macd_fast_crossover,atr_trail_vix_conditional,71,1,0.0,-0.9814,-0.9814
macd_fast_crossover,atr_trail_vix_conditional,73,1,1.0,1.5517,1.5517
macd_fast_crossover,atr_trail_vix_conditional,85,1,0.0,-0.8118,-0.8118
macd_fast_crossover,break_even_at_1r,37,1,0.0,-2.3879,-2.3879
macd_fast_crossover,break_even_at_1r,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,break_even_at_1r,71,1,0.0,-1.5564,-1.5564
macd_fast_crossover,break_even_at_1r,73,1,0.0,-0.1815,-0.1815
macd_fast_crossover,break_even_at_1r,85,1,0.0,-0.1579,-0.1579
macd_fast_crossover,breakeven_plus_trail,37,1,0.0,-4.7757,-4.7757
macd_fast_crossover,breakeven_plus_trail,59,1,0.0,-5.0606,-5.0606
macd_fast_crossover,breakeven_plus_trail,71,1,1.0,4.9341,4.9341
macd_fast_crossover,breakeven_plus_trail,73,1,0.0,0.0,0.0
macd_fast_crossover,breakeven_plus_trail,85,1,0.0,-3.8156,-3.8156
macd_fast_crossover,chandelier_3x,37,1,0.0,-4.8155,-4.8155
macd_fast_crossover,chandelier_3x,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,chandelier_3x,71,1,0.0,-0.1569,-0.1569
macd_fast_crossover,chandelier_3x,73,1,0.0,-0.1815,-0.1815
macd_fast_crossover,chandelier_3x,85,1,0.0,-2.4683,-2.4683
macd_fast_crossover,class_time_stop,37,1,0.0,-1.1186,-1.1186
macd_fast_crossover,class_time_stop,59,1,0.0,-8.2829,-8.2829
macd_fast_crossover,class_time_stop,71,1,1.0,7.5073,7.5073
macd_fast_crossover,class_time_stop,73,1,0.0,-6.9263,-6.9263
macd_fast_crossover,class_time_stop,85,1,1.0,3.9101,3.9101
macd_fast_crossover,earnings_blackout,37,1,0.0,-7.9417,-7.9417
macd_fast_crossover,earnings_blackout,59,1,0.0,-19.3508,-19.3508
macd_fast_crossover,earnings_blackout,71,1,1.0,0.2988,0.2988
macd_fast_crossover,earnings_blackout,73,1,0.0,-11.6256,-11.6256
macd_fast_crossover,earnings_blackout,85,1,0.0,-12.5624,-12.5624
macd_fast_crossover,fixed_4r_2r,37,1,0.0,-4.7757,-4.7757
macd_fast_crossover,fixed_4r_2r,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,fixed_4r_2r,71,1,1.0,6.2256,6.2256
macd_fast_crossover,fixed_4r_2r,73,1,0.0,-2.6279,-2.6279
macd_fast_crossover,fixed_4r_2r,85,1,0.0,-4.0463,-4.0463
macd_fast_crossover,hybrid_50pct_target,37,1,0.0,-7.9417,-7.9417
macd_fast_crossover,hybrid_50pct_target,59,1,0.0,-19.3508,-19.3508
macd_fast_crossover,hybrid_50pct_target,71,1,1.0,4.8016,4.8016
macd_fast_crossover,hybrid_50pct_target,73,1,1.0,1.8802,1.8802
macd_fast_crossover,hybrid_50pct_target,85,1,1.0,2.8617,2.8617
macd_fast_crossover,ma_exit_ema9,37,1,0.0,-0.3613,-0.3613
macd_fast_crossover,ma_exit_ema9,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,ma_exit_ema9,71,1,1.0,0.1849,0.1849
macd_fast_crossover,ma_exit_ema9,73,1,1.0,0.7391,0.7391
macd_fast_crossover,ma_exit_ema9,85,1,0.0,-0.9362,-0.9362
macd_fast_crossover,mfe_lockin_trail,37,1,0.0,-2.3879,-2.3879
macd_fast_crossover,mfe_lockin_trail,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,mfe_lockin_trail,71,1,0.0,-1.5084,-1.5084
macd_fast_crossover,mfe_lockin_trail,73,1,1.0,2.0061,2.0061
macd_fast_crossover,mfe_lockin_trail,85,1,0.0,-1.3062,-1.3062
macd_fast_crossover,multi_tier_partial,37,1,0.0,-2.3879,-2.3879
macd_fast_crossover,multi_tier_partial,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,multi_tier_partial,71,1,0.0,-1.5084,-1.5084
macd_fast_crossover,multi_tier_partial,73,1,1.0,2.0562,2.0562
macd_fast_crossover,multi_tier_partial,85,1,1.0,0.5306,0.5306
macd_fast_crossover,next_pivot_target,37,1,1.0,0.8261,0.8261
macd_fast_crossover,next_pivot_target,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,next_pivot_target,71,1,1.0,0.796,0.796
macd_fast_crossover,next_pivot_target,73,1,1.0,0.0949,0.0949
macd_fast_crossover,next_pivot_target,85,1,1.0,0.4916,0.4916
macd_fast_crossover,r_multiple_2r,37,1,0.0,-2.3879,-2.3879
macd_fast_crossover,r_multiple_2r,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,r_multiple_2r,71,1,0.0,-1.5564,-1.5564
macd_fast_crossover,r_multiple_2r,73,1,1.0,2.6279,2.6279
macd_fast_crossover,r_multiple_2r,85,1,0.0,-1.9078,-1.9078
macd_fast_crossover,r_multiple_3r,37,1,0.0,-2.3879,-2.3879
macd_fast_crossover,r_multiple_3r,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,r_multiple_3r,71,1,0.0,-1.5564,-1.5564
macd_fast_crossover,r_multiple_3r,73,1,1.0,3.9419,3.9419
macd_fast_crossover,r_multiple_3r,85,1,0.0,-1.9078,-1.9078
macd_fast_crossover,regime_flip,37,1,0.0,-0.6472,-0.6472
macd_fast_crossover,regime_flip,59,1,0.0,-6.0992,-6.0992
macd_fast_crossover,regime_flip,71,1,1.0,9.6408,9.6408
macd_fast_crossover,regime_flip,73,1,0.0,-5.7356,-5.7356
macd_fast_crossover,regime_flip,85,1,1.0,1.8835,1.8835
macd_fast_crossover,reverse_signal,37,1,0.0,-2.3879,-2.3879
macd_fast_crossover,reverse_signal,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,reverse_signal,71,1,0.0,-1.5084,-1.5084
macd_fast_crossover,reverse_signal,73,1,1.0,2.2268,2.2268
macd_fast_crossover,reverse_signal,85,1,0.0,-1.3062,-1.3062
macd_fast_crossover,smart_money_reversal,37,1,0.0,-2.3879,-2.3879
macd_fast_crossover,smart_money_reversal,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,smart_money_reversal,71,1,0.0,-1.5084,-1.5084
macd_fast_crossover,smart_money_reversal,73,1,1.0,2.2268,2.2268
macd_fast_crossover,smart_money_reversal,85,1,0.0,-1.3062,-1.3062
macd_fast_crossover,smc_mitigation_zone,37,1,0.0,-0.3613,-0.3613
macd_fast_crossover,smc_mitigation_zone,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,smc_mitigation_zone,71,1,0.0,-1.5084,-1.5084
macd_fast_crossover,smc_mitigation_zone,73,1,1.0,2.2268,2.2268
macd_fast_crossover,smc_mitigation_zone,85,1,1.0,0.6712,0.6712
macd_fast_crossover,time_stop_10d,37,1,0.0,-5.384,-5.384
macd_fast_crossover,time_stop_10d,59,1,0.0,-6.0992,-6.0992
macd_fast_crossover,time_stop_10d,71,1,1.0,5.757,5.757
macd_fast_crossover,time_stop_10d,73,1,0.0,-1.1631,-1.1631
macd_fast_crossover,time_stop_10d,85,1,0.0,-2.9028,-2.9028
macd_fast_crossover,time_stop_20d,37,1,0.0,-0.6472,-0.6472
macd_fast_crossover,time_stop_20d,59,1,0.0,-6.0992,-6.0992
macd_fast_crossover,time_stop_20d,71,1,1.0,9.6408,9.6408
macd_fast_crossover,time_stop_20d,73,1,0.0,-5.7356,-5.7356
macd_fast_crossover,time_stop_20d,85,1,1.0,1.8835,1.8835
macd_fast_crossover,trailing_10pct,37,1,0.0,-3.844,-3.844
macd_fast_crossover,trailing_10pct,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,trailing_10pct,71,1,1.0,4.9341,4.9341
macd_fast_crossover,trailing_10pct,73,1,0.0,-6.0921,-6.0921
macd_fast_crossover,trailing_10pct,85,1,0.0,-9.2616,-9.2616
macd_fast_crossover,trailing_15pct,37,1,0.0,-8.5642,-8.5642
macd_fast_crossover,trailing_15pct,59,1,0.0,-8.9742,-8.9742
macd_fast_crossover,trailing_15pct,71,1,1.0,0.6129,0.6129
macd_fast_crossover,trailing_15pct,73,1,0.0,-10.9657,-10.9657
macd_fast_crossover,trailing_15pct,85,1,0.0,-7.5815,-7.5815
macd_fast_crossover,trailing_5pct,37,1,0.0,-5.0,-5.0
macd_fast_crossover,trailing_5pct,59,1,0.0,-10.8044,-10.8044
macd_fast_crossover,trailing_5pct,71,1,1.0,5.3893,5.3893
macd_fast_crossover,trailing_5pct,73,1,0.0,-1.7221,-1.7221
macd_fast_crossover,trailing_5pct,85,1,0.0,-4.2952,-4.2952
mmsm_short,atr_trail_1x,18,1,0.0,-0.1084,-0.1084
mmsm_short,atr_trail_1x,25,1,0.0,-1.4149,-1.4149
mmsm_short,atr_trail_1x,37,1,0.0,-1.0995,-1.0995
mmsm_short,atr_trail_1x,51,1,0.0,-2.4712,-2.4712
mmsm_short,atr_trail_1x,78,1,0.0,-0.8797,-0.8797
mmsm_short,atr_trail_1x,89,1,0.0,-0.1354,-0.1354
mmsm_short,atr_trail_2x,18,1,0.0,-0.8405,-0.8405
mmsm_short,atr_trail_2x,25,1,0.0,-2.9143,-2.9143
mmsm_short,atr_trail_2x,37,1,0.0,-2.199,-2.199
mmsm_short,atr_trail_2x,51,1,0.0,-4.2778,-4.2778
mmsm_short,atr_trail_2x,78,1,0.0,-1.7594,-1.7594
mmsm_short,atr_trail_2x,89,1,0.0,-3.0017,-3.0017
mmsm_short,atr_trail_mae_conditional,18,1,0.0,-0.1084,-0.1084
mmsm_short,atr_trail_mae_conditional,25,1,0.0,-1.4149,-1.4149
mmsm_short,atr_trail_mae_conditional,37,1,0.0,-1.0995,-1.0995
mmsm_short,atr_trail_mae_conditional,51,1,0.0,-2.4712,-2.4712
mmsm_short,atr_trail_mae_conditional,78,1,0.0,-0.8797,-0.8797
mmsm_short,atr_trail_mae_conditional,89,1,0.0,-0.1354,-0.1354
mmsm_short,atr_trail_vix_conditional,18,1,0.0,-0.1084,-0.1084
mmsm_short,atr_trail_vix_conditional,25,1,0.0,-1.1015,-1.1015
mmsm_short,atr_trail_vix_conditional,37,1,0.0,-0.8831,-0.8831
mmsm_short,atr_trail_vix_conditional,51,1,0.0,-1.8534,-1.8534
mmsm_short,atr_trail_vix_conditional,78,1,0.0,-0.6598,-0.6598
mmsm_short,atr_trail_vix_conditional,89,1,0.0,-0.3926,-0.3926
mmsm_short,break_even_at_1r,18,1,0.0,-0.1084,-0.1084
mmsm_short,break_even_at_1r,25,1,0.0,-1.4687,-1.4687
mmsm_short,break_even_at_1r,37,1,0.0,-1.0995,-1.0995
mmsm_short,break_even_at_1r,51,1,0.0,-2.4712,-2.4712
mmsm_short,break_even_at_1r,78,1,0.0,-0.8797,-0.8797
mmsm_short,break_even_at_1r,89,1,0.0,-0.1354,-0.1354
mmsm_short,breakeven_plus_trail,18,1,0.0,0.0,0.0
mmsm_short,breakeven_plus_trail,25,1,1.0,0.4206,0.4206
mmsm_short,breakeven_plus_trail,37,1,0.0,-2.199,-2.199
mmsm_short,breakeven_plus_trail,51,1,0.0,-4.9424,-4.9424
mmsm_short,breakeven_plus_trail,78,1,0.0,-1.7594,-1.7594
mmsm_short,breakeven_plus_trail,89,1,0.0,-4.8386,-4.8386
mmsm_short,chandelier_3x,18,1,0.0,-0.8405,-0.8405
mmsm_short,chandelier_3x,25,1,0.0,-0.1483,-0.1483
mmsm_short,chandelier_3x,37,1,0.0,-2.0753,-2.0753
mmsm_short,chandelier_3x,51,1,0.0,-0.1597,-0.1597
mmsm_short,chandelier_3x,78,1,0.0,-0.0333,-0.0333
mmsm_short,chandelier_3x,89,1,0.0,-0.0816,-0.0816
mmsm_short,class_time_stop,18,1,0.0,-0.8405,-0.8405
mmsm_short,class_time_stop,25,1,1.0,0.4206,0.4206
mmsm_short,class_time_stop,37,1,1.0,2.014,2.014
mmsm_short,class_time_stop,51,1,0.0,-1.3975,-1.3975
mmsm_short,class_time_stop,78,1,1.0,2.0068,2.0068
mmsm_short,class_time_stop,89,1,0.0,-5.7911,-5.7911
mmsm_short,earnings_blackout,18,1,0.0,-0.8405,-0.8405
mmsm_short,earnings_blackout,25,1,1.0,0.4206,0.4206
mmsm_short,earnings_blackout,37,1,0.0,-8.427,-8.427
mmsm_short,earnings_blackout,51,1,0.0,-8.7463,-8.7463
mmsm_short,earnings_blackout,78,1,0.0,-5.8643,-5.8643
mmsm_short,earnings_blackout,89,1,0.0,-16.7568,-16.7568
mmsm_short,fixed_4r_2r,18,1,0.0,-0.8405,-0.8405
mmsm_short,fixed_4r_2r,25,1,0.0,-2.9374,-2.9374
mmsm_short,fixed_4r_2r,37,1,0.0,-2.199,-2.199
mmsm_short,fixed_4r_2r,51,1,0.0,-4.9424,-4.9424
mmsm_short,fixed_4r_2r,78,1,0.0,-1.7594,-1.7594
mmsm_short,fixed_4r_2r,89,1,0.0,-4.8386,-4.8386
mmsm_short,hybrid_50pct_target,18,1,0.0,-0.8405,-0.8405
mmsm_short,hybrid_50pct_target,25,1,1.0,0.4206,0.4206
mmsm_short,hybrid_50pct_target,37,1,1.0,1.6422,1.6422
mmsm_short,hybrid_50pct_target,51,1,0.0,-8.7463,-8.7463
mmsm_short,hybrid_50pct_target,78,1,1.0,1.3196,1.3196
mmsm_short,hybrid_50pct_target,89,1,1.0,3.6289,3.6289
mmsm_short,ma_exit_ema9,18,1,1.0,0.0686,0.0686
mmsm_short,ma_exit_ema9,25,1,0.0,-0.4794,-0.4794
mmsm_short,ma_exit_ema9,37,1,0.0,-1.0017,-1.0017
mmsm_short,ma_exit_ema9,51,1,0.0,-0.8603,-0.8603
mmsm_short,ma_exit_ema9,78,1,0.0,-0.4142,-0.4142
mmsm_short,ma_exit_ema9,89,1,0.0,-0.1892,-0.1892
mmsm_short,mfe_lockin_trail,18,1,0.0,-0.1084,-0.1084
mmsm_short,mfe_lockin_trail,25,1,0.0,-1.4149,-1.4149
mmsm_short,mfe_lockin_trail,37,1,0.0,-1.0995,-1.0995
mmsm_short,mfe_lockin_trail,51,1,0.0,-2.4712,-2.4712
mmsm_short,mfe_lockin_trail,78,1,0.0,-0.8797,-0.8797
mmsm_short,mfe_lockin_trail,89,1,0.0,-0.1354,-0.1354
mmsm_short,multi_tier_partial,18,1,1.0,0.5102,0.5102
mmsm_short,multi_tier_partial,25,1,0.0,-1.4149,-1.4149
mmsm_short,multi_tier_partial,37,1,0.0,-1.0995,-1.0995
mmsm_short,multi_tier_partial,51,1,0.0,-2.4712,-2.4712
mmsm_short,multi_tier_partial,78,1,0.0,-0.8797,-0.8797
mmsm_short,multi_tier_partial,89,1,1.0,0.7162,0.7162
mmsm_short,next_pivot_target,18,1,1.0,0.309,0.309
mmsm_short,next_pivot_target,25,1,1.0,0.4206,0.4206
mmsm_short,next_pivot_target,37,1,1.0,0.2294,0.2294
mmsm_short,next_pivot_target,51,1,1.0,0.022,0.022
mmsm_short,next_pivot_target,78,1,1.0,0.2451,0.2451
mmsm_short,next_pivot_target,89,1,1.0,1.4476,1.4476
mmsm_short,r_multiple_2r,18,1,0.0,-0.8405,-0.8405
mmsm_short,r_multiple_2r,25,1,0.0,-1.4687,-1.4687
mmsm_short,r_multiple_2r,37,1,0.0,-1.0995,-1.0995
mmsm_short,r_multiple_2r,51,1,0.0,-2.4712,-2.4712
mmsm_short,r_multiple_2r,78,1,0.0,-0.8797,-0.8797
mmsm_short,r_multiple_2r,89,1,0.0,-3.0017,-3.0017
mmsm_short,r_multiple_3r,18,1,0.0,-0.8405,-0.8405
mmsm_short,r_multiple_3r,25,1,0.0,-1.4687,-1.4687
mmsm_short,r_multiple_3r,37,1,0.0,-1.0995,-1.0995
mmsm_short,r_multiple_3r,51,1,0.0,-2.4712,-2.4712
mmsm_short,r_multiple_3r,78,1,0.0,-0.8797,-0.8797
mmsm_short,r_multiple_3r,89,1,0.0,-3.0017,-3.0017
mmsm_short,regime_flip,18,1,0.0,-0.8405,-0.8405
mmsm_short,regime_flip,25,1,1.0,0.4206,0.4206
