strategy,exit_method,confidence_tier,n,win_rate,avg_pnl_pct,total_pnl_pct
mmsm_short,atr_trail_1x,LOW,3,0.0,-0.3745,-1.1235
mmsm_short,atr_trail_1x,MEDIUM,2,0.5,0.16275000000000003,0.32550000000000007
mmsm_short,atr_trail_2x,LOW,3,0.0,-1.8672000000000002,-5.6016
mmsm_short,atr_trail_2x,MEDIUM,2,0.5,1.2447500000000002,2.4895000000000005
mmsm_short,atr_trail_mae_conditional,LOW,3,0.0,-0.3745,-1.1235
mmsm_short,atr_trail_mae_conditional,MEDIUM,2,0.5,0.16275000000000003,0.32550000000000007
mmsm_short,atr_trail_vix_conditional,LOW,3,0.0,-0.38693333333333335,-1.1608
mmsm_short,atr_trail_vix_conditional,MEDIUM,2,1.0,0.5569,1.1138
mmsm_short,break_even_at_1r,LOW,3,0.0,-0.3745,-1.1235
mmsm_short,break_even_at_1r,MEDIUM,2,0.5,0.1107,0.2214
mmsm_short,breakeven_plus_trail,LOW,3,0.0,-2.199333333333333,-6.598
mmsm_short,breakeven_plus_trail,MEDIUM,2,0.5,0.1107,0.2214
mmsm_short,chandelier_3x,LOW,3,0.0,-0.3184666666666667,-0.9554
mmsm_short,chandelier_3x,MEDIUM,2,0.0,-0.1506,-0.3012
mmsm_short,class_time_stop,LOW,3,0.3333333333333333,-1.5416,-4.6248000000000005
mmsm_short,class_time_stop,MEDIUM,2,1.0,2.5783,5.1566
mmsm_short,earnings_blackout,LOW,3,0.3333333333333333,-1.9214666666666667,-5.7644
mmsm_short,earnings_blackout,MEDIUM,2,0.0,-5.4534,-10.9068
mmsm_short,fixed_4r_2r,LOW,3,0.0,-2.4795,-7.4384999999999994
mmsm_short,fixed_4r_2r,MEDIUM,2,0.5,-0.3926499999999997,-0.7852999999999994
mmsm_short,hybrid_50pct_target,LOW,3,0.6666666666666666,1.3693333333333335,4.1080000000000005
mmsm_short,hybrid_50pct_target,MEDIUM,2,1.0,2.67115,5.3423
mmsm_short,ma_exit_ema9,LOW,3,0.3333333333333333,-0.17826666666666668,-0.5348
mmsm_short,ma_exit_ema9,MEDIUM,2,1.0,0.6900000000000001,1.3800000000000001
mmsm_short,mfe_lockin_trail,LOW,3,0.0,-0.3745,-1.1235
mmsm_short,mfe_lockin_trail,MEDIUM,2,0.5,0.4093,0.8186
mmsm_short,multi_tier_partial,LOW,3,0.6666666666666666,0.11556666666666664,0.3466999999999999
mmsm_short,multi_tier_partial,MEDIUM,2,0.5,0.42335,0.8467
mmsm_short,next_pivot_target,LOW,3,1.0,0.6672333333333333,2.0017
mmsm_short,next_pivot_target,MEDIUM,2,1.0,0.7317,1.4634
mmsm_short,r_multiple_2r,LOW,3,0.0,-1.5739666666666665,-4.7219
mmsm_short,r_multiple_2r,MEDIUM,2,0.5,-0.1634,-0.3268
mmsm_short,r_multiple_3r,LOW,3,0.0,-1.5739666666666665,-4.7219
mmsm_short,r_multiple_3r,MEDIUM,2,0.5,0.3194999999999999,0.6389999999999998
mmsm_short,regime_flip,LOW,3,0.3333333333333333,-0.4315333333333333,-1.2946
mmsm_short,regime_flip,MEDIUM,2,0.5,1.1832500000000001,2.3665000000000003
mmsm_short,reverse_signal,LOW,3,0.0,-0.3745,-1.1235
mmsm_short,reverse_signal,MEDIUM,2,0.5,0.16275000000000003,0.32550000000000007
mmsm_short,smart_money_reversal,LOW,3,0.0,-0.3745,-1.1235
mmsm_short,smart_money_reversal,MEDIUM,2,0.5,0.16275000000000003,0.32550000000000007
mmsm_short,smc_mitigation_zone,LOW,3,0.0,-0.23726666666666665,-0.7118
mmsm_short,smc_mitigation_zone,MEDIUM,2,1.0,0.6900000000000001,1.3800000000000001
mmsm_short,time_stop_10d,LOW,3,0.0,-1.492333333333333,-4.476999999999999
mmsm_short,time_stop_10d,MEDIUM,2,0.5,0.53105,1.0621
mmsm_short,time_stop_20d,LOW,3,0.3333333333333333,-0.4315333333333333,-1.2946
mmsm_short,time_stop_20d,MEDIUM,2,0.5,1.1832500000000001,2.3665000000000003
mmsm_short,trailing_10pct,LOW,3,0.0,-3.284333333333334,-9.853000000000002
mmsm_short,trailing_10pct,MEDIUM,2,0.5,-3.38395,-6.7679
mmsm_short,trailing_15pct,LOW,3,0.0,-4.228233333333333,-12.6847
mmsm_short,trailing_15pct,MEDIUM,2,0.0,-5.7862,-11.5724
mmsm_short,trailing_5pct,LOW,3,0.3333333333333333,-0.10470000000000008,-0.31410000000000027
mmsm_short,trailing_5pct,MEDIUM,2,0.5,1.0580000000000003,2.1160000000000005
pairs_mean_reversion_long,atr_trail_1x,LOW,6,0.16666666666666666,-1.4865666666666666,-8.9194
pairs_mean_reversion_long,atr_trail_2x,LOW,6,0.16666666666666666,-2.755233333333333,-16.531399999999998
pairs_mean_reversion_long,atr_trail_mae_conditional,LOW,6,0.16666666666666666,-1.4865666666666666,-8.9194
pairs_mean_reversion_long,atr_trail_vix_conditional,LOW,6,0.16666666666666666,-1.2831333333333335,-7.6988
pairs_mean_reversion_long,break_even_at_1r,LOW,6,0.16666666666666666,-2.2352333333333334,-13.4114
pairs_mean_reversion_long,breakeven_plus_trail,LOW,6,0.3333333333333333,-1.5543666666666667,-9.3262
pairs_mean_reversion_long,chandelier_3x,LOW,6,0.16666666666666666,-0.7156333333333333,-4.2938
pairs_mean_reversion_long,class_time_stop,LOW,6,0.6666666666666666,2.659266666666666,15.955599999999997
pairs_mean_reversion_long,earnings_blackout,LOW,6,0.8333333333333334,4.468116666666667,26.8087
pairs_mean_reversion_long,fixed_4r_2r,LOW,6,0.5,1.5784333333333336,9.470600000000001
pairs_mean_reversion_long,hybrid_50pct_target,LOW,6,0.8333333333333334,3.3039500000000004,19.823700000000002
pairs_mean_reversion_long,ma_exit_ema9,LOW,6,0.5,-0.20718333333333336,-1.2431
pairs_mean_reversion_long,mfe_lockin_trail,LOW,6,0.16666666666666666,-1.4865666666666666,-8.9194
pairs_mean_reversion_long,multi_tier_partial,LOW,6,0.3333333333333333,-1.3184666666666667,-7.9108
pairs_mean_reversion_long,next_pivot_target,LOW,6,1.0,2.8599333333333337,17.1596
pairs_mean_reversion_long,r_multiple_2r,LOW,6,0.3333333333333333,-0.42040000000000005,-2.5224
pairs_mean_reversion_long,r_multiple_3r,LOW,6,0.16666666666666666,-1.0517333333333332,-6.3104
pairs_mean_reversion_long,regime_flip,LOW,6,0.8333333333333334,3.7069666666666663,22.241799999999998
pairs_mean_reversion_long,reverse_signal,LOW,6,0.16666666666666666,-1.4865666666666666,-8.9194
pairs_mean_reversion_long,smart_money_reversal,LOW,6,0.16666666666666666,-1.4865666666666666,-8.9194
pairs_mean_reversion_long,smc_mitigation_zone,LOW,6,0.3333333333333333,-0.7198166666666667,-4.3189
pairs_mean_reversion_long,time_stop_10d,LOW,6,0.5,0.4653333333333334,2.7920000000000003
pairs_mean_reversion_long,time_stop_20d,LOW,6,0.8333333333333334,3.7069666666666663,22.241799999999998
pairs_mean_reversion_long,trailing_10pct,LOW,6,0.8333333333333334,3.1036333333333332,18.6218
pairs_mean_reversion_long,trailing_15pct,LOW,6,0.6666666666666666,3.1270000000000002,18.762
pairs_mean_reversion_long,trailing_5pct,LOW,6,0.16666666666666666,-2.1495166666666665,-12.8971
pairs_mean_reversion_short,atr_trail_1x,LOW,7,0.14285714285714285,-0.6077857142857145,-4.254500000000001
pairs_mean_reversion_short,atr_trail_2x,LOW,7,0.42857142857142855,-0.20201428571428576,-1.4141000000000004
pairs_mean_reversion_short,atr_trail_mae_conditional,LOW,7,0.14285714285714285,-0.6077857142857145,-4.254500000000001
pairs_mean_reversion_short,atr_trail_vix_conditional,LOW,7,0.14285714285714285,-0.43171428571428583,-3.0220000000000007
pairs_mean_reversion_short,break_even_at_1r,LOW,7,0.14285714285714285,-0.8710000000000001,-6.097
pairs_mean_reversion_short,breakeven_plus_trail,LOW,7,0.2857142857142857,-1.2187714285714286,-8.5314
pairs_mean_reversion_short,chandelier_3x,LOW,7,0.14285714285714285,-0.5497714285714286,-3.8484
pairs_mean_reversion_short,class_time_stop,LOW,7,0.2857142857142857,-5.239485714285714,-36.6764
pairs_mean_reversion_short,earnings_blackout,LOW,7,0.2857142857142857,-4.916771428571429,-34.4174
pairs_mean_reversion_short,fixed_4r_2r,LOW,7,0.14285714285714285,-4.427942857142857,-30.9956
pairs_mean_reversion_short,hybrid_50pct_target,LOW,7,0.5714285714285714,-1.2594571428571426,-8.816199999999998
pairs_mean_reversion_short,ma_exit_ema9,LOW,7,0.42857142857142855,-0.6055285714285715,-4.238700000000001
pairs_mean_reversion_short,mfe_lockin_trail,LOW,7,0.14285714285714285,-0.48344285714285723,-3.3841000000000006
pairs_mean_reversion_short,multi_tier_partial,LOW,7,0.2857142857142857,-0.4006571428571429,-2.8046
