strategy,exit_method,day_of_week_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
mmsm_short,atr_trail_1x,fri,1,0.0,-0.8797,-0.8797
mmsm_short,atr_trail_1x,mon,1,0.0,-0.1354,-0.1354
mmsm_short,atr_trail_1x,thu,1,1.0,0.7657,0.7657
mmsm_short,atr_trail_1x,wed,2,0.0,-0.2743,-0.5486
mmsm_short,atr_trail_2x,fri,1,0.0,-1.7594,-1.7594
mmsm_short,atr_trail_2x,mon,1,0.0,-3.0017,-3.0017
mmsm_short,atr_trail_2x,thu,1,1.0,4.7049,4.7049
mmsm_short,atr_trail_2x,wed,2,0.0,-1.52795,-3.0559
mmsm_short,atr_trail_mae_conditional,fri,1,0.0,-0.8797,-0.8797
mmsm_short,atr_trail_mae_conditional,mon,1,0.0,-0.1354,-0.1354
mmsm_short,atr_trail_mae_conditional,thu,1,1.0,0.7657,0.7657
mmsm_short,atr_trail_mae_conditional,wed,2,0.0,-0.2743,-0.5486
mmsm_short,atr_trail_vix_conditional,fri,1,0.0,-0.6598,-0.6598
mmsm_short,atr_trail_vix_conditional,mon,1,0.0,-0.3926,-0.3926
mmsm_short,atr_trail_vix_conditional,thu,1,1.0,0.9962,0.9962
mmsm_short,atr_trail_vix_conditional,wed,2,0.5,0.0046,0.0092
mmsm_short,break_even_at_1r,fri,1,0.0,-0.8797,-0.8797
mmsm_short,break_even_at_1r,mon,1,0.0,-0.1354,-0.1354
mmsm_short,break_even_at_1r,thu,1,1.0,0.2214,0.2214
mmsm_short,break_even_at_1r,wed,2,0.0,-0.0542,-0.1084
mmsm_short,breakeven_plus_trail,fri,1,0.0,-1.7594,-1.7594
mmsm_short,breakeven_plus_trail,mon,1,0.0,-4.8386,-4.8386
mmsm_short,breakeven_plus_trail,thu,1,1.0,0.2214,0.2214
mmsm_short,breakeven_plus_trail,wed,2,0.0,0.0,0.0
mmsm_short,chandelier_3x,fri,1,0.0,-0.0333,-0.0333
mmsm_short,chandelier_3x,mon,1,0.0,-0.0816,-0.0816
mmsm_short,chandelier_3x,thu,1,0.0,-0.0927,-0.0927
mmsm_short,chandelier_3x,wed,2,0.0,-0.5245,-1.049
mmsm_short,class_time_stop,fri,1,1.0,2.0068,2.0068
mmsm_short,class_time_stop,mon,1,0.0,-5.7911,-5.7911
mmsm_short,class_time_stop,thu,1,1.0,4.6936,4.6936
mmsm_short,class_time_stop,wed,2,0.5,-0.18875,-0.3775
mmsm_short,earnings_blackout,fri,1,0.0,-5.8643,-5.8643
mmsm_short,earnings_blackout,mon,1,1.0,0.9404,0.9404
mmsm_short,earnings_blackout,thu,1,0.0,-4.9828,-4.9828
mmsm_short,earnings_blackout,wed,2,0.0,-3.38225,-6.7645
mmsm_short,fixed_4r_2r,fri,1,0.0,-1.7594,-1.7594
mmsm_short,fixed_4r_2r,mon,1,0.0,-4.8386,-4.8386
mmsm_short,fixed_4r_2r,thu,1,1.0,4.1268,4.1268
mmsm_short,fixed_4r_2r,wed,2,0.0,-2.8762999999999996,-5.752599999999999
mmsm_short,hybrid_50pct_target,fri,1,1.0,1.3196,1.3196
mmsm_short,hybrid_50pct_target,mon,1,1.0,3.6289,3.6289
mmsm_short,hybrid_50pct_target,thu,1,1.0,1.6582,1.6582
mmsm_short,hybrid_50pct_target,wed,2,0.5,1.4218,2.8436
mmsm_short,ma_exit_ema9,fri,1,0.0,-0.4142,-0.4142
