strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,actual_fire_rate,composite_score,recommended
mmsm_short,next_pivot_target,5,1.0,999.0,0.693,3.4651,0.0,6.0,1.0,100.0,True
mmsm_short,hybrid_50pct_target,5,0.8,12.2437,1.8901,9.4503,-0.8405,70.4,0.8,90.74,False
mmsm_short,ma_exit_ema9,5,0.6,2.4007,0.169,0.8452,-0.1892,2.4,1.0,83.72,False
mmsm_short,multi_tier_partial,5,0.6,1.9042,0.2387,1.1934,-0.4402,7.2,1.0,80.47,False
mmsm_short,smc_mitigation_zone,5,0.4,1.9387,0.1336,0.6682,-0.1892,1.6,1.0,73.88,False
mmsm_short,trailing_5pct,5,0.4,1.2975,0.3604,1.8019,-3.0559,43.4,0.8,50.34,False
mmsm_short,class_time_stop,5,0.6,1.0802,0.1064,0.5318,-5.7911,37.4,1.0,47.72,False
mmsm_short,time_stop_20d,5,0.4,1.2041,0.2144,1.0719,-4.0555,26.2,1.0,46.04,False
mmsm_short,regime_flip,5,0.4,1.2041,0.2144,1.0719,-4.0555,26.2,1.0,46.04,False
mmsm_short,atr_trail_vix_conditional,5,0.4,0.9595,-0.0094,-0.047,-0.3926,5.6,1.0,45.41,False
mmsm_short,break_even_at_1r,5,0.2,0.1971,-0.1804,-0.9021,-0.1354,21.8,1.0,37.8,False
mmsm_short,smart_money_reversal,5,0.2,0.4897,-0.1596,-0.798,-0.5486,7.2,1.0,37.18,False
mmsm_short,reverse_signal,5,0.2,0.4897,-0.1596,-0.798,-0.5486,7.2,1.0,37.18,False
mmsm_short,atr_trail_mae_conditional,5,0.2,0.4897,-0.1596,-0.798,-0.5486,7.2,1.0,37.18,False
mmsm_short,mfe_lockin_trail,5,0.2,0.805,-0.061,-0.3049,-0.5486,6.0,1.0,37.18,False
mmsm_short,atr_trail_1x,5,0.2,0.4897,-0.1596,-0.798,-0.5486,7.2,1.0,37.18,False
mmsm_short,time_stop_10d,5,0.2,0.3776,-0.683,-3.4149,-2.0719,14.6,1.0,34.89,False
mmsm_short,atr_trail_2x,5,0.2,0.6019,-0.6224,-3.1121,-3.0559,18.4,0.8,33.42,False
mmsm_short,r_multiple_3r,5,0.2,0.4312,-0.8166,-4.0829,-3.2966,14.0,0.8,33.06,False
mmsm_short,r_multiple_2r,5,0.2,0.2966,-1.0097,-5.0487,-4.169,11.4,0.8,31.75,False
mmsm_short,breakeven_plus_trail,5,0.2,0.0336,-1.2753,-6.3766,-4.8386,29.4,1.0,30.74,False
mmsm_short,fixed_4r_2r,5,0.2,0.3341,-1.6448,-8.2238,-6.4644,16.4,0.8,28.3,False
mmsm_short,chandelier_3x,5,0.0,0.0,-0.2513,-1.2566,-1.2233,4.6,0.8,28.17,False
mmsm_short,earnings_blackout,5,0.2,0.0534,-3.3342,-16.6712,-11.7473,82.2,0.6,20.38,False
mmsm_short,trailing_10pct,5,0.2,0.0131,-3.3242,-16.6209,-16.0045,64.2,0.8,13.99,False
mmsm_short,trailing_15pct,5,0.0,0.0,-4.8514,-24.2571,-19.0186,105.8,0.8,1.47,False
pairs_mean_reversion_long,next_pivot_target,6,1.0,999.0,2.8599,17.1596,0.0,24.8,1.0,100.0,True
pairs_mean_reversion_long,earnings_blackout,6,0.8333,15.4826,4.4681,26.8087,-1.8511,44.8,1.0,90.56,False
pairs_mean_reversion_long,time_stop_20d,6,0.8333,7.3078,3.707,22.2418,-3.5261,28.3,1.0,88.04,False
pairs_mean_reversion_long,regime_flip,6,0.8333,7.3078,3.707,22.2418,-3.5261,28.3,1.0,88.04,False
pairs_mean_reversion_long,trailing_10pct,6,0.8333,3.6585,3.1036,18.6218,-7.0046,63.2,0.5,82.83,False
pairs_mean_reversion_long,hybrid_50pct_target,6,0.8333,2.9824,3.304,19.8237,-10.0,64.5,0.5,78.33,False
pairs_mean_reversion_long,class_time_stop,6,0.6667,2.2908,2.6593,15.9556,-11.2405,38.0,1.0,69.81,False
pairs_mean_reversion_long,trailing_15pct,6,0.6667,2.0814,3.127,18.762,-12.171,76.2,0.3333,68.41,False
pairs_mean_reversion_long,time_stop_10d,6,0.5,1.3226,0.4653,2.792,-5.159,14.0,1.0,51.94,False
pairs_mean_reversion_long,fixed_4r_2r,6,0.5,1.5145,1.5784,9.4706,-10.9533,12.3,0.8333,49.01,False
pairs_mean_reversion_long,ma_exit_ema9,6,0.5,0.8,-0.2072,-1.2431,-5.3159,3.7,1.0,42.03,False
pairs_mean_reversion_long,smc_mitigation_zone,6,0.3333,0.5266,-0.7198,-4.3189,-8.8826,1.8,1.0,30.01,False
pairs_mean_reversion_long,r_multiple_2r,6,0.3333,0.814,-0.4204,-2.5224,-8.9083,3.2,1.0,29.97,False
pairs_mean_reversion_long,chandelier_3x,6,0.1667,0.4102,-0.7156,-4.2938,-7.2799,6.0,1.0,25.75,False
pairs_mean_reversion_long,multi_tier_partial,6,0.3333,0.4023,-1.3185,-7.9108,-12.625,2.5,1.0,24.39,False
pairs_mean_reversion_long,breakeven_plus_trail,6,0.3333,0.2678,-1.5544,-9.3262,-12.7366,17.7,0.8333,24.23,False
pairs_mean_reversion_long,atr_trail_vix_conditional,6,0.1667,0.0919,-1.2831,-7.6988,-8.4776,1.8,1.0,23.95,False
pairs_mean_reversion_long,smart_money_reversal,6,0.1667,0.3385,-1.4866,-8.9194,-13.4831,2.5,1.0,16.44,False
pairs_mean_reversion_long,atr_trail_1x,6,0.1667,0.3385,-1.4866,-8.9194,-13.4831,2.5,1.0,16.44,False
pairs_mean_reversion_long,atr_trail_mae_conditional,6,0.1667,0.3385,-1.4866,-8.9194,-13.4831,2.5,1.0,16.44,False
pairs_mean_reversion_long,mfe_lockin_trail,6,0.1667,0.3385,-1.4866,-8.9194,-13.4831,2.5,1.0,16.44,False
pairs_mean_reversion_long,reverse_signal,6,0.1667,0.3385,-1.4866,-8.9194,-13.4831,2.5,1.0,16.44,False
pairs_mean_reversion_long,break_even_at_1r,6,0.1667,0.0288,-2.2352,-13.4114,-13.8098,7.0,1.0,15.95,False
pairs_mean_reversion_long,r_multiple_3r,6,0.1667,0.6029,-1.0517,-6.3104,-15.8893,3.8,1.0,12.83,False
pairs_mean_reversion_long,trailing_5pct,6,0.1667,0.3166,-2.1495,-12.8971,-18.8731,8.7,1.0,8.36,False
pairs_mean_reversion_long,atr_trail_2x,6,0.1667,0.2075,-2.7552,-16.5314,-20.8586,9.8,1.0,6.67,False
pairs_mean_reversion_short,r_multiple_2r,7,0.4286,1.8844,1.2443,8.7101,-9.8483,8.0,1.0,58.9,True
pairs_mean_reversion_short,trailing_5pct,7,0.5714,1.1825,0.3317,2.3216,-7.6604,15.7,1.0,46.84,False
pairs_mean_reversion_short,next_pivot_target,7,0.7143,0.6415,-0.9721,-6.8049,-10.0,6.6,1.0,43.57,False
pairs_mean_reversion_short,r_multiple_3r,7,0.2857,1.3654,0.6862,4.8035,-9.8483,10.7,1.0,37.62,False
pairs_mean_reversion_short,ma_exit_ema9,7,0.4286,0.3958,-0.6055,-4.2387,-6.4493,3.4,1.0,37.47,False
pairs_mean_reversion_short,atr_trail_2x,7,0.4286,0.8946,-0.202,-1.4141,-7.8466,16.1,1.0,35.37,False
pairs_mean_reversion_short,chandelier_3x,7,0.1429,0.0512,-0.5498,-3.8484,-1.8102,4.4,1.0,33.0,False
pairs_mean_reversion_short,multi_tier_partial,7,0.2857,0.6666,-0.4007,-2.8046,-6.9585,3.9,1.0,30.99,False
pairs_mean_reversion_short,atr_trail_vix_conditional,7,0.1429,0.5925,-0.4317,-3.022,-5.726,3.3,1.0,27.13,False
pairs_mean_reversion_short,breakeven_plus_trail,7,0.2857,0.4371,-1.2188,-8.5314,-10.4747,32.7,1.0,25.72,False
pairs_mean_reversion_short,reverse_signal,7,0.1429,0.5081,-0.6078,-4.2545,-6.9585,3.9,1.0,25.28,False
pairs_mean_reversion_short,smart_money_reversal,7,0.1429,0.5081,-0.6078,-4.2545,-6.9585,3.9,1.0,25.28,False
pairs_mean_reversion_short,mfe_lockin_trail,7,0.1429,0.6087,-0.4834,-3.3841,-6.9585,3.9,1.0,25.28,False
pairs_mean_reversion_short,atr_trail_mae_conditional,7,0.1429,0.5081,-0.6078,-4.2545,-6.9585,3.9,1.0,25.28,False
pairs_mean_reversion_short,atr_trail_1x,7,0.1429,0.5081,-0.6078,-4.2545,-6.9585,3.9,1.0,25.28,False
pairs_mean_reversion_short,break_even_at_1r,7,0.1429,0.179,-0.871,-6.097,-7.1879,10.6,1.0,24.93,False
pairs_mean_reversion_short,hybrid_50pct_target,7,0.5714,0.6888,-1.2595,-8.8162,-23.3995,70.9,0.5714,22.86,False
pairs_mean_reversion_short,time_stop_10d,7,0.2857,0.4534,-1.9453,-13.6168,-14.922,14.1,1.0,19.05,False
pairs_mean_reversion_short,smc_mitigation_zone,7,0.0,0.0,-1.4646,-10.2523,-10.0143,1.9,1.0,14.98,False
pairs_mean_reversion_short,trailing_10pct,7,0.2857,0.2193,-3.3694,-23.5856,-22.158,39.6,1.0,11.43,False
pairs_mean_reversion_short,class_time_stop,7,0.2857,0.1689,-5.2395,-36.6764,-41.0458,43.4,1.0,11.43,False
pairs_mean_reversion_short,earnings_blackout,7,0.2857,0.2173,-4.9168,-34.4174,-38.4041,39.3,1.0,11.43,False
pairs_mean_reversion_short,time_stop_20d,7,0.1429,0.2366,-4.7184,-33.0286,-31.2625,28.7,1.0,5.72,False
pairs_mean_reversion_short,fixed_4r_2r,7,0.1429,0.1641,-4.4279,-30.9956,-22.0162,17.3,1.0,5.72,False
pairs_mean_reversion_short,trailing_15pct,7,0.1429,0.0211,-6.5749,-46.0245,-39.6527,57.6,0.8571,5.72,False
pairs_mean_reversion_short,regime_flip,7,0.1429,0.2366,-4.7184,-33.0286,-31.2625,28.7,1.0,5.72,False
