strategy,exit_method,sector_momentum_vs_spy_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
mmsm_short,atr_trail_1x,spy_mild_down_neg5_0,1,0.0,-0.4402,-0.4402
mmsm_short,atr_trail_1x,spy_mild_up_0_5pct,4,0.25,-0.08944999999999999,-0.35779999999999995
mmsm_short,atr_trail_2x,spy_mild_down_neg5_0,1,0.0,-2.2154,-2.2154
mmsm_short,atr_trail_2x,spy_mild_up_0_5pct,4,0.25,-0.2241749999999999,-0.8966999999999996
mmsm_short,atr_trail_mae_conditional,spy_mild_down_neg5_0,1,0.0,-0.4402,-0.4402
mmsm_short,atr_trail_mae_conditional,spy_mild_up_0_5pct,4,0.25,-0.08944999999999999,-0.35779999999999995
mmsm_short,atr_trail_vix_conditional,spy_mild_down_neg5_0,1,1.0,0.1176,0.1176
mmsm_short,atr_trail_vix_conditional,spy_mild_up_0_5pct,4,0.25,-0.041150000000000006,-0.16460000000000002
mmsm_short,break_even_at_1r,spy_mild_down_neg5_0,1,0.0,0.0,0.0
mmsm_short,break_even_at_1r,spy_mild_up_0_5pct,4,0.25,-0.225525,-0.9021
mmsm_short,breakeven_plus_trail,spy_mild_down_neg5_0,1,0.0,0.0,0.0
mmsm_short,breakeven_plus_trail,spy_mild_up_0_5pct,4,0.25,-1.59415,-6.3766
mmsm_short,chandelier_3x,spy_mild_down_neg5_0,1,0.0,-0.2085,-0.2085
mmsm_short,chandelier_3x,spy_mild_up_0_5pct,4,0.0,-0.262025,-1.0481
mmsm_short,class_time_stop,spy_mild_down_neg5_0,1,1.0,0.463,0.463
mmsm_short,class_time_stop,spy_mild_up_0_5pct,4,0.5,0.017199999999999993,0.06879999999999997
mmsm_short,earnings_blackout,spy_mild_down_neg5_0,1,0.0,-5.924,-5.924
mmsm_short,earnings_blackout,spy_mild_up_0_5pct,4,0.25,-2.6868,-10.7472
mmsm_short,fixed_4r_2r,spy_mild_down_neg5_0,1,0.0,-4.9121,-4.9121
mmsm_short,fixed_4r_2r,spy_mild_up_0_5pct,4,0.25,-0.8279249999999999,-3.3116999999999996
mmsm_short,hybrid_50pct_target,spy_mild_down_neg5_0,1,1.0,3.6841,3.6841
mmsm_short,hybrid_50pct_target,spy_mild_up_0_5pct,4,0.75,1.4415499999999999,5.7661999999999995
mmsm_short,ma_exit_ema9,spy_mild_down_neg5_0,1,1.0,1.0354,1.0354
mmsm_short,ma_exit_ema9,spy_mild_up_0_5pct,4,0.5,-0.04755000000000001,-0.19020000000000004
mmsm_short,mfe_lockin_trail,spy_mild_down_neg5_0,1,0.0,-0.4402,-0.4402
mmsm_short,mfe_lockin_trail,spy_mild_up_0_5pct,4,0.25,0.03382499999999995,0.1352999999999998
mmsm_short,multi_tier_partial,spy_mild_down_neg5_0,1,0.0,-0.4402,-0.4402
mmsm_short,multi_tier_partial,spy_mild_up_0_5pct,4,0.75,0.4084,1.6336
mmsm_short,next_pivot_target,spy_mild_down_neg5_0,1,1.0,0.7021,0.7021
mmsm_short,next_pivot_target,spy_mild_up_0_5pct,4,1.0,0.69075,2.763
mmsm_short,r_multiple_2r,spy_mild_down_neg5_0,1,0.0,-2.4561,-2.4561
mmsm_short,r_multiple_2r,spy_mild_up_0_5pct,4,0.25,-0.64815,-2.5926
mmsm_short,r_multiple_3r,spy_mild_down_neg5_0,1,0.0,-2.4561,-2.4561
mmsm_short,r_multiple_3r,spy_mild_up_0_5pct,4,0.25,-0.40670000000000006,-1.6268000000000002
mmsm_short,regime_flip,spy_mild_down_neg5_0,1,0.0,-3.215,-3.215
mmsm_short,regime_flip,spy_mild_up_0_5pct,4,0.5,1.0717249999999998,4.286899999999999
mmsm_short,reverse_signal,spy_mild_down_neg5_0,1,0.0,-0.4402,-0.4402
mmsm_short,reverse_signal,spy_mild_up_0_5pct,4,0.25,-0.08944999999999999,-0.35779999999999995
mmsm_short,smart_money_reversal,spy_mild_down_neg5_0,1,0.0,-0.4402,-0.4402
mmsm_short,smart_money_reversal,spy_mild_up_0_5pct,4,0.25,-0.08944999999999999,-0.35779999999999995
mmsm_short,smc_mitigation_zone,spy_mild_down_neg5_0,1,1.0,1.0354,1.0354
mmsm_short,smc_mitigation_zone,spy_mild_up_0_5pct,4,0.25,-0.0918,-0.3672
mmsm_short,time_stop_10d,spy_mild_down_neg5_0,1,0.0,-1.0097,-1.0097
mmsm_short,time_stop_10d,spy_mild_up_0_5pct,4,0.25,-0.6013,-2.4052
mmsm_short,time_stop_20d,spy_mild_down_neg5_0,1,0.0,-3.215,-3.215
mmsm_short,time_stop_20d,spy_mild_up_0_5pct,4,0.5,1.0717249999999998,4.286899999999999
mmsm_short,trailing_10pct,spy_mild_down_neg5_0,1,0.0,-6.9893,-6.9893
mmsm_short,trailing_10pct,spy_mild_up_0_5pct,4,0.25,-2.4079,-9.6316
mmsm_short,trailing_15pct,spy_mild_down_neg5_0,1,0.0,-7.2102,-7.2102
mmsm_short,trailing_15pct,spy_mild_up_0_5pct,4,0.0,-4.261725,-17.0469
mmsm_short,trailing_5pct,spy_mild_down_neg5_0,1,0.0,-2.2154,-2.2154
mmsm_short,trailing_5pct,spy_mild_up_0_5pct,4,0.5,1.0043250000000001,4.0173000000000005
pairs_mean_reversion_long,atr_trail_1x,spy_mild_up_0_5pct,4,0.25,-0.9767750000000001,-3.9071000000000002
pairs_mean_reversion_long,atr_trail_1x,spy_strong_up_gt_5pct,2,0.0,-2.50615,-5.0123
pairs_mean_reversion_long,atr_trail_2x,spy_mild_up_0_5pct,4,0.25,-2.3966499999999997,-9.586599999999999
pairs_mean_reversion_long,atr_trail_2x,spy_strong_up_gt_5pct,2,0.0,-3.4724000000000004,-6.944800000000001
pairs_mean_reversion_long,atr_trail_mae_conditional,spy_mild_up_0_5pct,4,0.25,-0.9767750000000001,-3.9071000000000002
pairs_mean_reversion_long,atr_trail_mae_conditional,spy_strong_up_gt_5pct,2,0.0,-2.50615,-5.0123
pairs_mean_reversion_long,atr_trail_vix_conditional,spy_mild_up_0_5pct,4,0.25,-0.9849000000000001,-3.9396000000000004
pairs_mean_reversion_long,atr_trail_vix_conditional,spy_strong_up_gt_5pct,2,0.0,-1.8796,-3.7592
pairs_mean_reversion_long,break_even_at_1r,spy_mild_up_0_5pct,4,0.25,-2.099775,-8.3991
pairs_mean_reversion_long,break_even_at_1r,spy_strong_up_gt_5pct,2,0.0,-2.50615,-5.0123
pairs_mean_reversion_long,breakeven_plus_trail,spy_mild_up_0_5pct,4,0.25,-3.08455,-12.3382
pairs_mean_reversion_long,breakeven_plus_trail,spy_strong_up_gt_5pct,2,0.5,1.506,3.012
pairs_mean_reversion_long,chandelier_3x,spy_mild_up_0_5pct,4,0.25,-0.04292500000000001,-0.17170000000000005
pairs_mean_reversion_long,chandelier_3x,spy_strong_up_gt_5pct,2,0.0,-2.0610500000000003,-4.1221000000000005
pairs_mean_reversion_long,class_time_stop,spy_mild_up_0_5pct,4,0.5,1.7858999999999996,7.143599999999998
pairs_mean_reversion_long,class_time_stop,spy_strong_up_gt_5pct,2,1.0,4.406,8.812
pairs_mean_reversion_long,earnings_blackout,spy_mild_up_0_5pct,4,0.75,4.499175,17.9967
pairs_mean_reversion_long,earnings_blackout,spy_strong_up_gt_5pct,2,1.0,4.406,8.812
pairs_mean_reversion_long,fixed_4r_2r,spy_mild_up_0_5pct,4,0.5,2.335775,9.3431
pairs_mean_reversion_long,fixed_4r_2r,spy_strong_up_gt_5pct,2,0.5,0.06374999999999975,0.1274999999999995
pairs_mean_reversion_long,hybrid_50pct_target,spy_mild_up_0_5pct,4,0.75,2.661925,10.6477
pairs_mean_reversion_long,hybrid_50pct_target,spy_strong_up_gt_5pct,2,1.0,4.588,9.176
pairs_mean_reversion_long,ma_exit_ema9,spy_mild_up_0_5pct,4,0.75,0.399925,1.5997
pairs_mean_reversion_long,ma_exit_ema9,spy_strong_up_gt_5pct,2,0.0,-1.4214,-2.8428
pairs_mean_reversion_long,mfe_lockin_trail,spy_mild_up_0_5pct,4,0.25,-0.9767750000000001,-3.9071000000000002
pairs_mean_reversion_long,mfe_lockin_trail,spy_strong_up_gt_5pct,2,0.0,-2.50615,-5.0123
pairs_mean_reversion_long,multi_tier_partial,spy_mild_up_0_5pct,4,0.5,-0.7246250000000001,-2.8985000000000003
pairs_mean_reversion_long,multi_tier_partial,spy_strong_up_gt_5pct,2,0.0,-2.50615,-5.0123
pairs_mean_reversion_long,next_pivot_target,spy_mild_up_0_5pct,4,1.0,3.2013,12.8052
