exit_method,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,n,win_rate,avg_pnl_pct,total_pnl_pct,sharpe_proxy
atr_trail_1x,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.0,-2.34692,-11.7346,-2.2841789286294842
atr_trail_2x,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.2,-2.3730400000000005,-11.865200000000002,-0.921505023092986
atr_trail_mae_conditional,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.0,-2.34692,-11.7346,-2.2841789286294842
atr_trail_vix_conditional,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.0,-1.3771,-6.8855,-2.5774132431308425
break_even_at_1r,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.0,-2.6032,-13.016,-2.7153125815697865
breakeven_plus_trail,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.4,-0.8855000000000001,-4.4275,-0.36660041520156683
chandelier_3x,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.0,-1.0034399999999999,-5.0172,-1.661687760278306
class_time_stop,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.4,-1.4212800000000003,-7.106400000000002,-0.5434566173843353
earnings_blackout,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.6,2.53082,12.6541,1.1149593188206808
fixed_4r_2r,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.2,-2.63288,-13.1644,-1.0806072869721979
hybrid_50pct_target,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.6,1.41984,7.0992,0.42430315309534944
ma_exit_ema9,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.6,-1.04216,-5.2108,-1.2594487290995096
mfe_lockin_trail,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.0,-2.34692,-11.7346,-2.2841789286294842
multi_tier_partial,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.2,-2.2232,-11.116,-2.021532606251896
next_pivot_target,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,1.0,1.15414,5.7707,2.472949286704666
r_multiple_2r,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.0,-2.74962,-13.7481,-3.158352743783539
r_multiple_3r,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.0,-2.74962,-13.7481,-3.158352743783539
regime_flip,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.6,2.44244,12.2122,1.0496493320082756
reverse_signal,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.0,-2.34692,-11.7346,-2.2841789286294842
smart_money_reversal,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.0,-2.34692,-11.7346,-2.2841789286294842
smc_mitigation_zone,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.2,-1.83596,-9.1798,-1.594825478043176
time_stop_10d,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.4,-1.56204,-7.8102,-1.309505794186923
time_stop_20d,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.6,2.44244,12.2122,1.0496493320082756
trailing_10pct,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.6,2.50742,12.5371,0.7904961789074861
trailing_15pct,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.6,0.6132000000000001,3.0660000000000003,0.1575999827149904
trailing_5pct,bull,Information Technology,unknown,low_lt_15,long_ge_11d,5,0.2,-2.1541000000000006,-10.770500000000002,-0.9975528441732743
