strategy,exit_method,days_from_quarter_end_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
bollinger_lower,atr_trail_1x,8,1,0.0,-4.7366,-4.7366
bollinger_lower,atr_trail_1x,10,1,1.0,1.0938,1.0938
bollinger_lower,atr_trail_1x,11,1,0.0,-6.1846,-6.1846
bollinger_lower,atr_trail_1x,13,3,0.3333333333333333,2.7082,8.124600000000001
bollinger_lower,atr_trail_1x,14,2,1.0,0.9033500000000001,1.8067000000000002
bollinger_lower,atr_trail_1x,24,1,0.0,-0.417,-0.417
bollinger_lower,atr_trail_1x,28,1,0.0,-7.1421,-7.1421
bollinger_lower,atr_trail_1x,43,2,0.5,-0.7645000000000001,-1.5290000000000001
bollinger_lower,atr_trail_1x,45,1,0.0,-6.3537,-6.3537
bollinger_lower,atr_trail_1x,46,1,0.0,-4.8698,-4.8698
bollinger_lower,atr_trail_1x,52,2,0.0,-1.5561,-3.1122
bollinger_lower,atr_trail_1x,56,1,0.0,-4.3567,-4.3567
bollinger_lower,atr_trail_1x,58,2,0.0,-1.3622999999999998,-2.7245999999999997
bollinger_lower,atr_trail_1x,76,5,0.4,-1.75088,-8.7544
bollinger_lower,atr_trail_1x,83,1,0.0,-1.692,-1.692
bollinger_lower,atr_trail_2x,8,1,0.0,-9.4731,-9.4731
bollinger_lower,atr_trail_2x,10,1,1.0,4.9774,4.9774
bollinger_lower,atr_trail_2x,11,1,0.0,-12.3693,-12.3693
bollinger_lower,atr_trail_2x,13,3,1.0,46.03613333333333,138.1084
bollinger_lower,atr_trail_2x,14,2,0.0,-7.645899999999999,-15.291799999999999
bollinger_lower,atr_trail_2x,24,1,1.0,1.3738,1.3738
bollinger_lower,atr_trail_2x,28,1,0.0,-14.2843,-14.2843
bollinger_lower,atr_trail_2x,43,2,0.0,-2.11925,-4.2385
bollinger_lower,atr_trail_2x,45,1,0.0,-16.0059,-16.0059
bollinger_lower,atr_trail_2x,46,1,1.0,7.1793,7.1793
bollinger_lower,atr_trail_2x,52,2,0.0,-3.4721,-6.9442
bollinger_lower,atr_trail_2x,56,1,0.0,-3.8451,-3.8451
bollinger_lower,atr_trail_2x,58,2,0.0,-4.09965,-8.1993
bollinger_lower,atr_trail_2x,76,5,0.4,-2.9284399999999997,-14.642199999999999
bollinger_lower,atr_trail_2x,83,1,1.0,1.7332,1.7332
bollinger_lower,break_even_at_1r,8,1,0.0,-4.7366,-4.7366
bollinger_lower,break_even_at_1r,10,1,0.0,0.0,0.0
bollinger_lower,break_even_at_1r,11,1,0.0,-6.1846,-6.1846
bollinger_lower,break_even_at_1r,13,3,0.3333333333333333,39.2251,117.6753
bollinger_lower,break_even_at_1r,14,2,0.0,-5.4674,-10.9348
bollinger_lower,break_even_at_1r,24,1,0.0,0.0,0.0
bollinger_lower,break_even_at_1r,28,1,0.0,-7.1421,-7.1421
bollinger_lower,break_even_at_1r,43,2,0.0,-1.65745,-3.3149
bollinger_lower,break_even_at_1r,45,1,0.0,-9.7895,-9.7895
bollinger_lower,break_even_at_1r,46,1,0.0,-4.8698,-4.8698
bollinger_lower,break_even_at_1r,52,2,0.0,-1.9158,-3.8316
bollinger_lower,break_even_at_1r,56,1,0.0,-4.3567,-4.3567
bollinger_lower,break_even_at_1r,58,2,0.0,-3.5997,-7.1994
bollinger_lower,break_even_at_1r,76,5,0.2,2.3714800000000005,11.857400000000002
bollinger_lower,break_even_at_1r,83,1,0.0,-2.3529,-2.3529
bollinger_lower,breakeven_plus_trail,8,1,0.0,-9.4731,-9.4731
bollinger_lower,breakeven_plus_trail,10,1,1.0,8.0218,8.0218
bollinger_lower,breakeven_plus_trail,11,1,0.0,-12.3693,-12.3693
bollinger_lower,breakeven_plus_trail,13,3,1.0,42.751133333333335,128.2534
bollinger_lower,breakeven_plus_trail,14,2,0.5,3.518,7.036
bollinger_lower,breakeven_plus_trail,24,1,0.0,0.0,0.0
bollinger_lower,breakeven_plus_trail,28,1,1.0,24.8782,24.8782
bollinger_lower,breakeven_plus_trail,43,2,0.0,-3.3149,-6.6298
bollinger_lower,breakeven_plus_trail,45,1,0.0,-19.5789,-19.5789
bollinger_lower,breakeven_plus_trail,46,1,1.0,5.4198,5.4198
bollinger_lower,breakeven_plus_trail,52,2,0.0,-3.83155,-7.6631
bollinger_lower,breakeven_plus_trail,56,1,0.0,-8.7135,-8.7135
bollinger_lower,breakeven_plus_trail,58,2,0.5,3.3161,6.6322
bollinger_lower,breakeven_plus_trail,76,5,0.4,5.5501,27.7505
bollinger_lower,breakeven_plus_trail,83,1,1.0,54.5295,54.5295
bollinger_lower,class_time_stop,8,1,0.0,-4.2128,-4.2128
bollinger_lower,class_time_stop,10,1,1.0,10.1544,10.1544
bollinger_lower,class_time_stop,11,1,0.0,-6.5388,-6.5388
bollinger_lower,class_time_stop,13,3,1.0,45.64763333333334,136.9429
bollinger_lower,class_time_stop,14,2,0.5,-0.15024999999999977,-0.30049999999999955
bollinger_lower,class_time_stop,24,1,0.0,-3.5347,-3.5347
bollinger_lower,class_time_stop,28,1,1.0,23.2929,23.2929
bollinger_lower,class_time_stop,43,2,0.0,-4.6661,-9.3322
bollinger_lower,class_time_stop,45,1,0.0,-38.4705,-38.4705
bollinger_lower,class_time_stop,46,1,0.0,-1.3105,-1.3105
bollinger_lower,class_time_stop,52,2,0.0,-0.43145,-0.8629
