exit_method,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,n,win_rate,avg_pnl_pct,total_pnl_pct,sharpe_proxy
atr_trail_1x,neutral,Communication Services,unknown,mid_atr_1_2.5pct,long_ge_11d,5,0.0,-1.4941600000000002,-7.4708000000000006,-5.718991353692546
atr_trail_1x,neutral,Consumer Discretionary,unknown,crisis_atr_ge_5pct,long_ge_11d,6,0.3333333333333333,-2.05235,-12.3141,-1.0588130946310403
atr_trail_1x,neutral,Consumer Discretionary,unknown,high_atr_2.5_5pct,long_ge_11d,7,0.0,-1.9875142857142856,-13.9126,-3.6016950766781757
atr_trail_1x,neutral,Energy,unknown,high_atr_2.5_5pct,long_ge_11d,12,0.25,-1.7298416666666665,-20.7581,-2.7524326476063257
atr_trail_1x,neutral,Energy,unknown,mid_atr_1_2.5pct,long_ge_11d,7,0.2857142857142857,-0.9348714285714286,-6.5441,-1.8429652941684984
atr_trail_1x,neutral,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,22,0.2727272727272727,-1.414040909090909,-31.1089,-3.0135219716396873
atr_trail_1x,neutral,Financials,unknown,mid_atr_1_2.5pct,long_ge_11d,12,0.16666666666666666,-0.8657750000000001,-10.3893,-1.8965216428707936
atr_trail_1x,neutral,Health Care,unknown,crisis_atr_ge_5pct,long_ge_11d,8,0.625,-0.8437,-6.7496,-0.5957316355095716
atr_trail_1x,neutral,Health Care,unknown,crisis_atr_ge_5pct,medium_4_10d,6,0.16666666666666666,-4.1501,-24.9006,-1.8598630805935716
atr_trail_1x,neutral,Health Care,unknown,crisis_atr_ge_5pct,short_le_3d,5,0.0,-13.212959999999999,-66.06479999999999,-1.760467828139867
atr_trail_1x,neutral,Health Care,unknown,high_atr_2.5_5pct,long_ge_11d,7,0.5714285714285714,0.03697142857142856,0.2587999999999999,0.046825698934320245
atr_trail_1x,neutral,Health Care,unknown,mid_atr_1_2.5pct,long_ge_11d,9,0.1111111111111111,-1.0754444444444444,-9.679,-4.152658180623387
atr_trail_1x,neutral,Industrials,unknown,crisis_atr_ge_5pct,long_ge_11d,6,0.5,0.24146666666666686,1.4488000000000012,0.09609676772545399
atr_trail_1x,neutral,Industrials,unknown,high_atr_2.5_5pct,long_ge_11d,11,0.2727272727272727,-1.4352090909090909,-15.7873,-2.017464312115807
atr_trail_1x,neutral,Industrials,unknown,mid_atr_1_2.5pct,long_ge_11d,12,0.16666666666666666,-0.7295416666666666,-8.7545,-1.4130500546406386
atr_trail_1x,neutral,Materials,unknown,crisis_atr_ge_5pct,long_ge_11d,5,0.2,-1.9129800000000003,-9.564900000000002,-1.0296839748644684
atr_trail_1x,neutral,Materials,unknown,crisis_atr_ge_5pct,medium_4_10d,5,0.4,-3.7914000000000003,-18.957,-1.4938599561686359
atr_trail_1x,neutral,Materials,unknown,high_atr_2.5_5pct,long_ge_11d,5,0.2,-1.4647799999999997,-7.323899999999999,-0.8156782946297001
atr_trail_1x,neutral,Unknown,unknown,high_atr_2.5_5pct,long_ge_11d,6,0.3333333333333333,-1.343416666666667,-8.060500000000001,-1.169460493422016
atr_trail_2x,neutral,Communication Services,unknown,mid_atr_1_2.5pct,long_ge_11d,5,0.2,-1.62028,-8.1014,-1.4151556527736915
atr_trail_2x,neutral,Consumer Discretionary,unknown,crisis_atr_ge_5pct,long_ge_11d,6,0.5,-0.45606666666666645,-2.736399999999999,-0.14723021048093432
atr_trail_2x,neutral,Consumer Discretionary,unknown,high_atr_2.5_5pct,long_ge_11d,7,0.42857142857142855,-0.3066999999999999,-2.1468999999999996,-0.13130039926838288
atr_trail_2x,neutral,Energy,unknown,high_atr_2.5_5pct,long_ge_11d,12,0.3333333333333333,-1.0626499999999999,-12.7518,-0.8366529930723139
atr_trail_2x,neutral,Energy,unknown,mid_atr_1_2.5pct,long_ge_11d,7,0.42857142857142855,0.08644285714285734,0.6051000000000013,0.05632661487401576
atr_trail_2x,neutral,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,22,0.2727272727272727,-0.6362727272727273,-13.998000000000001,-0.4218565465469838
atr_trail_2x,neutral,Financials,unknown,mid_atr_1_2.5pct,long_ge_11d,12,0.3333333333333333,0.5068916666666666,6.082699999999999,0.2375407499877932
atr_trail_2x,neutral,Health Care,unknown,crisis_atr_ge_5pct,long_ge_11d,8,0.625,3.369375,26.955,1.2543258463724372
atr_trail_2x,neutral,Health Care,unknown,crisis_atr_ge_5pct,medium_4_10d,6,0.0,-8.10735,-48.6441,-3.8010408537740257
atr_trail_2x,neutral,Health Care,unknown,crisis_atr_ge_5pct,short_le_3d,5,0.2,-13.552520000000001,-67.7626,-1.4952813049461415
atr_trail_2x,neutral,Health Care,unknown,high_atr_2.5_5pct,long_ge_11d,7,0.14285714285714285,-3.079457142857143,-21.5562,-3.5912283086078807
atr_trail_2x,neutral,Health Care,unknown,mid_atr_1_2.5pct,long_ge_11d,9,0.4444444444444444,-0.005411111111111251,-0.048700000000001256,-0.002844826002718631
atr_trail_2x,neutral,Industrials,unknown,crisis_atr_ge_5pct,long_ge_11d,6,0.6666666666666666,6.626,39.756,1.437225642464609
atr_trail_2x,neutral,Industrials,unknown,high_atr_2.5_5pct,long_ge_11d,11,0.2727272727272727,-0.15612727272727278,-1.7174000000000005,-0.08473562124967614
atr_trail_2x,neutral,Industrials,unknown,mid_atr_1_2.5pct,long_ge_11d,12,0.5,2.5552666666666664,30.663199999999996,1.085344793100004
atr_trail_2x,neutral,Materials,unknown,crisis_atr_ge_5pct,long_ge_11d,5,0.6,4.678,23.39,0.7630455531709445
atr_trail_2x,neutral,Materials,unknown,crisis_atr_ge_5pct,medium_4_10d,5,0.2,-8.78052,-43.90259999999999,-1.7905031128785323
atr_trail_2x,neutral,Materials,unknown,high_atr_2.5_5pct,long_ge_11d,5,0.2,-4.06842,-20.3421,-2.2790996065734466
atr_trail_2x,neutral,Unknown,unknown,high_atr_2.5_5pct,long_ge_11d,6,0.16666666666666666,1.4011000000000002,8.406600000000001,0.24987166906583985
break_even_at_1r,neutral,Communication Services,unknown,mid_atr_1_2.5pct,long_ge_11d,5,0.0,-0.99146,-4.9573,-2.220059867813129
break_even_at_1r,neutral,Consumer Discretionary,unknown,crisis_atr_ge_5pct,long_ge_11d,6,0.16666666666666666,-2.284333333333333,-13.706,-1.4417386314731728
break_even_at_1r,neutral,Consumer Discretionary,unknown,high_atr_2.5_5pct,long_ge_11d,7,0.0,-1.4623285714285714,-10.2363,-2.029030767815985
break_even_at_1r,neutral,Energy,unknown,high_atr_2.5_5pct,long_ge_11d,12,0.0,-1.9669583333333334,-23.6035,-3.175885708903756
break_even_at_1r,neutral,Energy,unknown,mid_atr_1_2.5pct,long_ge_11d,7,0.14285714285714285,-0.3286142857142857,-2.3003,-0.3584038185991457
