ticker,strategy,entry_date,direction,entry_price,exit_method,pnl_pct,win,hold_days,exit_price,exit_date,regime_at_entry,sector,confidence_tier,cap_band,vol_band,hold_duration_band,win_loss_outcome,universe_tier,smart_money_signal_present,vix_at_entry,entry_atr_ratio,mae_bucket,mfe_bucket,regime_changed_during_hold,earnings_during_hold,circuit_breaker_active_during_hold,news_sentiment_shift_during_hold,8K_filed_during_hold,day_of_week_at_entry,days_from_quarter_end_at_entry,vix_term_structure,hy_oas_band_at_entry,adv_bucket,volume_rank_within_sector,sector_momentum_vs_spy_at_entry
WMB,cpr_narrow_bullish,2026-01-29,long,67.2578,trailing_15pct,13.1765,True,96,76.12,2026-05-05,neutral,Energy,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1a,no,0.0,0.02108900380327635,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,thu,61,unknown,compressed_lt_3,100_500M,unknown,no_data
CG,cpr_narrow_bullish,2022-05-05,short,38.0141,atr_trail_1x,1.5145,True,8,37.4384,2022-05-13,neutral,Financials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T2,no,0.0,0.05475073722645019,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,thu,56,unknown,no_data,100_500M,unknown,no_data
FLR,cpr_narrow_bullish,2022-05-13,long,27.2107,atr_trail_1x,-6.2869,False,4,25.5,2022-05-17,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.050744743795639216,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,fri,48,unknown,no_data,25_100M,unknown,no_data
LCID,cpr_narrow_bullish,2022-05-19,long,198.1776,atr_trail_1x,-8.8271,False,1,180.6842,2022-05-20,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,T1c,no,0.0,0.08827132834386933,q4_ge_10pct,q1_lt_2pct,no,no,no_data,mid_6_20,no,thu,42,unknown,no_data,100_500M,unknown,no_data
HST,cpr_narrow_bullish,2022-05-05,short,19.6874,atr_trail_1x,-1.5912,False,6,20.0007,2022-05-11,neutral,Real Estate,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.04364212643619777,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,thu,56,unknown,no_data,100_500M,unknown,no_data
SGH,cpr_narrow_bullish,2022-05-26,long,24.5173,atr_trail_1x,-2.8613,False,5,23.8158,2022-05-31,neutral,Unknown,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.044548135398269795,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no_data,thu,35,unknown,no_data,5_25M,unknown,no_data
IFF,cpr_narrow_bullish,2022-05-13,long,131.5643,atr_trail_1x,-3.1898,False,3,127.3676,2022-05-16,neutral,Materials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.03189847093778479,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,fri,48,unknown,no_data,100_500M,unknown,no_data
HOLX,cpr_narrow_bullish,2022-05-13,long,76.4071,atr_trail_1x,0.6655,True,7,76.9156,2022-05-20,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.02779977253422784,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,fri,48,unknown,no_data,100_500M,unknown,no_data
WMB,cpr_narrow_bullish,2022-05-13,long,35.2391,atr_trail_1x,-1.842,False,6,34.59,2022-05-19,neutral,Energy,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.03168639380687929,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,fri,48,unknown,no_data,100_500M,unknown,no_data
PSX,cpr_narrow_bullish,2022-05-05,long,96.217,atr_trail_1x,-3.4281,False,4,92.9186,2022-05-09,neutral,Energy,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1a,no,0.0,0.035760832285354975,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,thu,56,unknown,no_data,100_500M,unknown,no_data
BDX,cpr_narrow_bullish,2022-05-05,long,256.5637,atr_trail_1x,-2.1301,False,1,251.0987,2022-05-06,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.02604460412755195,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,thu,56,unknown,no_data,100_500M,unknown,no_data
LCID,cpr_narrow_bullish,2022-07-01,short,167.3311,atr_trail_1x,-7.963,False,5,180.6557,2022-07-06,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,T1c,no,0.0,0.07963014645813002,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,fri,91,unknown,no_data,100_500M,unknown,no_data
VET,cpr_narrow_bullish,2022-07-06,short,18.805,atr_trail_1x,-8.5685,False,1,20.4163,2022-07-07,neutral,Energy,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,T3,no,0.0,0.08568465833554906,q4_ge_10pct,q1_lt_2pct,no,no,no_data,none,no,wed,86,unknown,no_data,25_100M,unknown,no_data
HBAN,cpr_narrow_bullish,2022-05-16,short,13.1148,atr_trail_1x,-2.6885,False,7,13.4674,2022-05-23,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.033999756000853996,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,45,unknown,no_data,100_500M,unknown,no_data
CG,cpr_narrow_bullish,2022-07-06,short,32.1536,atr_trail_1x,0.8708,True,9,31.8736,2022-07-15,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T2,no,0.0,0.047002512937898096,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,wed,86,unknown,no_data,25_100M,unknown,no_data
XLE,cpr_narrow_bullish,2022-07-11,short,34.1151,atr_trail_1x,-3.3774,False,7,35.2673,2022-07-18,neutral,Energy,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1ETF,no,0.0,0.04563375162318153,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,mon,81,unknown,no_data,ge_500M,unknown,no_data
UUUU,cpr_narrow_bullish,2022-09-08,long,7.9134,atr_trail_1x,-8.1305,False,5,7.27,2022-09-13,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.07349558975914272,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,thu,22,unknown,no_data,25_100M,unknown,no_data
HOLX,cpr_narrow_bullish,2022-07-07,long,71.7744,atr_trail_1x,-2.4807,False,6,69.9939,2022-07-13,neutral,Health Care,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.024806894937470743,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,thu,85,unknown,no_data,100_500M,unknown,no_data
BAC,cpr_narrow_bullish,2022-09-12,long,34.6753,atr_trail_1x,-2.5857,False,2,33.7787,2022-09-14,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.025857022145446468,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,18,unknown,no_data,ge_500M,unknown,no_data
XLE,cpr_narrow_bullish,2022-11-15,long,46.6756,atr_trail_1x,-2.7865,False,2,45.375,2022-11-17,neutral,Energy,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1ETF,no,0.0,0.02624283351472718,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,tue,46,unknown,no_data,ge_500M,unknown,no_data
BAM,cpr_narrow_bullish,2022-11-15,long,46.1428,atr_trail_1x,-3.6532,False,3,44.4571,2022-11-18,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.036532243383583136,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,tue,46,unknown,no_data,100_500M,unknown,no_data
AOS,cpr_narrow_bullish,2022-11-15,long,60.1589,atr_trail_1x,-2.9856,False,2,58.3628,2022-11-17,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.029855931541301454,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,tue,46,unknown,no_data,25_100M,unknown,no_data
NVDA,cpr_narrow_bullish,2022-11-15,long,16.2342,atr_trail_1x,-4.8774,False,3,15.4424,2022-11-18,neutral,Information Technology,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1c,no,0.0,0.0487735767700287,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,tue,46,unknown,no_data,ge_500M,unknown,no_data
CG,cpr_narrow_bullish,2022-11-15,long,29.4154,atr_trail_1x,-4.6017,False,2,28.0618,2022-11-17,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T2,no,0.0,0.04601671233435547,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,tue,46,unknown,no_data,100_500M,unknown,no_data
SGH,cpr_narrow_bullish,2022-11-15,long,17.0665,atr_trail_1x,-4.4913,False,2,16.3,2022-11-17,neutral,Unknown,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.04395160108985439,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no_data,tue,46,unknown,no_data,5_25M,unknown,no_data
BHVN,cpr_narrow_bullish,2023-01-16,long,18.701,atr_trail_1x,-7.1611,False,1,17.3618,2023-01-17,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,unknown,no,0.0,0.07161114378910219,q4_ge_10pct,q1_lt_2pct,no,no,no_data,low_1_5,no,mon,74,unknown,no_data,5_25M,unknown,no_data
IFF,cpr_narrow_bullish,2023-01-16,long,117.0158,atr_trail_1x,-2.808,False,3,113.73,2023-01-19,neutral,Materials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.022138036060087612,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,mon,74,unknown,no_data,100_500M,unknown,no_data
JCI,cpr_narrow_bullish,2022-11-15,long,66.336,atr_trail_1x,-0.6303,False,13,65.9179,2022-11-28,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.02839634587554269,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,tue,46,unknown,no_data,100_500M,unknown,no_data
UUUU,cpr_narrow_bullish,2023-01-16,long,7.0115,atr_trail_1x,-4.3842,False,1,6.7041,2023-01-17,neutral,Materials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.043842259145689226,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,mon,74,unknown,no_data,5_25M,unknown,no_data
RF,cpr_narrow_bullish,2023-01-16,long,22.3939,atr_trail_1x,-2.167,False,2,21.9086,2023-01-18,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.02380112441334471,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,74,unknown,no_data,100_500M,unknown,no_data
FOX,cpr_narrow_bullish,2023-01-16,long,30.4223,atr_trail_1x,-2.2635,False,2,29.7337,2023-01-18,neutral,Communication Services,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1a,no,0.0,0.02263471203689399,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,74,unknown,no_data,25_100M,unknown,no_data
BDX,cpr_narrow_bullish,2023-03-20,long,239.8371,atr_trail_1x,-1.5748,False,3,236.0602,2023-03-23,neutral,Health Care,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.017872964608061054,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,11,unknown,no_data,100_500M,unknown,no_data
COGT,cpr_narrow_bullish,2023-05-22,short,11.0474,atr_trail_1x,-6.2558,False,1,11.7385,2023-05-23,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,T2,no,0.0,0.06255770588554774,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,39,unknown,normal_3_5,5_25M,unknown,no_data
HBAN,cpr_narrow_bullish,2023-05-22,long,10.5899,atr_trail_1x,-3.1777,False,9,10.2534,2023-05-31,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.04009480731640525,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,mon,39,unknown,normal_3_5,100_500M,unknown,no_data
RF,cpr_narrow_bullish,2023-05-22,long,17.5583,atr_trail_1x,-1.5855,False,9,17.2799,2023-05-31,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.03779978699532415,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,mon,39,unknown,normal_3_5,100_500M,unknown,no_data
BAC,cpr_narrow_bullish,2023-07-24,long,32.7972,atr_trail_1x,-2.1907,False,1,32.0787,2023-07-25,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.021907357945190446,q4_ge_10pct,q1_lt_2pct,no,yes,no_data,high_gt_20,no,mon,68,unknown,normal_3_5,ge_500M,unknown,no_data
HBAN,cpr_narrow_bullish,2023-07-24,long,12.3071,atr_trail_1x,-2.6359,False,1,11.9827,2023-07-25,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.02635876851573482,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,no,mon,68,unknown,normal_3_5,100_500M,unknown,no_data
VET,cpr_narrow_bullish,2023-07-24,long,13.5471,atr_trail_1x,-0.5972,False,8,13.4662,2023-08-01,neutral,Energy,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.03372677547224129,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,68,unknown,normal_3_5,5_25M,unknown,no_data
BAM,cpr_narrow_bullish,2023-07-24,long,33.823,atr_trail_1x,-1.0732,False,8,33.46,2023-08-01,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T2,no,0.0,0.020282056588711826,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,mon,68,unknown,normal_3_5,25_100M,unknown,no_data
PSX,cpr_narrow_bullish,2023-07-24,long,106.6291,atr_trail_1x,0.3009,True,2,106.95,2023-07-26,neutral,Energy,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1a,no,0.0,0.02187395373308037,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,68,unknown,normal_3_5,100_500M,unknown,no_data
RF,cpr_narrow_bullish,2023-10-09,short,16.5585,atr_trail_1x,0.5141,True,4,16.4734,2023-10-13,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1a,no,0.0,0.026880454147416737,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,83,unknown,normal_3_5,100_500M,unknown,no_data
BDX,cpr_narrow_bullish,2023-10-09,long,265.3278,atr_trail_1x,-0.9635,False,2,262.7713,2023-10-11,neutral,Health Care,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.01644757918318397,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,mon,83,unknown,normal_3_5,100_500M,unknown,no_data
BHVN,cpr_narrow_bullish,2023-10-09,long,25.5054,atr_trail_1x,2.2712,True,3,26.0847,2023-10-12,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.06253185599912175,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,83,unknown,normal_3_5,25_100M,unknown,no_data
FLR,cpr_narrow_bullish,2024-02-12,long,40.3868,atr_trail_1x,0.5774,True,2,40.62,2024-02-14,neutral,Consumer Discretionary,HIGH,unknown,mid_atr_1_2.5pct,medium_4_10d,loss,unknown,no,0.0,0.024151455426030286,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,48,unknown,normal_3_5,25_100M,unknown,no_data
SGH,cpr_narrow_bullish,2024-02-12,long,21.7675,atr_trail_1x,-3.7758,False,4,20.9456,2024-02-16,neutral,Unknown,HIGH,unknown,high_atr_2.5_5pct,medium_4_10d,loss,unknown,no,0.0,0.03775812564603193,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no_data,mon,48,unknown,normal_3_5,5_25M,unknown,no_data
MORF,cpr_narrow_bullish,2024-02-12,long,38.1509,atr_trail_1x,-3.8875,False,8,36.6678,2024-02-20,neutral,Unknown,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,unknown,no,0.0,0.05057023556456073,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,no_data,mon,48,unknown,normal_3_5,5_25M,unknown,no_data
BHVN,cpr_narrow_bullish,2024-02-12,long,47.111,atr_trail_1x,0.1779,True,8,47.1948,2024-02-20,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T3,no,0.0,0.04812676444991616,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,48,unknown,normal_3_5,25_100M,unknown,no_data
IDYA,cpr_narrow_bullish,2024-02-12,long,45.2427,atr_trail_1x,-0.6652,False,2,44.9418,2024-02-14,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T3,no,0.0,0.03502885548386812,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,yes,mon,48,unknown,normal_3_5,25_100M,unknown,no_data
REZI,cpr_narrow_bullish,2024-02-12,long,17.2453,atr_trail_1x,8.4353,True,2,18.7,2024-02-14,neutral,Consumer Discretionary,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T2,no,0.0,0.024760369491977522,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,yes,mon,48,unknown,normal_3_5,5_25M,unknown,no_data
AOS,cpr_narrow_bullish,2023-10-09,long,70.1295,atr_trail_1x,-1.2398,False,2,69.26,2023-10-11,neutral,Industrials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1a,no,0.0,0.020951240205619608,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,83,unknown,normal_3_5,25_100M,unknown,no_data
CG,cpr_narrow_bullish,2024-02-12,long,44.3165,atr_trail_1x,-2.8506,False,1,43.0532,2024-02-13,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T2,no,0.0,0.028506312547245387,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,48,unknown,normal_3_5,25_100M,unknown,no_data
UUUU,cpr_narrow_bullish,2024-04-15,short,5.981,atr_trail_1x,4.531,True,7,5.71,2024-04-22,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.05069386390235747,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,mon,76,unknown,normal_3_5,5_25M,unknown,no_data
SGH,cpr_narrow_bullish,2024-06-17,long,23.0426,atr_trail_1x,-1.0238,False,1,22.8067,2024-06-18,neutral,Unknown,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,unknown,no,0.0,0.03507416697768481,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,no_data,mon,13,unknown,normal_3_5,5_25M,unknown,no_data
RF,cpr_narrow_bullish,2024-07-17,long,22.0285,atr_trail_1x,-2.0931,False,2,21.5674,2024-07-19,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.02324261751821504,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,wed,75,unknown,normal_3_5,100_500M,unknown,no_data
BDX,cpr_narrow_bullish,2024-06-17,short,232.1901,atr_trail_1x,-1.7362,False,3,236.2213,2024-06-20,neutral,Health Care,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.01736163600429131,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,13,unknown,normal_3_5,100_500M,unknown,no_data
FLR,cpr_narrow_bullish,2024-06-17,long,45.02,atr_trail_1x,-1.781,False,4,44.2182,2024-06-21,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.025681919147045755,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,yes,mon,13,unknown,normal_3_5,25_100M,unknown,no_data
XLE,cpr_narrow_bullish,2024-07-17,long,46.579,atr_trail_1x,-1.3719,False,5,45.94,2024-07-22,neutral,Energy,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1ETF,no,0.0,0.015341677580025333,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,wed,75,unknown,normal_3_5,ge_500M,unknown,no_data
AOS,cpr_narrow_bullish,2024-09-16,long,82.1949,atr_trail_1x,2.2036,True,8,84.0061,2024-09-24,neutral,Industrials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.02148551795792683,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,mon,14,unknown,normal_3_5,25_100M,unknown,no_data
RKLB,cpr_narrow_bullish,2024-11-18,long,19.0797,atr_trail_1x,-0.612,False,1,18.9629,2024-11-19,neutral,Industrials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,T2,no,0.0,0.07768465961204842,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,mon,43,unknown,compressed_lt_3,100_500M,unknown,no_data
PSX,cpr_narrow_bullish,2024-12-02,long,137.3211,atr_trail_1x,-2.0638,False,1,134.487,2024-12-03,neutral,Energy,HIGH,unknown,mid_atr_1_2.5pct,medium_4_10d,loss,T1a,no,0.0,0.020638488913939664,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,29,unknown,compressed_lt_3,100_500M,unknown,no_data
HBAN,cpr_narrow_bullish,2024-11-18,long,17.5435,atr_trail_1x,1.4234,True,14,17.7932,2024-12-02,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.023096873485906458,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,yes,mon,43,unknown,compressed_lt_3,100_500M,unknown,no_data
BAM,cpr_narrow_bullish,2024-09-16,long,45.4654,atr_trail_1x,2.4714,True,3,46.589,2024-09-19,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T2,no,0.0,0.023470595221861016,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,mon,14,unknown,normal_3_5,25_100M,unknown,no_data
BDX,cpr_narrow_bullish,2024-09-16,short,233.2593,atr_trail_1x,-0.9725,False,3,235.5278,2024-09-19,neutral,Health Care,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.017969272822133994,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,14,unknown,normal_3_5,100_500M,unknown,no_data
AOS,cpr_narrow_bullish,2025-05-12,long,70.6155,atr_trail_1x,-2.3833,False,2,68.9325,2025-05-14,neutral,Industrials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.023833294390041847,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,49,unknown,normal_3_5,25_100M,unknown,no_data
TNXP,cpr_narrow_bullish,2025-07-14,long,45.6545,atr_trail_1x,-4.2042,False,8,43.7351,2025-07-22,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.07068963628996047,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,yes,mon,78,unknown,compressed_lt_3,25_100M,unknown,no_data
UUUU,cpr_narrow_bullish,2025-07-14,long,7.1198,atr_trail_1x,-0.2781,False,1,7.1,2025-07-15,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.06168712604286637,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,mon,78,unknown,compressed_lt_3,25_100M,unknown,no_data
MNMD,cpr_narrow_bullish,2025-07-14,long,8.4197,atr_trail_1x,-3.1729,False,2,8.1526,2025-07-16,neutral,Unknown,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.050096796797985677,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no_data,mon,78,unknown,compressed_lt_3,5_25M,unknown,no_data
COGT,cpr_narrow_bullish,2025-07-14,long,11.6422,atr_trail_1x,-6.0942,False,1,10.9327,2025-07-15,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T2,no,0.0,0.0609420899829929,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,mon,78,unknown,compressed_lt_3,25_100M,unknown,no_data
REZI,cpr_narrow_bullish,2025-05-12,long,21.3381,atr_trail_1x,-4.3026,False,9,20.42,2025-05-21,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T2,no,0.0,0.04461971778180812,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,yes,mon,49,unknown,normal_3_5,5_25M,unknown,no_data
HBAN,cpr_narrow_bullish,2025-05-12,long,15.998,atr_trail_1x,-1.5179,False,9,15.7552,2025-05-21,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.030916364545568197,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,yes,mon,49,unknown,normal_3_5,100_500M,unknown,no_data
CG,cpr_narrow_bullish,2025-07-14,long,59.1713,atr_trail_1x,-2.5435,False,1,57.6663,2025-07-15,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T2,no,0.0,0.025434627936178515,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,mon,78,unknown,compressed_lt_3,100_500M,unknown,no_data
CSX,cpr_narrow_bullish,2025-07-14,long,33.9531,atr_trail_1x,-1.7574,False,2,33.3564,2025-07-16,neutral,Industrials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1c,no,0.0,0.017574242116331056,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,78,unknown,compressed_lt_3,100_500M,unknown,no_data
PSX,cpr_narrow_bullish,2025-09-02,long,131.8351,atr_trail_1x,-1.9116,False,8,129.3149,2025-09-10,neutral,Energy,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.021331951809495344,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,tue,28,unknown,compressed_lt_3,100_500M,unknown,no_data
