ticker,strategy,entry_date,direction,entry_price,exit_method,pnl_pct,win,hold_days,exit_price,exit_date,regime_at_entry,sector,confidence_tier,cap_band,vol_band,hold_duration_band,win_loss_outcome,universe_tier,smart_money_signal_present,vix_at_entry,entry_atr_ratio,mae_bucket,mfe_bucket,regime_changed_during_hold,earnings_during_hold,circuit_breaker_active_during_hold,news_sentiment_shift_during_hold,8K_filed_during_hold,day_of_week_at_entry,days_from_quarter_end_at_entry,vix_term_structure,hy_oas_band_at_entry,adv_bucket,volume_rank_within_sector,sector_momentum_vs_spy_at_entry
SGH,stochrsi_oversold,2023-07-24,long,25.4221,trailing_10pct,-4.7679,False,18,24.21,2023-08-11,neutral,Unknown,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.03461948462164809,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no_data,mon,68,unknown,normal_3_5,25_100M,unknown,no_data
REZI,stochrsi_oversold,2023-08-09,long,15.9639,trailing_10pct,-3.6514,False,55,15.381,2023-10-03,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T2,no,0.0,0.03626933268186345,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,wed,52,unknown,normal_3_5,5_25M,unknown,no_data
UUUU,stochrsi_oversold,2023-10-09,long,7.6395,trailing_10pct,1.3155,True,51,7.74,2023-11-29,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.05695398913541462,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,83,unknown,normal_3_5,25_100M,unknown,no_data
BHVN,stochrsi_oversold,2024-11-18,long,45.3068,trailing_10pct,-9.9473,False,7,40.8,2024-11-25,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.05840403648017516,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,mon,43,unknown,compressed_lt_3,25_100M,unknown,no_data
FLR,stochrsi_oversold,2024-12-20,long,50.172,trailing_10pct,-0.8371,False,38,49.752,2025-01-27,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.03583672167742964,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,fri,11,unknown,compressed_lt_3,100_500M,unknown,no_data
GNRC,stochrsi_oversold,2024-12-20,long,155.9803,trailing_10pct,-5.338,False,39,147.654,2025-01-28,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.03292338840225336,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,fri,11,unknown,compressed_lt_3,100_500M,unknown,no_data
IFF,stochrsi_oversold,2024-12-20,long,85.5653,trailing_10pct,-7.7336,False,62,78.948,2025-02-20,neutral,Materials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.02051883181616847,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,fri,11,unknown,compressed_lt_3,100_500M,unknown,no_data
TNXP,stochrsi_oversold,2026-01-05,long,15.2248,trailing_10pct,12.3759,True,25,17.109,2026-01-30,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.07803058168251799,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,85,unknown,compressed_lt_3,5_25M,unknown,no_data
IDYA,stochrsi_oversold,2026-01-29,long,33.0034,trailing_10pct,-6.6551,False,14,30.807,2026-02-12,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.045383202942727116,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,thu,61,unknown,compressed_lt_3,25_100M,unknown,no_data
CCEP,stochrsi_oversold,2025-09-02,long,87.2882,trailing_10pct,13.8608,True,188,99.387,2026-03-09,neutral,Consumer Staples,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1c,no,0.0,0.01840913204763072,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,tue,28,unknown,compressed_lt_3,100_500M,unknown,no_data
VIVO,stochrsi_oversold,2026-03-19,long,2.3465,trailing_10pct,2.28,True,6,2.4,2026-03-25,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,win,unknown,no,0.0,0.8828041764329854,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,thu,12,unknown,normal_3_5,25_100M,unknown,no_data
BHVN,stochrsi_oversold,2026-03-23,long,8.5905,trailing_10pct,-2.4504,False,9,8.38,2026-04-01,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.08848146208020487,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,8,unknown,normal_3_5,5_25M,unknown,no_data
CCEP,stochrsi_oversold,2026-03-23,long,92.4298,trailing_10pct,1.2011,True,43,93.54,2026-05-05,neutral,Consumer Staples,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1c,no,0.0,0.026941527516017562,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,mon,8,unknown,normal_3_5,100_500M,unknown,no_data
UUUU,stochrsi_oversold,2022-05-12,long,5.6955,trailing_5pct,8.7525,True,5,6.194,2022-05-17,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,win,unknown,no,0.0,0.11883065578087963,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,no,thu,49,unknown,no_data,25_100M,unknown,no_data
AWK,stochrsi_oversold,2022-05-05,long,147.0989,trailing_5pct,0.6738,True,36,148.09,2022-06-10,neutral,Utilities,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.02905392222511521,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,thu,56,unknown,no_data,100_500M,unknown,no_data
RF,stochrsi_oversold,2022-05-12,long,20.0923,trailing_5pct,-2.4104,False,8,19.608,2022-05-20,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.03979633989140118,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,thu,49,unknown,no_data,100_500M,unknown,no_data
UUUU,stochrsi_oversold,2022-06-22,long,5.283,trailing_5pct,1.6468,True,2,5.37,2022-06-24,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.10092750331251182,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,wed,8,unknown,no_data,25_100M,unknown,no_data
CG,stochrsi_oversold,2022-06-21,long,31.8537,trailing_5pct,1.7292,True,8,32.4045,2022-06-29,neutral,Financials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,T2,no,0.0,0.05280705224196875,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,tue,9,unknown,no_data,25_100M,unknown,no_data
FLR,stochrsi_oversold,2022-06-22,long,24.2373,trailing_5pct,-5.0,False,1,23.0254,2022-06-23,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,unknown,no,0.0,0.056652349890458094,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,wed,8,unknown,no_data,25_100M,unknown,no_data
SWIM,stochrsi_oversold,2022-07-01,long,6.6746,trailing_5pct,-5.0,False,4,6.3409,2022-07-05,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.10391633955592845,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,fri,91,unknown,no_data,5_25M,unknown,no_data
GNRC,stochrsi_oversold,2022-06-21,long,204.2751,trailing_5pct,3.2013,True,2,210.8145,2022-06-23,neutral,Industrials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,T1a,no,0.0,0.0816340317542373,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,tue,9,unknown,no_data,100_500M,unknown,no_data
BAM,stochrsi_oversold,2022-06-21,long,43.2074,trailing_5pct,0.7883,True,22,43.548,2022-07-13,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,unknown,no,0.0,0.03682471058198364,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,tue,9,unknown,no_data,25_100M,unknown,no_data
PSX,stochrsi_oversold,2022-07-05,long,80.1408,trailing_5pct,-3.7319,False,9,77.15,2022-07-14,neutral,Energy,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,T1a,no,0.0,0.057812000878453916,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,tue,87,unknown,no_data,100_500M,unknown,no_data
SWIM,stochrsi_oversold,2022-09-07,long,5.373,trailing_5pct,-0.9864,False,6,5.32,2022-09-13,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.0984180160059557,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,wed,23,unknown,no_data,lt_5M,unknown,no_data
BDX,stochrsi_oversold,2022-06-21,long,235.9172,trailing_5pct,1.3957,True,21,239.21,2022-07-12,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1a,no,0.0,0.026275744201779267,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,tue,9,unknown,no_data,100_500M,unknown,no_data
BAM,stochrsi_oversold,2022-09-06,long,47.2598,trailing_5pct,3.1818,True,9,48.7635,2022-09-15,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,unknown,no,0.0,0.024955670569913543,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,tue,24,unknown,no_data,25_100M,unknown,no_data
SGH,stochrsi_oversold,2022-09-07,long,17.5573,trailing_5pct,0.4255,True,6,17.632,2022-09-13,neutral,Unknown,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.04387348852044448,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no_data,wed,23,unknown,no_data,5_25M,unknown,no_data
HBAN,stochrsi_oversold,2023-03-20,long,11.16,trailing_5pct,-4.319,False,2,10.678,2023-03-22,neutral,Financials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T1a,no,0.0,0.06865591397849462,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,11,unknown,no_data,100_500M,unknown,no_data
IFF,stochrsi_oversold,2023-05-22,long,83.2685,trailing_5pct,-5.0,False,3,79.1051,2023-05-25,neutral,Materials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.028259185646432924,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,39,unknown,normal_3_5,100_500M,unknown,no_data
SGH,stochrsi_oversold,2023-07-24,long,25.4221,trailing_5pct,0.5228,True,16,25.555,2023-08-09,neutral,Unknown,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.03461948462164809,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no_data,mon,68,unknown,normal_3_5,25_100M,unknown,no_data
REZI,stochrsi_oversold,2023-08-09,long,15.9639,trailing_5pct,1.7013,True,29,16.2355,2023-09-07,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T2,no,0.0,0.03626933268186345,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,wed,52,unknown,normal_3_5,5_25M,unknown,no_data
UUUU,stochrsi_oversold,2023-10-09,long,7.6395,trailing_5pct,-2.7554,False,3,7.429,2023-10-12,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.05695398913541462,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,83,unknown,normal_3_5,25_100M,unknown,no_data
BHVN,stochrsi_oversold,2024-11-18,long,45.3068,trailing_5pct,-9.9473,False,7,40.8,2024-11-25,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.05840403648017516,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,mon,43,unknown,compressed_lt_3,25_100M,unknown,no_data
FLR,stochrsi_oversold,2024-12-20,long,50.172,trailing_5pct,-2.1446,False,19,49.096,2025-01-08,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.03583672167742964,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,fri,11,unknown,compressed_lt_3,100_500M,unknown,no_data
GNRC,stochrsi_oversold,2024-12-20,long,155.9803,trailing_5pct,-0.4426,False,34,155.29,2025-01-23,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.03292338840225336,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,fri,11,unknown,compressed_lt_3,100_500M,unknown,no_data
IFF,stochrsi_oversold,2024-12-20,long,85.5653,trailing_5pct,-5.6978,False,21,80.69,2025-01-10,neutral,Materials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.02051883181616847,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,fri,11,unknown,compressed_lt_3,100_500M,unknown,no_data
TNXP,stochrsi_oversold,2026-01-05,long,15.2248,trailing_5pct,-1.5981,False,7,14.9815,2026-01-12,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.07803058168251799,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,85,unknown,compressed_lt_3,5_25M,unknown,no_data
IDYA,stochrsi_oversold,2026-01-29,long,33.0034,trailing_5pct,-2.4646,False,4,32.19,2026-02-02,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.045383202942727116,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,thu,61,unknown,compressed_lt_3,25_100M,unknown,no_data
CCEP,stochrsi_oversold,2025-09-02,long,87.2882,trailing_5pct,-0.4705,False,31,86.8775,2025-10-03,neutral,Consumer Staples,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1c,no,0.0,0.01840913204763072,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,tue,28,unknown,compressed_lt_3,100_500M,unknown,no_data
VIVO,stochrsi_oversold,2026-03-19,long,2.3465,trailing_5pct,-5.0,False,5,2.2292,2026-03-24,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,win,unknown,no,0.0,0.8828041764329854,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,thu,12,unknown,normal_3_5,25_100M,unknown,no_data
BHVN,stochrsi_oversold,2026-03-23,long,8.5905,trailing_5pct,-2.2176,False,3,8.4,2026-03-26,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.08848146208020487,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,8,unknown,normal_3_5,5_25M,unknown,no_data
CCEP,stochrsi_oversold,2026-03-23,long,92.4298,trailing_5pct,1.5473,True,37,93.86,2026-04-29,neutral,Consumer Staples,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1c,no,0.0,0.026941527516017562,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,mon,8,unknown,normal_3_5,100_500M,unknown,no_data
UUUU,stochrsi_oversold,2022-05-12,long,5.6955,trailing_15pct,9.9113,True,29,6.26,2022-06-10,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,win,unknown,no,0.0,0.11883065578087963,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,no,thu,49,unknown,no_data,25_100M,unknown,no_data
AWK,stochrsi_oversold,2022-05-05,long,147.0989,trailing_15pct,-9.3654,False,40,133.3225,2022-06-14,neutral,Utilities,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.02905392222511521,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,thu,56,unknown,no_data,100_500M,unknown,no_data
RF,stochrsi_oversold,2022-05-12,long,20.0923,trailing_15pct,-6.5488,False,35,18.7765,2022-06-16,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.03979633989140118,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,thu,49,unknown,no_data,100_500M,unknown,no_data
UUUU,stochrsi_oversold,2022-06-22,long,5.283,trailing_15pct,-6.0382,False,8,4.964,2022-06-30,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.10092750331251182,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,wed,8,unknown,no_data,25_100M,unknown,no_data
CG,stochrsi_oversold,2022-06-21,long,31.8537,trailing_15pct,3.8294,True,62,33.0735,2022-08-22,neutral,Financials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,T2,no,0.0,0.05280705224196875,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,tue,9,unknown,no_data,25_100M,unknown,no_data
FLR,stochrsi_oversold,2022-06-22,long,24.2373,trailing_15pct,-0.5768,False,96,24.0975,2022-09-26,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,unknown,no,0.0,0.056652349890458094,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,wed,8,unknown,no_data,25_100M,unknown,no_data
SWIM,stochrsi_oversold,2022-07-01,long,6.6746,trailing_15pct,-15.0,False,12,5.6734,2022-07-13,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.10391633955592845,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,fri,91,unknown,no_data,5_25M,unknown,no_data
GNRC,stochrsi_oversold,2022-06-21,long,204.2751,trailing_15pct,16.7259,True,66,238.442,2022-08-26,neutral,Industrials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,T1a,no,0.0,0.0816340317542373,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,tue,9,unknown,no_data,100_500M,unknown,no_data
BAM,stochrsi_oversold,2022-06-21,long,43.2074,trailing_15pct,5.681,True,93,45.662,2022-09-22,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,unknown,no,0.0,0.03682471058198364,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,tue,9,unknown,no_data,25_100M,unknown,no_data
PSX,stochrsi_oversold,2022-07-05,long,80.1408,trailing_15pct,-0.502,False,73,79.7385,2022-09-16,neutral,Energy,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,T1a,no,0.0,0.057812000878453916,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,tue,87,unknown,no_data,100_500M,unknown,no_data
SWIM,stochrsi_oversold,2022-09-07,long,5.373,trailing_15pct,-10.9343,False,12,4.7855,2022-09-19,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.0984180160059557,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,wed,23,unknown,no_data,lt_5M,unknown,no_data
BDX,stochrsi_oversold,2022-06-21,long,235.9172,trailing_15pct,-3.52,False,98,227.613,2022-09-27,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1a,no,0.0,0.026275744201779267,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,tue,9,unknown,no_data,100_500M,unknown,no_data
BAM,stochrsi_oversold,2022-09-06,long,47.2598,trailing_15pct,-7.6795,False,17,43.6305,2022-09-23,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,unknown,no,0.0,0.024955670569913543,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,tue,24,unknown,no_data,25_100M,unknown,no_data
SGH,stochrsi_oversold,2022-09-07,long,17.5573,trailing_15pct,-10.6924,False,28,15.68,2022-10-05,neutral,Unknown,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.04387348852044448,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no_data,wed,23,unknown,no_data,5_25M,unknown,no_data
HBAN,stochrsi_oversold,2023-03-20,long,11.16,trailing_15pct,-9.8208,False,44,10.064,2023-05-03,neutral,Financials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T1a,no,0.0,0.06865591397849462,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,11,unknown,no_data,100_500M,unknown,no_data
IFF,stochrsi_oversold,2023-05-22,long,83.2685,trailing_15pct,-24.7374,False,78,62.67,2023-08-08,neutral,Materials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.028259185646432924,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,39,unknown,normal_3_5,100_500M,unknown,no_data
SGH,stochrsi_oversold,2023-07-24,long,25.4221,trailing_15pct,-10.6289,False,59,22.72,2023-09-21,neutral,Unknown,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.03461948462164809,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no_data,mon,68,unknown,normal_3_5,25_100M,unknown,no_data
REZI,stochrsi_oversold,2023-08-09,long,15.9639,trailing_15pct,-9.0041,False,71,14.5265,2023-10-19,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T2,no,0.0,0.03626933268186345,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,wed,52,unknown,normal_3_5,5_25M,unknown,no_data
UUUU,stochrsi_oversold,2023-10-09,long,7.6395,trailing_15pct,-4.3131,False,59,7.31,2023-12-07,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.05695398913541462,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,83,unknown,normal_3_5,25_100M,unknown,no_data
BHVN,stochrsi_oversold,2024-11-18,long,45.3068,trailing_15pct,-11.2981,False,24,40.188,2024-12-12,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.05840403648017516,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,mon,43,unknown,compressed_lt_3,25_100M,unknown,no_data
FLR,stochrsi_oversold,2024-12-20,long,50.172,trailing_15pct,-6.3462,False,38,46.988,2025-01-27,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.03583672167742964,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,fri,11,unknown,compressed_lt_3,100_500M,unknown,no_data
GNRC,stochrsi_oversold,2024-12-20,long,155.9803,trailing_15pct,-10.597,False,53,139.451,2025-02-11,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.03292338840225336,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,fri,11,unknown,compressed_lt_3,100_500M,unknown,no_data
IFF,stochrsi_oversold,2024-12-20,long,85.5653,trailing_15pct,-12.8595,False,105,74.562,2025-04-04,neutral,Materials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.02051883181616847,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,fri,11,unknown,compressed_lt_3,100_500M,unknown,no_data
TNXP,stochrsi_oversold,2026-01-05,long,15.2248,trailing_15pct,6.1328,True,30,16.1585,2026-02-04,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.07803058168251799,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,85,unknown,compressed_lt_3,5_25M,unknown,no_data
IDYA,stochrsi_oversold,2026-01-29,long,33.0034,trailing_15pct,-9.6517,False,54,29.818,2026-03-24,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.045383202942727116,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,thu,61,unknown,compressed_lt_3,25_100M,unknown,no_data
CCEP,stochrsi_oversold,2025-09-02,long,87.2882,trailing_15pct,7.5352,True,199,93.8655,2026-03-20,neutral,Consumer Staples,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1c,no,0.0,0.01840913204763072,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,tue,28,unknown,compressed_lt_3,100_500M,unknown,no_data
VIVO,stochrsi_oversold,2026-03-19,long,2.3465,trailing_15pct,2.28,True,6,2.4,2026-03-25,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,win,unknown,no,0.0,0.8828041764329854,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,thu,12,unknown,normal_3_5,25_100M,unknown,no_data
BHVN,stochrsi_oversold,2026-03-23,long,8.5905,trailing_15pct,8.6433,True,37,9.333,2026-04-29,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.08848146208020487,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,8,unknown,normal_3_5,5_25M,unknown,no_data
CCEP,stochrsi_oversold,2026-03-23,long,92.4298,trailing_15pct,1.2011,True,43,93.54,2026-05-05,neutral,Consumer Staples,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1c,no,0.0,0.026941527516017562,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,mon,8,unknown,normal_3_5,100_500M,unknown,no_data
UUUU,stochrsi_oversold,2022-05-12,long,5.6955,atr_trail_1x,2.7074,True,6,5.8497,2022-05-18,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,win,unknown,no,0.0,0.11883065578087963,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,no,thu,49,unknown,no_data,25_100M,unknown,no_data
AWK,stochrsi_oversold,2022-05-05,long,147.0989,atr_trail_1x,-1.5441,False,5,144.8275,2022-05-10,neutral,Utilities,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.02905392222511521,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,thu,56,unknown,no_data,100_500M,unknown,no_data
RF,stochrsi_oversold,2022-05-12,long,20.0923,atr_trail_1x,-1.1821,False,6,19.8548,2022-05-18,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.03979633989140118,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,thu,49,unknown,no_data,100_500M,unknown,no_data
UUUU,stochrsi_oversold,2022-06-22,long,5.283,atr_trail_1x,1.1069,True,7,5.3415,2022-06-29,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.10092750331251182,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,wed,8,unknown,no_data,25_100M,unknown,no_data
