strategy,exit_method,universe_tier,n,win_rate,avg_pnl_pct,total_pnl_pct
bollinger_lower,atr_trail_1x,T1a,7,0.14285714285714285,-1.6157857142857144,-11.310500000000001
bollinger_lower,atr_trail_1x,T1c,2,0.0,-2.65945,-5.3189
bollinger_lower,atr_trail_1x,T2,6,0.5,-0.04849999999999999,-0.2909999999999999
bollinger_lower,atr_trail_1x,T3,2,0.0,-6.76515,-13.5303
bollinger_lower,atr_trail_1x,unknown,8,0.375,-1.2996125,-10.3969
bollinger_lower,atr_trail_2x,T1a,7,0.42857142857142855,-0.9589000000000002,-6.712300000000002
bollinger_lower,atr_trail_2x,T1c,2,0.0,-3.2789,-6.5578
bollinger_lower,atr_trail_2x,T2,6,0.3333333333333333,-1.243283333333333,-7.459699999999999
bollinger_lower,atr_trail_2x,T3,2,0.0,-13.53035,-27.0607
bollinger_lower,atr_trail_2x,unknown,8,0.5,11.9836125,95.8689
bollinger_lower,break_even_at_1r,T1a,7,0.0,-2.5886142857142858,-18.1203
bollinger_lower,break_even_at_1r,T1c,2,0.0,-2.65945,-5.3189
bollinger_lower,break_even_at_1r,T2,6,0.16666666666666666,3.200516666666667,19.203100000000003
bollinger_lower,break_even_at_1r,T3,2,0.0,-6.76515,-13.5303
bollinger_lower,break_even_at_1r,unknown,8,0.125,10.323274999999999,82.58619999999999
bollinger_lower,breakeven_plus_trail,T1a,7,0.42857142857142855,-0.2714999999999999,-1.9004999999999992
bollinger_lower,breakeven_plus_trail,T1c,2,0.0,-5.31885,-10.6377
bollinger_lower,breakeven_plus_trail,T2,6,0.5,6.784249999999999,40.705499999999994
bollinger_lower,breakeven_plus_trail,T3,2,0.0,-13.53035,-27.0607
bollinger_lower,breakeven_plus_trail,unknown,8,0.625,24.6233875,196.9871
bollinger_lower,class_time_stop,T1a,7,0.42857142857142855,2.0884714285714288,14.6193
bollinger_lower,class_time_stop,T1c,2,0.0,-3.52515,-7.0503
bollinger_lower,class_time_stop,T2,6,1.0,26.6139,159.6834
bollinger_lower,class_time_stop,T3,2,0.0,-9.4219,-18.8438
bollinger_lower,class_time_stop,unknown,8,0.5,13.901887499999999,111.21509999999999
bollinger_lower,earnings_blackout,T1a,7,0.7142857142857143,39.56722857142857,276.9706
bollinger_lower,earnings_blackout,T1c,2,1.0,43.35195,86.7039
bollinger_lower,earnings_blackout,T2,6,1.0,400.8813833333333,2405.2882999999997
bollinger_lower,earnings_blackout,T3,2,0.5,71.731,143.462
bollinger_lower,earnings_blackout,unknown,8,0.625,12.420899999999996,99.36719999999997
bollinger_lower,fixed_4r_2r,T1a,7,0.2857142857142857,-2.0418714285714286,-14.293099999999999
