strategy,exit_method,mae_bucket,n,win_rate,avg_pnl_pct,total_pnl_pct
lead_lag_sector_rotation,atr_trail_1x,q4_ge_10pct,5,0.2,-0.9031600000000001,-4.5158000000000005
lead_lag_sector_rotation,atr_trail_2x,q4_ge_10pct,5,0.8,4.0352,20.176
lead_lag_sector_rotation,atr_trail_mae_conditional,q4_ge_10pct,5,0.2,-0.9031600000000001,-4.5158000000000005
lead_lag_sector_rotation,atr_trail_vix_conditional,q4_ge_10pct,5,0.2,-1.01314,-5.0657
lead_lag_sector_rotation,break_even_at_1r,q4_ge_10pct,5,0.4,3.27142,16.3571
lead_lag_sector_rotation,breakeven_plus_trail,q4_ge_10pct,5,1.0,8.31816,41.5908
lead_lag_sector_rotation,chandelier_3x,q4_ge_10pct,5,0.6,4.5004,22.502
lead_lag_sector_rotation,class_time_stop,q4_ge_10pct,5,1.0,7.7649799999999995,38.8249
lead_lag_sector_rotation,earnings_blackout,q4_ge_10pct,5,1.0,7.07502,35.3751
lead_lag_sector_rotation,fixed_4r_2r,q4_ge_10pct,5,1.0,5.007479999999999,25.037399999999998
lead_lag_sector_rotation,hybrid_50pct_target,q4_ge_10pct,5,1.0,6.22794,31.1397
lead_lag_sector_rotation,ma_exit_ema9,q4_ge_10pct,5,0.6,1.03836,5.1918
lead_lag_sector_rotation,mfe_lockin_trail,q4_ge_10pct,5,0.2,-0.8322200000000001,-4.1611
lead_lag_sector_rotation,multi_tier_partial,q4_ge_10pct,5,0.2,-0.87164,-4.3582
lead_lag_sector_rotation,next_pivot_target,q4_ge_10pct,5,1.0,3.25,16.25
lead_lag_sector_rotation,r_multiple_2r,q4_ge_10pct,5,0.4,-0.42966,-2.1483
lead_lag_sector_rotation,r_multiple_3r,q4_ge_10pct,5,0.4,0.10028000000000006,0.5014000000000003
lead_lag_sector_rotation,regime_flip,q4_ge_10pct,5,1.0,6.152559999999999,30.7628
lead_lag_sector_rotation,reverse_signal,q4_ge_10pct,5,0.2,-0.9031600000000001,-4.5158000000000005
lead_lag_sector_rotation,smart_money_reversal,q4_ge_10pct,5,0.2,-0.9031600000000001,-4.5158000000000005
lead_lag_sector_rotation,smc_mitigation_zone,q4_ge_10pct,5,0.2,-0.71668,-3.5834
lead_lag_sector_rotation,time_stop_10d,q4_ge_10pct,5,1.0,3.1780999999999997,15.8905
lead_lag_sector_rotation,time_stop_20d,q4_ge_10pct,5,1.0,6.152559999999999,30.7628
lead_lag_sector_rotation,trailing_10pct,q4_ge_10pct,5,1.0,8.31816,41.5908
lead_lag_sector_rotation,trailing_15pct,q4_ge_10pct,5,1.0,8.31816,41.5908
lead_lag_sector_rotation,trailing_5pct,q4_ge_10pct,5,1.0,6.96016,34.8008
macd_fast_crossover,atr_trail_1x,q4_ge_10pct,7,0.0,-1.2026571428571429,-8.4186
macd_fast_crossover,atr_trail_2x,q4_ge_10pct,7,0.14285714285714285,-1.892585714285714,-13.248099999999999
macd_fast_crossover,atr_trail_mae_conditional,q4_ge_10pct,7,0.0,-1.2026571428571429,-8.4186
macd_fast_crossover,atr_trail_vix_conditional,q4_ge_10pct,7,0.0,-0.9418714285714286,-6.5931
macd_fast_crossover,break_even_at_1r,q4_ge_10pct,7,0.0,-1.0186285714285714,-7.1304
macd_fast_crossover,breakeven_plus_trail,q4_ge_10pct,7,0.14285714285714285,-1.9660285714285715,-13.7622
macd_fast_crossover,chandelier_3x,q4_ge_10pct,7,0.0,-1.1672999999999998,-8.1711
macd_fast_crossover,class_time_stop,q4_ge_10pct,7,0.2857142857142857,-7.932971428571428,-55.5308
macd_fast_crossover,earnings_blackout,q4_ge_10pct,7,0.42857142857142855,-4.452814285714285,-31.1697
macd_fast_crossover,fixed_4r_2r,q4_ge_10pct,7,0.2857142857142857,-1.8706857142857143,-13.0948
