strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
squeeze_breakout,0.0,0.8,inf,0.4
lead_lag_sector_rotation,0.0,0.9,inf,0.2
cpr_narrow_bullish,0.0,0.45,0.8768,0.2
williams_r_oversold,0.0,0.38573999999999997,2.51569,0.2
macd_fast_crossover,0.0,0.34288,0.0517,0.4
po3_bullish,0.0,0.29997,0.7802,0.2
pairs_mean_reversion_short,0.0,0.26664,0.7297,0.4
xs_low_beta_long,0.0,0.225,0.3403,0.2
macd_crossover,0.0,0.0,0.0,0.4
golden_cross_9_21,0.0,0.0,0.0,0.2
monthly_bias_momentum_long,0.0,0.0,0.0,0.4
xs_momentum_quality_combined,0.0,0.0,0.0,0.4
po3_htf_aligned_long,0.0,0.0,0.0,0.2
hull_rsi,0.0,0.0,0.0,0.4
ichimoku_cloud_breakout,0.0,0.0,0.0,0.4
supertrend_macd,0.0,0.0,0.0,0.4
cpr_narrow_momentum,0.0,0.0,0.0,0.4
supertrend_ichimoku_adx,0.0,0.0,0.0,0.2
52wh_break_retest,0.0,0.0,0.0,0.2
break_retest_confluence,0.0,0.0,0.0,0.2
institutional_buy_momentum_long,0.0,0.0,0.0,0.4
institutional_breakout_confirmation_long,0.0,0.0,0.0,0.4
halloween_seasonal_long,0.0,0.0,0.0,0.2
