strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,actual_fire_rate,composite_score,recommended
williams_r_oversold,trailing_5pct,7,0.8571,7.8738,4.6137,32.296,0.0,29.3,0.7143,94.28,True
williams_r_oversold,atr_trail_2x,7,0.8571,3.3416,2.7367,19.157,0.0,23.9,1.0,94.28,False
williams_r_oversold,hybrid_50pct_target,7,0.8571,3.5573,3.6533,25.5728,0.0,33.3,0.5714,94.28,False
williams_r_oversold,next_pivot_target,7,0.8571,1.8891,1.303,9.1209,0.0,10.4,1.0,90.96,False
williams_r_oversold,class_time_stop,7,0.7143,2.1758,3.5226,24.6584,-0.0577,36.0,1.0,88.49,False
williams_r_oversold,fixed_4r_2r,7,0.7143,4.5189,4.2893,30.0249,-0.3514,21.6,0.8571,88.04,False
williams_r_oversold,trailing_10pct,7,0.7143,3.5406,3.8508,26.9556,-0.3514,37.6,0.2857,88.04,False
williams_r_oversold,earnings_blackout,7,0.8571,1.7614,2.5612,17.9285,0.0,34.6,1.0,87.13,False
williams_r_oversold,trailing_15pct,7,0.7143,1.9296,2.8162,19.7132,-0.3514,40.7,0.1429,85.93,False
williams_r_oversold,breakeven_plus_trail,7,0.5714,5.5021,4.7631,33.3414,0.0,34.4,0.4286,82.86,False
williams_r_oversold,reverse_signal,7,0.8571,1.382,0.8934,6.2537,0.0,17.4,1.0,75.74,False
williams_r_oversold,time_stop_10d,7,0.7143,1.4229,0.7607,5.325,-0.9909,15.0,1.0,69.77,False
williams_r_oversold,time_stop_20d,7,0.7143,0.9497,-0.1527,-1.0692,-0.0587,29.0,1.0,58.48,False
williams_r_oversold,regime_flip,7,0.7143,0.9497,-0.1527,-1.0692,-0.0587,29.0,1.0,58.48,False
williams_r_oversold,chandelier_3x,7,0.1429,1.0617,0.0373,0.2609,-4.0439,5.1,1.0,31.5,False
williams_r_oversold,smc_mitigation_zone,7,0.1429,0.2377,-0.4894,-3.4261,-3.7608,1.0,1.0,30.07,False
williams_r_oversold,ma_exit_ema9,7,0.1429,0.309,-0.4887,-3.4212,-4.2175,1.1,1.0,29.39,False
williams_r_oversold,r_multiple_3r,7,0.2857,0.9553,-0.0758,-0.5308,-8.075,5.7,1.0,29.32,False
williams_r_oversold,r_multiple_2r,7,0.2857,0.6369,-0.6163,-4.3138,-8.075,4.1,1.0,29.32,False
williams_r_oversold,break_even_at_1r,7,0.1429,0.0428,-1.6469,-11.5283,-8.2386,6.9,1.0,23.36,False
williams_r_oversold,multi_tier_partial,7,0.1429,0.0402,-1.6579,-11.605,-8.9942,2.6,1.0,22.22,False
williams_r_oversold,atr_trail_vix_conditional,7,0.0,0.0,-1.3681,-9.5769,-7.3337,2.3,1.0,19.0,False
williams_r_oversold,mfe_lockin_trail,7,0.0,0.0,-1.7702,-12.3914,-9.2947,2.6,1.0,16.06,False
williams_r_oversold,atr_trail_mae_conditional,7,0.0,0.0,-1.7702,-12.3914,-9.2947,2.6,1.0,16.06,False
williams_r_oversold,smart_money_reversal,7,0.0,0.0,-1.7702,-12.3914,-9.2947,2.6,1.0,16.06,False
williams_r_oversold,atr_trail_1x,7,0.0,0.0,-1.7702,-12.3914,-9.2947,2.6,1.0,16.06,False
macd_fast_crossover,smc_mitigation_zone,7,0.2857,0.3326,-0.2492,-1.7445,-1.8568,2.7,1.0,38.64,True
macd_fast_crossover,multi_tier_partial,7,0.2857,0.1403,-0.838,-5.8662,-3.6899,4.9,1.0,35.89,False
macd_fast_crossover,fixed_4r_2r,7,0.2857,0.134,-1.8707,-13.0948,-8.5559,13.3,0.5714,28.59,False
macd_fast_crossover,time_stop_20d,7,0.4286,0.1224,-3.5366,-24.7561,-12.7008,25.4,1.0,28.09,False
macd_fast_crossover,regime_flip,7,0.4286,0.1224,-3.5366,-24.7561,-12.7008,25.4,1.0,28.09,False
macd_fast_crossover,next_pivot_target,7,0.2857,0.1063,-1.9304,-13.5129,-8.974,9.3,0.7143,27.97,False
macd_fast_crossover,trailing_10pct,7,0.4286,0.1178,-3.5972,-25.1805,-16.2676,25.7,0.2857,22.74,False
macd_fast_crossover,break_even_at_1r,7,0.0,0.0,-1.0186,-7.1304,-4.8609,4.9,1.0,22.71,False
macd_fast_crossover,atr_trail_vix_conditional,7,0.0,0.0,-0.9419,-6.5931,-4.9684,2.6,1.0,22.55,False
macd_fast_crossover,atr_trail_2x,7,0.1429,0.093,-1.8926,-13.2481,-8.8654,10.9,0.7143,22.42,False
macd_fast_crossover,trailing_15pct,7,0.4286,0.0987,-4.3867,-30.7072,-16.8198,29.6,0.1429,21.91,False
macd_fast_crossover,hybrid_50pct_target,7,0.4286,0.0565,-8.0306,-56.2139,-16.8198,32.7,0.0,21.91,False
macd_fast_crossover,breakeven_plus_trail,7,0.1429,0.0898,-1.966,-13.7622,-9.2233,12.0,0.7143,21.88,False
macd_fast_crossover,ma_exit_ema9,7,0.0,0.0,-1.1359,-7.9511,-5.8103,3.0,1.0,21.28,False
macd_fast_crossover,reverse_signal,7,0.0,0.0,-1.2027,-8.4186,-6.2423,5.4,1.0,20.64,False
macd_fast_crossover,smart_money_reversal,7,0.0,0.0,-1.2027,-8.4186,-6.2423,5.4,1.0,20.64,False
macd_fast_crossover,mfe_lockin_trail,7,0.0,0.0,-1.2027,-8.4186,-6.2423,5.4,1.0,20.64,False
macd_fast_crossover,atr_trail_mae_conditional,7,0.0,0.0,-1.2027,-8.4186,-6.2423,5.4,1.0,20.64,False
macd_fast_crossover,atr_trail_1x,7,0.0,0.0,-1.2027,-8.4186,-6.2423,5.4,1.0,20.64,False
macd_fast_crossover,earnings_blackout,7,0.4286,0.0974,-4.4528,-31.1697,-17.6772,28.3,0.8571,20.63,False
macd_fast_crossover,trailing_5pct,7,0.2857,0.0954,-2.7441,-19.2085,-14.24,16.4,0.5714,20.07,False
macd_fast_crossover,r_multiple_3r,7,0.0,0.0,-1.4293,-10.005,-7.7355,6.4,1.0,18.4,False
macd_fast_crossover,r_multiple_2r,7,0.0,0.0,-1.4293,-10.005,-7.7355,6.4,1.0,18.4,False
macd_fast_crossover,chandelier_3x,7,0.0,0.0,-1.1673,-8.1711,-8.0531,3.0,1.0,17.92,False
macd_fast_crossover,class_time_stop,7,0.2857,0.0352,-7.933,-55.5308,-19.2493,29.3,1.0,12.55,False
macd_fast_crossover,time_stop_10d,7,0.1429,0.0339,-3.3732,-23.6126,-16.7065,13.4,1.0,10.66,False
po3_bullish,trailing_10pct,6,0.8333,8.0541,2.424,14.5442,-2.0618,28.7,0.0,90.24,False
po3_bullish,trailing_15pct,6,0.8333,8.0541,2.424,14.5442,-2.0618,28.7,0.0,90.24,False
po3_bullish,hybrid_50pct_target,6,0.8333,5.7463,1.631,9.7859,-2.0618,26.3,0.1667,90.24,False
po3_bullish,regime_flip,6,0.8333,4.4435,1.1833,7.0998,-2.0618,21.2,1.0,90.24,True
po3_bullish,time_stop_20d,6,0.8333,4.4435,1.1833,7.0998,-2.0618,21.2,1.0,90.24,False
po3_bullish,earnings_blackout,6,0.8333,8.0541,2.424,14.5442,-2.0618,28.7,0.8333,90.24,False
po3_bullish,class_time_stop,6,0.6667,3.3394,1.4653,8.792,-2.0618,28.2,1.0,83.58,False
po3_bullish,breakeven_plus_trail,6,0.3333,2.3865,1.0278,6.167,-2.0618,15.3,0.5,70.24,False
po3_bullish,trailing_5pct,6,0.5,1.2675,0.5339,3.2034,-7.6678,20.3,0.5,46.52,False
po3_bullish,multi_tier_partial,6,0.5,0.2658,-0.767,-4.6018,-4.3804,3.0,1.0,43.43,False
po3_bullish,next_pivot_target,6,0.5,0.241,-1.2615,-7.5689,-5.816,6.7,0.8333,41.28,False
po3_bullish,atr_trail_2x,6,0.3333,0.6957,-0.4859,-2.9157,-3.6313,13.0,0.6667,37.89,False
po3_bullish,chandelier_3x,6,0.3333,0.6251,-0.8409,-5.0456,-4.9936,15.3,0.6667,35.84,False
po3_bullish,fixed_4r_2r,6,0.3333,0.5321,-1.1135,-6.6809,-5.816,13.0,0.6667,34.61,False
po3_bullish,time_stop_10d,6,0.3333,0.1681,-1.6029,-9.6172,-6.7515,13.2,1.0,33.2,False
po3_bullish,atr_trail_vix_conditional,6,0.1667,0.0786,-0.5699,-3.4195,-2.8164,1.8,1.0,32.44,False
po3_bullish,ma_exit_ema9,6,0.1667,0.1444,-0.7318,-4.3908,-3.4942,7.0,0.8333,31.43,False
po3_bullish,smc_mitigation_zone,6,0.1667,0.0299,-0.9892,-5.9355,-5.0575,2.7,1.0,29.08,False
po3_bullish,mfe_lockin_trail,6,0.1667,0.0281,-1.0561,-6.3364,-5.4584,3.0,1.0,28.48,False
po3_bullish,atr_trail_mae_conditional,6,0.1667,0.0281,-1.0561,-6.3364,-5.4584,3.0,1.0,28.48,False
po3_bullish,reverse_signal,6,0.1667,0.0281,-1.0561,-6.3364,-5.4584,3.0,1.0,28.48,False
po3_bullish,smart_money_reversal,6,0.1667,0.0281,-1.0561,-6.3364,-5.4584,3.0,1.0,28.48,False
po3_bullish,atr_trail_1x,6,0.1667,0.0281,-1.0561,-6.3364,-5.4584,3.0,1.0,28.48,False
po3_bullish,r_multiple_2r,6,0.1667,0.2739,-1.2278,-7.367,-6.2575,4.5,1.0,27.28,False
po3_bullish,r_multiple_3r,6,0.1667,0.4108,-0.9963,-5.9778,-6.2575,7.0,1.0,27.28,False
po3_bullish,break_even_at_1r,6,0.0,0.0,-1.1086,-6.6515,-5.4584,3.5,1.0,21.81,False
lead_lag_sector_rotation,trailing_5pct,5,1.0,999.0,6.9602,34.8008,0.0,31.6,0.2,100.0,False
lead_lag_sector_rotation,trailing_10pct,5,1.0,999.0,8.3182,41.5908,0.0,34.6,0.0,100.0,False
lead_lag_sector_rotation,breakeven_plus_trail,5,1.0,999.0,8.3182,41.5908,0.0,34.6,0.0,100.0,False
lead_lag_sector_rotation,hybrid_50pct_target,5,1.0,999.0,6.2279,31.1397,0.0,34.6,0.0,100.0,False
lead_lag_sector_rotation,regime_flip,5,1.0,999.0,6.1526,30.7628,0.0,26.4,1.0,100.0,True
lead_lag_sector_rotation,time_stop_20d,5,1.0,999.0,6.1526,30.7628,0.0,26.4,1.0,100.0,False
lead_lag_sector_rotation,next_pivot_target,5,1.0,999.0,3.25,16.25,0.0,13.8,0.6,100.0,False
lead_lag_sector_rotation,time_stop_10d,5,1.0,999.0,3.1781,15.8905,0.0,15.2,1.0,100.0,False
lead_lag_sector_rotation,fixed_4r_2r,5,1.0,999.0,5.0075,25.0374,0.0,20.6,0.6,100.0,False
lead_lag_sector_rotation,trailing_15pct,5,1.0,999.0,8.3182,41.5908,0.0,34.6,0.0,100.0,False
lead_lag_sector_rotation,earnings_blackout,5,1.0,999.0,7.075,35.3751,0.0,29.8,1.0,100.0,False
lead_lag_sector_rotation,class_time_stop,5,1.0,999.0,7.765,38.8249,0.0,34.2,1.0,100.0,False
lead_lag_sector_rotation,atr_trail_2x,5,0.8,7.4407,4.0352,20.176,-3.1326,21.6,0.6,87.3,False
lead_lag_sector_rotation,ma_exit_ema9,5,0.6,6.2703,1.0384,5.1918,-0.3125,4.8,1.0,83.53,False
lead_lag_sector_rotation,chandelier_3x,5,0.6,5.832,4.5004,22.502,-3.1326,23.6,0.6,79.3,False
lead_lag_sector_rotation,break_even_at_1r,5,0.4,5.0893,3.2714,16.3571,-4.0,20.4,0.6,70.0,False
lead_lag_sector_rotation,r_multiple_3r,5,0.4,1.0703,0.1003,0.5014,-7.1326,10.8,1.0,37.41,False
lead_lag_sector_rotation,r_multiple_2r,5,0.4,0.6988,-0.4297,-2.1483,-7.1326,8.6,1.0,35.3,False
lead_lag_sector_rotation,smc_mitigation_zone,5,0.2,0.0442,-0.7167,-3.5834,-3.0766,2.0,1.0,33.39,False
lead_lag_sector_rotation,atr_trail_mae_conditional,5,0.2,0.2379,-0.9032,-4.5158,-4.7641,6.6,1.0,30.85,False
lead_lag_sector_rotation,mfe_lockin_trail,5,0.2,0.2978,-0.8322,-4.1611,-4.7641,5.6,1.0,30.85,False
lead_lag_sector_rotation,atr_trail_vix_conditional,5,0.2,0.1117,-1.0131,-5.0657,-4.7641,4.0,1.0,30.85,False
lead_lag_sector_rotation,smart_money_reversal,5,0.2,0.2379,-0.9032,-4.5158,-4.7641,6.6,1.0,30.85,False
lead_lag_sector_rotation,multi_tier_partial,5,0.2,0.2645,-0.8716,-4.3582,-4.7641,6.6,1.0,30.85,False
lead_lag_sector_rotation,reverse_signal,5,0.2,0.2379,-0.9032,-4.5158,-4.7641,6.6,1.0,30.85,False
lead_lag_sector_rotation,atr_trail_1x,5,0.2,0.2379,-0.9032,-4.5158,-4.7641,6.6,1.0,30.85,False
