strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
williams_r_oversold,Health Care,high_volatility,2L/0S,2,1.0,0.3424,1.0,True,inf,11.5002,999.0,11.5002,0.0,0.0,23.0003,2.561,80.414,999.0,,,insufficient_sample,300,False,50.0,0.0,50.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,2.561,2.55,2.539,2.516,0.5843,2,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",132.0,15.8875,7.1129,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_34.2pct_may_be_random']",momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
htf_aligned_breakout_short,Information Technology,high_volatility,0L/3S,3,0.6667,0.2077,0.9385,True,0.7623,-0.2286,0.3811,1.0995,-2.8847,-2.8847,-0.6858,-0.32,-1.763,-0.257,,,insufficient_sample,100,False,33.33,0.0,33.33,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.32,-0.39,-0.46,-0.6,0.9004,2,True,ok,-0.832,"{'full_kelly_pct': -20.79, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",24.0,1.3445,-2.8847,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_66.7pct_exceeds_audit_threshold', 'ci_lower_20.8pct_may_be_random']",multi_timeframe,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
htf_aligned_breakout_long,Health Care,high_volatility,2L/0S,2,0.5,0.0945,0.9055,True,4.3828,8.3003,4.3828,21.508,-4.9074,0.0,16.6006,1.237,11.858,4.71,,,insufficient_sample,100,False,50.0,0.0,50.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,1.237,1.23,1.222,1.208,0.4589,1,False,ok,0.0,"{'full_kelly_pct': 38.59, 'quarter_kelly_pct': 9.65, 'note': 'tier_may_be_undersizing'}",32.5,21.508,-4.9074,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_4.38_exceeds_audit_threshold', 'ci_lower_9.4pct_may_be_random']",multi_timeframe,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
smc_inverse_fvg,Energy,high_volatility,1L/1S,2,0.5,0.0945,0.9055,True,1.5027,2.5928,1.5027,15.5014,-10.3158,-10.3158,5.1856,0.415,2.667,0.735,,,insufficient_sample,100,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,0.415,0.407,0.399,0.383,0.52,1,True,ok,2.147,"{'full_kelly_pct': 16.73, 'quarter_kelly_pct': 4.18, 'note': 'reasonable'}",29.5,15.5014,-10.3158,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.50_exceeds_audit_threshold', 'ci_lower_9.4pct_may_be_random']",smc,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
hull_rsi,Consumer Discretionary,medium_volatility,1L/1S,2,0.5,0.0945,0.9055,True,0.6486,-1.3177,0.6486,4.8655,-7.501,-7.501,-2.6355,-0.369,-3.168,-0.43,,,insufficient_sample,300,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.369,-0.383,-0.397,-0.425,0.6651,1,True,ok,-1.054,"{'full_kelly_pct': -27.08, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",42.0,4.8655,-7.501,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_9.4pct_may_be_random'],momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cmf_flip,Financials,medium_volatility,2L/0S,2,0.5,0.0945,0.9055,True,0.4552,-0.6151,0.4552,1.0278,-2.258,0.0,-1.2302,-0.453,-4.648,-0.466,,,insufficient_sample,300,False,100.0,50.0,50.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.453,-0.49,-0.527,-0.601,0.9308,1,True,ok,0.0,"{'full_kelly_pct': -59.85, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",86.0,1.0278,-2.258,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_9.4pct_may_be_random'],mean_reversion,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
monthly_bias_momentum_long,Energy,high_volatility,17L/0S,17,0.4706,0.2616,0.6904,True,2.6607,3.5268,2.9933,12.007,-4.0113,-15.3718,59.955,0.534,11.038,2.411,,,insufficient_sample,100,False,35.29,23.53,11.76,0.0,0.5,0.4545,0.0455,ok,,,,insufficient_sample,,,,insufficient_sample,0.534,0.526,0.519,0.504,0.5584,8,True,ok,0.872,"{'full_kelly_pct': 29.37, 'quarter_kelly_pct': 7.34, 'note': 'reasonable'}",66.3,41.3749,-7.4395,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_2.66_exceeds_audit_threshold', 'ci_lower_26.2pct_may_be_random']",multi_timeframe,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
stochrsi_oversold,Health Care,high_volatility,5L/0S,5,0.4,0.1176,0.7693,True,1.4575,1.2075,2.1862,9.6174,-4.3991,-7.6956,6.0377,0.268,4.488,0.944,,,insufficient_sample,300,False,100.0,100.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,0.268,0.257,0.246,0.224,0.6646,2,True,ok,0.686,"{'full_kelly_pct': 12.56, 'quarter_kelly_pct': 3.14, 'note': 'reasonable'}",57.6,16.8441,-6.4178,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_11.8pct_may_be_random'],momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cpr_narrow_bullish,Information Technology,high_volatility,27L/4S,31,0.3871,0.2373,0.5618,True,0.9634,-0.1331,1.5253,9.0394,-5.9262,-46.4801,-4.1253,-0.031,-0.215,-0.076,-0.031,0.434,low_confidence,150,False,25.81,6.45,9.68,9.68,0.25,0.4348,-0.1848,ok,-2.2838,0.1772,False,non_stationary_edge_may_erode,3.2677,0.0536,False,no_structural_break,-0.031,-0.043,-0.054,-0.077,0.6412,12,True,ok,-0.015,"{'full_kelly_pct': -1.47, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",48.8,28.0133,-11.0101,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_23.7pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
smc_liquidity_sweep_reversal,Financials,medium_volatility,2L/1S,3,0.3333,0.0615,0.7923,True,0.7327,-0.9609,1.4653,7.9,-5.3913,-1.0613,-2.8827,-0.372,-1.748,-0.535,,,insufficient_sample,100,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.372,-0.391,-0.411,-0.449,0.5782,1,True,ok,-10.53,"{'full_kelly_pct': -12.16, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",21.7,7.9,-9.7214,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_6.2pct_may_be_random'],smc,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
