strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
williams_r_oversold,0.0,0.9,inf,0.2
htf_aligned_breakout_short,0.0,0.53336,0.7623,0.4
htf_aligned_breakout_long,0.0,0.4,3.7062399999999998,0.4
smc_inverse_fvg,0.0,0.45,1.4524299999999999,0.2
hull_rsi,0.0,0.4,0.6486,0.4
cmf_flip,0.0,0.45,0.4552,0.2
monthly_bias_momentum_long,0.0,0.37648000000000004,2.32856,0.4
stochrsi_oversold,0.0,0.32000000000000006,1.366,0.4
cpr_narrow_bullish,0.0,0.34839000000000003,0.9634,0.2
smc_liquidity_sweep_reversal,0.0,0.29997,0.7327,0.2
po3_bullish,0.0,0.27,0.4369,0.2
smc_choch_reversal,0.0,0.25713,0.6821,0.2
bollinger_lower,0.0,0.25713,0.1727,0.2
avwap_50_reclaim,0.0,0.225,0.3735,0.2
po3_bearish,0.0,0.20772000000000002,0.4701,0.2
xs_momentum_top_decile,0.0,0.17776000000000003,0.956,0.4
avwap_252_breakout,0.0,0.16000000000000003,0.5091,0.4
bollinger_tight,0.0,0.18000000000000002,0.3131,0.2
smc_ote_long,0.0,0.0,0.0,0.2
rsi_oversold,0.0,0.0,0.0,0.4
smc_bos_continuation,0.0,0.0,0.0,0.2
buyback_8k_recent_long,0.0,0.0,0.0,0.2
pivot_r1_breakout,0.0,0.0,0.0,0.4
smc_order_block_bounce,0.0,0.0,0.0,0.2
ultimate_oscillator,0.0,0.0,0.0,0.2
prev_day_low_bounce,0.0,0.0,0.0,0.2
smc_bos_retest_entry,0.0,0.0,0.0,0.2
macd_fast_crossover,0.0,0.0,0.0,0.4
orb_stocks_in_play_short,0.0,0.0,0.0,0.2
