strategy,exit_method,vix_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_252_breakout,atr_trail_1x,22.79,1,0.0,-1.3072,-1.3072
avwap_252_breakout,atr_trail_1x,30.15,1,1.0,3.559,3.559
avwap_252_breakout,atr_trail_1x,31.2,2,0.5,0.13199999999999998,0.26399999999999996
avwap_252_breakout,atr_trail_1x,33.32,1,0.0,-3.2036,-3.2036
avwap_252_breakout,atr_trail_2x,22.79,1,0.0,-4.4993,-4.4993
avwap_252_breakout,atr_trail_2x,30.15,1,0.0,-0.1005,-0.1005
avwap_252_breakout,atr_trail_2x,31.2,2,0.5,0.7889,1.5778
avwap_252_breakout,atr_trail_2x,33.32,1,0.0,-3.5414,-3.5414
avwap_252_breakout,atr_trail_mae_conditional,22.79,1,0.0,-1.3072,-1.3072
avwap_252_breakout,atr_trail_mae_conditional,30.15,1,1.0,3.559,3.559
avwap_252_breakout,atr_trail_mae_conditional,31.2,2,0.5,0.13199999999999998,0.26399999999999996
avwap_252_breakout,atr_trail_mae_conditional,33.32,1,0.0,-3.2036,-3.2036
avwap_252_breakout,atr_trail_vix_conditional,22.79,1,0.0,-2.9033,-2.9033
avwap_252_breakout,atr_trail_vix_conditional,30.15,1,1.0,1.7292,1.7292
avwap_252_breakout,atr_trail_vix_conditional,31.2,2,1.0,2.50245,5.0049
avwap_252_breakout,atr_trail_vix_conditional,33.32,1,0.0,-1.9464,-1.9464
avwap_252_breakout,break_even_at_1r,22.79,1,0.0,-3.1033,-3.1033
avwap_252_breakout,break_even_at_1r,30.15,1,0.0,0.0,0.0
avwap_252_breakout,break_even_at_1r,31.2,2,0.0,-0.06525,-0.1305
avwap_252_breakout,break_even_at_1r,33.32,1,0.0,-3.2036,-3.2036
avwap_252_breakout,breakeven_plus_trail,22.79,1,0.0,-6.2067,-6.2067
avwap_252_breakout,breakeven_plus_trail,30.15,1,0.0,0.0,0.0
avwap_252_breakout,breakeven_plus_trail,31.2,2,0.0,0.0,0.0
avwap_252_breakout,breakeven_plus_trail,33.32,1,0.0,0.0,0.0
avwap_252_breakout,chandelier_3x,22.79,1,0.0,-4.8318,-4.8318
avwap_252_breakout,chandelier_3x,30.15,1,0.0,-1.963,-1.963
avwap_252_breakout,chandelier_3x,31.2,2,0.5,0.54765,1.0953
avwap_252_breakout,chandelier_3x,33.32,1,0.0,-0.5635,-0.5635
avwap_252_breakout,class_time_stop,22.79,1,1.0,4.1191,4.1191
avwap_252_breakout,class_time_stop,30.15,1,1.0,2.7971,2.7971
avwap_252_breakout,class_time_stop,31.2,2,1.0,6.67095,13.3419
avwap_252_breakout,class_time_stop,33.32,1,1.0,2.0556,2.0556
avwap_252_breakout,earnings_blackout,22.79,1,1.0,4.4266,4.4266
avwap_252_breakout,earnings_blackout,30.15,1,0.0,-3.8516,-3.8516
avwap_252_breakout,earnings_blackout,31.2,2,0.0,-19.022,-38.044
avwap_252_breakout,earnings_blackout,33.32,1,0.0,-16.6317,-16.6317
avwap_252_breakout,fixed_4r_2r,22.79,1,0.0,-6.2067,-6.2067
avwap_252_breakout,fixed_4r_2r,30.15,1,1.0,16.451,16.451
avwap_252_breakout,fixed_4r_2r,31.2,2,0.5,3.5281499999999997,7.056299999999999
avwap_252_breakout,fixed_4r_2r,33.32,1,1.0,12.8143,12.8143
avwap_252_breakout,hybrid_50pct_target,22.79,1,1.0,7.6929,7.6929
avwap_252_breakout,hybrid_50pct_target,30.15,1,1.0,7.395,7.395
avwap_252_breakout,hybrid_50pct_target,31.2,2,1.0,7.8885499999999995,15.777099999999999
avwap_252_breakout,hybrid_50pct_target,33.32,1,1.0,5.0182,5.0182
avwap_252_breakout,ma_exit_ema9,22.79,1,0.0,-2.3173,-2.3173
avwap_252_breakout,ma_exit_ema9,30.15,1,0.0,-2.1922,-2.1922
avwap_252_breakout,ma_exit_ema9,31.2,2,1.0,0.83975,1.6795
avwap_252_breakout,ma_exit_ema9,33.32,1,0.0,-0.8559,-0.8559
avwap_252_breakout,mfe_lockin_trail,22.79,1,0.0,-1.3072,-1.3072
avwap_252_breakout,mfe_lockin_trail,30.15,1,1.0,5.0513,5.0513
avwap_252_breakout,mfe_lockin_trail,31.2,2,0.5,0.13199999999999998,0.26399999999999996
avwap_252_breakout,mfe_lockin_trail,33.32,1,0.0,-3.2036,-3.2036
avwap_252_breakout,multi_tier_partial,22.79,1,0.0,-1.3072,-1.3072
avwap_252_breakout,multi_tier_partial,30.15,1,1.0,4.8754,4.8754
avwap_252_breakout,multi_tier_partial,31.2,2,0.5,0.6128,1.2256
avwap_252_breakout,multi_tier_partial,33.32,1,0.0,-3.2036,-3.2036
avwap_252_breakout,next_pivot_target,22.79,1,1.0,0.2176,0.2176
avwap_252_breakout,next_pivot_target,30.15,1,1.0,11.0673,11.0673
avwap_252_breakout,next_pivot_target,31.2,2,1.0,1.5381,3.0762
avwap_252_breakout,next_pivot_target,33.32,1,1.0,9.6107,9.6107
