exit_method,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,total_pnl_pct,runner_up_method,runner_up_metric,edge_over_runner_up,n,n_exits_in_cell,rank_in_cell
class_time_stop,neutral,Financials,unknown,mid_15_25,long_ge_11d,20.2757,ma_exit_ema9,11.7319,8.543800000000001,13,25,1.0
earnings_blackout,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,354.2223,trailing_15pct,118.1953,236.02700000000002,19,25,1.0
earnings_blackout,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,18.2062,breakeven_plus_trail,5.623299999999999,12.5829,10,25,1.0
earnings_blackout,neutral,Health Care,unknown,mid_15_25,long_ge_11d,64.0042,trailing_15pct,56.3998,7.604399999999998,11,25,1.0
hybrid_50pct_target,neutral,Information Technology,unknown,high_25_40,long_ge_11d,76.4368,class_time_stop,50.9632,25.473600000000005,12,25,1.0
