exit_a,exit_b,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,a_total_pnl_pct,b_total_pnl_pct,edge,dominates,n_a,n_b
atr_trail_1x,atr_trail_2x,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-2.3111000000000006,-6.433599999999999,False,10,10
atr_trail_1x,atr_trail_mae_conditional,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-8.7447,0.0,False,10,10
atr_trail_1x,atr_trail_vix_conditional,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-12.4742,3.7295,True,10,10
atr_trail_1x,break_even_at_1r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-15.8309,7.0862,True,10,10
atr_trail_1x,breakeven_plus_trail,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,5.623299999999999,-14.367999999999999,False,10,10
atr_trail_1x,chandelier_3x,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-1.3075999999999994,-7.437100000000001,False,10,10
atr_trail_1x,class_time_stop,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-3.1442000000000005,-5.600499999999999,False,10,10
atr_trail_1x,earnings_blackout,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,18.2062,-26.950899999999997,False,10,10
atr_trail_1x,fixed_4r_2r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-1.8968999999999991,-6.847800000000001,False,10,10
atr_trail_1x,hybrid_50pct_target,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-30.5559,21.8112,True,10,10
atr_trail_1x,ma_exit_ema9,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-9.565299999999999,0.8205999999999989,True,10,10
atr_trail_1x,mfe_lockin_trail,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-7.4540999999999995,-1.2906000000000004,False,10,10
atr_trail_1x,multi_tier_partial,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-6.9934,-1.7512999999999996,False,10,10
atr_trail_1x,next_pivot_target,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-12.973700000000001,4.229000000000001,True,10,10
atr_trail_1x,r_multiple_2r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-13.0651,4.320399999999999,True,10,10
atr_trail_1x,r_multiple_3r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-21.8839,13.1392,True,10,10
atr_trail_1x,regime_flip,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,5.1431999999999976,-13.887899999999998,False,10,10
atr_trail_1x,reverse_signal,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-8.7447,0.0,False,10,10
atr_trail_1x,smc_mitigation_zone,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-1.7572,-6.9875,False,10,10
atr_trail_1x,time_stop_10d,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-4.0392,-4.7055,False,10,10
atr_trail_1x,time_stop_20d,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,5.1431999999999976,-13.887899999999998,False,10,10
atr_trail_1x,trailing_10pct,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-34.0091,25.264399999999995,True,10,10
atr_trail_1x,trailing_15pct,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-46.6182,37.8735,True,10,10
atr_trail_1x,trailing_5pct,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-8.7447,-2.6587999999999994,-6.0859000000000005,False,10,10
atr_trail_2x,atr_trail_mae_conditional,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-2.3111000000000006,-8.7447,6.433599999999999,True,10,10
atr_trail_2x,atr_trail_vix_conditional,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-2.3111000000000006,-12.4742,10.1631,True,10,10
atr_trail_2x,break_even_at_1r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,-2.3111000000000006,-15.8309,13.5198,True,10,10
