ticker,strategy,entry_date,direction,entry_price,exit_method,pnl_pct,win,hold_days,exit_price,exit_date,exit_reason,regime_at_entry,sector,confidence_tier,cap_band,vol_band,hold_duration_band,win_loss_outcome,universe_tier,smart_money_signal_present,vix_at_entry,entry_atr_ratio,mae_bucket,mfe_bucket,regime_changed_during_hold,earnings_during_hold,circuit_breaker_active_during_hold,news_sentiment_shift_during_hold,8K_filed_during_hold,day_of_week_at_entry,days_from_quarter_end_at_entry,vix_term_structure,hy_oas_band_at_entry,adv_bucket,volume_rank_within_sector,sector_momentum_vs_spy_at_entry
AMD,cpr_narrow_bullish,2022-01-03,long,151.3139,multi_tier_partial,-4.5335,False,1,144.4541,2022-01-04,multi_tier_trail_batch227b,neutral,Information Technology,HIGH,unknown,mid_15_25,short_le_3d,loss,T1c,no,16.6,0.04533489652966449,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,87,unknown,no_data,ge_500M,unknown,no_data
HD,cpr_narrow_bullish,2022-01-04,long,414.4475,multi_tier_partial,-1.9424,False,2,406.3974,2022-01-06,multi_tier_trail_batch227b,neutral,Consumer Discretionary,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1a,no,16.91,0.019423690576007818,q4_ge_10pct,q1_lt_2pct,no,no,no_data,high_gt_20,no,tue,86,unknown,no_data,ge_500M,unknown,no_data
V,cpr_narrow_bullish,2022-01-03,long,222.2347,multi_tier_partial,-1.9955,False,3,217.8,2022-01-06,multi_tier_trail_batch227b,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1a,no,16.6,0.020597593445128053,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,87,unknown,no_data,ge_500M,unknown,no_data
SCHW,cpr_narrow_bullish,2022-01-03,long,87.2285,multi_tier_partial,0.6172,True,1,87.7668,2022-01-04,multi_tier_1R_trail_batch227b,neutral,Financials,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1a,no,16.6,0.023065855769616582,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,87,unknown,no_data,100_500M,unknown,no_data
BAC,cpr_narrow_bullish,2022-01-03,long,47.1873,multi_tier_partial,0.5351,True,1,47.4398,2022-01-04,multi_tier_1R_trail_batch227b,neutral,Financials,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1a,no,16.6,0.021448567729028784,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,87,unknown,no_data,ge_500M,unknown,no_data
T,cpr_narrow_bullish,2022-01-03,long,25.6927,multi_tier_partial,3.2313,True,11,26.5229,2022-01-14,multi_tier_1R_2R_trail_batch227b,neutral,Communication Services,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1a,no,16.6,0.020819143180747842,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,87,unknown,no_data,ge_500M,unknown,no_data
XOM,cpr_narrow_bullish,2022-01-31,long,76.5605,multi_tier_partial,2.498,True,1,78.473,2022-02-01,multi_tier_1R_2R_trail_batch227b,neutral,Energy,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1a,no,24.83,0.025460909999281613,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,59,unknown,no_data,ge_500M,unknown,no_data
PG,cpr_narrow_bullish,2022-01-05,long,164.4845,multi_tier_partial,-1.3382,False,2,162.2833,2022-01-07,multi_tier_trail_batch227b,neutral,Consumer Staples,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1a,no,19.73,0.013382415972325661,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,85,unknown,no_data,ge_500M,unknown,no_data
MSFT,cpr_narrow_bullish,2022-03-02,long,303.6168,multi_tier_partial,-3.0125,False,1,294.4704,2022-03-03,multi_tier_trail_batch227b,neutral,Information Technology,HIGH,unknown,high_25_40,medium_4_10d,loss,T1c,no,30.74,0.030124815227615863,q4_ge_10pct,q1_lt_2pct,no,no,no_data,high_gt_20,no,wed,29,unknown,no_data,ge_500M,unknown,no_data
CVX,cpr_narrow_bullish,2022-01-03,long,120.1154,multi_tier_partial,3.3556,True,8,124.146,2022-01-11,multi_tier_1R_2R_trail_batch227b,neutral,Energy,HIGH,unknown,mid_15_25,long_ge_11d,win,T1a,no,16.6,0.018210820594195248,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,87,unknown,no_data,ge_500M,unknown,no_data
COST,cpr_narrow_bullish,2022-02-28,long,519.8966,multi_tier_partial,0.7966,True,4,524.0379,2022-03-04,multi_tier_1R_trail_batch227b,neutral,Consumer Staples,HIGH,unknown,high_25_40,long_ge_11d,win,T1c,no,30.15,0.02542255517731795,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,31,unknown,no_data,ge_500M,unknown,no_data
TMO,cpr_narrow_bullish,2022-05-02,short,543.4167,multi_tier_partial,-3.4954,False,2,562.4112,2022-05-04,multi_tier_trail_batch227b,neutral,Health Care,HIGH,unknown,high_25_40,long_ge_11d,loss,T1a,no,32.34,0.0349538392912842,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,59,unknown,no_data,ge_500M,unknown,no_data
ORCL,cpr_narrow_bullish,2022-05-05,short,71.9554,multi_tier_partial,-2.2958,False,5,73.6073,2022-05-10,multi_tier_trail_batch227b,neutral,Information Technology,HIGH,unknown,high_25_40,long_ge_11d,loss,T1a,no,31.2,0.0302854268060493,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,thu,56,unknown,no_data,ge_500M,unknown,no_data
AMD,cpr_narrow_bullish,2022-07-19,long,85.5668,multi_tier_partial,1.5186,True,1,86.8662,2022-07-20,multi_tier_1R_trail_batch227b,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,win,T1c,no,24.5,0.049691001650172734,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,tue,73,unknown,no_data,ge_500M,unknown,no_data
